tweet_text,sentiment,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
Politicians who objected to Mrs Thatcher and her radical conviction politics suffered the anguish of apparently unresolvable frustration .,sad,"['politicians', 'politician', 'who', 'objected', 'object', 'to', 'mrs', 'thatcher', 'and', 'her', 'she', 'radical', 'conviction', 'politics', 'suffered', 'suffer', 'the', 'anguish', 'of', 'apparently', 'unresolvable', 'frustration']",3.0,1.31,0.0,0.0,1.0,0.703,0.0,0.0,1.0,0.902,0.0,0.0,0.0,0.0,0.0,0.0,anger,3.0,1.31
Both were crestfallen after Stevie 's erratic performance on the 17th .,sad,"['both', 'were', 'be', 'crestfallen', 'after', 'stevie', ""'s"", 'erratic', 'performance', 'on', 'the', '17th']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,surprise,1.0,0.75
There 's no reason to feel dejected about the future .,sad,"['there', ""'s"", 'be', 'no', 'reason', 'to', 'feel', 'dejected', 'about', 'the', 'future']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
It 's not just health problems they suffer but many people can get really depressed living in houses where they have to keep washing the mould off the walls .,sad,"['it', ""'s"", 'be', 'not', 'just', 'health', 'problems', 'problem', 'they', 'suffer', 'but', 'many', 'people', 'can', 'get', 'really', 'depressed', 'living', 'live', 'in', 'houses', 'house', 'where', 'they', 'have', 'to', 'keep', 'washing', 'wash', 'the', 'mould', 'off', 'the', 'walls', 'wall']",1.0,0.297,0.0,0.0,2.0,0.735,3.0,1.211,2.0,1.2970000000000002,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.2970000000000002
"Even the Prince of Wales , depressed at the thought of the ordeal to come , cheered up at the sight of the food .",sad,"['even', 'the', 'prince', 'of', 'wales', 'depressed', 'at', 'the', 'thought', 'of', 'the', 'ordeal', 'to', 'come', 'cheered', 'cheer', 'up', 'at', 'the', 'sight', 'of', 'the', 'food']",2.0,0.7969999999999999,0.0,0.0,1.0,0.469,3.0,1.928,1.0,0.8590000000000001,2.0,0.992,2.0,0.9450000000000001,2.0,0.883,joy,3.0,1.928
"In spite of everything , Burun felt depressed by the whole affair and could not understand why .",sad,"['in', 'spite', 'of', 'everything', 'burun', 'felt', 'feel', 'depressed', 'by', 'the', 'whole', 'affair', 'and', 'could', 'not', 'understand', 'why']",2.0,0.897,0.0,0.0,1.0,0.469,0.0,0.0,1.0,0.8590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,0.897
"Then , still depressed at being ditched , he drank eight pints on a night out with other squaddies , said prosecutor Graham Boal .",sad,"['then', 'still', 'depressed', 'at', 'being', 'be', 'ditched', 'ditch', 'he', 'drank', 'eight', 'pints', 'pint', 'on', 'a', 'night', 'out', 'with', 'other', 'squaddies', 'squaddy', 'said', 'say', 'prosecutor', 'graham', 'boal']",1.0,0.297,0.0,0.0,1.0,0.469,0.0,0.0,1.0,0.8590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8590000000000001
"Behind her she heard Emilia say , ` I think the child will be quite desolate to see me go .",sad,"['behind', 'her', 'she', 'she', 'heard', 'hear', 'emilia', 'say', 'i', 'think', 'the', 'child', 'will', 'be', 'quite', 'desolate', 'to', 'see', 'me', 'i', 'go']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.466,0.0,0.0,0.0,0.0,1.0,0.523,0.0,0.0,anticipation,1.0,0.523
` I am desolate that Anthony has died .,sad,"['i', 'am', 'be', 'desolate', 'that', 'anthony', 'has', 'have', 'died', 'die']",0.0,0.0,0.0,0.0,1.0,0.7659999999999999,0.0,0.0,2.0,1.6789999999999998,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.6789999999999998
"The sense of relief that the Danes had ` let us all painlessly off the Maastricht hook "" was immediately replaced by a despondency at the Government 's response .",sad,"['the', 'sense', 'of', 'relief', 'that', 'the', 'danes', 'had', 'have', '`', 'let', 'us', 'we', 'all', 'painlessly', 'off', 'the', 'maastricht', 'hook', 'was', 'be', 'immediately', 'replaced', 'replace', 'by', 'a', 'despondency', 'at', 'the', 'government', ""'s"", 'response']",0.0,0.0,0.0,0.0,1.0,0.359,1.0,0.43799999999999994,0.0,0.0,0.0,0.0,1.0,0.469,0.0,0.0,anticipation,1.0,0.469
Julie is devastated to discover she is adopted and she sets out to find her natural parents .,sad,"['julie', 'is', 'be', 'devastated', 'devastate', 'to', 'discover', 'she', 'is', 'be', 'adopted', 'adopt', 'and', 'she', 'sets', 'set', 'out', 'to', 'find', 'her', 'she', 'natural', 'parents', 'parent']",1.0,0.682,0.0,0.0,1.0,0.792,0.0,0.0,2.0,1.709,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.709
"It was hot , sunny and the water looked so cool and inviting that Maggie felt quite downcast about having no swimsuit .",sad,"['it', 'was', 'be', 'hot', 'sunny', 'and', 'the', 'water', 'looked', 'look', 'so', 'cool', 'and', 'inviting', 'invite', 'that', 'maggie', 'felt', 'feel', 'quite', 'downcast', 'about', 'having', 'have', 'no', 'swimsuit']",1.0,0.529,0.0,0.0,0.0,0.0,3.0,1.5190000000000001,0.0,0.0,3.0,0.6569999999999999,3.0,1.648,2.0,1.008,anticipation,3.0,1.648
Dolores felt glum at the sight,sad,"['dolores', 'felt', 'feel', 'glum', 'at', 'the', 'sight']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.547
The people of America and throughout the world were stunned and grief-stricken by the President 's assassination .,sad,"['the', 'people', 'of', 'america', 'and', 'throughout', 'the', 'world', 'were', 'be', 'stunned', 'stun', 'and', 'grief', 'stricken', 'by', 'the', 'president', ""'s"", 'assassination']",1.0,0.8590000000000001,0.0,0.0,2.0,1.4529999999999998,0.0,0.0,3.0,2.297,2.0,1.531,0.0,0.0,1.0,0.45299999999999996,sadness,3.0,2.297
The queen was grief-stricken at his death .,sad,"['the', 'queen', 'was', 'be', 'grief', 'stricken', 'at', 'his', 'he', 'death']",1.0,0.574,1.0,0.6559999999999999,1.0,0.843,0.0,0.0,3.0,2.415,1.0,0.578,1.0,0.39799999999999996,0.0,0.0,sadness,3.0,2.415
Her emotion this time was not prompted by grief for her mother -- but by the seriousness of the moment .,sad,"['her', 'she', 'emotion', 'this', 'time', 'was', 'be', 'not', 'prompted', 'prompt', 'by', 'grief', 'for', 'her', 'she', 'mother', 'but', 'by', 'the', 'seriousness', 'of', 'the', 'moment']",0.0,0.0,0.0,0.0,1.0,0.305,1.0,0.41200000000000003,3.0,1.2690000000000001,0.0,0.0,2.0,0.922,1.0,0.703,sadness,3.0,1.2690000000000001
Kurzlinger hated Voss for what he had done and the man 's grief for his murdered love was not to be underestimated .,sad,"['kurzlinger', 'hated', 'hate', 'voss', 'for', 'what', 'he', 'had', 'have', 'done', 'do', 'and', 'the', 'man', ""'s"", 'grief', 'for', 'his', 'he', 'murdered', 'murder', 'love', 'was', 'be', 'not', 'to', 'be', 'underestimated', 'underestimate']",2.0,1.725,2.0,1.534,2.0,1.39,1.0,0.828,3.0,2.343,2.0,1.101,0.0,0.0,1.0,0.758,sadness,3.0,2.343
Amanda 's grief for her father was compounded by anxiety over his ontological status .,sad,"['amanda', ""'s"", 'grief', 'for', 'her', 'she', 'father', 'was', 'be', 'compounded', 'compound', 'by', 'anxiety', 'over', 'his', 'he', 'ontological', 'status']",1.0,0.344,0.0,0.0,1.0,0.594,0.0,0.0,2.0,1.359,0.0,0.0,1.0,0.609,1.0,0.586,sadness,2.0,1.359
A 16-year-old girl works herself into a frenzy of grief for a friend killed by right-wing vigilantes .,sad,"['a', '16', 'year', 'old', 'girl', 'works', 'work', 'herself', 'into', 'a', 'frenzy', 'of', 'grief', 'for', 'a', 'friend', 'killed', 'kill', 'by', 'right', 'wing', 'vigilantes', 'vigilante']",0.0,0.0,0.0,0.0,1.0,0.9620000000000001,1.0,0.47100000000000003,2.0,1.6560000000000001,0.0,0.0,0.0,0.0,1.0,0.75,sadness,2.0,1.6560000000000001
"To express their grief over the Warrington atrocity , the people of Dublin sent thousands of floral tributes to Liverpool this morning with the Irish Air Corps .",sad,"['to', 'express', 'their', 'they', 'grief', 'over', 'the', 'warrington', 'atrocity', 'the', 'people', 'of', 'dublin', 'sent', 'send', 'thousands', 'thousand', 'of', 'floral', 'tributes', 'tribute', 'to', 'liverpool', 'this', 'morning', 'with', 'the', 'irish', 'air', 'corps']",1.0,0.8140000000000001,1.0,0.7340000000000001,1.0,0.672,1.0,0.25,2.0,1.7180000000000002,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.7180000000000002
"Within the ranks of the music press , there seemed to be a genuine grief at the split and the band 's loyal followers responded accordingly , filling the letter pages with tearful , doleful sentiment .",sad,"['within', 'the', 'ranks', 'rank', 'of', 'the', 'music', 'press', 'there', 'seemed', 'seem', 'to', 'be', 'a', 'genuine', 'grief', 'at', 'the', 'split', 'and', 'the', 'band', ""'s"", 'loyal', 'followers', 'follower', 'responded', 'respond', 'accordingly', 'filling', 'fill', 'the', 'letter', 'pages', 'page', 'with', 'tearful', 'doleful', 'sentiment']",0.0,0.0,1.0,0.344,2.0,0.5,2.0,1.016,3.0,1.578,1.0,0.14800000000000002,1.0,0.484,4.0,2.2110000000000003,trust,4.0,2.2110000000000003
"In spite of her grief at being parted from her cousins , she could not help but feel excited .",sad,"['in', 'spite', 'of', 'her', 'she', 'grief', 'at', 'being', 'be', 'parted', 'part', 'from', 'her', 'she', 'cousins', 'cousin', 'she', 'could', 'not', 'help', 'but', 'feel', 'excited']",1.0,0.6,0.0,0.0,1.0,0.203,2.0,1.136,1.0,0.8590000000000001,1.0,0.625,1.0,0.8590000000000001,1.0,0.45299999999999996,joy,2.0,1.136
"John had been moved to Norfolk and promoted to Corporal and he wrote to Anne nearly every day , loving letters which helped to make her grief for her mother more bearable .",sad,"['john', 'had', 'have', 'been', 'be', 'moved', 'move', 'to', 'norfolk', 'and', 'promoted', 'promote', 'to', 'corporal', 'and', 'he', 'wrote', 'write', 'to', 'anne', 'nearly', 'every', 'day', 'loving', 'letters', 'letter', 'which', 'helped', 'help', 'to', 'make', 'her', 'she', 'grief', 'for', 'her', 'she', 'mother', 'more', 'bearable']",0.0,0.0,1.0,0.25,1.0,0.203,2.0,1.291,2.0,0.8750000000000001,0.0,0.0,2.0,0.89,2.0,1.3439999999999999,trust,2.0,1.3439999999999999
"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion .",sad,"['relatives', 'relative', 'often', 'carry', 'enormous', 'personal', 'burdens', 'burden', 'for', 'example', 'the', 'grief', 'of', 'losing', 'lose', 'a', 'child', ""'s"", 'expected', 'expect', 'bright', 'future', 'or', 'the', 'tragic', 'decline', 'into', 'senility', 'of', 'a', 'loved', 'love', 'companion']",2.0,0.61,1.0,0.25,1.0,0.391,4.0,2.559,4.0,2.923,2.0,0.5309999999999999,3.0,1.827,6.0,3.2889999999999997,trust,6.0,3.2889999999999997
"He was not overwhelmed with grief for Kit , but evidently his eyes felt otherwise .",sad,"['he', 'was', 'be', 'not', 'overwhelmed', 'with', 'grief', 'for', 'kit', 'but', 'evidently', 'his', 'he', 'eyes', 'eye', 'felt', 'feel', 'otherwise']",0.0,0.0,0.0,0.0,1.0,0.469,0.0,0.0,2.0,1.468,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.468
Her grief at his death was deep and sincere .,sad,"['her', 'she', 'grief', 'at', 'his', 'he', 'death', 'was', 'be', 'deep', 'and', 'sincere']",1.0,0.574,1.0,0.6559999999999999,1.0,0.843,0.0,0.0,2.0,1.774,1.0,0.578,1.0,0.39799999999999996,1.0,0.797,sadness,2.0,1.774
And even those could be put down to excessive grief at the loss of his wife .,sad,"['and', 'even', 'those', 'could', 'be', 'put', 'down', 'to', 'excessive', 'grief', 'at', 'the', 'loss', 'of', 'his', 'he', 'wife']",1.0,0.324,0.0,0.0,1.0,0.578,0.0,0.0,3.0,1.828,0.0,0.0,0.0,0.0,0.0,0.0,sadness,3.0,1.828
And -- though the heartbreak of her troubled marriage still haunts her -- she raised a grin as Prince Harry waved from their car in London .,sad,"['and', 'though', 'the', 'heartbreak', 'of', 'her', 'she', 'troubled', 'marriage', 'still', 'haunts', 'haunt', 'her', 'she', 'she', 'raised', 'raise', 'a', 'grin', 'as', 'prince', 'harry', 'waved', 'wave', 'from', 'their', 'they', 'car', 'in', 'london']",1.0,0.212,0.0,0.0,1.0,0.6409999999999999,2.0,1.186,2.0,0.8899999999999999,1.0,0.336,2.0,1.0779999999999998,2.0,1.0859999999999999,joy,2.0,1.186
They suffered the heartbreak of losing three children through premature births .,sad,"['they', 'suffered', 'suffer', 'the', 'heartbreak', 'of', 'losing', 'lose', 'three', 'children', 'child', 'through', 'premature', 'births', 'birth']",2.0,0.61,1.0,0.25,2.0,0.5940000000000001,2.0,0.919,3.0,1.884,2.0,0.9609999999999999,2.0,1.2570000000000001,1.0,0.5,sadness,3.0,1.884
Jane Moss said yesterday that the double heartbreak of her daughter 's death and the murder of her own mum 11 years ago made her want to care for the needy .,sad,"['jane', 'moss', 'said', 'say', 'yesterday', 'that', 'the', 'double', 'heartbreak', 'of', 'her', 'she', 'daughter', ""'s"", 'death', 'and', 'the', 'murder', 'of', 'her', 'she', 'own', 'mum', '11', 'years', 'year', 'ago', 'made', 'make', 'her', 'she', 'want', 'to', 'care', 'for', 'the', 'needy']",2.0,1.471,2.0,1.495,3.0,1.819,1.0,0.547,3.0,2.524,2.0,1.1949999999999998,1.0,0.39799999999999996,0.0,0.0,sadness,3.0,2.524
"For the owner , it can mean heartbreak at the loss of a family pet .",sad,"['for', 'the', 'owner', 'it', 'can', 'mean', 'heartbreak', 'at', 'the', 'loss', 'of', 'a', 'family', 'pet']",1.0,0.324,0.0,0.0,1.0,0.578,1.0,0.5,2.0,1.4689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,1.4689999999999999
So many families will face the heartbreak of burglary before Christmas .,sad,"['so', 'many', 'families', 'family', 'will', 'face', 'the', 'heartbreak', 'of', 'burglary', 'before', 'christmas']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.109,1.0,0.7809999999999999,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,1.109
She regarded the wife of former Beirut hostage Jackie Mann as a ` dear friend' and was heartbroken she could not see her before she died of lung cancer on November 30 .,sad,"['she', 'regarded', 'regard', 'the', 'wife', 'of', 'former', 'beirut', 'hostage', 'jackie', 'mann', 'as', 'a', 'dear', 'friend', 'and', 'was', 'be', 'heartbroken', 'she', 'could', 'not', 'see', 'her', 'she', 'before', 'she', 'died', 'die', 'of', 'lung', 'cancer', 'on', 'november', '30']",2.0,1.0470000000000002,1.0,0.7340000000000001,3.0,2.328,1.0,0.47100000000000003,3.0,2.554,0.0,0.0,0.0,0.0,2.0,1.375,sadness,3.0,2.554
YEOVIL TOWN captain Mark Shail was heartbroken last night over the rash moment which may cost him the chance of playing in the dream FA Cup tie against Arsenal .,sad,"['yeovil', 'town', 'captain', 'mark', 'shail', 'was', 'be', 'heartbroken', 'last', 'night', 'over', 'the', 'rash', 'moment', 'which', 'may', 'cost', 'him', 'he', 'the', 'chance', 'of', 'playing', 'play', 'in', 'the', 'dream', 'fa', 'cup', 'tie', 'against', 'arsenal']",0.0,0.0,1.0,0.578,0.0,0.0,1.0,0.484,0.0,0.0,1.0,0.516,0.0,0.0,0.0,0.0,disgust,1.0,0.578
"Britt is heartbroken that her eight-year marriage to toyboy husband ` Slim "" Jim McDonnell , 31 , is to end in divorce .",sad,"['britt', 'is', 'be', 'heartbroken', 'that', 'her', 'she', 'eight', 'year', 'marriage', 'to', 'toyboy', 'husband', 'slim', 'jim', 'mcdonnell', '31', 'is', 'be', 'to', 'end', 'in', 'divorce']",1.0,0.516,1.0,0.38299999999999995,1.0,0.484,2.0,0.952,1.0,0.623,1.0,0.39799999999999996,1.0,0.6559999999999999,2.0,0.828,joy,2.0,0.952
She was heartbroken to hear the voice of Camilla .,sad,"['she', 'was', 'be', 'heartbroken', 'to', 'hear', 'the', 'voice', 'of', 'camilla']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
She 'd be heartbroken if her father was n't at her wedding .,sad,"['she', ""'d"", 'would', 'be', 'heartbroken', 'if', 'her', 'she', 'father', 'was', 'be', ""n't"", 'not', 'at', 'her', 'she', 'wedding']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,joy,1.0,0.6409999999999999
"Their mother died a month later , heartbroken by the loss of her mate .",sad,"['their', 'they', 'mother', 'died', 'die', 'a', 'month', 'later', 'heartbroken', 'by', 'the', 'loss', 'of', 'her', 'she', 'mate']",1.0,0.324,0.0,0.0,2.0,1.3439999999999999,1.0,0.41200000000000003,4.0,2.383,0.0,0.0,1.0,0.406,2.0,1.289,sadness,4.0,2.383
No wonder she was now inconsolable at the prospect of the child being returned to London .,sad,"['no', 'wonder', 'she', 'was', 'be', 'now', 'inconsolable', 'at', 'the', 'prospect', 'of', 'the', 'child', 'being', 'be', 'returned', 'return', 'to', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.072,0.0,0.0,1.0,0.523,2.0,1.242,0.0,0.0,anticipation,2.0,1.242
"Several hours passed while he sat there , knowing that Maud would be inconsolable at having missed a charity dinner .",sad,"['several', 'hours', 'hour', 'passed', 'pass', 'while', 'he', 'sat', 'sit', 'there', 'knowing', 'know', 'that', 'maud', 'would', 'be', 'inconsolable', 'at', 'having', 'have', 'missed', 'miss', 'a', 'charity', 'dinner']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.406,1.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.406
Nails became miserable with anxiety .,sad,"['nails', 'nail', 'became', 'become', 'miserable', 'with', 'anxiety']",2.0,0.938,1.0,0.547,1.0,0.594,0.0,0.0,2.0,1.344,0.0,0.0,1.0,0.609,0.0,0.0,sadness,2.0,1.344
She 's miserable that it all has to end .,sad,"['she', ""'s"", 'be', 'miserable', 'that', 'it', 'all', 'has', 'have', 'to', 'end']",1.0,0.594,1.0,0.547,0.0,0.0,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
"Me , I 'm miserable that it 's all beginning .",sad,"['me', 'i', 'i', ""'m"", 'be', 'miserable', 'that', 'it', ""'s"", 'be', 'all', 'beginning', 'begin']",1.0,0.594,1.0,0.547,0.0,0.0,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
"Even so , I was miserable when we were second from last .",sad,"['even', 'so', 'i', 'was', 'be', 'miserable', 'when', 'we', 'were', 'be', 'second', 'from', 'last']",1.0,0.594,1.0,0.547,0.0,0.0,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
"And I know that 's miserable for you , but what else can you do ? """,sad,"['and', 'i', 'know', 'that', ""'s"", 'be', 'miserable', 'for', 'you', 'but', 'what', 'else', 'can', 'you', 'do']",1.0,0.594,1.0,0.547,0.0,0.0,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
` It is miserable for us to look back on these things .,sad,"['it', 'is', 'be', 'miserable', 'for', 'us', 'we', 'to', 'look', 'back', 'on', 'these', 'things', 'thing']",1.0,0.594,1.0,0.547,0.0,0.0,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
"Life , you know , it 's miserable for them .",sad,"['life', 'you', 'know', 'it', ""'s"", 'be', 'miserable', 'for', 'them', 'they']",1.0,0.594,1.0,0.547,0.0,0.0,1.0,0.43799999999999994,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
"Thenceforward I was always wanting to take the joys of solitude and of society in their extreme forms , and was alternatively miserable from the lack of company or the presence of uncongenial company .",sad,"['thenceforward', 'i', 'was', 'be', 'always', 'wanting', 'want', 'to', 'take', 'the', 'joys', 'joy', 'of', 'solitude', 'and', 'of', 'society', 'in', 'their', 'they', 'extreme', 'forms', 'form', 'and', 'was', 'be', 'alternatively', 'miserable', 'from', 'the', 'lack', 'of', 'company', 'or', 'the', 'presence', 'of', 'uncongenial', 'company']",1.0,0.594,1.0,0.547,0.0,0.0,3.0,1.867,2.0,1.046,0.0,0.0,0.0,0.0,0.0,0.0,joy,3.0,1.867
The walk to the town centre is long enough to invigorate me and short enough to avoid getting miserable from the cold .,sad,"['the', 'walk', 'to', 'the', 'town', 'centre', 'is', 'be', 'long', 'enough', 'to', 'invigorate', 'me', 'i', 'and', 'short', 'enough', 'to', 'avoid', 'getting', 'get', 'miserable', 'from', 'the', 'cold']",1.0,0.594,2.0,0.7350000000000001,1.0,0.297,0.0,0.0,2.0,1.032,0.0,0.0,1.0,0.406,0.0,0.0,sadness,2.0,1.032
"I was miserable with cold , but although I was prepared to admit that I was miserable , I was n't prepared to admit that my misery had any connection with cold .",sad,"['i', 'was', 'be', 'miserable', 'with', 'cold', 'but', 'although', 'i', 'was', 'be', 'prepared', 'prepare', 'to', 'admit', 'that', 'i', 'was', 'be', 'miserable', 'i', 'was', 'be', ""n't"", 'not', 'prepared', 'prepare', 'to', 'admit', 'that', 'my', 'misery', 'had', 'have', 'any', 'connection', 'with', 'cold']",2.0,1.141,2.0,1.141,1.0,0.7340000000000001,0.0,0.0,3.0,1.97,0.0,0.0,2.0,1.071,2.0,1.2650000000000001,sadness,3.0,1.97
He was miserable at being left out .,sad,"['he', 'was', 'be', 'miserable', 'at', 'being', 'be', 'left', 'leave', 'out']",1.0,0.594,1.0,0.547,0.0,0.0,0.0,0.0,2.0,1.1720000000000002,1.0,0.23399999999999999,0.0,0.0,0.0,0.0,sadness,2.0,1.1720000000000002
"Since many parents were miserable at being separated from their offspring and it would be a struggle for some to pay money for their misery , they finally decided to have them home again .",sad,"['since', 'many', 'parents', 'parent', 'were', 'be', 'miserable', 'at', 'being', 'be', 'separated', 'separate', 'from', 'their', 'they', 'offspring', 'and', 'it', 'would', 'be', 'a', 'struggle', 'for', 'some', 'to', 'pay', 'money', 'for', 'their', 'they', 'misery', 'they', 'finally', 'decided', 'decide', 'to', 'have', 'them', 'they', 'home', 'again']",4.0,1.6679999999999997,3.0,1.266,2.0,1.4530000000000003,4.0,1.4889999999999999,3.0,2.161,2.0,0.5,3.0,1.617,3.0,1.242,sadness,3.0,2.161
Members requested the committee 's sorrow that the work had begun without permission should be passed on to the county council .,sad,"['members', 'member', 'requested', 'request', 'the', 'committee', ""'s"", 'sorrow', 'that', 'the', 'work', 'had', 'have', 'begun', 'begin', 'without', 'permission', 'should', 'be', 'passed', 'pass', 'on', 'to', 'the', 'county', 'council']",0.0,0.0,0.0,0.0,1.0,0.344,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,2.0,0.844,3.0,1.446,trust,3.0,1.446
It soon developed into disillusion as the town 's death toll grew and ended in jubilant relief not unmixed with sorrow at the memory of towns-folk who would not return .,sad,"['it', 'soon', 'developed', 'develop', 'into', 'disillusion', 'as', 'the', 'town', ""'s"", 'death', 'toll', 'grew', 'grow', 'and', 'ended', 'end', 'in', 'jubilant', 'relief', 'not', 'unmixed', 'with', 'sorrow', 'at', 'the', 'memory', 'of', 'towns', 'town', 'folk', 'who', 'would', 'not', 'return']",1.0,0.574,1.0,0.6559999999999999,2.0,1.1869999999999998,3.0,1.649,2.0,1.7590000000000001,2.0,1.156,3.0,1.4609999999999999,2.0,0.9840000000000001,sadness,2.0,1.7590000000000001
"Goebbels himself had signed her travel papers under pressure from his sympathetic wife Magda , who had mistaken Lais 's hysterical sobs for sorrow at Karl 's death .",sad,"['goebbels', 'himself', 'had', 'have', 'signed', 'sign', 'her', 'she', 'travel', 'papers', 'under', 'pressure', 'from', 'his', 'he', 'sympathetic', 'wife', 'magda', 'who', 'had', 'have', 'mistaken', 'lais', ""'s"", 'hysterical', 'sobs', 'sob', 'for', 'sorrow', 'at', 'karl', ""'s"", 'death']",2.0,1.027,1.0,0.6559999999999999,6.0,2.643,2.0,0.597,4.0,2.7539999999999996,1.0,0.578,1.0,0.39799999999999996,2.0,1.024,sadness,4.0,2.7539999999999996
"He is portrayed as showing sorrow at the destruction caused by German bombers and it is he who ` saves the day "" by first giving himself up and then being shot by Clogger .",sad,"['he', 'is', 'be', 'portrayed', 'portray', 'as', 'showing', 'show', 'sorrow', 'at', 'the', 'destruction', 'caused', 'cause', 'by', 'german', 'bombers', 'bomber', 'and', 'it', 'is', 'be', 'he', 'who', 'saves', 'save', 'the', 'day', 'by', 'first', 'giving', 'give', 'himself', 'up', 'and', 'then', 'being', 'be', 'shot', 'shoot', 'by', 'clogger']",3.0,2.0,0.0,0.0,6.0,4.14,2.0,0.669,3.0,1.9380000000000002,1.0,0.711,0.0,0.0,2.0,0.9140000000000001,fear,6.0,4.14
Three of our candles are in this colour to represent our sorrow for our failure to love in so many parts of our lives .,sad,"['three', 'of', 'our', 'we', 'candles', 'candle', 'are', 'be', 'in', 'this', 'colour', 'to', 'represent', 'our', 'we', 'sorrow', 'for', 'our', 'we', 'failure', 'to', 'love', 'in', 'so', 'many', 'parts', 'part', 'of', 'our', 'we', 'lives', 'life']",0.0,0.0,1.0,0.39799999999999996,2.0,0.9219999999999999,4.0,1.7499999999999998,2.0,1.6560000000000001,0.0,0.0,0.0,0.0,1.0,0.758,joy,4.0,1.7499999999999998
"The awakened will gives rise to fear of God , sorrow for sin , hope for forgiveness and love of God Leah 's first four children .",sad,"['the', 'awakened', 'awaken', 'will', 'gives', 'give', 'rise', 'to', 'fear', 'of', 'god', 'sorrow', 'for', 'sin', 'hope', 'for', 'forgiveness', 'and', 'love', 'of', 'god', 'leah', ""'s"", 'first', 'four', 'children', 'child']",2.0,1.0470000000000002,1.0,0.625,4.0,1.826,5.0,2.878,2.0,1.36,1.0,0.36700000000000005,3.0,1.7800000000000002,3.0,2.055,joy,5.0,2.878
He told of his sorrow at having to quit a job he passionately enjoyed .,sad,"['he', 'told', 'tell', 'of', 'his', 'he', 'sorrow', 'at', 'having', 'have', 'to', 'quit', 'a', 'job', 'he', 'passionately', 'enjoyed', 'enjoy']",0.0,0.0,0.0,0.0,1.0,0.344,1.0,0.812,1.0,0.8440000000000001,0.0,0.0,1.0,0.578,1.0,0.484,sadness,1.0,0.8440000000000001
Was n't there one word of sympathy he could offer to ease her sorrow at having loved and lost him ?,sad,"['was', 'be', ""n't"", 'not', 'there', 'one', 'word', 'of', 'sympathy', 'he', 'could', 'offer', 'to', 'ease', 'her', 'she', 'sorrow', 'at', 'having', 'have', 'loved', 'love', 'and', 'lost', 'lose', 'him', 'he']",1.0,0.261,1.0,0.25,2.0,0.735,3.0,2.109,4.0,2.3529999999999998,1.0,0.38299999999999995,0.0,0.0,2.0,1.235,sadness,4.0,2.3529999999999998
