tweet_text,sentiment,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,afraid,afraid_score,amused,amused_score,angry,angry_score,annoyed,annoyed_score,dontcare,dontcare_score,happy,happy_score,inspired,inspired_score,sad,sad_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score
"` In my youth "" , says Baxter , ` I was quickly past my fundamentals and was running up into a multitude of controversies , and greatly delighted with metaphysical and scholastic writings . """,happy,"['in', 'my', 'youth', 'says', 'say', 'baxter', 'i', 'was', 'be', 'quickly', 'past', 'my', 'fundamentals', 'fundamental', 'and', 'was', 'be', 'running', 'run', 'up', 'into', 'a', 'multitude', 'of', 'controversies', 'controversy', 'and', 'greatly', 'delighted', 'with', 'metaphysical', 'and', 'scholastic', 'writings']",joy,3.0,1.524,17.0,1.3328581523400396,18.0,2.1310437084036296,18.0,1.909862106413006,18.0,2.3317041250951407,18.0,2.3082454151290137,18.0,2.4454205807887304,18.0,3.9985967380271177,17.0,1.5422691738033225,inspired,18.0,3.9985967380271177
"Modigliani , delighted with the atmosphere of warmth and sincerity , resumed his friendship with Soutine and Indenbaum .",happy,"['modigliani', 'delighted', 'with', 'the', 'atmosphere', 'of', 'warmth', 'and', 'sincerity', 'resumed', 'resume', 'his', 'he', 'friendship', 'with', 'soutine', 'and', 'indenbaum']",joy,3.0,2.0119999999999996,7.0,0.8012468277962281,7.0,1.0413410476099887,7.0,0.66959673276307,7.0,1.0606114186025006,7.0,0.874630400257814,7.0,0.7492277294959687,7.0,1.073901842423748,7.0,0.7294440010506822,inspired,7.0,1.073901842423748
"And , remember , as with all our offers , we guarantee to refund your money if you 're not delighted with your purchase .",happy,"['and', 'remember', 'as', 'with', 'all', 'our', 'we', 'offers', 'offer', 'we', 'guarantee', 'to', 'refund', 'your', 'you', 'money', 'if', 'you', ""'re"", 'be', 'not', 'delighted', 'with', 'your', 'you', 'purchase']",joy,2.0,1.422,8.0,0.49568854156824604,8.0,1.1797257377821626,8.0,1.2079623287667576,8.0,1.114567406687983,8.0,1.113501982331759,8.0,0.9215898227542085,8.0,1.299747864913868,8.0,0.6672163151950155,inspired,8.0,1.299747864913868
"He chuckled , delighted at having amazed her .",happy,"['he', 'chuckled', 'chuckle', 'delighted', 'at', 'having', 'have', 'amazed', 'amaze', 'her', 'she']",joy,2.0,1.597,5.0,0.09787050003180289,5.0,0.8815604021499556,5.0,0.1219942210225276,5.0,0.7321385773440549,5.0,0.6203511606187402,5.0,0.5492824377731239,5.0,1.7615405807711193,5.0,0.23526212028867546,inspired,5.0,1.7615405807711193
"Delighted at having gained his complete attention , Lori squirmed in her seat .",happy,"['delighted', 'at', 'having', 'have', 'gained', 'gain', 'his', 'he', 'complete', 'attention', 'lori', 'squirmed', 'squirm', 'in', 'her', 'she', 'seat']",joy,3.0,1.694,9.0,0.6221798551204172,8.0,1.135689045372034,8.0,0.7073462797857816,9.0,0.9640479896784491,8.0,1.3716534932851352,9.0,1.0670755457637326,9.0,1.5290731352746305,9.0,1.6029346557198194,sad,9.0,1.6029346557198194
Morrissey was ecstatic at the response .,happy,"['morrissey', 'was', 'be', 'ecstatic', 'at', 'the', 'response']",joy,1.0,0.9540000000000001,3.0,0.1801560169581107,3.0,0.6091516248652192,3.0,0.24547858497003514,3.0,0.4107514184150818,3.0,0.4232114231202888,3.0,0.4737291348132786,3.0,0.45183151739676886,3.0,0.2056902794612167,amused,3.0,0.6091516248652192
If you use a fax card you 'll be ecstatic to see that WordStar has the capacity to create faxable files in a matter of seconds .,happy,"['if', 'you', 'use', 'a', 'fax', 'card', 'you', ""'ll"", 'will', 'be', 'ecstatic', 'to', 'see', 'that', 'wordstar', 'has', 'have', 'the', 'capacity', 'to', 'create', 'faxable', 'files', 'file', 'in', 'a', 'matter', 'of', 'seconds']",joy,2.0,1.242,11.0,0.9502385399587456,11.0,1.6288588570103772,11.0,1.4399988524224512,11.0,1.3885830413393905,12.0,1.8959166676762562,12.0,1.4423643609716665,12.0,2.3534557324245515,11.0,0.9005839481965615,inspired,12.0,2.3534557324245515
"With a grimace , Donal murmured gloomily , ` He was n't exactly ecstatic at my explanation . """,happy,"['with', 'a', 'grimace', 'donal', 'murmured', 'murmure', 'gloomily', 'he', 'was', 'be', ""n't"", 'not', 'exactly', 'ecstatic', 'at', 'my', 'explanation']",joy,1.0,0.9540000000000001,6.0,1.0241899841972355,6.0,0.9859550115388109,5.0,0.5381903176304176,5.0,1.2381305044618771,6.0,0.8516114822139669,6.0,0.9628752026088655,6.0,1.1740674192162865,5.0,0.22498007813253995,annoyed,5.0,1.2381305044618771
"Thank you , thank you ! "" she cried , quite ecstatic that he 'd unbent .",happy,"['thank', 'you', 'thank', 'you', 'she', 'cried', 'cry', 'quite', 'ecstatic', 'that', 'he', ""'d"", 'would', 'unbent']",sadness,2.0,1.469,6.0,0.3553115079158804,6.0,0.8517042799622533,6.0,0.6296944359120863,6.0,0.7973952410072808,6.0,0.8356777536509277,6.0,0.7140070314891397,6.0,1.226778839214315,6.0,0.5894309108481168,inspired,6.0,1.226778839214315
"` Well ? "" he barked , clearly not ecstatic that she thought she could lay down conditions .",happy,"['well', 'he', 'barked', 'bark', 'clearly', 'not', 'ecstatic', 'that', 'she', 'thought', 'think', 'she', 'could', 'lay', 'down', 'conditions', 'condition']",anticipation,2.0,1.1019999999999999,11.0,1.0637820775971896,11.0,1.7914871612208314,11.0,1.2257329686141865,11.0,1.4325852412796034,11.0,1.2984055472462637,11.0,1.0761866047017963,11.0,2.0052215575849623,11.0,1.1065988417551675,inspired,11.0,2.0052215575849623
"Every time they got near him , he backed off , ecstatic with excitement , tail wagging furiously .",happy,"['every', 'time', 'they', 'got', 'get', 'near', 'him', 'he', 'he', 'backed', 'back', 'off', 'ecstatic', 'with', 'excitement', 'tail', 'wagging', 'wag', 'furiously']",anticipation,3.0,2.024,13.0,1.1923755774784597,13.0,2.346484976654999,13.0,1.2980449107653453,13.0,1.6334822182000257,13.0,1.839472478582951,13.0,1.492220700104541,13.0,2.059554141990307,13.0,1.1383649962233717,amused,13.0,2.346484976654999
The elation of witnessing birth may be followed by a sense of disorientation at being a displaced person .,happy,"['the', 'elation', 'of', 'witnessing', 'witness', 'birth', 'may', 'be', 'followed', 'follow', 'by', 'a', 'sense', 'of', 'disorientation', 'at', 'being', 'be', 'a', 'displaced', 'displace', 'person']",trust,3.0,1.579,12.0,1.3374768108223019,12.0,1.6003587340786152,12.0,1.7172222310962322,11.0,1.3393730700131914,11.0,1.472342619572129,12.0,1.134687669274741,12.0,2.2837582807062393,11.0,1.1147805844365506,inspired,12.0,2.2837582807062393
But Richard 's elation at regaining his health was short lived because his kidneys started to fail .,happy,"['but', 'richard', ""'s"", 'elation', 'at', 'regaining', 'regain', 'his', 'he', 'health', 'was', 'be', 'short', 'lived', 'live', 'because', 'his', 'he', 'kidneys', 'kidney', 'started', 'start', 'to', 'fail']",joy,3.0,1.843,13.0,1.3970546738927554,13.0,1.4301426663688257,13.0,1.3215286255574636,13.0,1.5058559393173616,13.0,1.9795480324184527,13.0,1.4067052385746446,13.0,2.3569259050285067,13.0,1.6022389188419894,inspired,13.0,2.3569259050285067
"Rescued dogs are often somewhat nervous of people , and yet may also become excited to see you , when you have been out , for example .",happy,"['rescued', 'rescue', 'dogs', 'dog', 'are', 'be', 'often', 'somewhat', 'nervous', 'of', 'people', 'and', 'yet', 'may', 'also', 'become', 'excited', 'to', 'see', 'you', 'when', 'you', 'have', 'been', 'be', 'out', 'for', 'example']",anticipation,3.0,2.125,15.0,1.4699837283277082,15.0,2.3938731139923366,15.0,1.7136441315715325,15.0,1.724852411727068,15.0,1.735564433914662,15.0,1.5091173635066413,15.0,2.6135847204525016,15.0,1.8393800965075497,inspired,15.0,2.6135847204525016
"I could n't wait for the pictures to come out , I was so excited to see them .",happy,"['i', 'could', ""n't"", 'not', 'wait', 'for', 'the', 'pictures', 'picture', 'to', 'come', 'out', 'i', 'was', 'be', 'so', 'excited', 'to', 'see', 'them', 'they']",anticipation,2.0,1.3820000000000001,7.0,0.606864717814383,7.0,1.184044851790377,7.0,0.7253118899680285,7.0,0.8956531896115392,7.0,0.9779645150517047,7.0,0.7483862180564835,7.0,1.1951853009225766,7.0,0.666589316784908,inspired,7.0,1.1951853009225766
` I am so excited about seeing my sons again .,happy,"['i', 'am', 'be', 'so', 'excited', 'about', 'seeing', 'see', 'my', 'sons', 'son', 'again']",anticipation,1.0,0.8590000000000001,5.0,0.32187652591867566,5.0,0.7916685411545545,5.0,0.4994096037133531,5.0,0.6281899750437897,5.0,0.800227325488643,5.0,0.5286590402267533,5.0,0.9298395426578252,5.0,0.5001294457964056,inspired,5.0,0.9298395426578252
"` They are naturally excited about getting the championship back after 33 years , "" he said .",happy,"['they', 'are', 'be', 'naturally', 'excited', 'about', 'getting', 'get', 'the', 'championship', 'back', 'after', '33', 'years', 'year', 'he', 'said', 'say']",anticipation,1.0,0.8590000000000001,10.0,0.8110135392871438,10.0,1.5187865483897223,10.0,1.007600485249804,10.0,1.231311020083921,10.0,1.3694545136315683,10.0,1.2217599897452114,10.0,1.8917650468312568,10.0,0.9483088567813723,inspired,10.0,1.8917650468312568
This man introduced me to an agent who did n't look all that excited to see me and was only obliging a friend .,happy,"['this', 'man', 'introduced', 'introduce', 'me', 'i', 'to', 'an', 'a', 'agent', 'who', 'did', 'do', ""n't"", 'not', 'look', 'all', 'that', 'excited', 'to', 'see', 'me', 'i', 'and', 'was', 'be', 'only', 'obliging', 'oblige', 'a', 'friend']",trust,4.0,2.203,10.0,0.6602412167052452,10.0,1.6495801665389411,10.0,1.332581961010111,10.0,1.1550915539289066,10.0,1.3648183826067914,10.0,1.2287285862470874,10.0,1.8384824603911116,10.0,0.7704756725718057,inspired,10.0,1.8384824603911116
Now that he was committed to a course of action he felt exhilarated .,happy,"['now', 'that', 'he', 'was', 'be', 'committed', 'commit', 'to', 'a', 'course', 'of', 'action', 'he', 'felt', 'feel', 'exhilarated']",trust,1.0,0.805,6.0,0.6717884552684502,7.0,0.79659301994309,6.0,0.8413741943485918,6.0,0.7898853184292107,7.0,1.3594811255394736,7.0,0.7786265976912807,7.0,1.1685701036173284,6.0,0.5936811851625745,dontcare,7.0,1.3594811255394736
He was exhilarated when he heard Ornette Coleman improvising free jazz with his plastic saxophone at a club .,happy,"['he', 'was', 'be', 'exhilarated', 'when', 'he', 'heard', 'hear', 'ornette', 'coleman', 'improvising', 'improvise', 'free', 'jazz', 'with', 'his', 'he', 'plastic', 'saxophone', 'at', 'a', 'club']",joy,1.0,0.544,10.0,0.699761862201134,11.0,1.4860486668200918,10.0,0.8239450275888534,10.0,0.8604386383882373,11.0,2.496016918956167,11.0,1.3095581193152732,11.0,2.481431989606725,10.0,0.8427987771235174,dontcare,11.0,2.496016918956167
"Reflecting on the experience , Donia said : `` I think you 're exhilarated by the determination and strength of the human spirit . ''",happy,"['reflecting', 'reflect', 'on', 'the', 'experience', 'donia', 'said', 'say', 'i', 'think', 'you', ""'re"", 'be', 'exhilarated', 'exhilarate', 'by', 'the', 'determination', 'and', 'strength', 'of', 'the', 'human', 'spirit']",trust,2.0,1.367,10.0,1.0078544897101942,13.0,1.617306546093867,11.0,1.303120643741021,12.0,1.789980576962229,12.0,1.9976910249285602,12.0,1.2541711305770147,12.0,2.488967879962929,12.0,1.5409077080241858,inspired,12.0,2.488967879962929
"Her cheeks were already aglow from a combination of the heat and the exhilaration of being the centre of attention , and this had lent an extra , youthful radiance to her beauty .",happy,"['her', 'she', 'cheeks', 'cheek', 'were', 'be', 'already', 'aglow', 'from', 'a', 'combination', 'of', 'the', 'heat', 'and', 'the', 'exhilaration', 'of', 'being', 'be', 'the', 'centre', 'of', 'attention', 'and', 'this', 'had', 'have', 'lent', 'len', 'an', 'a', 'extra', 'youthful', 'radiance', 'to', 'her', 'she', 'beauty']",joy,3.0,2.237,15.0,1.0400127216490644,15.0,2.5556629323621336,14.0,1.3063813614083557,15.0,1.8979132627318964,14.0,1.8487339813493986,15.0,1.7589854006028998,15.0,3.525251814406071,14.0,1.0670585254901794,inspired,15.0,3.525251814406071
"Clive also attended , visibly gleeful that he had spared the school any undesirable publicity by unloading me in the nick of time .",happy,"['clive', 'also', 'attended', 'attend', 'visibly', 'gleeful', 'that', 'he', 'had', 'have', 'spared', 'spare', 'the', 'school', 'any', 'undesirable', 'publicity', 'by', 'unloading', 'unload', 'me', 'i', 'in', 'the', 'nick', 'of', 'time']",sadness,1.0,0.578,15.0,1.0941350747968477,15.0,2.0235846869244027,15.0,2.2421582032739855,15.0,2.2186386333904964,15.0,2.078097907714105,15.0,1.6739940312671184,15.0,2.206948744569168,15.0,1.4624427180638777,angry,15.0,2.2421582032739855
"Mention of the press 's glee at the humiliation of the investigators behind this summer 's high-profile surveillance project Operation Blackbird , who were fooled by an obvious hoax , brings out Tarr 's own nascent conspiracy theory .",happy,"['mention', 'of', 'the', 'press', ""'s"", 'glee', 'at', 'the', 'humiliation', 'of', 'the', 'investigators', 'investigator', 'behind', 'this', 'summer', ""'s"", 'high', 'profile', 'surveillance', 'project', 'operation', 'blackbird', 'who', 'were', 'be', 'fooled', 'fool', 'by', 'an', 'a', 'obvious', 'hoax', 'brings', 'bring', 'out', 'tarr', ""'s"", 'own', 'nascent', 'conspiracy', 'theory']",sadness,3.0,1.5150000000000001,22.0,2.1230582690737383,22.0,3.467205319604226,22.0,3.39937675061583,22.0,3.1371661185865043,23.0,3.022059238825539,23.0,2.4095771327847326,23.0,3.02152965997925,23.0,2.4200275105301787,amused,22.0,3.467205319604226
"Many Labour MPs could not hide their glee at the SNP 's action , such is their antipathy to cross-party co-operation .",happy,"['many', 'labour', 'mps', 'could', 'not', 'hide', 'their', 'they', 'glee', 'at', 'the', 'snp', ""'s"", 'action', 'such', 'is', 'be', 'their', 'they', 'antipathy', 'to', 'cross', 'party', 'co-operation']",joy,2.0,1.6400000000000001,11.0,1.1764093749048758,11.0,1.846779890857482,11.0,1.3592099395255621,11.0,1.4785595080402072,10.0,1.4271800992051156,11.0,0.9303807650998925,11.0,1.4025778788760832,11.0,1.3789025434907818,amused,11.0,1.846779890857482
"Whereas in Crime and Punishment and in the novels which follow he can , though his narrow glee over being ahead of the fact is unworthy of his art and of what ` idealism "" and ` deeper realism "" intend .",happy,"['whereas', 'in', 'crime', 'and', 'punishment', 'and', 'in', 'the', 'novels', 'novel', 'which', 'follow', 'he', 'can', 'though', 'his', 'he', 'narrow', 'glee', 'over', 'being', 'be', 'ahead', 'of', 'the', 'fact', 'is', 'be', 'unworthy', 'of', 'his', 'he', 'art', 'and', 'of', 'what', 'idealism', 'and', 'deeper', 'realism', 'intend']",trust,3.0,1.6260000000000001,17.0,1.179461891598923,17.0,2.6458091641723076,17.0,1.7804087082630273,17.0,2.2661536961470725,17.0,2.2429791072171663,17.0,1.7413784732415762,17.0,3.4038507679607912,17.0,1.7399581913991367,inspired,17.0,3.4038507679607912
"On reaching the Fish I let out a cry of triumph , overjoyed to have got there while conveniently forgetting the Verdon-like wall which lay above .",happy,"['on', 'reaching', 'reach', 'the', 'fish', 'i', 'let', 'out', 'a', 'cry', 'of', 'triumph', 'overjoyed', 'to', 'have', 'got', 'get', 'there', 'while', 'conveniently', 'forgetting', 'forget', 'the', 'verdon', 'like', 'wall', 'which', 'lay', 'above']",joy,2.0,1.651,16.0,1.6957674006630232,15.0,2.565443945283602,16.0,1.9247890009585757,15.0,1.955949604292142,15.0,1.7162914730834613,15.0,1.6086869596177837,15.0,3.0879986554345202,15.0,1.4450729606668913,inspired,15.0,3.0879986554345202
"Thacker was not overjoyed to see them , but he played along , switching on the charm .",happy,"['thacker', 'was', 'be', 'not', 'overjoyed', 'to', 'see', 'them', 'they', 'but', 'he', 'played', 'play', 'along', 'switching', 'switch', 'on', 'the', 'charm']",joy,1.0,0.909,8.0,0.597483772692297,8.0,1.232924292859123,9.0,1.0075963854063006,9.0,1.7054473942381205,8.0,1.125467294490151,8.0,1.0919057071712839,8.0,1.5165502709823444,8.0,0.72262488216038,annoyed,9.0,1.7054473942381205
Most estate agents were overjoyed at the election result .,happy,"['most', 'estate', 'agents', 'agent', 'were', 'be', 'overjoyed', 'at', 'the', 'election', 'result']",joy,1.0,0.909,6.0,0.5320363215392552,6.0,0.8312060717387467,6.0,0.7906429288707851,6.0,0.8228699201363394,6.0,0.8029505661385986,6.0,0.7089133638722831,6.0,0.9611046079681187,6.0,0.5502762197358732,inspired,6.0,0.9611046079681187
"The warden and his wife , being owners of a Siamese cat , were not overjoyed to see Emily but they reluctantly fed her a saucer of milk , saying that she could stay for one night .",happy,"['the', 'warden', 'and', 'his', 'he', 'wife', 'being', 'be', 'owners', 'owner', 'of', 'a', 'siamese', 'cat', 'were', 'be', 'not', 'overjoyed', 'to', 'see', 'emily', 'but', 'they', 'reluctantly', 'fed', 'feed', 'her', 'she', 'a', 'saucer', 'of', 'milk', 'saying', 'say', 'that', 'she', 'could', 'stay', 'for', 'one', 'night']",joy,1.0,0.909,19.0,1.6163914410392342,20.0,3.2689707810296764,20.0,2.7789955642311504,20.0,2.47153799797543,20.0,2.62965144732179,20.0,2.0218183996818957,20.0,3.129915309989863,20.0,2.0827190587309614,amused,20.0,3.2689707810296764
Louise was overjoyed with the suggestion .,happy,"['louise', 'was', 'be', 'overjoyed', 'with', 'the', 'suggestion']",joy,1.0,0.909,3.0,0.14932867526637073,3.0,0.45943409259593887,3.0,0.3180769889267439,3.0,0.39578371042583765,3.0,0.48990165707235517,3.0,0.33937818128782854,3.0,0.6270889090414322,3.0,0.22100778538349297,inspired,3.0,0.6270889090414322
So the chief librarian was surprised and not particularly overjoyed to be dragged down from his rooftop sun terrace by Harry 's telephone call .,happy,"['so', 'the', 'chief', 'librarian', 'was', 'be', 'surprised', 'and', 'not', 'particularly', 'overjoyed', 'to', 'be', 'dragged', 'drag', 'down', 'from', 'his', 'he', 'rooftop', 'sun', 'terrace', 'by', 'harry', ""'s"", 'telephone', 'call']",joy,2.0,1.175,13.0,1.0469983435772423,13.0,1.9051291542085733,13.0,1.6005619337746428,13.0,1.6991780940572487,13.0,1.851100655159133,13.0,1.5131062262623343,13.0,2.209251521824077,13.0,1.1746740711367485,inspired,13.0,2.209251521824077
The young lord was overjoyed to see what a beautiful wife his friends had found for him .,happy,"['the', 'young', 'lord', 'was', 'be', 'overjoyed', 'to', 'see', 'what', 'a', 'beautiful', 'wife', 'his', 'he', 'friends', 'friend', 'had', 'have', 'found', 'find', 'for', 'him', 'he']",joy,7.0,3.5639999999999996,10.0,0.6264027509722544,10.0,1.47171140039735,10.0,1.0180954954346377,10.0,1.2165975285062236,10.0,1.4279889069453315,10.0,1.0269088065906016,10.0,2.1490823631977203,10.0,1.0632127479558806,inspired,10.0,2.1490823631977203
The very idea is preposterous and I was overjoyed to see that you believed me .,happy,"['the', 'very', 'idea', 'is', 'be', 'preposterous', 'and', 'i', 'was', 'be', 'overjoyed', 'to', 'see', 'that', 'you', 'believed', 'believe', 'me', 'i']",joy,1.0,0.909,6.0,0.5321610927887439,6.0,0.832478044214692,6.0,0.6814549006286345,6.0,0.8856131307517038,6.0,0.8238924660827793,6.0,0.5919667788449854,6.0,1.1613724671744143,6.0,0.49106111951404685,inspired,6.0,1.1613724671744143
"` You know Joanna will be overjoyed to see you in any condition . """,happy,"['you', 'know', 'joanna', 'will', 'be', 'overjoyed', 'to', 'see', 'you', 'in', 'any', 'condition']",joy,1.0,0.909,5.0,0.3602186869400909,5.0,0.629121142616873,5.0,0.47424024876343407,5.0,0.5648213934894157,5.0,0.7139823838363163,5.0,0.6915951390381683,5.0,1.066669847452364,5.0,0.499351157863338,inspired,5.0,1.066669847452364
"` They take young grandpas , "" said Linda , amazed and overjoyed he 'd had the idea for himself and still not able to get over her daughter 's news .",happy,"['they', 'take', 'young', 'grandpas', 'grandpa', 'said', 'say', 'linda', 'amazed', 'and', 'overjoyed', 'he', ""'d"", 'would', 'had', 'have', 'the', 'idea', 'for', 'himself', 'and', 'still', 'not', 'able', 'to', 'get', 'over', 'her', 'she', 'daughter', ""'s"", 'news']",joy,3.0,1.7890000000000001,15.0,1.1341774203926545,15.0,2.2356801128222523,15.0,1.7975590833774242,15.0,1.755672869289717,15.0,2.1563478419163467,15.0,1.47978435194005,16.0,3.923447426542557,15.0,1.5173308937189978,inspired,16.0,3.923447426542557
"I do n't suppose you 're overjoyed that I 've got a friend in the rival camp . """,happy,"['i', 'do', ""n't"", 'not', 'suppose', 'you', ""'re"", 'be', 'overjoyed', 'that', 'i', ""'ve"", 'have', 'got', 'get', 'a', 'friend', 'in', 'the', 'rival', 'camp']",joy,2.0,1.3800000000000001,7.0,0.46711858901116843,7.0,1.0763643069905453,7.0,0.7935425064355375,7.0,1.0679306711213974,7.0,0.9241850254813914,7.0,0.7422930432049885,7.0,1.3160819424895684,7.0,0.6124839152654031,inspired,7.0,1.3160819424895684
Neighbours recalled how Ms Bailey was overjoyed at the birth of her daughter .,happy,"['neighbours', 'neighbour', 'recalled', 'recall', 'how', 'ms', 'bailey', 'was', 'be', 'overjoyed', 'at', 'the', 'birth', 'of', 'her', 'she', 'daughter']",joy,3.0,1.9090000000000003,9.0,1.0783928819577653,9.0,1.0549610698302774,9.0,1.2075507014628417,9.0,1.3048255801418458,9.0,1.098925868830694,9.0,0.8227714233192633,9.0,1.5205095102580728,9.0,0.9120629641992397,inspired,9.0,1.5205095102580728
"But his father was overjoyed to see him , and at once threw a party .",happy,"['but', 'his', 'he', 'father', 'was', 'be', 'overjoyed', 'to', 'see', 'him', 'he', 'and', 'at', 'once', 'threw', 'throw', 'a', 'party']",joy,2.0,1.674,6.0,0.39682027695428534,6.0,0.8255749013852024,6.0,0.7078143271291109,6.0,0.8216075028252132,6.0,0.7739948037283624,6.0,0.6960569522220831,6.0,1.202162888248809,6.0,0.5759683475069336,inspired,6.0,1.202162888248809
Landlords were not pleased to find that their apartment blocks had overnight become the property of the tenants .,happy,"['landlords', 'landlord', 'were', 'be', 'not', 'pleased', 'to', 'find', 'that', 'their', 'they', 'apartment', 'blocks', 'block', 'had', 'have', 'overnight', 'become', 'the', 'property', 'of', 'the', 'tenants', 'tenant']",joy,1.0,0.725,12.0,1.0048639043194663,12.0,1.5442628502038414,12.0,1.6518698518800858,12.0,1.6870769337108782,12.0,1.403894668209449,12.0,1.208164436267938,12.0,1.8008405132526688,12.0,1.6990268421556731,inspired,12.0,1.8008405132526688
"He seemed pleased to remind us of yet more evidence of Bouilland 's humming modernity , and took us out into the sun again .",happy,"['he', 'seemed', 'seem', 'pleased', 'to', 'remind', 'us', 'we', 'of', 'yet', 'more', 'evidence', 'of', 'bouilland', ""'s"", 'humming', 'hum', 'modernity', 'and', 'took', 'take', 'us', 'we', 'out', 'into', 'the', 'sun', 'again']",joy,2.0,0.991,13.0,0.9933131717860347,13.0,1.977563288596802,13.0,1.5518164902810514,13.0,2.0579477923958436,13.0,1.577536910327141,13.0,1.3396736840507566,13.0,2.4867945728358136,13.0,1.0153540897265574,inspired,13.0,2.4867945728358136
The London Irish Women 's Centre are pleased to announce that the Irish language classes for adults will continue with Siobhan Ni Neill on Fridays from 10.30 am to 12.30 starting on Feb 7 .,happy,"['the', 'london', 'irish', 'women', ""'s"", 'centre', 'are', 'be', 'pleased', 'to', 'announce', 'that', 'the', 'irish', 'language', 'classes', 'class', 'for', 'adults', 'adult', 'will', 'continue', 'with', 'siobhan', 'ni', 'neill', 'on', 'fridays', 'from', '10.30', 'am', 'to', '12.30', 'starting', 'start', 'on', 'feb', '7']",anticipation,2.0,1.164,18.0,1.5627577480439816,19.0,3.2491320001749626,18.0,1.8531822441781436,18.0,2.4579996854062425,19.0,2.5481249311593386,19.0,2.022582100295832,18.0,3.4283371218003174,18.0,1.8778841689411807,inspired,18.0,3.4283371218003174
"We were pleased to see the Canadians do so well in the World Cup after they had beaten us over there "" !",happy,"['we', 'were', 'be', 'pleased', 'to', 'see', 'the', 'canadians', 'do', 'so', 'well', 'in', 'the', 'world', 'cup', 'after', 'they', 'had', 'have', 'beaten', 'us', 'we', 'over', 'there']",joy,1.0,0.725,8.0,0.7158434179312082,8.0,1.1994831479836836,8.0,0.8746746994760676,8.0,0.9623996944937316,8.0,1.0178845778592076,8.0,1.0119666480204037,8.0,1.3969250662950414,8.0,0.8208227479406567,inspired,8.0,1.3969250662950414
We are pleased to see the guidance state unequivocally that major retail developments are inappropriate in Green Belts .,happy,"['we', 'are', 'be', 'pleased', 'to', 'see', 'the', 'guidance', 'state', 'unequivocally', 'that', 'major', 'retail', 'developments', 'development', 'are', 'be', 'inappropriate', 'in', 'green', 'belts', 'belt']",trust,2.0,1.047,13.0,1.570326950726763,13.0,1.8158732221943805,13.0,1.4632285000674916,13.0,1.9195140508628865,13.0,1.6575171797159378,13.0,1.53002884492837,13.0,1.8560311636389086,13.0,1.1874800878652616,annoyed,13.0,1.9195140508628865
I have said we will be pleased to provide back-up with visitor 's packs etc and that I would inform you of the request .,happy,"['i', 'have', 'said', 'say', 'we', 'will', 'be', 'pleased', 'to', 'provide', 'back', 'up', 'with', 'visitor', ""'s"", 'packs', 'pack', 'etc', 'and', 'that', 'i', 'would', 'inform', 'you', 'of', 'the', 'request']",trust,2.0,1.0630000000000002,12.0,1.099183975277222,12.0,1.7303103483914288,12.0,1.5569629440767825,12.0,1.7033764523744335,12.0,1.4097758692373565,12.0,1.3723011290008085,12.0,1.9570415597562172,12.0,1.1710477218857513,inspired,12.0,1.9570415597562172
"I am pleased that there has been a threefold increase in , for example , HRT prescriptions during the past 10 years .",happy,"['i', 'am', 'be', 'pleased', 'that', 'there', 'has', 'have', 'been', 'be', 'a', 'threefold', 'increase', 'in', 'for', 'example', 'hrt', 'prescriptions', 'prescription', 'during', 'the', 'past', '10', 'years', 'year']",joy,1.0,0.725,9.0,0.8035942096592694,9.0,1.3602236227957705,9.0,1.212228950366691,9.0,1.2020885601811955,9.0,1.0013309822621215,9.0,1.1460728125237054,9.0,1.361121131034041,9.0,0.9133397311772062,inspired,9.0,1.361121131034041
I am pleased that they have responded very positively .,happy,"['i', 'am', 'be', 'pleased', 'that', 'they', 'have', 'responded', 'respond', 'very', 'positively']",joy,2.0,1.4009999999999998,4.0,0.3578042351032209,4.0,0.5629447908205435,4.0,0.5703254193041326,4.0,0.6201958603923458,4.0,0.5069266736022268,4.0,0.47700039963730434,4.0,0.5956889234522902,4.0,0.3091136976879362,annoyed,4.0,0.6201958603923458
George Grindal was pleased that he could turn to the bedside cabinet and take up the feeding glass containing orange juice .,happy,"['george', 'grindal', 'was', 'be', 'pleased', 'that', 'he', 'could', 'turn', 'to', 'the', 'bedside', 'cabinet', 'and', 'take', 'up', 'the', 'feeding', 'glass', 'containing', 'contain', 'orange', 'juice']",joy,1.0,0.725,13.0,1.4436079156469892,13.0,2.0884854263430688,13.0,1.38474707717004,13.0,1.7136370452375336,13.0,1.523995579896909,13.0,1.3798010295938083,13.0,2.0748413646114674,13.0,1.3908845615001826,amused,13.0,2.0884854263430688
Guinness is particularly pleased that its own employees can participate in these programmes through matched giving schemes .,happy,"['guinness', 'is', 'be', 'particularly', 'pleased', 'that', 'it', 's', ""'s"", 'own', 'employees', 'employee', 'can', 'participate', 'in', 'these', 'programmes', 'programme', 'through', 'matched', 'match', 'giving', 'give', 'schemes', 'scheme']",joy,2.0,1.194,14.0,1.211299221488038,14.0,1.9925410790423534,14.0,1.9169502456242908,14.0,1.9096814569658285,14.0,1.7835363016538914,14.0,1.7032670657171423,14.0,2.2062937299710375,14.0,1.2764308995374183,inspired,14.0,2.2062937299710375
