sentiment,sentiment_score,tweet_text
anticipation,1.109,Get paid tomorrow clappinghands moneybag moneywithwings smilingfacewithsmilingeyes raisinghands
anger,1.535,We got high schoolers fighting for what they believe is right while some adult will turn the other cheek
fear,0.75,Baltimore will be named the most dangerous city in America once again smh unamusedface worriedface pensiveface
sadness,0.7340000000000001,He wanna be a pineapple so bad tiredface wearyface dizzyface facewithtearsofjoy loudlycryingface pineapple
anger,0.621,Grand theft auto VI Baltimore
sadness,1.7719999999999998,Just leave chipotle alone yall coon already destroyed the gallery neutralface confusedface expressionlessface
anticipation,0.547,Pray for my city Baltimore
trust,0.336,I need food tiredface wearyface
joy,0.875,Baby booking Rey be full tonight neutralface confusedface expressionlessface
trust,0.8200000000000001,They gonna close Baltimore city school
anticipation,0.406,cnn ha been reporting potential looter heading towards downtown for the past 6 hr It doesnt take that long to get downtown
anticipation,1.133,I know it Beltrans birthday today but man Young need to be in the lineup nightly right now playing RF Yankees
trust,0.484,for like an hour confusedface
joy,0.7959999999999999,Yall county kid need to chill tho perseveringface
trust,0.6719999999999999,Everybody curfew Rey be 900 they gon bring out the curfew bus again smh pensiveface unamusedface
joy,0.828,Love not working on Monday
trust,0.555,Blocked buddy prohibited mobilephonewitharrow
joy,0.5589999999999999,When they gonna go home neutralface
trust,0.43,They had the undercover cop out facewithcoldsweat
sadness,0.649,Its crazy how black people can never stick together no matter what
sadness,0.312,I wanna go to the zoo elephant pandaface monkey tigerface bearface
disgust,0.82,Shit happens when you like to party Amaris facewithtearsofjoy facewithstuckouttonguewinkingeye
surprise,0.383,RawlingsBlake buck tooth as gotta go facewithmedicalmask facewithsteamfromnose
joy,1.3869999999999998,yall closing or what it am not safe I live over east and go to school over west they shut down mta Let u stay home facewithsteamfromnose perseveringface unamusedface expressionlessface
disgust,0.82,some people ask for too much while others not willing to give enough no wonder shit dont work out
disgust,0.82,some people ask for too much while others not willing to give enough no wonder shit dont work out
anticipation,0.547,Im so hungry OMG
trust,1.015,At This Assembly Cooling frl smilingfacewithsunglasses book school twowomenholdinghands manandwomanholdinghands twomenholdinghands
anticipation,0.484,Its one of those wtf happen lastnight morning flushedface seenoevilmonkey
joy,2.364,enjoying a beautiful day w my fav boy in baltimore The Point in Fells
joy,0.828,I love baes The Point in Fells
anticipation,0.9690000000000001,So far so good Hopefully there will be no need for the boarded up store front I saw in my hood…
joy,1.567,He keep buying me present yes seenoevilmonkey ring grinningfacewithsmilingeyes smilingcatfacewithhearteyes kiss couplewithheart
fear,1.5780000000000003,I think oomf scared to play me one on one side eye loudlycryingface sleepingface
joy,0.379,all about those j cole vibe relievedface
disgust,0.727,Opened Dirty Alley or Street request via iPhone at 3900 Pascal Ave Mattress dumped on sidewalk
joy,0.828,they always say the hottest love ha the coldest end
anticipation,1.039,Cant wait until I meet the man who treat me like this waitingformyprince husbandsearch
anticipation,1.148,not ready for school tomorrow or any day after that for that matter loudlycryingface
anticipation,1.148,not ready for school tomorrow or any day after that for that matter loudlycryingface
trust,0.336,My grandmother brought me Jamaican food facesavouringdeliciousfood smilingfacewithsmilingeyes clappinghands mediumskintone raisinghands mediumskintone
trust,1.555,facewithtearsofjoy I used to think Rachel wa your best friend or something but I finally realized it a TV show Its a TV show right
sadness,0.312,wanna get your nail done laterrrrr
joy,2.056,Celebrating Rogation by Beating the Bounds of LocustPoint the Church of the Redemption
trust,0.4920000000000001,prayforbaltimore LocustPoint blacklivesmatter policelivesmatter alllivesmatter the Church of…
joy,0.9159999999999999,RT you know she been treated wrong before you if you try to do something nice for her and she take it a a deceitful gesture
joy,1.121,Ugh happy Monday Just spilt coffee down the front of mehope this isnt a sign on how today will go
joy,0.515,Closed Graffiti Removal request at 423499 S Ann St Baltimore Completed
trust,0.672,thats a safe bet
trust,0.672,U gotta be safe make smart move hundredpoints dashingaway
anticipation,0.711,I wnna build with somebody relievedface I wnna say we been threw it all boy lightskintone girl mediumskintone smirkingface manandwomanholdinghands couplewithheart kiss man ‍ woman ‍ girl ‍ boy ring oldman lightskintone oldwoman mediumskintone
trust,2.156,James Baldwin Ignorance allied with power is the most ferocious enemy of justice via FreddieGray
surprise,0.586,facewithtearsofjoy wearyface skull facewithtearsofjoy wild
trust,0.5,A local woman tell u about the personal cost for Bruce Jenners from the apparent transition Only on at 11
joy,0.7809999999999999,The rioting is moving closer and closer to my beautiful HBCU I could have never imagined that in my…
joy,1.7519999999999998,you love it facewithtearsofjoy
joy,2.0780000000000003,We all bossed up baby cant you tell smilingfacewithhorns
sadness,0.871,My weekend wa lit like everything just fell into place relievedface
joy,0.5770000000000001,The Duo sparkle sparkle sparkle Hair strandsextensions haircolor icolor colorlab colorbar colormeshy blondes…
anticipation,0.438,nigga change your avi and then talk to me confusedface serial killer lookin self
trust,0.531,The burn pattern is crazy peaceforbaltimore Johns Hopkins Childrens Center
trust,0.617,All good thing must end for something even better
anger,0.485,Opened Parking Complaint request via Android at 406 S Ann St Baltimore White commercial van parked again on resid
anger,1.032,Closed Parking Complaint request at 406 S Ann St Baltimore No violation found
trust,1.399,BatesMoteli love this serieswhats going to happen to the doctor
anticipation,0.586,about to take a shower then go to sleep gotta get to the money 8 AM victoryhand mediumdarkskintone ️
joy,0.828,Hi i love the it faithfullyand Im Not the one who bumped into you at trader Joes Wish i didHave a Great day rose
trust,3.7260000000000004,thats funnyi hope you dont mind i shared it with my friend liking you postis a good startone question Do you Twit bac
joy,0.828,oh Its a meerkati love themwish i had one a a pet
trust,1.164,left a message this ami like what you sayand hope to chat with you soon
joy,1.689,wow i didnt think they were so closethank you for sharingHave a Smiley Face Day rose
joy,1.018,Be the best person mom grandmom friend daughter
anticipation,1.172,nothing last foreverbut we have life Experiencethat make u wisei would never change my bad time or the knowledge Ive gained
joy,2.789,i hope u dont mind i sharedits sweet and funnywho could want more smilingfacewithsunglasses
trust,1.002,hi feeling i like your quotesis this all Twitter doesjust type in thought ampfeelingno chat Please answer
joy,0.971,when I wa a teenager I had a lot of friend now I am not got but a couple since back then hundredpoints
anticipation,1.296,hi Im patti aka Patricia Bopsti hope to get back to youor you can get back with meok watching show nowlater
anticipation,0.5,thank you Cherylyou are the only one who talked to mei wa ready to stop Twitteryour speciallets chat againok
trust,2.024,i love your post so muchi shared hope thats not a problem
joy,1.6869999999999998,i loved the cartoon boy and girlso cuteI really do thank you for posting
anger,0.485,Opened Parking Complaint request via Android at 1358 Towson St Baltimore Car ha not moved
anticipation,0.695,Closed Parking Complaint request at 1358 Towson St Baltimore Gone on arrival
anger,1.5470000000000002,i think there is no justicehe cheat and kick her out of houseshe need a lawyer
joy,0.828,i dont get into musclestheir unattractive to mejust being honestbut i love the love is
trust,0.961,hi you are like the othersno chatjust word i have Already saidthats No funsorrybut thats not for methank you for trying
anticipation,0.484,Now whats gon happen when we tell outsider we from Baltimore unamusedface facewithcoldsweat
joy,0.727,thats The funniest thing i saw todayyou win
sadness,0.758,Painfully refreshing my email all day seenoevilmonkey wearyface
trust,1.242,hahaha l love thatits right and truewe will probably turn out to be just like themlol
trust,0.484,whats wrong with this pictureThats what you have to ask yourselfGreat Pointi think like youthumbs up
joy,0.877,thank you Cheryl for sharing
joy,0.828,I love you Thank you for an amazing night TPain and Kesha were the best performer youve brought yet KeshaWasHere
trust,0.484,hi your very funnyi like your quotesthanks
joy,0.6559999999999999,i like your sense of humor
joy,1.14,thats very true and it take le muscleHave a Smiley Face Day
fear,0.688,i like thattoo much of anything can hurt you
joy,1.015,sparkle The High Life sparkle Enhanced my client strandsextensions with a few bold highlight haircolor…
sadness,1.113,RIP to all my fallen soldier
fear,0.672,Free da gang
anticipation,0.484,nope not menever happened to me
joy,2.055,Finally i found youi love new recipesand i use themHave A Smiley Face Day
joy,0.515,shes lonelyand is stuck with a killer of a kid
surprise,0.836,Bang Bross smilingfacewithhorns
joy,0.344,My brunch date ruby Thames Street Oyster House
joy,0.344,My brunch date ruby Thames Street Oyster House
trust,0.383,curfew baltimore Upper Fells Point
joy,0.544,Free Celly Bj Keon Trell Speeno nooneundereighteen hundredpoints
disgust,0.82,I been cooling getting back on my shit fyb
anger,0.5,If it am not bout them band dollarbanknote creditcard moneywithwings moneybag then what you talking bout
anticipation,0.75,I really just started cleaning up because I cant sleep confusedface
joy,0.797,Good morning twitter
sadness,0.561,laying in the dark thinking listening to music
joy,0.406,Im just trying get it dollarbanknote how I live hundredpoints
joy,1.769,I have been Blessed with a Full tank of Gassss raisinghands mediumdarkskintone raisinghands mediumskintone raisinghands mediumdarkskintone raisinghands mediumskintone foldedhands mediumskintone foldedhands mediumdarkskintone foldedhands mediumdarkskintone
surprise,0.461,Fuck is break at
disgust,1.265,stripper bitch fat as smirkingface
fear,0.8909999999999999,still in the trench nigga nooneundereighteen hanging round where the killer be guard mediumdarkskintone pistol
joy,0.375,First full check of the season OKhand lightskintone OKhand lightskintone
anticipation,0.586,Money motivate me
trust,0.617,today actually turned out to be a good day
anticipation,0.96,Always a fun night with this one faceblowingakiss Top of the Word
anticipation,0.414,I thought them selfie stick wa sumn for the female
joy,1.2830000000000001,proud of my chia seed creation facewithstuckouttongue soooogoood nomz delicious best discovery yet
anticipation,1.0,Hardest time to let go is not when you want to but when you have to Everything happens for a reason and something even better will happen
anger,0.828,I hate when I try too change and everybody think im being mean loudlycryingface
trust,0.617,May Is Gonna Be A Good Month For Me smilingfacewithsmilingeyes smilingface
joy,1.356,This bullshit in Baltimore is ridiculous This is why Im glad I live in the country with civilized people
anger,0.485,Opened Parking Complaint request via Android at 119 N Ann St Baltimore Area 20 permit parked in area 17
anticipation,0.695,Closed Parking Complaint request at 119 N Ann St Baltimore Gone on arrival
sadness,0.7340000000000001,Tanika Dropped A Real Bad T By Mistake Last Night I Still Think Its Funny facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,1.5019999999999998,Yall bash amp praise all the wrong people facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
trust,0.484,WE ALL have HousesCarsampJobs Stop Acting Like YALL BETTER
anticipation,0.555,Got a feeling today going be one of those day winkingface
trust,1.016,The Nurse Told My Supervisor Karla Bee Gone For A Hour My Supervisor Said What TF She Aint Supposed To Eat facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Fixed Er Right Up
sadness,1.469,BabyJ Cried ALL MORNING unamusedface unamusedface unamusedface
surprise,0.32,Chase You Nah Im Da Catch persontippinghand nailpolish
trust,0.477,Words fail bathroom wall speak VSCO bmore CharmCity Fellspoint BathroomStalls…
sadness,1.217,I Need A Early Dismissal You Have Sick Time amp I Need To Go To MVA facewithtearsofjoy
surprise,0.461,Gotta Call IRS On My Break cryingface cryingface cryingface
trust,0.8909999999999999,Cant break routine with me and expect me not to tripThe Fucking One clappinghands clappinghands clappinghands clappinghands clappinghands
joy,0.721,I dont want to watch Lucky there are a few bar around fellspoint
fear,2.196,No way u can compare black killing black to police killing black
trust,0.484,it always look close to me but maybe not I like their salmon doe
trust,0.789,This FreddieGray situation brings out people true color
joy,1.722,Dating myself tonight Vouvray mahi sandwich amp cinnamon cake with coffee ice cream Happiness
joy,0.924,it wa IMPOSSIBLE for me anyways facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
anger,1.043,They Annoying As Shit
joy,0.5589999999999999,Maybe I Should Have Stayed Home Today
joy,2.093,I Want JHH To Make it where a though u cant bring kid not being seen to the emergency room smilingfacewithhorns smilingfacewithhorns smilingfacewithhorns smilingfacewithhorns
sadness,0.312,So much to do today wearyface all i wanna do is sleep tho
anger,0.828,I hate when girl dont wash their face from a previous beat just to keep their eyebrow done for the next day facewithtearsofjoy loudlycryingface teehe
anticipation,0.7809999999999999,I Work 6pm To 4am Yal Can Have All My Hoes openhands I CANT amp WONT Worry Myself About Em
joy,1.6,okay I get off at 3 Happy face smiley 0 15
anger,1.6119999999999999,Riots are the voice of the unheard MLK
trust,0.484,I Seen Lots of Police Last Night amp I Was Out Till 3am TheyFaking
anticipation,0.586,STILL GOT MY MONEY exclamationmark ️ exclamationmark ️ exclamationmark ️They Is Tripping facewithtearsofjoy
fear,1.125,You hard naw I just think they wanna scare u
trust,0.633,Daeshawnna Always Bless Me When I Go To Popeyes clappinghands clappinghands
joy,0.924,Gotta uncle tom loudlycryingface facewithtearsofjoy
anticipation,0.586,STILL GOT MY MONEY
joy,0.924,yo im really sweating in here damn i wish i wouldve known facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
anger,1.235,damn dat crazy
anticipation,0.516,Almost Lunch Time clappinghands
joy,0.828,Thanks love I will
disgust,0.7809999999999999,When youre having a crap day and someone give you a free Ah much better
joy,1.336,Dr Hellman introduces Dr Duffy at MillerCoulson Awards
trust,0.6409999999999999,Yep it definitely a have a kind of day
trust,0.609,Yall bash amp praise all the wrong pplSAY IT AGAIN
joy,0.7809999999999999,Im Glad Its Monday smilingfacewithsmilingeyes
fear,0.675,Im Tired Of Hearing What My Coworkers Seen On TV When I Was Actually In The Trenches facewithsteamfromnose they driving me crazy cryingface
trust,0.461,get me some crab leg my aunt work der shell give u a discount facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Will Do facewithtearsofjoy smilingfacewithsmilingeyes faceblowingakiss
joy,0.727,Thankful For This Blunt Rashae Left Me facewithtearsofjoy facewithtearsofjoy clappinghands clappinghands clappinghands
joy,0.924,Yea You Should facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,1.4709999999999999,thats a good idea smilingfacewithsmilingeyes but Im sorry just thought I should make u aware of that facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.924,wearyface facewithtearsofjoy facewithtearsofjoy real shit facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.924,just stay fold under pressure NEVER facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
anger,3.0500000000000003,And if a black man get caught on tape killing another black man u know Damn Well he am not beating that shit
disgust,0.82,did u Google dat shit
sadness,1.774,FreddieGray DemandJustice Thousands march in Baltimore to protest black man death some damage
trust,0.562,Bye Fort McHenrybye Baltimore
fear,0.7340000000000001,I Aint Touch My Hair I wa Too Sleepy Cause I Was Scared To Go To Sleep confusedface
sadness,0.594,Im Leaving At 1245 smilingface smilingfacewithsmilingeyes smilingface Sam Said Go ahead because u never ask clappinghands clappinghands clappinghands clappinghands
disgust,0.907,Ive Been Illegally Using Bleach All day grinningfacewithsmilingeyes grinningfacewithsmilingeyes grinningfacewithsmilingeyes it stink too bad in here
anger,1.5469999999999997,Shirley it Bothering me soooooo bad oncomingfist oncomingfist oncomingfist like stfu
fear,1.0470000000000002,The National Guard So Heavy At My Job We Supposed To Get Attacked At 10 Clock hearnoevilmonkey
joy,0.516,Is there a fancy cartographic word for this
anger,1.0099999999999998,MsFreeda Nosey Ass Is Bothering Me So Bad W Her Updates facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose
anticipation,0.75,u know old navy sale start today
joy,0.7879999999999999,last sport day had fun tho
fear,0.9329999999999999,I just wanna bang Taylor so hard tiredface tiredface pissy as facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,1.1740000000000002,I look like my father in the morning eww unamusedface facewithmedicalmask facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
trust,1.179,Im A STRONG Believer Of KARMA
trust,1.5630000000000002,Dont Trust Ah Bitch That Always Got GTL on Her Phone facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy She In love W Ah Inmate smilingfacewithsmilingeyes TeeHee
trust,0.883,Wow ha it even been 24 hour From the methadone clinic church at North Ave and Gay St…
joy,1.281,Baby daddy keepin the kid til sunday persontippinghand
joy,0.9529999999999998,Im Glad Ion Have Service At Work I know my phone would blow me right now
joy,0.5589999999999999,Aint no going home tonight bih HospitalOnLockdown Johns Hopkins Medicine
joy,0.441,And im off the weekend facewithstuckouttonguewinkingeye
joy,1.166,And it wa paid day facewithtearsofjoy
joy,0.409,Imma clown wearyface tiredface sleepingface sleepingface
joy,0.7190000000000001,Shes Just A Little Too Perfect Shes Just Ah Little Too Worth It Drake
sadness,0.953,But he been tryna suck this facewithstuckouttonguewinkingeye catface all day tho wearyface frowningfacewithopenmouth seenoevilmonkey hearnoevilmonkey speaknoevilmonkey
joy,0.924,I get on Kevin nerve without even trying like unamusedface facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.828,I love this shit
joy,1.016,Things I love redheart being naked walking down the street drunk
anger,0.894,so pissed at myself
trust,0.484,Gotta eat the wearycatface smilingcatfacewithopenmouth like grocery peach banana redapple tangerine lemon greenapple cherry grape watermelon poultryleg meatonbone friedshrimp LunchBreak HeadInTheBackSeat
trust,0.727,they dont know They blind to the fact of it all I think they should just stay in their lane unamusedface
surprise,0.461,facewithtearsofjoy loudlycryingface wearyface tiredface tiredface everybody done slipped up b4 tho facewithtearsofjoy loudlycryingface
trust,1.149,I love the but Im not going downtown to deal with this stuff thankfully I can move my ticket
disgust,0.82,Shit sweeter than a swisher facewithstuckouttonguewinkingeye
fear,0.375,Im at Port Of Baltimore South Locust Point Terminals in Baltimore MD
disgust,0.82,you keep wanna eat that shit facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Soooo whatttt saiiii
trust,0.617,He said why ur catface taste so good facewithstuckouttonguewinkingeye facewithstuckouttongueclosedeyes sweatdroplets
disgust,0.633,Opened Parking Complaint request via Android at 13561360 Cooksie St Baltimore Car blocking sidewalk please rat
anger,0.485,Closed Parking Complaint request at 13561360 Cooksie St Baltimore Goamoved by ownervalid tag
fear,0.962,I Cant Believe Somebody Killed That Boy In His Sleep cryingface
anticipation,0.547,Im WAY PASS Hungry smh
sadness,2.7410000000000005,injury and then he wa in a coma and died someone recorded the video it wa on twitter
joy,0.924,loudlycryingface loudlycryingface loudlycryingface loudlycryingface it like my brain is on drug wearyface facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,1.9069999999999998,Really hope I didnt gain no weight my dress lady going be so mad facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.924,Im Leaving Prolly facewithtearsofjoy idk facewithtearsofjoy I Be Back Doe facewithtearsofjoy
anticipation,0.57,Sitting in this hospital really messing up my plan unamusedface
joy,0.924,The Way Telly Twirled His Head In That Dubsmash Video STILL Got Me PISSY facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
trust,0.6409999999999999,These guy came out with a music video For real
fear,0.519,this is so crazy
trust,0.6409999999999999,Me amp oomf couldve been real tight but we dont even talk anymore
joy,0.924,I dont get booty rub unamusedface I get as slap facewithstuckouttonguewinkingeye peach wavinghand mediumdarkskintone smilingface ️ smilingface ️ smilingface ️ smilingface ️ facewithtearsofjoy skull facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.924,I wa really busting out that dress she wa like oooh your butt got bigger or something skull facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
anger,1.046,Opened Parking Complaint request via iPhone at 1354 Cooksie St Two car parked in driveway only one fit block
anger,0.485,Closed Parking Complaint request at 1354 Cooksie St Fqbegin crosswalk no fqend
fear,0.725,my mom ruin everything
anticipation,0.711,1 WHERE DO YOU LIKE YOUR KISSES eye dowwnnnn low tongue catface
anticipation,0.414,Wanted to say that I appreciate all of the text and call Ive received over the past few days…
disgust,1.3039999999999998,Yes thats fucked up Im mad a shit day day even went back unamusedface know Right hearnoevilmonkey
joy,0.924,put me up in thereRd Let me find a sexy pic of u facewithtearsofjoy facewithtearsofjoy
sadness,0.8059999999999999,Come by The Waterfront Hotel for Brunch until 2pm ALL You CAN DRINK Mimosas Bloody Marys Screwdrivers Natty Boh Im in the Lounge
trust,0.484,shareefs wearyface it too rich for me cryingface like I can never eat too much of it
anticipation,0.523,tink this stuff not funny yo facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy but wait raisedhand how Where Since When You do twitter DRAMAAAA
sadness,1.484,OMG who facescreaminginfear girl the boy from down Douglass wa w a bitch and her boyfriend came and killed him smh
disgust,0.617,wearyface wearyface wearyface my fat as just want some facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy am not the west one shut down
sadness,0.312,I Just Made a Mistake amp Got Really Smart cryingface I Meant All Of It I Just Aint Mean To Say It hearnoevilmonkey
trust,0.484,I Want Something All Mixed In A Bowl like Chipotle Noodles amp Company A KFC Chicken Bowl Sumnnnn
trust,0.484,Streets closed all over the city Dont go to the Orioles game Police everywhere
disgust,0.82,somebody hmp shit
anticipation,0.523,Causes deep S lead 1RVHTranspose arm leadsDextrocardiaLPHBS1S2S3 axis COPDNormal RAD child
joy,0.636,I just wanna lay in bed and cuddle with my main My dog
joy,1.23,my boyfriend always put a smile on my face smilingface ️
anger,0.8029999999999999,Tgiffffff bitch Waterfront Hotel Bar
joy,3.212,Baltimore with my sister baltimore fellspoint love weekend cheer drink maryland
joy,1.104,God Knew Not To Have Me Home At The Time
joy,0.924,n the lady next to me think we in competition facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.924,Her hair uneven she look dusty loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface Was My Next Tweet facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.455,Friday I Dont Wanna Be No Where in Site When That Verdict Is Read
anger,0.667,Ah Car Ran Right Into My Building The Other Night amp Hit The Car That Was Parked Where I Usually Park expressionlessface
trust,1.734,I Thank God EVERYDAY I left That Relationship W No Kids clappinghands clappinghands clappinghands shit wouldve been CRUCIAL
joy,0.469,They giving Out Hella OT IM ON IT
anticipation,0.516,Them Police Getting Time Ina Half amp I Am Too WELP
sadness,1.3530000000000002,I know like ruined my entire day lol
fear,1.141,Taking a break from all the riot coverage Family stroll to the park BaltimoreStrong Locust…
trust,1.374,But you know how you hoe be acting like yall need a nigga facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy yall settle for it persongesturingNO good luck with that smilingfacewithopenmouthclosedeyes
fear,0.733,There might be turmoil in Baltimore but it a nice night for a walk by the water in Fells Fells…
joy,0.833,Cousins reunited alliefraz cousin Fells Point Waterfront
joy,0.574,Because shes special redheart ️ rose redheart ️ Fells Point Waterfront
anticipation,0.523,Cant wait to play Air Force this year smilingfacewithhorns
trust,1.4529999999999998,I have 45147267200 with gain of 44578777600 in my paper trade account
joy,1.6,We made it to the western district police station at approximately 6 Happy face smiley 4pm marching for FreddieGray…
joy,0.609,Order Fille Tongue sticking out cheeky playful or blowing a raspberry Buy BBY 500 3540
fear,1.57,I dont know but the cop broke his leg and then dragged him into a police van and he came out with a broken neck and other
anger,0.484,there were white people protesting downtown also so I dont get why people are only blaming black
joy,2.7560000000000002,First 25 year of your life you set yourself to succeed and blossom on what you dream to be the next 25 year is where the fun begin
joy,2.7560000000000002,First 25 year of your life you set yourself to succeed and blossom on what you dream to be the next 25 year is where the fun begin
trust,0.914,people are protesting about the kid Freddie that got kilt by the cop and theyre breaking police window
joy,0.924,I would do Sooooo Bad w ah job like that yo I would have no call No show and all facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
anticipation,0.523,persontippinghand mediumskintone keep watching my tweet
anticipation,0.75,I can not wait to go see my Cali peep oh and try their tree lmao
anticipation,0.75,I can not wait to go see my Cali peep oh and try their tree lmao
trust,2.53,I swear that one lady advise back in high school constantly ring in my ear It go something like
trust,2.53,I swear that one lady advise back in high school constantly ring in my ear It go something like
joy,0.48,I just wanna see my boyfriend pensiveface
fear,0.847,Just saw the police vehicle being towed from last night Crazy peaceforbaltimore baltimore
trust,0.484,Cool Ant Said He Want Yall To Know He A Security Not A Police Im PISSY facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
disgust,0.617,U Aint THAT You FAT
trust,0.633,i have any mail that u think is important
joy,0.924,Rip Your Eyeballs Out amp Put Them In Your Mouth Make You Watch Who You Talking Too facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
fear,0.7659999999999999,Johns Hopkins Scary Asses Sending Out Emails expressionlessface
joy,1.5779999999999998,This Lady Wanna Be In My Way So Bad smilingfacewithhorns Hunny I AINT THINKING Bout You
joy,1.043,Hopkins Dreams feelz beautifulplace Johns Hopkins Hospital
trust,0.531,The Christus Consolator Christ the Consoler in the rotunda at The Johns Hopkins Hospital Johns…
anger,0.8240000000000001,BaltimoreRiots Baltimore JohnsHopkins CNN covering the huge fire in the background thats less…
trust,0.531,Just posted a photo The Johns Hopkins Hospital
trust,0.531,Just posted a photo The Johns Hopkins Hospital
trust,1.648,The God I made it to work But they have the National Guard surrounding my hospital raisinghands mediumskintone this is…
trust,1.031,The National Guard is out in the City baltimore NationalGuard Johns Hopkins Hospital
trust,0.617,If you dont think there anything good about Baltimore you dont know this city baltimore…
anger,0.735,I can not wait to get home and lay down I feel so damn sleepy I feel like ive been awake for a whole 24 hour
trust,0.578,Oh nope b careful boo faceblowingakiss Do faceblowingakiss faceblowingakiss faceblowingakiss faceblowingakiss
trust,0.469,On top of that you turn the ball over for your last possession Gotta do better than that
sadness,0.562,Opened Downed Tree or Limb request via iPhone at 1524 E 33rd St Dead tree dropped limb please remove before it
fear,0.828,Niggas FEAR The WOMAN That DONT Need Him
anticipation,0.414,when they asked u to type what we thought about the parcc test I left them a nice lor message skull
joy,0.606,and they wonder why the city inna frenzy hundredpoints exclamationmark ️
joy,0.924,they always get real scared when stuff going on in the city facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,1.393,Im cracking up facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy ima pray for them amp u facewithtearsofjoy facewithtearsofjoy
joy,0.547,Elite Wife AIDS Vaccine
anticipation,0.695,dey need to hurry up loudlycryingface they be like thigh I be like AND GUT oncomingfist oncomingfist
joy,0.924,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy yu kno im not sexy bihhhoh this locker is a sexy locker sorry facewithtearsofjoy facewithtearsofjoy
joy,2.18,God bless the VietnamVet standing in front of Police telling the kid to go home and study RobertValentine ilovecharmcity baltimore
anticipation,0.484,Im over east most of it happening over west
trust,0.531,Im at Johns Hopkins Hospital in Baltimore MD
trust,0.531,Im at Johns Hopkins Hospital in Baltimore MD
trust,0.531,Im at Johns Hopkins Hospital in Baltimore MD
anticipation,0.328,Been here for an hour amp registration is holding u up from turning our patient over Still 24 hour til Im off
trust,0.531,Im at Johns Hopkins Hospital in Baltimore MD
joy,0.438,Changing my major a a juniorsmartest decision of my life confusedface
anger,1.3030000000000002,Bitches Love Drama Women Love Shoes Im Bout To Go To The Mall runningshoe woman’ssandal highheeledshoe woman’sboot
disgust,0.617,I Cant Wait Till Yall Learn The Difference between FAT amp PHAT smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface smilingface
disgust,0.82,Thats me facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Just Peep shit amp keep it moving
