Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry",anger,0.5,anger,"['do', ""n't"", 'be', 'offended', '\\ni', 'am', 'just', 'doing', 'something', 'that', 'gives', 'your', 'life', 'more', 'hurts', 'haikuchallenge', 'poetry']","[""do'"", 'not', ""be'"", 'offend', '\\\\ni', 'be', 'just', 'do', 'something', 'that', 'give', ""your'"", 'life', 'more', 'hurt', 'haikuchallenge', 'poetry']",anger,3.0,1.963,inspired,9.0,1.866313705440696,0.0,0.0,5.0,2.0,0.0,0.0,joy,5.0
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger,0.479,anger,"['thatmoment', 'you', 'are', 'watching', 'worstcelebritycooks', 'and', 'your', 'bubble', 'is', 'burst', 'by', 'finding', 'out', 'kylexy', 'is', 'gay', 'and', 'married', 'loudly', 'crying', 'face', 'nochance', 'kinda', 'dont', 'mind', 'winking', 'face']","['thatmoment', 'you', 'be', 'watch', 'worstcelebritycook', 'and', 'you', 'bubble', 'be', 'burst', 'by', 'finding', ""out'"", 'kylexy', 'be', 'gay', 'and', 'marry', 'loudly', 'crying', 'face', 'nochance', 'kinda', 'don', 't', 'mind', 'winking', 'face']",trust,3.0,1.258,amused,16.0,3.0977440192617856,0.0,0.0,6.0,0.0,0.0,1.0,joy,6.0
"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",anger,0.396,anger,"[""y'all"", 'really', 'insult', 'coz', 'of', 'soccer', 'lmao', 'wow']","['all', 'really', 'insult', 'cause', 'of', 'soccer', 'lmao', 'wow']",anger,1.0,0.603,amused,7.0,1.4980002009430107,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend,anger,0.5,anger,"['will', 'i', 'offend', 'you\\nif', 'i', 'am', 'truthful', 'but', 'kind\\nor', 'will', 'you', 'see', 'why', 'haikuchallenge', 'offend']","['will', ""i'"", 'offend', 'you\\\\nif', ""i'"", 'be', 'truthful', 'but', 'kind\\\\nor', 'will', 'you', 'see', ""why'"", 'haikuchallenge', 'offend']",trust,1.0,0.836,annoyed,3.0,0.5812298953901487,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,anger,0.667,anger,"['who', 'the', 'hell', 'is', 'drilling', 'outside', 'my', 'house', 'literally', 'got', 'to', 'sleep', 'at', 'half', 'four', 'after', 'a', 'busy', 'shift', 'and', 'these', 'twat', 's', 'have', 'woken', 'me', 'up', 'fuming']","[""who'"", ""tha'"", 'hell', 'be', 'drilling', 'outside', 'my', 'house', 'literally', 'get', ""to'"", 'sleep', 'at', 'half', 'four', 'after', 'a', 'busy', 'shift', 'and', 'these', 'twat', ""'s"", 'have', 'wake', ""me'"", 'up', 'fume']",anger,3.0,2.309,angry,16.0,2.5128196562256724,1.0,1.0,7.0,0.0,1.0,1.0,joy,7.0
so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,anger,0.722,anger,"['so', 'many', 'protests', 'for', 'peace', 'going', 'on', 'lately', 'but', 'all', 'i', 'see', 'is', 'people', 'burning', 'down', 'they', 'are', 'own', 'cities', 'and', 'hometowns', 'practice', 'what', 'u', 'preach']","['many', 'protest', 'for', 'peace', 'go', 'on', 'lately', 'but', 'all', ""i'"", 'see', 'be', 'people', 'burn', 'dow', 'and', 'they', 'be', 'own', 'city', 'and', 'hometown', 'practice', 'what', ""u'"", 'preach']",trust,1.0,0.602,inspired,18.0,3.216459032003165,0.0,0.0,10.0,1.0,1.0,0.0,joy,10.0
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",anger,0.733,anger,"['why', 'does', 'have', 'to', 'come', 'to', 'glasgow', 'on', 'a', 'night', 'i', 'am', 'working', 'i', 'am', 'fucking', 'gutted', 'been', 'waiting', 'for', 'an', 'appearance', 'for', 'ages']","['why', 'do', 'have', ""to'"", 'come', ""to'"", 'glasgow', 'of', 'and', 'a', 'night', ""i'"", 'be', 'work', ""i'"", 'am', 'fuck', 'gut', 'be', 'wait', 'for', 'a', 'appearance', 'for', 'age']",anticipation,2.0,1.187,inspired,14.0,2.3666075854859208,1.0,1.0,6.0,1.0,0.0,0.0,joy,6.0
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",anger,0.812,anger,"['tasers', 'immobilize', 'if', 'you', 'taser', 'someone', 'why', 'the', 'fuck', 'do', 'you', 'need', 'to', 'shoot', 'them', 'one', 'second', 'later', 'this', 'is', 'really', 'sick', 'rage', 'wtf', 'murder']","['taser', 'immobilize', 'if', 'you', 'taser', 'someone', 'why', ""the'"", 'fuck', ""do'"", 'you', 'need', ""to'"", 'shoot', 'they', 'one', 'second', 'later', 'this', 'be', 'really', 'sick', 'rage', 'wtf', 'murder']",anger,3.0,2.48,angry,14.0,2.433981178893454,1.0,1.0,4.0,1.0,0.0,1.0,joy,4.0
I'd rather dump gasoline all over myself and run into a burning building than use Excel.,anger,0.75,anger,"['i', 'would', 'rather', 'dump', 'gasoline', 'all', 'over', 'myself', 'and', 'run', 'into', 'a', 'burning', 'building', 'than', 'use', 'excel']","[""'i"", 'would', 'rather', 'dump', 'gasoline', 'all', ""'over"", 'myself', 'and', 'run', 'into', ""a'"", 'burn', 'building', 'than', 'use', 'excel']",trust,1.0,0.609,inspired,10.0,1.693931040268434,0.0,0.0,10.0,2.0,1.0,0.0,joy,10.0
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger,0.458,anger,"['inner', 'conflict', 'happens', 'when', 'we', 'are', 'at', 'odds', 'with', 'ourselves', 'honor', 'your', 'values', 'and', 'priorities', 'anger', 'innerconflict', 'conflict', 'values']","['inner', 'conflict', 'happen', 'when', ""we'"", 'be', 'at', 'odd', ""with'"", 'ourselves', 'honor', ""your'"", 'value', ""and'"", 'priority', 'anger', 'innerconflict', 'conflict', 'value']",anger,2.0,1.3889999999999998,inspired,12.0,2.3520917165471484,1.0,1.0,5.0,0.0,0.0,1.0,joy,5.0
"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",anger,0.444,anger,"['nurse', 'practitioner', 'you', 'look', 'pretty', 'bad', 'no', 'offense', 'of', 'course', 'thank', 'you', 'that', 'really', 'added', 'that', 'spark', 'of', 'positivity', 'i', 'needed', 'today']","[""'nurse"", 'practitioner', 'you', 'look', 'pretty', 'bad', ""no'"", 'offense', 'of', 'course', 'thank', 'you', 'that', 'really', 'add', 'that', 'spark', 'of', 'positivity', ""i'"", 'need', 'today']",trust,3.0,1.586,inspired,16.0,3.11740154991005,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",anger,0.938,anger,"['why', 'does', 'have', 'to', 'come', 'to', 'glasgow', 'on', 'a', 'night', 'i', 'am', 'working', 'i', 'am', 'fucking', 'gutted', 'been', 'waiting', 'for', 'an', 'appearance', 'for', 'ages', 'raging']","['why', 'do', 'have', ""to'"", 'come', ""to'"", 'glasgow', 'of', 'and', 'a', 'night', ""i'"", 'be', 'work', ""i'"", 'am', 'fuck', 'gut', 'be', 'wait', 'for', 'a', 'appearance', 'for', 'age', 'rage']",anger,2.0,1.807,inspired,16.0,2.5926835812871745,1.0,1.0,6.0,1.0,0.0,0.0,joy,6.0
@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits,anger,0.6459999999999999,anger,"['he', 'has', 'bad', 'temperament', 'tantrums', 'hissy', 'fits']","['he', 'have', 'bad', 'temperament', 'tantrum', 'hissy', 'fit']",anger,3.0,1.6960000000000002,inspired,7.0,1.8806473735121352,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger,0.5,anger,"['meanwhile', 'white', 'cops', 'keep', 'killing', 'black', 'people', 'but', 'there', 'is', 'less', 'outrage', 'about', 'that', 'strange', 'society', 'that']","['meanwhile', 'white', 'cop', 'keep', 'killing', 'black', 'people', 'but', 'there', 'be', 'less', 'outrage', 'about', 'that', 'strange', 'society', 'that']",anger,2.0,1.741,angry,12.0,2.0625566835537366,0.0,0.0,5.0,0.0,1.0,1.0,joy,5.0
@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,anger,0.333,anger,"['i', 'played', 'a', 'game', 'where', 'john', 'elway', 'was', 'sacked', '3', 'x', 'and', 'fumbled', 'all', '3', 'x', 'is', 'this', 'the', 'same', 'john', 'elway', 'i', 'know', 'of']","['i', 'play', 'a', 'game', 'where', 'john', 'elway', 'be', 'sack', '3', 'x', 'and', 'fumble', 'all', '3', ""'"", 'x', 'be', 'this', ""the'"", 'same', 'john', 'elway', ""i'"", 'know', 'of']",,0.0,0.0,inspired,10.0,2.2573028281547525,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
wanna go home and focus up on this game . Don't wanna rage at all,anger,0.375,anger,"['wan', 'na', 'go', 'home', 'and', 'focus', 'up', 'on', 'this', 'game', 'do', ""n't"", 'wan', 'na', 'rage', 'at', 'all']","['want', ""na'"", ""go'"", 'home', 'and', 'focus', 'up', 'on', 'this', 'game', 'do', 'not', 'want', ""na'"", 'rage', 'at', 'all']",anger,1.0,0.9109999999999999,inspired,8.0,1.4942569543078967,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
@JamieRJN She's all over the political map in her relentless pursuit of power.,anger,0.333,anger,"['she', 'is', 'all', 'over', 'the', 'political', 'map', 'in', 'her', 'relentless', 'pursuit', 'of', 'power']","['she', 'be', 'all', 'over', ""the'"", 'political', 'map', 'in', 'she', 'relentless', 'pursuit', 'of', 'power']",,0.0,0.0,angry,5.0,0.8342209985605077,1.0,1.0,4.0,0.0,0.0,0.0,joy,4.0
Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,anger,0.354,anger,"['praying', 'for', 'the', 'lord', 'to', 'keep', 'anger', 'hate', 'jealousy', 'away', 'from', 'your', 'heart', 'is', 'a', 'sign', 'of', 'maturity', 'conciseness']","['pray', 'for', ""the'"", 'lord', ""to'"", 'keep', 'anger', 'hate', 'jealousy', 'away', 'from', 'you', 'heart', 'be', 'a', 'sign', 'of', 'maturity', 'conciseness']",anger,3.0,2.226,inspired,11.0,2.2624800743242774,0.0,0.0,8.0,1.0,2.0,0.0,joy,8.0
troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,anger,0.354,anger,"['troubled', 'soul', 'do', 'not', 'loose', 'your', 'heart', 'cause', 'joy', 'and', 'peace', 'he', 'brings', 'and', 'the', 'beauty', 'that', 'is', 'in', 'store', 'outweighs', 'the', 'hurt', 'of', 'life', 'is', 'sting']","['troubled', 'soul', ""do'"", 'not', 'loose', ""your'"", 'heart', 'cause', 'joy', 'and', 'peace', 'he', 'bring', 'and', ""the'"", 'beauty', 'that', 'be', 'in', 'store', 'outweigh', ""the'"", 'hurt', 'of', 'life', 'be', 'sting']",joy,6.0,3.507,inspired,16.0,3.1047672570349367,1.0,1.0,10.0,3.0,1.0,1.0,joy,10.0
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,anger,0.8540000000000001,anger,"['dear', 'hipster', 'behind', 'me', 'at', 'the', 'game', 'i', 'am', 'finding', 'it', 'very', 'hard', 'to', 'pay', 'attention', 'while', 'you', 'talk', 'about', 'the', 'politics', 'of', 'grapes', 'of', 'wrath', 'shut', 'up']","['dear', 'hipster', 'behind', ""me'"", 'at', ""the'"", 'game', ""i'"", 'am', 'find', 'it', 'very', 'hard', ""to'"", 'pay', 'attention', 'while', 'you', 'talk', 'about', ""the'"", 'politics', 'of', 'grape', 'of', 'wrath', 'shut', 'up']",anger,2.0,1.119,inspired,15.0,2.8075216939040493,2.0,2.0,8.0,2.0,0.0,1.0,joy,8.0
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,anger,0.542,anger,"['i', 'freaking', 'hate', 'working', 'with', 'word', 'on', 'my', 'phone', 'write', 'writing', 'writerslife', 'writerproblems', 'writer']","[""'i"", 'freak', 'hate', 'work', 'with', 'word', 'of', 'and', 'my', 'phone', 'write', 'writing', 'writerslife', 'writerproblem', 'writer']",fear,2.0,1.046,inspired,10.0,2.1927157034282585,1.0,1.0,4.0,0.0,0.0,0.0,joy,4.0
S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃,anger,0.542,anger,"['s', 'o', 'to', 'the', 'girl', 'that', 'just', 'hit', 'my', 'car', 'not', 'only', 'did', 'she', 'get', 'lucky', 'w/', 'no', 'scratch', 'but', 'also', 'from', 'being', 'spared', 'the', 'wrath', 'of', 'sleep', 'deprived', 'kait', 'upside_down_face']","[""'s"", ""o'"", ""to'"", ""tha'"", 'girl', 'that', 'just', 'hit', 'my', 'car', 'not', 'only', 'do', ""she'"", 'get', 'lucky', 'with', ""no'"", 'scratch', 'but', 'also', 'from', 'be', 'spare', ""the'"", 'wrath', 'of', 'sleep', 'deprive', 'kait', 'upside_down_face']",anger,2.0,1.552,inspired,13.0,2.1389090189618916,0.0,0.0,8.0,2.0,1.0,0.0,joy,8.0
ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,anger,0.458,anger,"['ok', 'so', 'i', 'got', 'my', 'madden', '17', 'refunded', 'but', 'now', 'i', 'got', 'ta', 'wait', 'a', 'few', 'days', 'for', 'the', 'money', 'and', 'now', 'got', 'ta', 'pre-order', 'fifa', 'again']","[""'ok"", ""so'"", ""i'"", 'get', 'my', 'madden', '17', 'refund', 'but', 'now', ""i'"", 'get', ""ta'"", 'wait', 'a', 'few', 'day', 'for', ""the'"", 'money', 'and', 'now', 'get', ""ta'"", 'pre-order', 'fifa', 'again']",anticipation,2.0,1.109,inspired,12.0,1.9631522139864235,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,anger,0.542,anger,"['glad', 'i', 'did', 'not', 'watch', 'smackdown', 'because', 'i', 'can', 'not', 'see', 'my', 'men', 'lose', 'sohurt', 'revenge']","['glad', ""i'"", 'do', 'not', 'watch', 'smackdown', 'because', ""i'"", 'can', 'not', 'see', 'my', 'man', 'lose', 'sohurt', 'revenge']",anticipation,3.0,1.661,amused,8.0,1.4898906349505254,1.0,1.0,3.0,2.0,0.0,1.0,joy,3.0
When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,anger,0.333,anger,"['when', 'a', 'grown', 'adult', 'does', 'not', 'drink', 'or', 'has', 'never', 'drank', 'before', 'i', 'just', 'assume', 'they', 'were', 'raised', 'around', 'a', 'raging', 'alcoholic', 'and', 'they', 'want', 'no', 'parts']","['when', ""a'"", 'grow', 'adult', 'do', 'not', 'drink', 'or', 'have', 'never', 'drank', 'before', ""i'"", 'just', 'assume', 'they', 'be', 'raise', 'around', 'a', 'raging', 'alcoholic', 'and', 'they', 'want', ""no'"", 'part']",anger,1.0,0.8959999999999999,inspired,15.0,2.515990533572726,0.0,0.0,10.0,1.0,1.0,0.0,joy,10.0
They gonna give this KKk police bitch the minimum sentence..just wattch ,anger,0.708,anger,"['they', 'gon', 'na', 'give', 'this', 'kkk', 'police', 'bitch', 'the', 'minimum', 'sentence', 'just', 'wattch']","['they', 'go', ""na'"", 'give', 'this', ""kkk'"", 'police', 'bitch', ""the'"", 'minimum', 'sentence', 'just', 'wattch']",anger,2.0,1.006,annoyed,9.0,1.7198875813070453,0.0,0.0,2.0,0.0,0.0,1.0,joy,2.0
"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",anger,0.542,anger,"['1', 'watch', 'out', 'for', 'memes', 'statements', 'designed', 'to', 'make', 'you', 'feel', 'outrage', 'but', 'that', 'do', 'not', 'give', 'you', 'anything', 'to', 'do', 'about', 'situation']","['1', 'watch', 'out', 'for', 'meme', 'statement', 'design', ""to'"", 'make', 'you', 'feel', 'outrage', 'but', 'that', ""do'"", 'not', 'give', 'you', 'anything', ""to'"", ""do'"", 'about', 'situation']",anger,1.0,0.848,amused,13.0,2.4916816839317075,0.0,0.0,11.0,1.0,0.0,0.0,joy,11.0
@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.,anger,0.438,anger,"['just', 'got', 'wind', 'of', 'men', 'for', 'choice', 'and', 'it', 'does', 'not', 'infuriate', 'me', 'just', 'makes', 'me', 'sad', 'for', 'the', 'generation']","['just', 'get', 'wind', 'of', 'man', 'for', 'choice', 'and', 'it', 'do', 'not', 'infuriate', ""me'"", 'just', 'make', ""me'"", 'sad', 'for', ""the'"", 'generation']",anger,1.0,0.8440000000000001,inspired,11.0,1.9342139495604984,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
@fluffysoftlouis no no. I insist that you give me your best insult first,anger,0.562,anger,"['no', 'no', 'i', 'insist', 'that', 'you', 'give', 'me', 'your', 'best', 'insult', 'first']","[""no'"", ""no'"", ""i'"", 'insist', 'that', 'you', 'give', ""me'"", 'you', 'best', 'insult', 'first']",anger,2.0,0.7849999999999999,amused,5.0,1.1964254924669255,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
Might just leave and aggravate bae,anger,0.417,anger,"['might', 'just', 'leave', 'and', 'aggravate', 'bae']","['might', 'just', 'leave', 'and', 'aggravate', 'bae']",sadness,1.0,0.32799999999999996,angry,4.0,0.7972483085214763,0.0,0.0,2.0,1.0,1.0,0.0,joy,2.0
@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage,anger,0.604,anger,"['how', 'do', 'u', 'guys', 'determine', 'teams', 'cause', 'i', 'am', '80', 'on', 'shitty', 'teams', 'when', 'i', 'play', 'and', 'i', 'am', 'fuckin', 'over', 'it', 'cod', 'rage']","['how', ""do'"", ""u'"", 'guy', 'determine', 'team', 'cause', ""i'"", 'am', '80', 'on', 'shitty', 'team', 'when', ""i'"", 'play', 'and', 'i', 'be', 'fuckin', 'over', 'it', 'cod', 'rage']",anger,1.0,0.9109999999999999,amused,11.0,2.454576515349027,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
resentment is rlly my shit.,anger,0.562,anger,"['resentment', 'is', 'rlly', 'my', 'shit']","['resentment', 'be', 'rlly', 'my', 'shit']",disgust,2.0,1.3279999999999998,dontcare,2.0,0.4442471295769887,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,anger,0.458,anger,"['now', 'that', 'has', 'snapchat', 'back', 'it', 'is', 'a', 'constant', 'battle', 'to', 'see', 'who', 'can', 'get', 'the', 'ugliest', 'snap', 'of', 'one', 'another', 'face_with_tears_of_joy', 'upside_down_face', 'snap', 'survival']","['now', 'that', 'have', 'snapchat', 'back', 'it', 'be', 'a', 'constant', 'battle', ""to'"", 'see', ""who'"", 'can', 'get', ""the'"", 'ugliest', 'snap', 'of', 'one', 'another', 'face_with_tears_of_joy', 'upside_down_face', 'snap', 'survival']",anger,1.0,0.6970000000000001,amused,11.0,1.8587705677039472,0.0,0.0,7.0,0.0,1.0,0.0,joy,7.0
The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,anger,0.75,anger,"['the', 'people', 'on', 'here', 'defending', 'cops', 'as', 'they', 'continue', 'to', 'kill', 'innocent', 'people', 'or', 'people', 'who', 'are', 'not', 'innocent', 'but', 'clearly', 'cooperate', 'irritate', 'tf', 'out', 'ta', 'me']","[""the'"", 'people', 'on', 'here', 'defend', 'cop', 'as', 'they', 'continue', ""to'"", 'kill', 'innocent', 'people', 'or', 'people', ""who'"", 'be', 'not', 'innocent', 'but', 'clearly', 'cooperate', 'irritate', 'tf', 'out', ""ta'"", ""'me""]",trust,3.0,1.5550000000000002,angry,13.0,2.349968833770687,0.0,0.0,8.0,1.0,1.0,2.0,joy,8.0
Fear the fearsome fury of the forest fawn!,anger,0.375,anger,"['fear', 'the', 'fearsome', 'fury', 'of', 'the', 'forest', 'fawn']","['fear', ""the'"", 'fearsome', 'fury', 'of', ""the'"", 'forest', 'fawn']",fear,2.0,1.5,amused,5.0,1.303506365296371,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
Every dancers dream song #snap #worldpower,anger,0.188,anger,"['every', 'dancers', 'dream', 'song', 'snap', 'worldpower']","['every', 'dancer', 'dream', 'song', 'snap', 'worldpower']",joy,1.0,0.484,inspired,6.0,1.2556078203646501,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562,anger,"['rip', 'to', 'the', '100s', 'of', 'black', 'men', 'women', 'children', 'killed', 'in', 'chicago', 'where', 'is', 'the', 'outrage']","[""'rip"", ""to'"", ""the'"", '100', ""'s"", 'of', 'black', 'man', 'woman', 'child', 'kill', 'in', 'chicago', 'where', 'be', ""the'"", 'outrage']",sadness,3.0,1.5,sad,12.0,1.8912266757803002,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
fuming,anger,0.708,anger,['fuming'],['fume'],anger,1.0,0.812,angry,2.0,0.6967574782905535,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",anger,0.542,anger,"['hello', 'the', 'bigger', 'the', 'bully', 'the', 'more', 'crocodile', 'tears', 'bullies', 'always', 'act', 'like', 'offended', 'victims']","['hello', ""the'"", 'bigger', ""the'"", 'bully', ""the'"", 'more', 'crocodile', 'tear', 'bully', 'always', 'act', 'like', 'offend', 'victim']",sadness,4.0,2.437,inspired,14.0,2.22384412380312,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!,anger,0.208,anger,"['look', 'what', 'we', 'have', 'available', 'in', 'store', 'now', 'n\\nliquid', 'incense', 'for', 'those', 'who', 'can', 'not', 'burn', 'sticks', 'or', 'cones', 'or', 'have', 'smoke', 'in', 'they', 'home']","['look', 'what', ""we'"", 'have', 'available', 'in', 'store', 'now', 'n\\\\nliquid', 'incense', 'for', 'those', ""who'"", 'can', 'not', 'burn', 'stick', ""or'"", 'cone', 'or', 'have', 'smoke', 'in', 'they', 'home']",joy,2.0,0.7929999999999999,amused,11.0,1.817550149279786,0.0,0.0,7.0,2.0,2.0,0.0,joy,7.0
"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜",anger,0.208,anger,"['tbh', 'amy', 'i', 'do', 'not', 'know', 'why', 'you', 'need', 'to', 'sort', 'your', 'life', 'out', 'it', 'is', 'looks', 'like', 'your', 'having', 'a', 'great', 'time', 'thanks', 'tiff', 'face_with_tears_of_joy', 'purple_heart']","['t', ""bh'"", 'amy', 'i', ""do'"", 'not', 'know', 'why', 'you', 'need', ""to'"", 'sort', ""your'"", 'life', 'out', 'it', 'be', 'look', 'like', ""your'"", 'have', 'a', 'great', 'time', 'thanks', 'tiff', 'face_with_tears_of_joy', 'purple_heart']",anticipation,1.0,0.516,amused,13.0,2.509565672632806,0.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0.6459999999999999,anger,"['men', 'in', 'rage', 'strike', 'those', 'that', 'wish', 'them', 'best', 'rage', 'emotions', 'negative', 'positive', 'wish', 'strike', 'martial', 'arts', 'control', 'believe', 'best', 'hope']","[""'men"", 'in', 'rage', 'strike', 'those', 'that', 'wish', 'they', 'best', 'rage', 'emotion', 'negative', 'positive', 'wish', 'strike', 'martial', 'art', 'control', 'believe', 'best', 'hope']",anger,3.0,2.058,inspired,15.0,2.9119015630319103,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger,0.583,anger,"['sam', 'yes', 'we', 'have', 'not', 'helpful', 'at', 'all', 'we', 'need', 'this', 'sorting', 'asap', 'you', 'keep', 'promising', 'stuff', 'that', 'does', 'not', 'happen']","['sam', 'yes', ""we'"", 'have', 'not', 'helpful', 'at', 'all', ""we'"", 'need', 'this', 'sorting', 'asap', 'you', 'keep', 'promise', 'stuff', 'that', 'do', 'not', 'happen']",trust,2.0,1.375,inspired,11.0,2.1783668626893036,0.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,anger,0.6459999999999999,anger,"['correction', '26', 'ppl', 'checked', 'in', 'standing', 'at', 'the', 'gate', 'flt', '1449', 'took', 'off', 'without', 'us.', 'furious']","['correction', '26', 'ppl', 'check', 'in', 'standing', 'at', ""the'"", 'gate', 'flt', '1449', 'take', 'off', 'without', 'us.', 'furious']",anger,1.0,0.929,sad,11.0,1.9033174464482019,0.0,0.0,4.0,2.0,0.0,0.0,joy,4.0
"@RelUnrelated While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing.",anger,0.396,anger,"['while', 'i', 'do', 'not', 'see', 'sailer', 'mars', 'being', 'a', 'raging', 'liberal', 'i', 'doubt', 'that', 'she', 'would', 'say', 'such', 'a', 'thing']","['while', ""i'"", ""do'"", 'not', 'see', 'sailer', 'mar', 'be', 'a', 'rage', 'liberal', ""i'"", 'doubt', 'that', ""she'"", 'would', 'say', 'such', 'a', 'thing']",anger,2.0,1.807,annoyed,10.0,1.5608797402721608,1.0,1.0,2.0,2.0,0.0,1.0,,0.0
"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",anger,0.542,anger,"['incentivise', 'people', 'to', 'roam', 'the', 'internet', 'being', 'morally', 'offended', 'as', 'if', 'they', 'did', 'not', 'do', 'it', 'enough', 'already']","['incentivise', 'people', ""to'"", 'roam', ""the'"", 'internet', 'be', 'morally', 'offend', 'as', 'if', 'they', 'do', 'not', ""do'"", 'it', 'enough', 'already']",anger,2.0,1.4020000000000001,dontcare,9.0,1.5641919758080365,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,anger,0.708,anger,"['a', 'multimillionaire', 'spoiled', 'brat', 'who', 'gets', 'in', 'a', 'self', 'righteous', 'huff', 'bc', 'his', 'friend', 'is', 'muslim', 'is', 'a', 'non', 'starter', 'bye']","['multimillionaire', 'spoiled', 'brat', ""who'"", 'get', 'in', ""a'"", 'self', 'righteous', 'huff', 'bc', 'he', 'friend', 'be', 'muslim', 'be', 'a', 'non', 'starter', 'bye']",anger,2.0,0.8200000000000001,amused,14.0,2.3937609220907534,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
