Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone",anger,0.438,anger,"['i', 'm', 'not', 'a', 'big', 'fan', 'of', 'but', 'what', 'i', 'found', 'logical', 'and', 'right', 'i', 'support', 'that', 'no', 'offense', 'to', 'anyone']","[""'i"", 'm', 'not', 'a', 'big', 'fan', 'of', 'but', 'what', ""i'"", 'find', 'logical', 'and', 'right', ""i'"", 'support', 'that', ""no'"", 'offense', ""to'"", 'anyone']",disgust,1.0,0.5,surprise,9.0,1.5309830975416312,0.0,0.0,7.0,1.0,1.0,0.0,joy,7.0
When you forget to mention you were bought dreamboys tickets 🙄😂 ,anger,0.354,anger,"['when', 'you', 'forget', 'to', 'mention', 'you', 'were', 'bought', 'dreamboys', 'tickets', 'face_with_rolling_eyes', 'face_with_tears_of_joy']","['when', 'you', 'forget', ""to'"", 'mention', 'you', 'be', 'buy', 'dreamboy', 'ticket', 'face_with_rolling_ey', 'face_with_tears_of_joy']",,0.0,0.0,surprise,6.0,1.0711945735712973,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
Candice's pout is gonna take someone eye out mate! #GBBO,anger,0.542,anger,"['candice', 'is', 'pout', 'is', 'gon', 'na', 'take', 'someone', 'eye', 'out', 'mate']","['candice', 'be', 'pout', 'be', 'go', ""na'"", 'take', 'someone', 'eye', 'out', 'mate']",,0.0,0.0,disgust,9.0,1.5741200061567682,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage,anger,0.8959999999999999,anger,"['i', 'need', 'it', 'today', 'do', 'u', 'know', 'how', 'many', 'fuckin', 'french', 'plaits', 'i', 'had', 'to', 'do', 'this', 'morn', 'with', 'a', 'stroppy', '9', 'yr', 'old', 'rage']","['i', 'need', 'it', 'today', ""do'"", ""u'"", 'know', 'how', 'many', 'fuckin', 'french', 'plait', ""i'"", 'have', ""to'"", ""do'"", 'this', 'morn', 'with', ""a'"", 'stroppy', '9', ""yr'"", 'old', 'rage']",anger,1.0,0.9109999999999999,disgust,10.0,1.8946754884156725,0.0,0.0,5.0,2.0,1.0,0.0,joy,5.0
the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger,0.458,anger,"['the', 'teams', 'that', 'face', 'barca', 'and', 'bayern', 'after', 'a', 'defeat', 'are', 'the', 'ones', 'who', 'face', 'the', 'wrath']","[""the'"", 'team', 'that', 'face', 'barca', 'and', 'bayern', 'after', 'a', 'defeat', 'be', ""the'"", 'one', ""who'"", 'face', 'the', 'wrath']",anger,1.0,0.885,surprise,9.0,1.6695074028719363,0.0,0.0,4.0,1.0,1.0,0.0,joy,4.0
@swagalini ive been through the denial and anger i am in pure acceptance,anger,0.491,anger,"['i', 've', 'been', 'through', 'the', 'denial', 'and', 'anger', 'i', 'am', 'in', 'pure', 'acceptance']","[""'i"", 'have', 'be', 'through', ""the'"", 'denial', 'and', 'anger', ""i'"", 'am', 'in', 'pure', 'acceptance']",anger,1.0,0.8109999999999999,surprise,4.0,0.6935632114045809,1.0,1.0,4.0,1.0,0.0,1.0,joy,4.0
My irritation level is at an all time high today 🙃,anger,0.75,anger,"['my', 'irritation', 'level', 'is', 'at', 'an', 'all', 'time', 'high', 'today', 'upside_down_face']","['irritation', 'level', 'be', 'at', 'a', 'all', 'time', 'high', 'today', 'upside_down_face']",sadness,1.0,0.47,surprise,5.0,0.9291213683515103,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
if i don't answer your 50 texts pls don't snap me,anger,0.333,anger,"['if', 'i', 'do', 'not', 'answer', 'your', '50', 'texts', 'pls', 'do', 'not', 'snap', 'me']","['if', ""i'"", ""do'"", 'not', 'answer', 'you', '50', 'text', 'pls', 'do', 'not', 'snap', 'i']",,0.0,0.0,anger,5.0,0.7683153900230859,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.,anger,0.604,anger,"['the', 'side', 'effects', 'of', 'fighting', 'and', 'disrespect', 'comes', 'ignoring', 'the', 'person', 'and', 'show', 'you', 'do', ""n'tcare"", 'at', 'all', 'sweet', 'revenge']","[""the'"", 'side', 'effect', 'of', 'fighting', 'and', 'disrespect', 'come', 'ignore', ""the'"", 'person', 'and', 'show', 'you', ""do'"", 'tcare', 'at', 'all', 'sweet', 'revenge']",anger,3.0,2.0,surprise,13.0,1.9597700595635257,2.0,2.0,7.0,1.0,0.0,1.0,joy,7.0
"@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",anger,0.562,anger,"['you', 'interviewed', 'one', 'irate', 'group', 'two', 'filmmakers', 'who', 'do', 'not', 'live', 'here', 'and', 'got', 'stock', 'statements', 'that', 'is', 'not', 'journalism']","['you', 'interview', 'one', 'irate', 'group', ""two'"", 'filmmaker', ""who'"", 'do', 'not', 'live', 'here', 'and', 'get', 'stock', 'statement', 'that', 'be', 'not', 'journalism']",anger,1.0,0.8440000000000001,surprise,15.0,2.608948252833394,0.0,0.0,9.0,1.0,1.0,0.0,joy,9.0
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger,0.7709999999999999,anger,"['i', 'blame', 'the', 'whole', 'season', 'on', 'natalie', 'the', 'season', 'would', 'have', 'been', 'so', 'different', 'had', 'she', 'not', 'turned', 'her', 'back', 'on', 'her', 'alliance', 'pissed', 'bitter']","['i', 'blame', ""the'"", 'whole', 'season', 'on', 'natalie', ""the'"", 'season', 'would', 'have', 'be', ""so'"", 'different', 'have', ""she'"", 'not', 'turn', 'she', 'back', 'on', 'she', 'alliance', 'piss', 'bitter']",anger,2.0,1.3780000000000001,disgust,13.0,1.972365269752287,1.0,1.0,4.0,2.0,2.0,0.0,joy,4.0
"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",anger,0.333,anger,"['steve', 'between', 'his', 'feet', 'feeling', 'a', 'blush', 'sting', 'his', 'cheeks', 'i', 'can', 'undress', 'myself', 'thank', 'you', 'very', 'much', 'he', 'snapped', '&gt']","['steve', 'between', 'he', 'foot', 'feeling', 'a', 'blush', 'sting', 'he', 'cheek', ""i'"", 'can', 'undress', 'myself', 'thank', 'you', 'very', 'much', 'he', 'snap', '&gt']",fear,2.0,0.844,surprise,13.0,2.316894090372499,1.0,1.0,11.0,1.0,2.0,1.0,joy,11.0
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,anger,0.792,anger,"['yal', 'aggravate', 'tf', 'out', 'ta', 'me', 'acting', 'lying', 'yal', 'can', 'not', 'tell', 'the', 'difference', 'between', 'a', 'dyke', 'and', 'a', 'man', 'rarely', 'is', 'it', 'that', 'hard', 'to', 'tell', 'the', 'difference']","[""'yal"", 'aggravate', 'tf', 'out', ""ta'"", 'i', 'act', 'lie', 'yal', 'can', 'not', 'tell', ""the'"", 'difference', 'between', ""a'"", 'dyke', 'and', 'a', 'man', 'rarely', 'be', 'it', 'that', 'hard', ""to'"", 'tell', ""the'"", 'difference']",disgust,2.0,0.976,surprise,13.0,2.3995989358940255,0.0,0.0,8.0,3.0,1.0,0.0,joy,8.0
@KodieBurch yesss..apparently you've been popular on snap 🙄,anger,0.333,anger,"['yesss', 'apparently', 'you', 'have', 'been', 'popular', 'on', 'snap', 'face_with_rolling_eyes']","['yesss', 'apparently', 'you', 'have', 'be', 'popular', 'on', 'snap', 'face_with_rolling_ey']",joy,1.0,0.797,surprise,4.0,0.8385488753022148,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe,anger,0.542,anger,"['losing', 'the', 'will', '2', 'live', 'with', 'business', 'bb', 'gone', 'down', 'on', 'hold', 'for', '23', 'minutes', 'whoever', 'picked', 'up', 'cut', 'me', 'off', 'no', 'work', 'for', 'me']","['lose', ""the'"", 'will', '2', 'live', 'with', 'business', 'bb', 'go', 'dow', 'and', 'on', 'hold', 'for', '23', 'minute', 'whoever', 'pick', 'up', 'cut', 'i', 'off', ""no'"", 'work', 'for', 'i']",sadness,4.0,1.8370000000000002,surprise,16.0,2.764688485612795,0.0,0.0,10.0,4.0,0.0,0.0,joy,10.0
I asked Jared to marry me and he said no. #offended,anger,0.562,anger,"['i', 'asked', 'jared', 'to', 'marry', 'me', 'and', 'he', 'said', 'no.', 'offended']","[""'i"", 'ask', 'jare', ""to'"", 'marry', ""me'"", 'and', 'he', 'say', 'no.', 'offend']",anger,2.0,1.4020000000000001,disgust,8.0,1.3964439153882493,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt,anger,0.875,anger,"['when', 'you', 'have', 'still', 'got', 'a', 'whole', 'season', 'of', 'wentworth', 'to', 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruins', 'it', 'for', 'us', 'loudly', 'crying', 'face', 'loudly', 'crying', 'raging']","['when', 'you', 'have', 'still', 'get', 'a', 'whole', 'season', 'of', 'wentworth', ""to'"", 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruin', 'it', 'for', 'we', 'loudly', 'crying', 'face', 'loudly', 'crying', 'rage']",anger,2.0,1.807,surprise,17.0,3.0286980384087268,0.0,0.0,5.0,2.0,0.0,0.0,joy,5.0
@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,anger,0.708,anger,"['is', 'fear', '&amp', 'anger', 'are', 'similar', 'to', 'what', 'hitler', 'preached', 'to', 'come', 'to', 'power', 'in', 'germany', 'wake', 'up', 'america']","[""'is"", 'fear', '&amp', 'anger', 'be', 'similar', ""to'"", 'what', 'hitler', 'preach', ""to'"", 'come', ""to'"", 'power', 'in', 'germany', 'wake', 'up', 'america']",anger,2.0,1.311,surprise,11.0,1.7754832742594426,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
"Yeah I'm hot nigga, they say im burning uhhhhh",anger,0.509,anger,"['yeah', 'i', 'am', 'hot', 'nigga', 'they', 'say', 'i', 'm', 'burning']","['yeah', ""i'"", 'be', 'hot', 'nigga', 'they', 'say', 'i', 'm', 'burn']",anger,1.0,0.529,disgust,6.0,0.9998939488407712,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
"Anger, resentment, and hatred are the destroyer of your fortune today.'",anger,0.375,anger,"['anger', 'resentment', 'and', 'hatred', 'are', 'the', 'destroyer', 'of', 'your', 'fortune', 'today']","['anger', 'resentment', 'and', 'hatred', 'be', ""the'"", 'destroyer', 'of', 'you', 'fortune', 'today']",anger,4.0,3.2669999999999995,surprise,6.0,0.9725807710716188,1.0,1.0,5.0,1.0,0.0,1.0,joy,5.0
"significantly, with a #bitter smile, 'let me",anger,0.479,anger,"['significantly', 'with', 'a', 'bitter', 'smile', 'let', 'me']","['significantly', 'with', ""a'"", 'bitter', 'smile', 'let', 'i']",joy,1.0,0.75,surprise,4.0,0.7343795082812437,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,anger,0.562,anger,"['just', 'found', 'out', 'tonight', 'my', 'son', 'will', 'not', 'be', 'doing', 'practical', 'work', 'counting', 'towards', 'his', 'gcse', 'exam', 'ok', 'then', 'i', 'thought', 'stem', 'was', 'all', 'the', 'rage']","['just', 'find', 'out', 'tonight', 'my', 'son', 'will', 'not', ""be'"", 'do', 'practical', 'work', 'count', 'towards', 'he', 'gcse', 'exam', 'ok', 'then', ""i'"", 'think', 'stem', 'be', 'all', 'the', 'rage']",anger,1.0,0.9109999999999999,surprise,15.0,2.748887288252296,0.0,0.0,12.0,2.0,1.0,0.0,joy,12.0
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ,anger,0.708,anger,"['sometimes', 'i', 'get', 'mad', 'over', 'something', 'so', 'minuscule', 'i', 'try', 'to', 'ruin', 'somebodies', 'life', 'not', 'like', 'lose', 'your', 'job', 'like', 'get', 'you', 'into', 'federal', 'prison']","['sometimes', ""i'"", 'get', 'mad', 'over', 'something', ""so'"", 'minuscule', ""i'"", 'try', ""to'"", 'ruin', 'somebody', 'life', 'not', 'like', 'lose', 'you', 'job', 'like', 'get', 'you', 'into', 'federal', 'prison']",fear,4.0,2.2880000000000003,surprise,15.0,3.4102413385055868,0.0,0.0,7.0,3.0,1.0,0.0,joy,7.0
"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",anger,0.312,anger,"['tiangong', '1', 'china', 'is', 'first', 'space', 'laboratory', 'will', 'come', 'to', 'a', 'fiery', 'end', 'in', 'late', '2017', 'the', 'average', 'decommissioned', 'satellite', 'either', 'burns']","['tiangong', '1', 'china', 'be', 'first', 'space', 'laboratory', 'will', 'come', ""to'"", 'a', 'fiery', 'end', 'in', 'late', '2017', ""the'"", 'average', 'decommiss', 'satellite', 'either', 'burn']",,0.0,0.0,surprise,15.0,2.0853179878360653,1.0,1.0,8.0,3.0,0.0,0.0,joy,8.0
@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,anger,0.667,anger,"['saddest', 'part', 'of', 'this', 'whole', 'mess', 'is', 'that', 'all', 'of', 'this', 'anger', 'is', 'misdirected', 'they', 'should', 'march', '2', 'the', 'white', 'house']","[""'saddest"", 'part', 'of', 'this', 'whole', 'mess', 'be', 'that', 'all', 'of', 'this', 'anger', 'be', 'misdirect', 'they', 'should', 'march', '2', ""the'"", 'white', 'house']",anger,1.0,0.8109999999999999,anger,10.0,1.6873643730525965,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless,anger,0.14400000000000002,anger,"['it', 'is', 'game', 'day', 't', 'minus', '14:30', 'relentless']","['it', 'be', 'game', 'day', ""'t"", 'minus', '14:30', 'relentless']",,0.0,0.0,surprise,4.0,0.6707573360456057,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,anger,0.417,anger,"['oh', 'so', 'that', 'is', 'where', 'brian', 'was', 'where', 'was', 'my', 'invite', 'offended']","[""'oh'"", 'so', 'that', 'be', 'where', 'brian', 'be', 'where', 'be', 'my', 'invite', 'offend']",anger,2.0,1.4020000000000001,disgust,5.0,0.8168641175148663,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
"Be quick to #listen, slow to #speak, and slow to #anger.",anger,0.292,anger,"['be', 'quick', 'to', 'listen', 'slow', 'to', 'speak', 'and', 'slow', 'to', 'anger']","[""be'"", 'quick', ""to'"", 'listen', 'slow', ""to'"", 'speak', 'and', 'slow', ""to'"", 'anger']",anger,1.0,0.8109999999999999,surprise,5.0,0.9254087663879349,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",anger,0.417,anger,"['seeing', 'r', 'i', 'p', 'shawty', 'lo', 'got', 'me', 'thinking', 'bout', 'other', 'rappers', 'then', 'i', 'thought', 'about', 'dying', 'and', 'burst', 'into', 'tears', 'smh']","[""'seeing"", ""r'"", ""i'"", 'p', 'shawty', 'lo', 'get', ""me'"", 'thinking', 'bout', ""'other"", 'rapper', 'then', ""i'"", 'think', 'about', 'die', 'and', 'burst', 'into', 'tear', 'smh']",sadness,3.0,2.304,surprise,16.0,2.639551352037459,0.0,0.0,7.0,2.0,1.0,0.0,joy,7.0
@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered,anger,0.438,anger,"['relentless', 'pipe', 'thirst', 'sheltered']","['relentless', 'pipe', 'thirst', 'shelter']",,0.0,0.0,surprise,5.0,0.9175551052774674,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger,0.255,anger,"['be', 'strong', 'independant', 'and', 'practical', 'stop', 'living', 'in', 'your', 'world', 'of', 'fantasy', 'snap', 'out', 'of', 'it', 'the', 'faster', 'u', 'get', 'used', 'to', 'the', 'reality', 'the', 'better']","[""be'"", 'strong', 'independant', 'and', 'practical', 'stop', 'living', 'in', 'you', 'world', 'of', 'fantasy', 'snap', 'out', 'of', 'it', ""the'"", 'faster', ""u'"", 'get', 'use', ""to'"", ""the'"", 'reality', ""the'"", 'better']",joy,1.0,0.312,surprise,13.0,2.3328777602358404,0.0,0.0,10.0,0.0,0.0,0.0,joy,10.0
@JustinRow10 madden is the reason why controllers are snapped,anger,0.458,anger,"['madden', 'is', 'the', 'reason', 'why', 'controllers', 'are', 'snapped']","['madden', 'be', ""the'"", 'reason', 'why', 'controller', 'be', 'snap']",anger,1.0,0.7190000000000001,surprise,6.0,0.7938897444937929,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,anger,0.312,anger,"['finally', 'leaving', 'my', 'first', 'job', 'soon', 'i', 'have', 'been', 'working', 'here', 'since', 'i', 'was', '16', 'going', 'to', 'be', 'kind', 'of', 'bitter', 'sweet']","['finally', 'leave', 'my', 'first', 'job', 'soon', ""i'"", 'have', 'be', 'work', 'here', 'since', ""i'"", 'be', '16', 'go', ""to'"", ""be'"", 'kind', 'of', 'bitter', 'sweet']",joy,3.0,1.403,surprise,14.0,2.4727004286736958,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,anger,0.7709999999999999,anger,"['omg', 'someone', 'asked', 'them', 'to', 'sit', 'and', 'they', 'reluctantly', 'moved', 'with', 'a', 'huff', 'biiitttccchhhhhh', 'kitchen_', 'knife']","[""'omg"", 'someone', 'ask', 'they', ""to'"", 'sit', 'and', 'they', 'reluctantly', 'move', 'with', ""a'"", 'huff', ""biiitttccchhhhhh'"", 'kitchen_', 'knife']",anger,1.0,0.469,surprise,10.0,1.4322417898847772,0.0,0.0,3.0,0.0,0.0,1.0,joy,3.0
@danbloom1 beware the fury of a weak king,anger,0.417,anger,"['beware', 'the', 'fury', 'of', 'a', 'weak', 'king']","['beware', ""the'"", 'fury', 'of', 'a', 'weak', 'king']",fear,2.0,1.219,disgust,4.0,0.580879729675996,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger,0.775,anger,"['you', 'are', 'a', 'cruel', 'cruel', 'man', 'therewillbeblood']","['you', 'be', 'a', 'cruel', 'cruel', 'man', 'therewillbeblood']",disgust,1.0,0.7659999999999999,anger,2.0,0.36182524727864157,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger,0.542,anger,"['dear', 'indians', 'it', 'is', 'hard', 'to', 'swallow', 'this', 'but', 'for', 'once', 'try', 'to', 'swallow', 'this', 'bitter', 'pill', 'that', 'is', 'pakistan', 'is', 'number', 'one', 'in', 'test', 'cricket']","['dear', 'indean', 'it', 'be', 'hard', ""to'"", 'swallow', 'this', 'but', 'for', 'once', 'try', ""to'"", 'swallow', 'this', 'bitter', 'pill', 'that', 'be', 'pakistan', 'be', 'number', 'one', 'in', 'test', 'cricket']",,0.0,0.0,surprise,12.0,1.9636570695268933,0.0,0.0,6.0,2.0,0.0,0.0,joy,6.0
Keep in mind. We're all weak. Don't insult people just because they're human.,anger,0.333,anger,"['keep', 'in', 'mind', 'we', 'are', 'all', 'weak', 'do', ""n't"", 'insult', 'people', 'just', 'because', 'they', 'are', 'human']","['keep', 'in', 'mind', ""we'"", 'be', 'all', 'weak', ""do'"", 'not', 'insult', 'people', 'just', 'because', 'they', 'be', 'human']",sadness,2.0,0.7809999999999999,surprise,6.0,1.078044629186072,0.0,0.0,6.0,3.0,0.0,0.0,joy,6.0
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger",anger,0.314,anger,"['he', 'who', 'is', 'slow', 'to', 'anger', 'is', 'better', 'than', 'the', 'mighty', 'and', 'he', 'who', 'rules', 'his', 'spirit', 'than', 'he', 'who', 'takes', 'a', 'city', '\\n', 'p16:32', 'bibleverse', 'pride', 'anger']","[""'he"", ""who'"", 'be', 'slow', ""to'"", 'anger', 'be', 'better', 'than', ""the'"", 'mighty', 'and', 'he', ""who'"", 'rule', 'he', 'spirit', 'than', 'he', ""who'"", 'take', 'a', 'city', '\\\\n', '16:32', 'bibleverse', 'pride', 'anger']",joy,3.0,1.4689999999999999,surprise,11.0,2.0993838228584107,0.0,0.0,8.0,0.0,1.0,0.0,joy,8.0
I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅,anger,0.312,anger,"['i', 'watch', 'amyah', 'throw', 'temper', 'tantrums', 'when', 'she', 'gets', 'mad', 'at', 'something', 'and', 'i', 'am', 'just', 'like', 'damnit', 'that', 'is', 'me', 'and', 'i', 'can', 'not', 'do', 'nothing', 'but', 'laugh', 'grinning_face_with_sweat']","[""'i"", 'watch', 'amyah', 'throw', 'temper', 'tantrum', 'when', ""she'"", 'get', 'mad', 'at', 'something', 'and', 'i', 'be', 'just', 'like', 'damnit', 'that', 'be', 'i', 'and', 'i', 'can', 'not', ""do'"", 'nothing', 'but', 'laugh', 'grinning_face_with_sweat']",anger,3.0,2.058,surprise,12.0,2.287169586069332,0.0,0.0,7.0,2.0,0.0,0.0,joy,7.0
@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉,anger,0.438,anger,"['you', 'all', 'found', 'me', 'to', 'express', 'yalls', 'displeasure', 'winking', 'face']","['you', 'all', 'find', ""me'"", ""to'"", 'express', 'yall', 'displeasure', 'winking', 'face']",disgust,1.0,0.406,disgust,7.0,0.9339067199643355,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour,anger,0.312,anger,"['thank', 'u', 'justin', 'for', 'this', 'amazing', 'concert', 'i', 'can', 'not', 'believe', 'that', 'only', 'u', 'can', 'provoke', 'these', 'thousand', 'smiles', 'these', 'nightbelieve', 'tour']","['thank', ""u'"", 'justin', 'for', 'this', 'amazing', 'concert', ""i'"", 'can', 'not', 'believe', 'that', 'only', ""u'"", 'can', 'provoke', 'these', 'thousand', 'smile', 'these', 'nightbelieve', 'tour']",joy,2.0,1.516,surprise,10.0,1.949555441799324,1.0,1.0,5.0,1.0,0.0,0.0,joy,5.0
@josefcd904 @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.,anger,0.333,anger,"['he', 'also', 'likes', 'incurring', 'lily', 'is', 'wrath']","['he', 'also', 'like', 'incur', 'lily', 'be', 'wrath']",anger,1.0,0.885,disgust,7.0,1.0552662118673624,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
@o2academybham since when the fuck can you not stand at a concert? #raging,anger,0.7709999999999999,anger,"['since', 'when', 'the', 'fuck', 'can', 'you', 'not', 'stand', 'at', 'a', 'concert', 'raging']","['since', 'when', ""tha'"", 'fuck', 'can', 'you', 'not', 'stand', 'at', 'a', 'concert', 'rage']",anger,2.0,1.807,disgust,6.0,0.9230608454435241,1.0,1.0,2.0,1.0,0.0,0.0,joy,2.0
@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey,anger,0.375,anger,"['looking', 'forward', 'to', '2', 'next', 'year', 'leictershireaway', 'there']","['look', 'forward', ""to'"", '2', 'next', 'year', 'leictershireaway', 'there']",,0.0,0.0,surprise,5.0,0.905297525243314,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",anger,0.417,anger,"['im', 'also', 'definitely', 'still', 'bitter', 'about', 'the', 'yellow', 'ranger', 'not', 'being', 'asian', 'but', 'asian', 'representation', 'in', 'hollywood', 'is', 'essentially', 'a', 'shrug', 'anyway']","[""'im"", 'also', 'definitely', 'still', 'bitter', 'about', ""the'"", 'yellow', 'ranger', 'not', 'be', 'asian', 'but', 'asian', 'representation', 'in', 'hollywood', 'be', 'essentially', 'a', ""shrug'"", 'anyway']",,0.0,0.0,surprise,13.0,2.114063981929059,2.0,2.0,7.0,2.0,0.0,0.0,joy,7.0
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,0.598,anger,"['did', 'we', 'miss', 'the', 'fact', 'that', 'burke', 'ramsey', 'swung', 'hit', 'his', 'sister', 'jon', 'benet', 'in', 'the', 'face', 'with', 'a', 'golf', 'club', 'previously', 'out', 'of', 'a', 'fit', 'of', 'anger']","['do', ""we'"", 'miss', ""the'"", 'fact', 'that', 'burke', 'ramsey', 'swing', 'hit', 'he', 'sister', 'jon', 'benet', 'in', ""the'"", 'face', 'with', ""a'"", 'golf', 'club', 'previously', 'out', 'of', 'a', 'fit', 'of', 'anger']",anger,3.0,1.8419999999999999,surprise,16.0,2.368967984176878,1.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,0.583,anger,"['can', 'someone', 'make', 'me', 'a', 'priority', 'list', 'of', 'which', 'things', 'i', 'should', 'be', 'outraged', 'at', 'in', 'which', 'order', 'outrage', 'racism', 'animalrights', 'abortion', 'cops']","['can', 'someone', 'make', ""me'"", 'a', 'priority', 'list', 'of', 'which', 'thing', ""i'"", 'should', ""be'"", 'outrage', 'at', 'in', 'which', 'order', 'outrage', 'racism', 'animalright', 'abortion', 'cop']",disgust,2.0,1.125,anger,13.0,2.679244099945135,0.0,0.0,6.0,1.0,0.0,1.0,joy,6.0
@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,anger,0.417,anger,"['tonight', 'legit', 'can', 'not', 'wait', 'to', 'rage', 'sign_of_the_horns', 'light_skin_tone', 'sign_of_the_horns', 'light_skin_tone', 'sign_of_the_horns', 'light_skin_tone', 'sign_of_the_horns', 'light_skin_tone', 'sign_of_the_horns', 'light_skin_tone', 'fire']","['tonight', 'legit', 'can', 'not', 'wait', ""to'"", 'rage', 'sign_of_therhorn', ""light_skin_tone'"", ""sign_of_the_horns'"", ""light_skin_tone'"", ""sign_of_the_horns'"", ""light_skin_tone'"", 'sign_of_therhorn', ""light_skin_tone'"", 'sign_of_therhorn', ""light_skin_tone'"", 'fire']",anger,1.0,0.9109999999999999,disgust,5.0,0.6959274891429466,0.0,0.0,1.0,2.0,0.0,1.0,sadness,2.0
