Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey,fear,0.16699999999999998,fear,"['think', 'like', 'a', 'queen', 'a', 'queen', 'is', 'not', 'afraid', 'to', 'fail', 'failure', 'is', 'another', 'steppingstone', 'to', 'greatness', 'oprah', 'winfrey']","['think', 'like', 'a', 'queen', 'a', 'queen', 'be', 'not', 'afraid', ""to'"", 'fail', 'failure', 'be', 'another', 'steppingstone', ""to'"", 'greatness', 'oprah', 'winfrey']",fear,2.0,1.4220000000000002,10.0,1.0495457118576974,10.0,1.2406809117182136,10.0,0.6762969920770532,10.0,0.9615452403137482,10.0,1.06997589799257,10.0,1.7688669665241548,surprise,10.0,1.7688669665241548
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme,fear,0.583,fear,"['ugh', 'i', 'want', 'to', 'punch', 'a', 'wall', 'every', 'time', 'i', 'have', 'to', 'use', '10', 'literally', 'the', 'worst', 'product', 'ever', 'made', 'window', 's', '10', 'killme']","[""'ugh"", ""i'"", 'want', ""to'"", 'punch', 'a', 'wall', 'every', 'time', ""i'"", 'have', ""to'"", 'use', '10', 'literally', ""the'"", 'worst', 'product', 'ever', 'make', 'window', 's', '10', 'killme']",anger,1.0,0.713,14.0,1.3551137919513392,14.0,1.8703811506143122,14.0,1.2942387998246092,14.0,1.4727062362863663,14.0,1.3016859672161152,14.0,2.418606091147338,surprise,14.0,2.418606091147338
@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.,fear,0.8540000000000001,fear,"['i', 'am', 'trying', 'to', 'imagine', 'the', 'first', 'response', 'of', 'a', 'president', 'trump', 'to', 'an', 'act', 'of', 'terror', 'the', 'thought', 'itself', 'terrorizes', 'me']","[""'i"", 'be', 'try', ""to'"", 'imagine', ""the'"", 'first', 'response', 'of', 'a', 'president', 'trump', ""to'"", 'a', 'act', 'of', 'terror', ""the'"", 'think', 'itself', 'terrorize', 'i']",fear,2.0,1.875,13.0,1.6973200129401407,13.0,1.8151236051917958,13.0,1.2291320068672917,13.0,1.1366549944475166,13.0,1.165917996671257,12.0,2.037400278540155,surprise,12.0,2.037400278540155
"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",fear,0.583,fear,"['america', 'finding', 'gratitude', 'amidst', 'the', 'sadness', 'and', 'frustration', 'about', 'race', 'fear', 'anger', 'and', 'racism', 'i', 'remain', 'hopeful', 'i', 'am', 'an', 'earth', 'fixer']","['america', 'find', 'gratitude', 'amidst', ""the'"", 'sadness', 'and', 'frustration', 'about', 'race', 'fear', 'anger', 'and', 'racism', ""i'"", 'remain', 'hopeful', ""i'"", 'am', 'a', 'earth', 'fixer']",anger,3.0,1.887,15.0,2.217268377876112,15.0,2.0424235069092735,15.0,1.2023864983183739,15.0,1.3358765022166423,15.0,1.8130109525907387,15.0,2.7294136979164763,surprise,15.0,2.7294136979164763
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion,fear,0.5,fear,"['i', 'am', 'scared', 'that', 'my', 'coworkers', 'are', 'going', 'to', 'submit', 'me', 'to', 'one', 'of', 'those', 'wardrobe', 'makeover', 'shows', 'fashion']","[""'i"", 'be', 'scared', 'that', 'my', 'coworker', 'be', 'go', ""to'"", 'submit', ""me'"", ""to'"", 'one', 'of', 'those', 'wardrobe', 'makeover', 'show', 'fashion']",fear,1.0,0.7340000000000001,12.0,1.174232923654126,12.0,1.540408085157964,12.0,0.6734323012475456,12.0,1.1739044487761041,12.0,1.0941912576692598,12.0,2.4269355225113998,surprise,12.0,2.4269355225113998
My anxiety is playing around HELP!!!!!,fear,0.705,fear,"['my', 'anxiety', 'is', 'playing', 'around', 'help']","['anxiety', 'be', 'play', 'around', 'help']",fear,2.0,0.7969999999999999,5.0,0.5122505021726956,5.0,0.6003186624928083,5.0,0.4871551437642345,5.0,0.5625957291790369,5.0,0.5339725421700771,5.0,1.0021962741662478,surprise,5.0,1.0021962741662478
#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan,fear,0.479,fear,"['everything', 'you', 'have', 'ever', 'wanted', 'awaits', 'you', 'on', 'the', 'other', 'side', 'of', 'fear', 'if', 'i', 'was', 'the', 'opposite', 'sex', 'ask', 'a', 'man']","['everything', 'you', 'have', 'ever', 'want', 'await', 'you', 'of', 'and', ""the'"", ""'other"", 'side', 'of', 'fear', 'if', ""i'"", 'be', ""the'"", 'opposite', 'sex', 'ask', 'a', 'man']",fear,1.0,0.828,12.0,1.5238232141607924,12.0,1.6230103834878045,12.0,0.9796495562996146,12.0,1.1509597972643197,12.0,1.223686363166718,12.0,2.2127805736931907,surprise,12.0,2.2127805736931907
"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear,0.792,fear,"['a', 'country', 'that', 'gave', 'safe', 'house', 'to', 'osama', 'bin', 'laden', 'is', 'dangerous', 'if', 'not', 'contained', 'pakistan', 'is', 'a', 'terror', 'heaven', 'declare', 'so']","['country', 'that', 'give', 'safe', 'house', ""to'"", 'osama', 'bin', 'laden', 'be', 'dangerous', 'if', 'not', 'contain', 'pakistan', 'be', ""a'"", 'terror', 'heaven', 'declare', 'so']",fear,2.0,1.7029999999999998,15.0,2.397330354398225,15.0,1.8960073067456829,15.0,2.394209808983768,15.0,1.3917855947708766,15.0,1.6806958903728817,15.0,1.863380557086015,anger,15.0,2.397330354398225
@syd_viciously I have gained a tremendous amount of respect for @RandPaul over the past couple of years.,fear,0.104,fear,"['i', 'have', 'gained', 'a', 'tremendous', 'amount', 'of', 'respect', 'for', 'over', 'the', 'past', 'couple', 'of', 'years']","[""'i"", 'have', 'gain', ""a'"", 'tremendous', 'amount', 'of', 'respect', 'for', 'over', ""the'"", 'past', 'couple', 'of', 'year']",joy,2.0,0.788,9.0,1.0934395259182956,9.0,1.2078587219737105,9.0,0.874628417704475,9.0,0.9695627423945643,9.0,0.9222347626260078,9.0,1.4785449806458337,surprise,9.0,1.4785449806458337
@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,fear,0.542,fear,"['she', 'blamed', 'benghazi', 'on', 'a', 'youtube', 'video', 'she', 'blamed', 'emails', 'on', 'colin', 'powell', 'now', 'she', 'blames', 'terrorism', 'on', 'you', 'weak', 'hillary']","[""she'"", 'blame', 'benghazi', 'on', ""a'"", 'youtube', 'video', ""she'"", 'blame', 'email', 'on', 'colin', 'powell', 'now', ""she'"", 'blame', 'terrorism', 'on', 'you', 'weak', 'hillary']",anger,2.0,1.335,13.0,1.7774128575859873,13.0,1.7297059659356044,13.0,1.6204369430951444,13.0,1.1249500866721083,13.0,1.5720026595521683,13.0,1.5770199127890538,anger,13.0,1.7774128575859873
"Jorge deserves it, honestly. He's weak.  #90dayfiance",fear,0.229,fear,"['jorge', 'deserves', 'it', 'honestly', 'he', 'is', 'weak', '90', 'dayfiance']","['jorge', 'deserve', 'it', 'honestly', 'he', 'be', 'weak', '90', 'dayfiance']",,0.0,0.0,5.0,0.5683253613956818,5.0,0.7616235534447147,5.0,0.26658039619453616,5.0,0.5310716151685008,5.0,0.47734397880848367,5.0,1.0567926718725962,surprise,5.0,1.0567926718725962
Mary Berry and her reign of terror,fear,0.688,fear,"['mary', 'berry', 'and', 'her', 'reign', 'of', 'terror']","['mary', 'berry', 'and', 'she', 'reign', 'of', 'terror']",fear,1.0,0.953,4.0,0.5160905613558405,4.0,0.41037079772768514,4.0,0.3742135945512638,4.0,0.517842400591391,4.0,0.3981817775108825,4.0,0.5750997091333043,surprise,4.0,0.5750997091333043
".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",fear,0.208,fear,"['chris', 'williams', '5', 'yards', 'shy', 'of', 'joining', '1,000', 'yard', 'club', 'bowman', '1,279', 'walker', '1,168', '&amp', 'roosevelt', '1,095', 'already', 'there', 'cfl']","['chris', 'williams', '5', 'yard', 'shy', 'of', 'join', '1,000', 'yard', 'club', 'bowman', '1,279', 'walker', '1,168', '&amp', 'roosevelt', '1,095', 'already', 'there', 'cfl']",,0.0,0.0,13.0,1.1563630437022832,12.0,1.3993472012378012,13.0,1.0564028399029561,13.0,1.76695541247245,13.0,1.5129534558273228,13.0,2.4472147394512156,surprise,13.0,2.4472147394512156
Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear,0.521,fear,"['focusing', 'primarily', 'on', 'the', 'person', 'you', 'are', 'talking', 'to', 'rather', 'than', 'yourself', 'and', 'the', 'impression', 'you', 'are', 'making', 'lessens', 'social', 'anxiety']","['focus', 'primarily', 'of', 'and', ""the'"", 'person', 'you', 'be', 'talk', ""to'"", 'rather', 'than', 'yourself', 'and', ""the'"", 'impression', 'you', 'be', 'make', 'lessen', 'social', 'anxiety']",fear,1.0,0.594,14.0,1.5180795112983072,14.0,2.2329415313315124,14.0,1.1690154832482318,14.0,1.3460781575358336,14.0,1.1171229804316738,14.0,2.788297258899548,surprise,14.0,2.788297258899548
Sickness bug! ,fear,0.5,fear,"['sickness', 'bug']","[""'sickness"", 'bug']",disgust,2.0,1.0390000000000001,2.0,0.1476223942319922,2.0,0.3083927177064561,2.0,0.32598348868355786,2.0,0.16467684699449925,2.0,0.207096003700589,2.0,0.24606404894987438,fear,2.0,0.32598348868355786
@metrotrains why is there no disabled access at pontefract monkhill? ,fear,0.417,fear,"['why', 'is', 'there', 'no', 'disabled', 'access', 'at', 'pontefract', 'monkhill']","['why', 'be', 'there', ""no'"", 'disable', 'access', 'at', 'pontefract', 'monkhill']",sadness,2.0,1.201,3.0,0.38008926758898204,3.0,0.5734478997329069,3.0,0.4362643418910698,3.0,0.23025944733507742,3.0,0.3035711840597106,3.0,0.5133133597359957,disgust,3.0,0.5734478997329069
@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo,fear,0.5,fear,"['and', 'do', 'not', 'forget', 'a', 'fear', 'of', 'st.', 'bernards', 'cujo']","['and', ""do'"", 'not', 'forget', 'a', 'fear', 'of', 'st.', 'bernard', 'cujo']",fear,1.0,0.828,3.0,0.31975700464017653,3.0,0.33067532081427015,3.0,0.36876089627243414,3.0,0.26258559388534547,3.0,0.3715271128991825,3.0,0.5853011166810786,surprise,3.0,0.5853011166810786
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully",fear,0.542,fear,"['not', 'nice', 'wishing', 'harm', 'on', 'another', 'human', 'being', 'is', 'deplorable', 'your', 'comments', 'show', 'how', 'human', 'and', 'humane', 'you', 'are', 'bully']","['not', 'nice', 'wish', 'harm', 'on', 'another', 'human', 'be', 'be', 'deplorable', ""your'"", 'comment', 'show', 'how', 'human', 'and', 'humane', 'you', 'be', 'bully']",fear,3.0,1.984,12.0,1.7233336478828747,12.0,1.7608914874179336,12.0,0.9946660979841953,12.0,1.0564754269014054,12.0,1.1757476718533908,12.0,1.905906435114686,surprise,12.0,1.905906435114686
"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",fear,0.6459999999999999,fear,"['never', 'said', 'that', 'just', 'not', 'fair', 'how', 'yous', 'think', 'it', 'is', 'completely', 'okay', 'to', 'bully', 'someone']","['never', 'say', 'that', 'just', 'not', 'fair', 'how', 'you', 'think', 'it', 'be', 'completely', 'okay', ""to'"", 'bully', 'someone']",anger,1.0,0.688,10.0,1.1044747212479684,10.0,1.5690994340346838,10.0,0.6985651019489496,10.0,0.8481565328017452,10.0,0.9135907478295578,10.0,1.94271339974604,surprise,10.0,1.94271339974604
Angel got me nervous out here 😷,fear,0.75,fear,"['angel', 'got', 'me', 'nervous', 'out', 'here', 'face_with_medical_mask']","['angel', 'get', ""me'"", 'nervous', 'out', 'here', 'face_with_medical_mask']",joy,1.0,0.594,4.0,0.38485453389481883,4.0,0.49653331000638135,4.0,0.30944390443895564,4.0,0.4645264792254196,4.0,0.34237105633693254,4.0,0.7882840306064628,surprise,4.0,0.7882840306064628
@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?,fear,0.6459999999999999,fear,"['did', 'you', 'discover', 'the', 'alarming', 'rate', 'at', 'which', 'bees', 'are', 'dying', 'and', 'how', 'important', 'they', 'are', 'to', 'our', 'way', 'of', 'life']","['do', 'you', 'discover', ""the'"", 'alarming', 'rate', 'at', 'which', 'bee', 'be', 'die', 'and', 'how', 'important', 'they', 'be', ""to'"", 'we', 'way', 'of', 'life']",fear,4.0,2.6039999999999996,10.0,1.0094927300836936,10.0,1.1522683032790326,10.0,0.8763687858921643,10.0,1.0488831289297165,10.0,1.3290632138026208,10.0,2.046855100427472,surprise,10.0,2.046855100427472
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal,fear,0.479,fear,"['the', 'zika', 'hoax', 'files', 'deet', 'is', 'part', 'of', 'a', 'binary', 'chemical', 'weapon', 'targeting', 'your', 'brain', 'toxin', 'neurological', 'u', 's', 'citizens', 'insect', 'mammal']","[""the'"", 'zika', 'hoax', 'file', 'deet', 'be', 'part', 'of', 'a', 'binary', 'chemical', 'weapon', 'target', 'you', 'brain', 'toxin', 'neurological', ""u'"", ""'s"", 'citizen', 'insect', 'mammal']",fear,3.0,1.263,16.0,2.1782280218718584,16.0,1.9213881897827587,17.0,3.0162744810862683,17.0,1.6942551868444888,16.0,1.7820013649954247,16.0,2.14140318944031,fear,17.0,3.0162744810862683
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear,0.6459999999999999,fear,"['what', 'can', 'we', 'do', '2', 'get', '2', 'reveal', 'his', 'taxes', 'that', 'is', 'the', 'immediate', 'danger', 'but', 'u', 'will', 'not', 'answer', 'me']","['what', 'can', ""we'"", 'do', '2', 'get', '2', 'reveal', 'he', 'tax', 'that', 'be', ""the'"", 'immediate', 'danger', 'but', ""u'"", 'will', 'not', 'answer', 'i']",sadness,2.0,0.8610000000000001,7.0,1.0801639738343523,7.0,1.063257010730747,7.0,0.7406927622070811,7.0,0.7184037972984337,7.0,0.6811683425580323,7.0,0.9858474134762899,anger,7.0,1.0801639738343523
what to wear Friday \nspeaking in front of 100's.   #nervous,fear,0.833,fear,"['what', 'to', 'wear', 'friday', '\\nspeaking', 'in', 'front', 'of', ""100's"", 'nervous']","['what', 'to', 'wear', 'friday', '\\\\nspeaking', 'in', 'front', 'of', '100', ""'s"", 'nervous']",fear,1.0,0.469,4.0,0.4526823575230151,4.0,0.4967896659045189,4.0,0.4362382442762266,4.0,0.4260765056062713,4.0,0.40641824554348804,4.0,0.6672860625458386,surprise,4.0,0.6672860625458386
Huns are like a box of coffee revels #horrible,fear,0.333,fear,"['huns', 'are', 'like', 'a', 'box', 'of', 'coffee', 'revels', 'horrible']","[""'huns"", 'be', 'like', 'a', 'box', 'of', 'coffee', 'revel', 'horrible']",joy,3.0,1.429,6.0,0.4134072651255888,6.0,0.8494177103814147,6.0,0.237172818083653,6.0,0.6815529330031603,6.0,0.3642782707076588,6.0,1.1217222235257898,surprise,6.0,1.1217222235257898
hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,fear,0.336,fear,"['hi', 'berniebrocialists', 'of', 'all', 'genders', 'if', 'i', 'lived', 'in', 'a', 'swingish', 'state', 'i', 'would', 'w/o', 'hesitation', 'vote', 'clinton', 'would', 'do', 'so', 'w/o', 'supporting', 'her']","[""'hi'"", 'berniebrocialist', 'of', 'all', 'gender', 'if', ""i'"", 'live', 'in', ""a'"", 'swingish', 'state', ""i'"", 'would', 'with', ""o'"", 'hesitation', 'vote', 'clinton', 'would', ""do'"", ""so'"", ""'w"", ""o'"", 'support', 'she']",joy,2.0,0.64,12.0,1.2590937090910594,12.0,1.4883877461213646,12.0,0.8738500304322367,12.0,1.270330939763935,12.0,1.0271982067080783,12.0,2.2515827733960485,surprise,12.0,2.2515827733960485
@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,fear,0.616,fear,"['we', 'are', 'in', 'so', 'much', 'trouble', 'i', 'do', 'not', 'think', 'the', 'rev', 'will', 'see', 'the', 'funny', 'side', 'of', 'our', 'project']","[""we'"", 'be', 'in', ""so'"", 'much', 'trouble', ""i'"", 'do', 'not', 'think', ""the'"", 'rev', 'will', 'see', ""the'"", 'funny', 'side', 'of', 'we', 'project']",,0.0,0.0,8.0,0.832159811738957,8.0,1.1002035839501503,8.0,0.5474868629312479,8.0,0.8959846144944266,8.0,0.7207004726427907,8.0,1.3860685462491038,surprise,8.0,1.3860685462491038
"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",fear,0.74,fear,"['my', 'boyfriend', 'once', 'forcibly', 'stopped', 'all', 'of', 'my', 'anxiety', 'coping', 'methods', 'at', 'once', 'holding', 'me', 'forcing', 'my', 'hands', 'down', 'that', 'kinda', 'stuff', 'and', 'i']","['boyfriend', 'once', 'forcibly', 'stop', 'all', 'of', 'my', 'anxiety', 'coping', 'method', 'at', 'once', 'holding', ""me'"", 'force', 'my', 'hand', 'dow', 'and', 'that', 'kinda', 'stuff', 'and', 'i']",fear,3.0,1.56,16.0,2.1584747829306092,16.0,2.0584580418470155,16.0,1.6976595375886432,16.0,1.5382556469948427,16.0,1.7327886096806506,16.0,2.504655802202497,surprise,16.0,2.504655802202497
#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear,0.458,fear,"['wtf', 'allows', 'gym', 'atmosphere', 'jumpship', 'nasty', 'atmosphere', 'unprofessional']","[""'wtf"", 'allow', 'gym', 'atmosphere', 'jumpship', 'nasty', 'atmosphere', 'unprofessional']",disgust,1.0,0.703,7.0,0.920590942593311,7.0,0.9487531409463794,7.0,0.5627534104275506,7.0,0.7108744740139734,7.0,0.556238127373463,7.0,0.9688182149129122,surprise,7.0,0.9688182149129122
Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii.,fear,0.396,fear,"['newly', 'engaged', 'stevie', 'wonder', 'has', 'been', 'trying', 'to', 'disguise', 'the', 'awful', 'smell', 'from', 'his', 'throat', 'with', 'a', 'leather', 'jacket', 'made', 'from', 'a', 'broken', 'wii']","['newly', 'engage', 'stevie', 'wonder', 'have', 'be', 'try', ""to'"", 'disguise', ""the'"", 'awful', 'smell', 'from', 'he', 'throat', 'with', ""a'"", 'leather', 'jacket', 'make', 'from', 'a', 'break', 'wii']",joy,3.0,1.414,18.0,1.8234781860558325,18.0,2.341523155622828,18.0,1.3245136012435115,18.0,1.904946553921458,18.0,1.9900508251535698,18.0,2.7700317664416816,surprise,18.0,2.7700317664416816
I'm so bored and fat and full and ridiculously overweight and rolls galore ,fear,0.417,fear,"['i', 'am', 'so', 'bored', 'and', 'fat', 'and', 'full', 'and', 'ridiculously', 'overweight', 'and', 'rolls', 'galore']","[""'i"", 'be', ""so'"", 'bored', 'and', 'fat', 'and', 'full', 'and', 'ridiculously', 'overweight', 'and', 'roll', 'galore']",disgust,1.0,0.617,8.0,0.6060990933365267,8.0,0.9609339820021958,8.0,0.7030977572097028,8.0,0.8479354782046746,8.0,0.5380188603711874,8.0,1.2345764708915443,surprise,8.0,1.2345764708915443
@tchop__StL @YouTube \nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.,fear,0.875,fear,"['i', 'get', 'sick', 'to', 'my', 'stomach', 'everytime', 'i', 'see', 'this', 'video', 'for', 'the', 'helicopter', 'crew', 'to', 'make', 'such', 'comments', 'is', 'revolting']","[""'i"", 'get', 'sick', ""to'"", 'my', 'stomach', 'everytime', ""i'"", 'see', 'this', 'video', 'for', ""the'"", 'helicopter', 'crew', ""to'"", 'make', 'such', 'comment', 'be', 'revolting']",disgust,3.0,1.71,12.0,1.3067424912367789,12.0,1.5847315723602151,12.0,1.1286420584230292,12.0,0.9957718593067117,12.0,1.2776991110913098,12.0,1.9017016110878597,surprise,12.0,1.9017016110878597
I feel horrible. I have accounting today but physically and mentally am not okay 😪,fear,0.833,fear,"['i', 'feel', 'horrible', 'i', 'have', 'accounting', 'today', 'but', 'physically', 'and', 'mentally', 'am', 'not', 'okay', 'sleepy', 'face']","[""'i"", 'feel', 'horrible', ""i'"", 'have', 'accounting', 'today', 'but', 'physically', 'and', 'mentally', 'be', 'not', 'okay', 'sleepy', 'face']",anger,1.0,0.742,9.0,1.0877959437753653,9.0,1.1544551976788031,9.0,0.6319403552462545,9.0,0.8350453773108273,9.0,0.9616157638640196,9.0,1.744781795543922,surprise,9.0,1.744781795543922
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,fear,0.292,fear,"['oh', 'i', 'get', 'i', 'see', 'it', 'is', 'texas', 'tech', 'playing', 'tonight', 'not', 'the', 'texans', 'tnf', 'texansarebad']","[""'oh'"", ""i'"", 'get', ""i'"", 'see', 'it', 'be', 'texas', 'tech', 'play', 'tonight', 'not', ""the'"", 'texans', 'tnf', 'texansarebad']",,0.0,0.0,9.0,0.7540181539422358,8.0,0.9463890852892871,9.0,0.7998473855117882,9.0,1.0652907578958262,9.0,0.8461007174642775,9.0,1.52970257615115,surprise,9.0,1.52970257615115
I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am,fear,0.708,fear,"['i', 'cry', 'out', 'fear', 'to', 'clear', 'a', 'path\\n', 'but', 'my', 'voice', 'seems', '2', 'silent', '2', 'chase', 'a', 'rat\\n', 'a', 'm', 'just', 'indoor', 'expecting', 'to', 'open', 'door\\na', 'weak', 'wise', 'fool', 'i', 'am']","[""'i"", 'cry', 'out', 'fear', ""to'"", 'clear', 'a', 'path\\\\n', 'but', 'my', 'voice', 'seem', '2', 'silent', '2', 'chase', 'a', 'rat\\\\n', 'a', 'm', 'just', 'indoor', 'expect', ""to'"", 'open', 'door\\\\na', 'weak', 'wise', 'fool', 'i', 'am']",sadness,2.0,1.047,15.0,1.5580350903764255,15.0,2.1963875501495673,15.0,1.3336451971761392,15.0,1.5960922994415716,15.0,1.4869107888912327,15.0,2.66818587037372,surprise,15.0,2.66818587037372
Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad ,fear,0.562,fear,"['ca', ""n't"", 'believe', 'ring', 'my', 'parents', 'now', 'when', 'they', 'go', 'tomorrow', 'to', 'say', 'no', 'disabled', 'washing', 'facility', 'for', 'my', 'wheelchair', 'bound', 'dad']","[""ca'"", 'not', 'believe', 'ring', 'my', 'parent', 'now', 'when', 'they', ""go'"", 'tomorrow', ""to'"", 'say', ""no'"", 'disable', 'wash', 'facility', 'for', 'my', 'wheelchair', 'bound', 'dad']",sadness,2.0,1.201,16.0,1.919168459633655,16.0,2.2623507403989316,16.0,1.5168194257307523,16.0,1.4584683735553592,16.0,1.6499299142035142,16.0,3.195277903517348,surprise,16.0,3.195277903517348
I have another test tonight ,fear,0.438,fear,"['i', 'have', 'another', 'test', 'tonight']","[""'i"", 'have', 'another', 'test', 'tonight']",,0.0,0.0,3.0,0.35685975971165607,3.0,0.4090829037770678,3.0,0.34461692683692746,3.0,0.3376649234238849,3.0,0.27328698910495586,3.0,0.418301180337726,surprise,3.0,0.418301180337726
On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship,fear,0.547,fear,"['on', 'the', 'drive', 'home', 'today', 'i', 'heard', 'a', 'censored', 'version', 'of', 'spirits', 'by', 'the', 'strumbellas', 'guns', 'replaced', 'with', 'dreams', 'just', 'no', 'awful', 'censorship']","['of', ""n'"", ""the'"", 'drive', 'home', 'today', ""i'"", 'hear', ""a'"", 'censor', 'version', 'of', 'spirit', 'by', ""the'"", 'strumbellas', 'gun', 'replace', 'with', 'dream', 'just', ""no'"", 'awful', 'censorship']",joy,5.0,2.492,18.0,2.549272243523177,18.0,2.3829337756782567,18.0,1.4425917465546023,18.0,1.751786469565122,18.0,1.8683431633956484,18.0,3.2805586157813944,surprise,18.0,3.2805586157813944
Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,fear,0.604,fear,"['onus', 'is', 'on', 'pak', 'to', 'act', 'against', 'terror', 'groups', 'which', 'find', 'all', 'types', 'of', 'support', 'for', 'cross', 'border', 'terror', 'mea']","[""'onus"", 'be', 'of', 'and', 'pak', ""to'"", 'act', 'against', 'terror', 'group', 'which', 'find', 'all', 'type', 'of', 'support', 'for', 'cross', 'border', 'terror', 'mea']",fear,2.0,1.156,13.0,1.9395334995129037,13.0,1.9666719367616865,13.0,1.6005076749905927,13.0,1.1796990440119401,13.0,1.3478229717201198,13.0,1.752953229999724,disgust,13.0,1.9666719367616865
@MatherFamilys @SDICenter @CAllstadt \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?,fear,0.479,fear,"['\\n\\ndo', 'rednecks', 'intellectually', 'intimidate', 'you', 'and', 'force', 'you', 'to', 'be', 'their', 'dancing', 'clown']","[""\\n\\\\ndo'"", 'redneck', 'intellectually', 'intimidate', 'you', 'and', 'force', 'you', ""to'"", ""be'"", 'they', 'dancing', 'clown']",joy,2.0,1.206,7.0,0.6673745855029903,6.0,1.1507999146993104,7.0,0.40108508102866575,7.0,0.4957749380181763,6.0,0.5973805358932077,6.0,1.9260510332930707,surprise,6.0,1.9260510332930707
@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,fear,0.604,fear,"['guess', 'is', 'because', 'you', 'small', 'and', 'girly', 'i', 'du', 'n', 'no', 'how', 'this', 'works', 'i', 'did', 'frighten', 'though', 'she', 'is', 'a', 'big', ""'un""]","['guess', 'be', 'because', 'you', 'small', 'and', 'girly', ""i'"", ""du'"", 'and', ""no'"", 'how', 'this', 'work', ""i'"", 'do', 'frighten', 'though', ""she'"", 'be', 'a', 'big', ""'u"", 'and']",surprise,2.0,1.273,9.0,0.8971247923313634,9.0,1.2721206528717226,9.0,0.548821289382504,9.0,1.0299779336455221,9.0,0.8300266973363615,9.0,1.6012874569718272,surprise,9.0,1.6012874569718272
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",fear,0.479,fear,"['on', 'rhobh', 'you', 'just', 'do', 'not', 'want', 'to', 'assume', 'an', 'affair', 'while', 'you', 'were', 'married', 'so', 'you', 'criticize', 'awful']","['of', ""n'"", 'rhobh', 'you', 'just', ""do'"", 'not', 'want', ""to'"", 'assume', 'a', 'affair', 'while', 'you', 'be', 'marry', ""so'"", 'you', 'criticize', 'awful']",fear,3.0,1.266,7.0,0.8901251219158071,7.0,1.0197354401731626,7.0,0.42469917440146876,7.0,0.5747665538401225,7.0,0.7397809015892463,7.0,1.0817264182367525,surprise,7.0,1.0817264182367525
