ID,tweet,affect_dimension,intensity_score,sentiment,tweet_text
2017-En-21964,"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? ",fear,0.375,fear,tesco why OH why cant my Visa electron be accepted on line I am 55 NOT 15
2017-En-21746,@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. ,fear,0.375,fear,You certainly wouldnt catch me with the multitude
2017-En-22179,"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",fear,0.41700000000000004,fear,stop the presses saidproposed something racist
2017-En-20066,Do you think humans have the sense for recognizing impending doom? #anxiety,fear,0.833,fear,Do you think humans have the sense for recognizing impending doom anxiety
2017-En-20928,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,fear,0.312,fear,Halloween party coming soon turnt ruinT lit firesauce hotsauce mildsauce getsauced champagnedreams scary haunt kittens
2017-En-20240,I want to slide into the dms but im too fucking shy #shy,fear,0.667,fear,I want to slide into the dms but im too fucking shy shy
2017-En-20687,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",fear,0.43799999999999994,fear,if you dont know what a patronus is I dont think we should have to tell you shocking
2017-En-20788,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",fear,0.396,fear,Eric couldnt help but laugh though that made him wince in pain It hurt A lot He just wanted to sit down somewhere —
2017-En-21869,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",fear,0.667,fear,Its pretty clear I cant stand no tolerance for habitual liars Not a Trump fan either so whats a citizen to do despair
2017-En-22030,This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,fear,0.7290000000000001,fear,This brother know we know that his life was not in danger This gun law got people in this country fearing for their life White people
2017-En-21645,@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,fear,0.688,fear,yes exactly amp hes sold out this country to terror while lying to cover it up
2017-En-20517,"@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?",fear,0.521,fear,nWe cant forget d pastBut while we apprehend and punish d culprits of the pastare we going to allow d present to slip away
2017-En-21081,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,fear,0.188,fear,Just want to be a dad so i can play kick the baby with my little one southpark mellogang edm plur dad djlife dj producer
2017-En-20770,"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",fear,0.396,fear,we regret the inconvenience caused We have noted your concern We will get in touch with you soon to discuss Rgds Abhijit
2017-En-21058,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear,0.22899999999999998,fear,Anyone else find anniversary windows 10 update 1607 a Complete
2017-En-21413,I wanna go to fright fest with squad,fear,0.25,fear,I wanna go to fright fest with squad
2017-En-21245,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,fear,0.479,fear,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off
2017-En-20905,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",fear,0.33299999999999996,fear,O you who have believed fear Allah and believe in His Messenger He will then give you a double portion of His mercy Quran 5728
2017-En-22137,Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,fear,0.708,fear,Somewhere between hope and despair the day after meetingmyabuserincourt nDVSurvivor
2017-En-20386,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,fear,0.583,fear,My roommate turns the sink off with her foot to avoid germs and a guy says YOUR roommate is feet girl Im so sorry plz help nightmare
2017-En-21997,I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,fear,0.6,fear,Im not afraid of clowns but Im really hoping they dont make an appearance around my hometown
2017-En-21230,It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,fear,0.24600000000000002,fear,It really is amazing the money they give to some of these QBs nfl texans brock terrible
2017-En-22106,"@SkeletonsLock 'Pleased to meet you. You obviously know me,' offers her hand to shake.",fear,0.3,fear,Pleased to meet you You obviously know me offers her hand to shake
2017-En-20108,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear,0.792,fear,Im scared that my coworkers are going to submit me to one of those wardrobe makeover shows fear fashion
2017-En-20784,@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,fear,0.396,fear,does being a bully make u feel like a bigman Cos it makes u a twat
2017-En-21655,@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something #awful,fear,0.43799999999999994,fear,Id rather see KYLE from bbcan play again and THAT is saying something awful
2017-En-20414,A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,fear,0.562,fear,A concern of mine is that big name FAlike Malik will tell other big potential FAs to steer clear of this franchise till Gus is gone
2017-En-21614,Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,fear,0.528,fear,Love all the ex United managers on Twitter who form our fanbase Honestly I despair at times Just back the fucking team eh MUFC
2017-En-21765,@wittyneeraj What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy,fear,0.6459999999999999,fear,What is Shehla Rashid amp Kaniyah Kumar saying about you and when they say truth indians threaten them FakeDemocracy
2017-En-21468,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,fear,0.562,fear,Connor said hes worried that Jack will steal his girls on a night out
2017-En-20630,@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,fear,0.45799999999999996,fear,I threaten you because I can pussy
2017-En-21795,The #secret to all of every industry: just #start doing it...somehow people forget that they never gave you #permission.' - @thomaslennon,fear,0.271,fear,The secret to all of every industry just start doing itsomehow people forget that they never gave you permission
2017-En-20443,@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,fear,0.542,fear,Shew That was awful
2017-En-20447,Bitch worry about me more than I worry about myself 🙄😩,fear,0.542,fear,Bitch worry about me more than I worry about myself facewithrollingeyes wearyface
2017-En-20985,Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,fear,0.271,fear,Good Morningnn leadership healthcareIT socialmedia connector ceo writer AI EQ security bigdata Growthhacking tech
2017-En-20331,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,fear,0.604,fear,Recording some more FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream facewithtearsofjoy horror suchagirl
2017-En-20838,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,fear,0.354,fear,Its terrible Were going to the local fishchip place in Kirribilli
2017-En-21268,@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE #awful,fear,0.33299999999999996,fear,EA sports technical support team really suprised me smilingfacewithsmilingeyes SUPRISED ME AT HOW SHIT THEY WERE awful
2017-En-21606,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,fear,0.812,fear,Ugh Why am I not asleep yet Fml I think low key Im afraid I might miss something SleeplessNight sleepy restless
2017-En-21254,An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,fear,0.5,fear,An adviser to the European Unions top court said Hamas and the Tamil Tigers should be taken off the EUs terror listlka
2017-En-22104,🙄 I just want to start all over again .,fear,0.667,fear,facewithrollingeyes I just want to start all over again
2017-En-20954,@corruptmelon now im feeling the ,fear,0.292,fear,now im feeling the
2017-En-20486,Man Utd are shambles that was horrific 😭😭😭,fear,0.521,fear,Man Utd are shambles that was horrific loudlycryingface loudlycryingface loudlycryingface
2017-En-20510,i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. ,fear,0.521,fear,ive seen the elder watching me during my community hours and i honestly dont have an idea about what my assignment will be
2017-En-21605,"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",fear,0.292,fear,A goal should scare you a little and excite you a lot Joe Vitale quote
2017-En-21474,Am I the only one with parking sensors who still manages to reverse into things? ,fear,0.45799999999999996,fear,Am I the only one with parking sensors who still manages to reverse into things
2017-En-22199,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,fear,0.542,fear,UNGA no talks should be carried out with Pakistan now His mouth stinks of UriAttack
2017-En-21313,@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,fear,0.562,fear,please fire don lemonDo not let him report on anymore protest He is horrible negative and runs away from the issue at hand
2017-En-21275,"That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well.",fear,0.45799999999999996,fear,That boy so intimidated he go back and say dumb mess like that thinkingface lol boy please you know good and well
2017-En-20856,@BBHOH #terrible Paul so deserved that win!!! #bbfail,fear,0.354,fear,terrible Paul so deserved that win bbfail
2017-En-21134,Georgia Tech's Secondary is as soft as a marshmallow. ,fear,0.125,fear,Georgia Techs Secondary is as soft as a marshmallow
2017-En-20814,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",fear,0.375,fear,again profiling DOESNT discourage September 20 2016 1841 EDT TRUMP FAIL
2017-En-21453,@CapehartJ agree!  Those latest polls ,fear,0.19399999999999998,fear,agree Those latest polls
2017-En-21130,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol ",fear,0.125,fear,I polished my nails but cant find the polish remover It look like a 3yr old polished my nails lol
2017-En-21098,@aidankerrpol I think you should do. Get the fashion police involved. ,fear,0.16899999999999998,fear,I think you should do Get the fashion police involved
2017-En-20595,@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,fear,0.479,fear,Isnt that exactly what they should do What took so long He is more afraid of ClintonMafia than Congress
2017-En-20293,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",fear,0.625,fear,Swear to God dont get a smart meter from your power company 8 months of daft bills 6 visits from British Gas stressed
2017-En-20206,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,fear,0.688,fear,TerrorStatePak we r confirm that navazsharif is post graduate distinction student of university of terrorism He cant spare himself
2017-En-20675,"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",fear,0.43799999999999994,fear,We Indians can hold our heads up high and stay unafraid The UNGA is wellinformed about Pakistans terrorism business and deception
2017-En-21111,"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",fear,0.146,fear,mattmilne76 Thank you for letting us know Please do not hesitate to contact us in the future if our assistance is needed Thank you
2017-En-20739,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,fear,0.41200000000000003,fear,Watched tna for the first time in a long time what the hell happened to the hardyboys impactonpop wwe terrible
2017-En-20962,It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,fear,0.292,fear,It was an amazing start to the first fall day Will it be an Indiansummer
2017-En-20779,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear,0.396,fear,So I worry about emphasis on keeping family together as a guiding principle due to my own experiences
2017-En-21810,@tomsteinfort expected i thought ,fear,0.213,fear,expected i thought
2017-En-22051,"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",fear,0.25,fear,Df not be afraid to take a chance on peace to teach peace to live peacePeace will be the last wordvof history Pope John Paul II
2017-En-22100,#terrorstatepak #pakistan is a #terror state,fear,0.7290000000000001,fear,terrorstatepak pakistan is a terror state
2017-En-20441,"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",fear,0.542,fear,When you wake up scroll through social media and another father was taken from his child everyday KeithLamontScott
2017-En-21874,Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark,fear,0.7290000000000001,fear,Omg I actually thought she was going to jump bully SouthPark20 southpark
2017-En-21114,It's so funny cause Cooper's going to go farther than the people who bully her,fear,0.146,fear,Its so funny because Coopers going to go farther than the people who bully her
2017-En-20789,If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear,0.396,fear,If Monday had a face I would punch it monday face punch fight joke like firstworldproblems need coffee asap follow
2017-En-20060,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear,0.845,fear,If this ban goes through it will harm so many people disabled veterans people who have chronicpain anxiety iamkratom
2017-En-20325,"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",fear,0.604,fear,as a fellow UP grad i shiver at the shallowness of his arguments
2017-En-21438,watching my first Cage of Death and my word this is tremendous,fear,0.562,fear,watching my first Cage of Death and my word this is tremendous
2017-En-20050,Today was horrible and it was only half a day,fear,0.8540000000000001,fear,Today was horrible and it was only half a day
2017-En-20797,Got to be up in 4 hours to go back to work #cantsleep #excited ,fear,0.375,fear,Got to be up in 4 hours to go back to work cantsleep excited
2017-En-20017,Wah just woke up frm a fucking nightmare,fear,0.898,fear,Wah just woke up frm a fucking nightmare
2017-En-20835,How had Matty Dawson not scored there!!!!! ,fear,0.354,fear,How had Matty Dawson not scored there
2017-En-22223,@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,fear,0.521,fear,the pledge would have never have to be made if petulant child POStrump didnt threaten to run
2017-En-21232,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius #awful,fear,0.479,fear,nIsnt OBrien supposed to be some sort of offensive genius awful
2017-En-20292,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,fear,0.625,fear,Im not sure we like this comparison USA should emulate Israels methods of protecting civilians against terror attacks
2017-En-21960,Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy,fear,0.583,fear,QampA with N Christie fr What would Peter and Dardanella think of us knowing poorthings shy
2017-En-21191,"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",fear,0.41700000000000004,fear,Theyll be yo friend shake your hand then kick in yo door thas the way the game go robotface zippermouthface
2017-En-21207,@LethalWeaponFOX This show SUCKS! #lame #awful you even used the same names?? lol SO SO bad! #Failed #notworth2minutes. Off air SOON,fear,0.396,fear,This show SUCKS lame awful you even used the same names lol SO SO bad Failed notworth2minutes Off air SOON
2017-En-21355,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,fear,0.483,fear,who do I contact about a shocking experience with Clear Sky Holidays booked through you guys customerservicefail dreadful
2017-En-21397,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear,0.625,fear,tulsa Police manufacture murder Wonder why we carry burners MaxLevelz shake
2017-En-21224,The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,fear,0.875,fear,The moment you bring her to meet your best friend and youre nervous af grimacingface smilingfacewithopenmouthclosedeyes thefriendtest
2017-En-20551,"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",fear,0.5,fear,The problem is that right wing extremist terror groups arent given coverage press not interested
2017-En-20156,"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",fear,0.7290000000000001,fear,reality in the form of endless tragedies She didnt know how to react at first being too frightened to repeat another
2017-En-21875,Omg I actually thought she was going to jump.  #SouthPark20 #southpark,fear,0.43799999999999994,fear,Omg I actually thought she was going to jump SouthPark20 southpark
2017-En-20383,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear,0.583,fear,can only blame Jose ere why would you give Rojo another start after Sunday fucking disaster waiting to happen amp it did shocking header
2017-En-21015,#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman,fear,0.25,fear,nana 4 hoco bc my dream since freshman year awe kissingfacewithsmilingeyes redheart redheart redheart
2017-En-21011,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear,0.26899999999999996,fear,USA was embarrassing to watch When was the last time you guys won a game horrible joke
2017-En-22069,Side chick's be trying to fuck u like your going to forget about your wife when your done. ,fear,0.354,fear,Side chicks be trying to fuck u like your going to forget about your wife when your done
2017-En-20665,No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,fear,0.43799999999999994,fear,No for MOS poutingface shocking Leads from the front flexedbiceps lightskintone
2017-En-21103,"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",fear,0.16699999999999998,fear,Were glad to hear that everything is resolved If you need anything else please do not hesitate to reach out to us TY
2017-En-21842,"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans",fear,0.562,fear,Im not sure whats worse that or the use of Comic Sans on a website or anywhere else shudder comicsans
2017-En-21555,First College Math Test tomorrow #nervous,fear,0.875,fear,First College Math Test tomorrow nervous
2017-En-20024,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",fear,0.893,fear,Ever been really lonely and your phone keeps blowing up but you just cant pick it up and respond to people anxiety recluse issues
2017-En-21680,"@LaneWoolery @FFKazman experience all plays a role in that, it's education and preparedness not fear",fear,0.396,fear,experience all plays a role in that its education and preparedness not fear
2017-En-21820,@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout,fear,0.45799999999999996,fear,what highlights I would imagine you will only have 30 seconds of highlights for the whole season so far shocking venkysout
2017-En-20848,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear,0.354,fear,Were very busy coding a whole network manager for unity3d based on steamworks networking gamedev indiedev 3amDeadTime game
2017-En-21085,It's not always how you #start it's how you #FINISH,fear,0.188,fear,Its not always how you start its how you FINISH
2017-En-21427,I can't believe this day hasn't been horrible BLESS,fear,0.292,fear,I cant believe this day hasnt been horrible BLESS
2017-En-20774,@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,fear,0.396,fear,I think its the daunting fact of the typical offer being those grades Even though its been proven not to be the case exactly
2017-En-20857,"@ltsukis im love you, even if you bully me sadly",fear,0.354,fear,im love you even if you bully me sadly
2017-En-21334,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear",fear,0.479,fear,evidently feels above norms SHOW the tax return if you have nothing to fear
2017-En-20320,@carlybigelow13 first you take the room now you wanna beat me up #bully,fear,0.604,fear,first you take the room now you wanna beat me up bully
2017-En-20489,Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.,fear,0.521,fear,Damnnit Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo
2017-En-20792,"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",fear,0.391,fear,Dont think Ill hesitate to run you over Last time I checked I still had Accident Forgiveness on my insurance policy
2017-En-20155,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",fear,0.7290000000000001,fear,Just heard what happen at grandad hometown last night such a terrible news brokenheart hope everyone okay cryingface
2017-En-20625,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",fear,0.45799999999999996,fear,Texans played horrible Bad play calling bad protection of the ball bad coaching bad defense bad overall performance Texans horrible
2017-En-20878,@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,fear,0.34299999999999997,fear,its funny how they can be in such a hurry but have plenty of time to stop and threaten people
2017-En-20402,@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women,fear,0.562,fear,Doubt You have anything to be afraid of as Trump has been vilifying minorities amp women
2017-En-21797,@BBCwaste I would imagine he'd shake them up a tad... @afneil,fear,0.41700000000000004,fear,I would imagine hed shake them up a tad
2017-En-21220,@hollywooddivas @TMZ_Sports Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,fear,0.604,fear,Idiots like Larry Sanders scare us AllHow can Morons these days Rush 2 Judge Police wo all facts yetFU thugs
2017-En-20761,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",fear,0.396,fear,A plus point she wont have to queue for the loos Any more plus points Nope cant think of any shocking sexism
2017-En-20082,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,fear,0.812,fear,r You scared to present in front of the class severe anxiety whats That r u sad sometimes go get ur depression checked out IMEDIATELY
2017-En-21692,@ParamjitGarewal way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan,fear,0.667,fear,way to go London Nice job electing a muslim jihadist for mayor Good luck with your future terror attacks sadiqkhan
2017-En-21488,"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",fear,0.68,fear,Im not on about history or other people Im on about you Ive bullied no one I make three posts and you attack bully
2017-En-20579,"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",fear,0.479,fear,TerribleDebateQuestions Madame Secretary isnt it true that Russia is behind all terrorism
2017-En-21743,#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...,fear,0.10400000000000001,fear,picoftheday Howwhy Really n funny picoftheday lol random laugh chair of funnypics virgin cafe i
2017-En-21552,@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months 😅😅,fear,0.43799999999999994,fear,i always hesitate to update At least its no the horrors iPhone users endure every few months smilingfacewithopenmouthcoldsweat smilingfacewithopenmouthcoldsweat
2017-En-22087,@C1TYofFL1NT This will haunt my dreams. @JoePrich,fear,0.7709999999999999,fear,This will haunt my dreams
2017-En-20893,"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",fear,0.33299999999999996,fear,bestadvice from a movienight pickup the phone amp start dialing no1 will knw a startups product service if thy dnt tell the world
2017-En-21031,im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,fear,0.25,fear,im what a 90s tv bully would call a nerd but i would rather shove one thousand nickels into my right earhole than go to new york comic con
2017-En-22120,@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,fear,0.396,fear,Using fear to state his views Not getting the facts before making a serious statement
2017-En-21092,Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear,0.188,fear,Profit are from 520 per day to 100300 per monthDont hesitate to contact us for the more results info
2017-En-20207,"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear,0.688,fear,Pakistan should stop cross border terrorism if they really need solution for KashmirIssue sir India should act
2017-En-21131,"#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer",fear,0.125,fear,rocklandcounty get to ravis in suffern ny Great food new chef terrific atmosphere Say twitter to server and get free appetizer
2017-En-20762,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear,0.396,fear,Halloween party coming soon turnt ruinT lit firesauce hotsauce mildsauce getsauced champagnedreams scary kittens
2017-En-22178,"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",fear,0.542,fear,stop the presses saidproposed something racist shocking
2017-En-20242,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear,0.667,fear,At UNGA Pakistan clearly shows the face of cowardliness and blatant lies Its time for India to act upon terror
2017-En-20107,An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear,0.792,fear,An kind of drive home from work today nightmare dailyfeels
2017-En-20051,"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",fear,0.8540000000000001,fear,ObamaLegacy weekly riots and terror attacks gt400k dead Syrians Jews fleeing persecution in Europe Christian genocide in ME
2017-En-20516,#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger,fear,0.521,fear,hillaryclinton and their followers are nervous of a BernieSanders millennials saying yes to a woman POTUS JillStein not warmonger
2017-En-21756,Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking,fear,0.75,fear,Cant believe ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad shocking
2017-En-21136,Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday,fear,0.10400000000000001,fear,Cant start a good day without a cup of tea nntea start day goodday
2017-En-20582,It is more shameful to distrust our friends than to be deceived by them,fear,0.479,fear,It is more shameful to distrust our friends than to be deceived by them
2017-En-20641,someone come to fright world w me🤗🤗,fear,0.45799999999999996,fear,someone come to fright world w me huggingface huggingface
2017-En-21125,"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",fear,0.125,fear,Ha Got your book after our meeting at the Starbucks in NOLA If Josh says its terrific Im all in
2017-En-20119,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,fear,0.7709999999999999,fear,So she goes first She gets her book signed amp I can barely take their picture cuz Im shaking loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface
2017-En-20100,And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,fear,0.792,fear,And it pisses me off more they killed people who surrendered Hands up and all If hands visible you shouldnt be fearing for your life
2017-En-21491,#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear,fear,0.51,fear,ArchangelSummit Anyone can be brave but you just have to last 5 mins longer than everyone else leadership fear
2017-En-20305,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,fear,0.625,fear,Canada should be a driving force of democracy freedom rights instead we help dictator misogyny Sharia Islam polygamy
2017-En-21831,am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :),fear,0.542,fear,am actual stranded at ma dads maself n the fuckin fire alarm went off n a dunno if its just for his gaff or the whole building Embarrassed or blushing
2017-En-21387,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",fear,0.41700000000000004,fear,Val got a little too big for her hiking boots with that bakewell the little terror GBBO
2017-En-20790,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,fear,0.396,fear,AP didnt have a productive week 1 or 1st half against GB and Kalil is horrible D is its strongest asset currently
2017-En-21152,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea #horrible",fear,0.542,fear,ReallyJumanji 2w The Rock Jack Black and Kevin Hartare you kidding me What The F... ThisIsATerribleIdea horrible
