tweet,affect_dimension,intensity_score,ori_sentiment,tweet_text
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome,anger,0.667,anger,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome
Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger,0.6459999999999999,anger,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp
Panpiper playing Big River outside The Bridges in SR1 #outrage,anger,0.5,anger,Panpiper playing Big River outside The Bridges in SR1 #outrage
"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",anger,0.375,anger,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot"
@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,anger,0.271,anger,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍
Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,anger,0.41700000000000004,anger,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed
and apparently he's supposed to have a Scottish accent??? I'm #offended,anger,0.562,anger,and apparently he's supposed to have a Scottish accent??? I'm #offended
Candice on great british bake off with that pout does my head in 👊🏻🙄,anger,0.583,anger,Candice on great british bake off with that pout does my head in 👊🏻🙄
@Remedy0_ switch host no bullet rage.,anger,0.396,anger,@Remedy0_ switch host no bullet rage.
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,0.604,anger,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster."
@bismahmalik .....Seems like a fight ready to rage on.....,anger,0.43799999999999994,anger,@bismahmalik .....Seems like a fight ready to rage on.....
Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger,0.375,anger,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines
"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼",anger,0.25,anger,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼"
630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger,0.20800000000000002,anger,630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ,anger,0.521,anger,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus 
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ,anger,0.125,anger,@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,anger,0.396,anger,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter
"if u have time 2 open a snap, u have time 2 respond",anger,0.375,anger,"if u have time 2 open a snap, u have time 2 respond"
"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",anger,0.45799999999999996,anger,"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum"
Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔,anger,0.292,anger,Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔
@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger,0.521,anger,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,anger,0.435,anger,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger,0.396,anger,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right 
but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger,0.7290000000000001,anger,but that was a mistake and a half assed excuse and now here i am burning in hell forever
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,anger,0.33299999999999996,anger,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂
@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...,anger,0.5,anger,@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...
@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,anger,0.396,anger,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.
The best revenge is massive success. –Frank Sinatra,anger,0.375,anger,The best revenge is massive success. –Frank Sinatra
#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger,0.7290000000000001,anger,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,anger,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated"
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town ",anger,0.271,anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town "
"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",anger,0.708,anger,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole"
@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ,anger,0.45799999999999996,anger,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone 
@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,anger,0.625,anger,@HannahFJames I'm distraught! 😭 Candice and her pout can piss off
I've never seen fast &amp; furious Tokyo drift. Boutta watch it,anger,0.22899999999999998,anger,I've never seen fast &amp; furious Tokyo drift. Boutta watch it
"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",anger,0.375,anger,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)"
The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger,0.521,anger,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days
@lericoo 35. Do you hold a grudge against your ex?,anger,0.263,anger,@lericoo 35. Do you hold a grudge against your ex?
@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge,anger,0.479,anger,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge
