Word	ErrorFrequency	CorrectFrequency	ErrorProbability
listens	1	108	0.009174311926605505
cosmetic	0	19	0.0
sequel	0	5	0.0
axle	0	1	0.0
approaching	2	293	0.006779661016949152
excluding	0	6	0.0
quitting	0	21	0.0
foil	0	2	0.0
longboat	0	3	0.0
hos	0	1	0.0
mail	0	566	0.0
snoop	0	2	0.0
kidnapper	0	1	0.0
halo	0	3	0.0
backers	0	1	0.0
processor	0	18	0.0
federation	0	18	0.0
grammatically	0	1	0.0
accost	0	1	0.0
shrugged	0	1	0.0
tourist	1	138	0.007194244604316547
mesh	0	2	0.0
nevertheless	2	163	0.012121212121212121
plateau	0	8	0.0
distribute	0	30	0.0
cameras	0	38	0.0
lacrosse	0	2	0.0
alignment	0	2	0.0
studding	0	15	0.0
cafeteria	2	94	0.020833333333333332
tackle	0	52	0.0
freezing	0	22	0.0
dash	0	1	0.0
anywhere	1	176	0.005649717514124294
hernia	0	1	0.0
regarded	0	35	0.0
angular	0	1	0.0
contrast	0	157	0.0
simulations	0	2	0.0
vague	0	5	0.0
clinics	0	3	0.0
recover	0	86	0.0
presented	0	95	0.0
received	4	739	0.005383580080753701
internationals	0	11	0.0
exuberant	0	1	0.0
fondle	0	1	0.0
desert	1	251	0.003968253968253968
trendy	0	21	0.0
synthetics	0	4	0.0
regime	0	5	0.0
chic	0	10	0.0
maintained	0	23	0.0
affair	1	38	0.02564102564102564
mimes	0	1	0.0
implementation	0	41	0.0
carol	0	182	0.0
astronomical	0	2	0.0
rocker	0	2	0.0
coins	0	4	0.0
admired	0	16	0.0
infomercials	0	1	0.0
junk	0	54	0.0
halved	0	2	0.0
tiger	1	89	0.011111111111111112
wrongfully	0	1	0.0
cleverly	0	2	0.0
drastically	0	4	0.0
taste	1	774	0.0012903225806451613
greatly	0	38	0.0
piazze	0	1	0.0
oboe	0	1	0.0
studios	0	28	0.0
isle	0	3	0.0
surgeries	0	14	0.0
immediate	0	40	0.0
tor	0	9	0.0
rots	0	1	0.0
paws	0	42	0.0
bumps	0	2	0.0
frog	0	12	0.0
inactive	0	1	0.0
silos	0	3	0.0
lieu	0	7	0.0
wholesaler	0	2	0.0
indecision	0	1	0.0
analyze	5	99	0.04807692307692308
umber	0	1	0.0
specified	0	20	0.0
doc	0	7	0.0
carries	0	12	0.0
dryer	0	1	0.0
afterwords	0	3	0.0
undershirt	0	7	0.0
amends	0	3	0.0
hating	0	4	0.0
silence	0	48	0.0
pitfalls	0	1	0.0
organ	0	15	0.0
reclaims	0	3	0.0
chanted	0	1	0.0
amuse	0	8	0.0
flowering	0	4	0.0
smiles	0	60	0.0
genuineness	0	1	0.0
motocross	0	2	0.0
blowing	0	26	0.0
when	15	22348	6.707507937217726E-4
bookings	0	1	0.0
motivate	1	156	0.006369426751592357
premisses	0	2	0.0
clicks	0	2	0.0
initiated	0	26	0.0
peoples	0	1276	0.0
robots	0	178	0.0
saviour	0	4	0.0
lovingly	0	14	0.0
recall	0	7	0.0
unprofessional	0	475	0.0
lot	1	8984	1.1129660545353366E-4
swatches	0	1	0.0
disposition	0	19	0.0
stoned	0	1	0.0
portfolio	0	22	0.0
wrongly	0	3	0.0
pants	14	7734	0.0018069179143004647
blended	0	4	0.0
trended	0	3	0.0
shabby	1	339	0.0029411764705882353
stronger	0	123	0.0
connotations	0	2	0.0
unchanged	0	3	0.0
torrential	0	4	0.0
nights	0	126	0.0
authorities	0	50	0.0
admires	0	2	0.0
finish	0	2410	0.0
seed	0	16	0.0
dined	0	5	0.0
breaker	0	4	0.0
slipknot	0	4	0.0
fates	0	1	0.0
poorest	0	5	0.0
unavoidable	0	2	0.0
siesta	0	4	0.0
annoy	0	10	0.0
cliffs	0	3	0.0
coordination	0	26	0.0
shrimps	1	14	0.06666666666666667
hawker	0	1	0.0
imitating	0	3	0.0
convinces	0	10	0.0
skins	0	8	0.0
bleak	0	26	0.0
hut	0	27	0.0
rocking	0	7	0.0
fragrance	0	7	0.0
smiths	0	2	0.0
leaders	0	82	0.0
parameters	0	12	0.0
turquoise	0	10	0.0
drover	0	1	0.0
hierarchical	0	3	0.0
basements	0	10	0.0
vogue	0	1	0.0
dizzy	0	14	0.0
specie	0	7	0.0
torte	0	1	0.0
consigns	0	1	0.0
cures	0	6	0.0
diligence	0	11	0.0
eloquence	0	2	0.0
birthing	0	2	0.0
depicted	0	2	0.0
defining	0	9	0.0
halt	0	1	0.0
authentic	0	34	0.0
calamity	0	1	0.0
islands	0	70	0.0
deeper	0	47	0.0
precautions	0	6	0.0
psychopath	0	2	0.0
scallops	0	1	0.0
sissy	0	14	0.0
enhancement	0	6	0.0
capitals	0	2	0.0
yes	0	1678	0.0
growing	1	253	0.003937007874015748
novas	0	5	0.0
rim	0	3	0.0
taking	3	3743	8.00854244527496E-4
abnegation	0	1	0.0
urging	0	9	0.0
traction	0	7	0.0
pronunciation	1	291	0.003424657534246575
springs	0	27	0.0
pool	0	1069	0.0
smoke	1	1021	9.784735812133072E-4
laughing	1	151	0.006578947368421052
fright	0	12	0.0
lets	0	187	0.0
polo	0	36	0.0
mold	0	9	0.0
display	3	58	0.04918032786885246
holstered	0	1	0.0
relish	0	3	0.0
sawing	0	2	0.0
solitary	0	6	0.0
audio	0	41	0.0
prays	0	1	0.0
balling	0	1	0.0
outgoing	1	875	0.001141552511415525
fins	0	2	0.0
clasped	0	1	0.0
joyfulness	0	1	0.0
personalities	0	25	0.0
convincing	0	29	0.0
blown	0	40	0.0
ought	0	89	0.0
founding	0	2	0.0
relational	0	4	0.0
soundness	0	1	0.0
carrion	0	1	0.0
vigil	0	3	0.0
almond	0	1	0.0
downgraded	0	1	0.0
fanatic	0	3	0.0
impressed	2	106	0.018518518518518517
optics	0	5	0.0
overlap	0	1	0.0
outsider	0	1	0.0
gusto	0	5	0.0
bazooka	0	1	0.0
commentators	0	1	0.0
abomination	0	1	0.0
ample	0	2	0.0
goldfish	0	35	0.0
settings	0	29	0.0
discredited	0	1	0.0
detention	0	25	0.0
robin	0	32	0.0
ballad	0	7	0.0
scaling	0	1	0.0
breach	0	44	0.0
float	0	11	0.0
sausages	1	18	0.05263157894736842
formulations	0	3	0.0
lens	0	13	0.0
respondents	0	198	0.0
comes	1	562	0.0017761989342806395
ambitiously	0	1	0.0
accorded	0	2	0.0
accounting	2	345	0.005763688760806916
diurnal	0	1	0.0
loyal	0	163	0.0
convenience	1	80	0.012345679012345678
packaged	1	3	0.25
find	5	5747	8.692628650904034E-4
thief	2	1105	0.0018066847335140017
occupants	0	1	0.0
spender	0	1	0.0
recurring	0	4	0.0
distraction	0	4	0.0
revive	0	1	0.0
photographs	0	20	0.0
postgraduate	1	63	0.015625
hearsay	0	1	0.0
refrigerant	0	13	0.0
paralegal	0	3	0.0
chicken	51	6398	0.007908202822142968
donning	0	1	0.0
employed	0	100	0.0
rainbow	0	12	0.0
café	0	19	0.0
cultures	4	661	0.006015037593984963
brass	0	7	0.0
tactile	0	1	0.0
pugilism	0	1	0.0
cuckoo	0	3	0.0
disseminating	0	1	0.0
alchemist	0	8	0.0
standardization	0	3	0.0
films	0	136	0.0
here	3	6577	4.559270516717325E-4
rescind	0	1	0.0
drawbacks	0	2	0.0
murderer	0	43	0.0
suburb	0	27	0.0
cooling	0	5	0.0
enrichment	0	4	0.0
experts	0	64	0.0
narrow	1	200	0.004975124378109453
discriminated	3	538	0.005545286506469501
envelop	0	1	0.0
fueled	0	1	0.0
additives	0	4	0.0
father	11	13643	8.056247253552072E-4
deduced	0	1	0.0
lows	0	9	0.0
warranted	0	1	0.0
melodious	0	3	0.0
compelled	0	5	0.0
documented	0	5	0.0
categorizing	0	1	0.0
sixty	8	746	0.010610079575596816
tic	0	1	0.0
corset	0	1	0.0
individual	0	199	0.0
pills	0	76	0.0
amplify	0	3	0.0
elastic	0	3	0.0
elucidated	0	1	0.0
transforms	0	2	0.0
ports	0	3	0.0
pass	1	1409	7.092198581560284E-4
campfire	0	4	0.0
events	0	251	0.0
loan	0	1106	0.0
impart	0	3	0.0
wolf	0	45	0.0
ghost	0	56	0.0
recesses	0	1	0.0
skirt	7	5096	0.0013717421124828531
cook	9	4190	0.0021433674684448677
diplomatically	0	1	0.0
aforementioned	0	4	0.0
radiology	0	11	0.0
condemns	0	2	0.0
puzzles	0	15	0.0
vaccines	0	4	0.0
heated	0	10	0.0
voluntary	0	210	0.0
revolutionizing	0	2	0.0
publishes	0	3	0.0
grants	0	7	0.0
terrific	0	36	0.0
that	11	56505	1.9463514756883006E-4
cookery	0	3	0.0
kilo	0	20	0.0
knead	0	1	0.0
cracked	0	6	0.0
cinched	0	1	0.0
recurs	0	2	0.0
windowpanes	0	1	0.0
generation	1	71	0.013888888888888888
reheat	0	1	0.0
snake	0	88	0.0
stall	0	10	0.0
hinterland	0	4	0.0
resigned	0	20	0.0
disturbs	0	4	0.0
trays	0	1	0.0
docs	0	4	0.0
instincts	0	1	0.0
warmly	0	15	0.0
bagels	0	1	0.0
busing	0	4	0.0
swallows	0	1	0.0
crystal	0	34	0.0
analgesic	0	2	0.0
treatise	0	1	0.0
pawpaw	0	1	0.0
knows	0	501	0.0
grandmas	0	10	0.0
fainted	0	10	0.0
cooperatively	0	1	0.0
outskirts	0	8	0.0
queer	0	2	0.0
mindless	0	1	0.0
vocalization	0	1	0.0
notch	0	1	0.0
magically	0	1	0.0
embellished	0	1	0.0
skater	0	2	0.0
parish	0	1	0.0
rebellion	0	3	0.0
marshal	0	5	0.0
hairstylist	0	3	0.0
entered	1	286	0.003484320557491289
intellectual	1	66	0.014925373134328358
sects	0	1	0.0
salvage	0	2	0.0
diving	6	2311	0.002589555459646094
platforms	0	10	0.0
immoral	0	1	0.0
experiments	0	42	0.0
disorganized	0	67	0.0
mopped	16	1297	0.012185833968012186
grasping	0	2	0.0
popularity	0	41	0.0
bares	0	2	0.0
allocated	0	7	0.0
resuming	0	2	0.0
letterhead	0	1	0.0
liability	0	10	0.0
chances	0	210	0.0
summarized	0	12	0.0
regent	0	1	0.0
clamping	0	2	0.0
protest	0	341	0.0
choked	0	3	0.0
shorts	3	2712	0.0011049723756906078
gobbled	0	1	0.0
ping	0	93	0.0
usual	1	391	0.002551020408163265
broadly	0	1	0.0
negotiate	0	77	0.0
balancing	0	3	0.0
border	0	39	0.0
awe	0	2	0.0
playroom	0	2	0.0
agony	0	3	0.0
achieving	0	40	0.0
excepted	0	2	0.0
affinities	0	1	0.0
uproot	0	1	0.0
crepes	0	2	0.0
novels	1	57	0.017241379310344827
deb	0	7	0.0
refresh	0	30	0.0
mountaineer	0	2	0.0
eloped	0	1	0.0
searchlight	0	3	0.0
fascism	0	2	0.0
radius	0	1	0.0
meditation	0	105	0.0
whirlpool	0	6	0.0
audacious	0	3	0.0
owns	0	15	0.0
workplaces	1	28	0.034482758620689655
linnet	0	2	0.0
exemption	0	2	0.0
appraise	0	1	0.0
rationality	0	1	0.0
irrigate	0	4	0.0
budged	0	2	0.0
flayed	0	1	0.0
deals	0	112	0.0
mechanically	0	1	0.0
accept	0	733	0.0
sally	0	153	0.0
princes	0	8	0.0
blindfold	0	3	0.0
acrobats	0	1	0.0
concord	0	2	0.0
overlooks	0	4	0.0
mockingbird	0	1	0.0
aching	0	9	0.0
unhealthy	0	35	0.0
matrimony	0	1	0.0
handouts	0	2	0.0
pitiless	0	1	0.0
forecast	1	226	0.004405286343612335
thieving	0	2	0.0
view	2	890	0.002242152466367713
alcohol	1	85	0.011627906976744186
uncivil	0	1	0.0
centimeters	0	263	0.0
confess	0	55	0.0
resilient	0	1	0.0
cream	10	3195	0.0031201248049922
anticipation	0	6	0.0
prohibit	0	14	0.0
identifies	0	4	0.0
emitted	0	1	0.0
shogun	0	5	0.0
judged	0	5	0.0
assistants	1	67	0.014705882352941176
dependency	0	4	0.0
reporting	0	134	0.0
loved	0	610	0.0
weak	0	150	0.0
reconsider	0	53	0.0
disfavored	0	1	0.0
optically	0	1	0.0
rags	0	1	0.0
knickers	0	1	0.0
sorrow	0	8	0.0
winery	0	4	0.0
crabs	0	7	0.0
infiltrators	0	1	0.0
daytime	0	31	0.0
brooks	0	4	0.0
vices	0	2	0.0
inconvenience	0	30	0.0
insular	0	1	0.0
unpalatable	0	3	0.0
corrupted	0	4	0.0
lemur	0	2	0.0
quadrangular	0	1	0.0
suspicious	1	72	0.0136986301369863
kilometers	1	49	0.02
emotion	0	76	0.0
afternoons	0	46	0.0
beyond	0	131	0.0
cited	0	10	0.0
allowable	0	5	0.0
runaway	0	6	0.0
transformed	0	15	0.0
biased	0	2	0.0
editorial	0	12	0.0
mobiles	0	5	0.0
doubles	0	8	0.0
interior	0	109	0.0
exhaustively	0	1	0.0
cam	0	58	0.0
shaping	0	6	0.0
glove	0	12	0.0
mouses	3	133	0.022058823529411766
finals	0	3	0.0
quicker	0	14	0.0
defame	0	1	0.0
lifeline	0	1	0.0
resists	0	2	0.0
tea	5	2230	0.0022371364653243847
godlike	0	1	0.0
politically	0	1	0.0
visited	3	608	0.004909983633387889
refreshments	0	1	0.0
gastronomic	0	2	0.0
pasted	0	4	0.0
coffee	33	2471	0.013178913738019169
pullover	0	51	0.0
pressured	0	2	0.0
overflowed	0	2	0.0
gin	0	6	0.0
lodged	0	1	0.0
forecasts	0	7	0.0
bucked	0	4	0.0
negotiation	0	49	0.0
give	0	7616	0.0
gotten	0	58	0.0
preaching	0	1	0.0
polls	0	14	0.0
fine	3	2812	0.0010657193605683837
eternity	0	10	0.0
insane	0	13	0.0
pose	0	10	0.0
underneath	0	12	0.0
telemarketing	0	8	0.0
salespeople	0	9	0.0
also	11	21274	5.167958656330749E-4
sunblock	0	5	0.0
handsome	3	1122	0.0026666666666666666
moderns	0	3	0.0
tracks	0	19	0.0
descendent	0	1	0.0
bicentennial	0	1	0.0
washing	1	341	0.0029239766081871343
exchange	0	222	0.0
diplomat	0	8	0.0
collages	0	6	0.0
uplifting	0	123	0.0
basing	0	1	0.0
consignment	0	2	0.0
compute	0	11	0.0
snaps	0	3	0.0
necessary	23	1404	0.0161177295024527
westerns	0	1	0.0
lowers	0	3	0.0
chrome	0	33	0.0
economies	0	8	0.0
demolish	0	4	0.0
images	0	84	0.0
devised	0	3	0.0
utopia	0	3	0.0
packers	0	1	0.0
advantageous	0	10	0.0
packages	0	43	0.0
stay	0	5799	0.0
responses	0	64	0.0
galore	0	1	0.0
seaboard	0	4	0.0
fireproof	0	1	0.0
felling	0	63	0.0
budgets	0	18	0.0
scratched	0	6	0.0
screeches	0	3	0.0
confectioner	0	1	0.0
auditory	0	10	0.0
swoop	0	2	0.0
misbehavior	0	3	0.0
behalf	0	44	0.0
explosion	0	12	0.0
flashiness	0	1	0.0
culinary	0	11	0.0
hassle	0	2	0.0
victimizing	0	1	0.0
germs	0	1	0.0
cite	0	22	0.0
zoom	0	4	0.0
flattery	0	2	0.0
blades	0	3	0.0
aggregation	0	1	0.0
wafted	0	2	0.0
risking	0	3	0.0
integrator	0	2	0.0
raincoats	0	14	0.0
deferment	0	1	0.0
subjected	0	106	0.0
less	1	1410	7.087172218284905E-4
desperate	0	46	0.0
fears	0	100	0.0
solves	0	14	0.0
canteens	0	1	0.0
sander	0	1	0.0
obtained	0	49	0.0
partial	0	8	0.0
unqualified	0	2	0.0
copy	0	189	0.0
manger	0	63	0.0
peppermint	0	2	0.0
physiotherapist	0	24	0.0
curdling	0	1	0.0
unhappy	2	481	0.004140786749482402
interviewer	0	16	0.0
perceptive	0	2	0.0
rivals	0	9	0.0
gleaming	0	3	0.0
oriented	0	59	0.0
wan	0	36	0.0
priority	0	74	0.0
competitively	0	1	0.0
grasp	0	13	0.0
misfortune	0	8	0.0
outward	0	4	0.0
domination	0	1	0.0
attentive	0	180	0.0
tiding	0	1	0.0
understands	2	44	0.043478260869565216
oppression	0	4	0.0
receive	16	1241	0.012728719172633254
peed	0	3	0.0
disdain	0	2	0.0
grievances	0	1	0.0
lure	0	1	0.0
inherit	0	9	0.0
spitted	0	1	0.0
defrost	0	2	0.0
opus	0	2	0.0
personally	1	110	0.009009009009009009
murder	0	189	0.0
savannah	0	8	0.0
negotiating	0	25	0.0
shows	0	2052	0.0
translation	0	60	0.0
lord	0	89	0.0
outcast	0	1	0.0
inverted	0	3	0.0
relativity	0	1	0.0
increasingly	0	31	0.0
marks	0	71	0.0
frolic	0	3	0.0
bulbs	0	8	0.0
hardwoods	0	1	0.0
lapping	0	3	0.0
clomping	0	1	0.0
swelled	0	1	0.0
holders	0	7	0.0
garrulous	0	1	0.0
accessories	2	179	0.011049723756906077
banked	0	2	0.0
partially	0	13	0.0
drumsticks	0	1	0.0
noticeable	0	10	0.0
jungle	0	85	0.0
manufacturing	4	1077	0.0037002775208140612
know	7	12744	5.489765508587561E-4
repose	0	3	0.0
revolutionist	0	1	0.0
holy	0	40	0.0
computerization	0	1	0.0
gatherings	0	2	0.0
bongo	0	4	0.0
signs	0	27	0.0
displace	0	2	0.0
closures	0	1	0.0
holing	0	3	0.0
tingly	0	1	0.0
conquer	0	26	0.0
chessboard	0	1	0.0
cannot	4	536	0.007407407407407408
crate	0	2	0.0
pitiful	0	4	0.0
foreign	17	801	0.02078239608801956
love	6	17360	3.455027064378671E-4
sociology	0	21	0.0
emotive	0	4	0.0
maroons	0	1	0.0
nick	0	118	0.0
recognizable	0	2	0.0
fearsome	0	3	0.0
jug	0	1	0.0
aftermath	0	4	0.0
adopted	0	35	0.0
delightful	0	20	0.0
discouraging	0	3	0.0
participatory	0	2	0.0
depicts	0	12	0.0
bolt	0	5	0.0
cried	1	50	0.0196078431372549
abduct	0	1	0.0
sensitive	0	58	0.0
contribution	0	42	0.0
rinks	0	1	0.0
new	1	12594	7.939658594680428E-5
aiming	0	16	0.0
broiled	0	3	0.0
wile	0	8	0.0
lamas	0	3	0.0
vendors	0	13	0.0
primed	0	10	0.0
inhabited	0	1	0.0
doth	0	1	0.0
nineteen	1	560	0.0017825311942959
hack	0	5	0.0
purple	6	1791	0.00333889816360601
uninterrupted	0	1	0.0
per	0	2556	0.0
setters	0	1	0.0
defective	0	6	0.0
chilli	0	18	0.0
admirers	0	1	0.0
atone	0	2	0.0
unharmed	0	3	0.0
suite	0	48	0.0
ordinary	0	124	0.0
huntsman	0	1	0.0
inseparable	0	3	0.0
studs	0	5	0.0
unmade	0	1	0.0
constriction	0	1	0.0
attempted	0	11	0.0
blabbermouth	0	1	0.0
modernizing	0	2	0.0
evacuated	0	12	0.0
unheard	0	1	0.0
hairdresser	0	36	0.0
jellyfish	0	1	0.0
bookcase	0	31	0.0
possessing	0	4	0.0
fluids	0	9	0.0
blindness	0	2	0.0
commitments	0	39	0.0
offerings	0	3	0.0
goal	0	757	0.0
sung	0	124	0.0
bar	0	660	0.0
imperative	0	2	0.0
stooped	0	1	0.0
prompt	0	65	0.0
stiles	0	1	0.0
prototypes	0	1	0.0
selflessness	0	1	0.0
suggestions	0	422	0.0
resurrect	0	1	0.0
constellation	0	2	0.0
aisles	0	2	0.0
deem	0	3	0.0
anecdote	0	44	0.0
herded	0	1	0.0
rushed	0	36	0.0
hypnotic	0	1	0.0
foreigners	1	71	0.013888888888888888
quad	0	1	0.0
patience	0	114	0.0
summertime	0	13	0.0
section	0	412	0.0
actualize	0	2	0.0
inwards	0	1	0.0
plus	0	361	0.0
brainy	0	1	0.0
medium	1	425	0.002347417840375587
earrings	4	1007	0.003956478733926805
addict	0	21	0.0
chemistry	1	202	0.0049261083743842365
latent	0	6	0.0
vat	0	1	0.0
summaries	0	3	0.0
chloride	0	2	0.0
abscond	0	3	0.0
satin	0	3	0.0
curious	0	118	0.0
windfall	0	1	0.0
ball	0	2054	0.0
hurl	0	1	0.0
meltdown	0	1	0.0
leadership	2	239	0.008298755186721992
inventor	0	8	0.0
vulnerable	0	36	0.0
antennas	0	1	0.0
spaceship	0	3	0.0
fieldwork	0	1	0.0
fervor	0	3	0.0
meetings	6	2800	0.0021382751247327157
sportsman	0	17	0.0
criteria	1	38	0.02564102564102564
fora	0	35	0.0
stabilizer	0	3	0.0
captors	0	2	0.0
endeavor	0	8	0.0
realistically	0	1	0.0
epoch	0	3	0.0
impressionism	0	52	0.0
unwelcome	0	3	0.0
dances	0	36	0.0
publicist	0	7	0.0
avenged	0	3	0.0
memberships	0	1	0.0
sleepwear	0	2	0.0
smallest	0	33	0.0
scheduling	1	27	0.03571428571428571
collared	0	4	0.0
infomercial	0	1	0.0
disabilities	0	10	0.0
disagreeing	0	1	0.0
incumbent	0	2	0.0
arises	0	6	0.0
emotions	0	70	0.0
cities	1	398	0.002506265664160401
homosexuals	0	3	0.0
exhausting	0	29	0.0
arc	0	6	0.0
foster	0	18	0.0
hawks	0	2	0.0
diffusion	0	2	0.0
buffalo	0	8	0.0
prom	0	4	0.0
clarifies	0	1	0.0
kite	0	44	0.0
held	0	241	0.0
disagreements	0	3	0.0
center	4	899	0.004429678848283499
criticisms	0	1	0.0
leakage	0	8	0.0
groom	1	70	0.014084507042253521
gruel	0	1	0.0
hungrier	0	1	0.0
humors	0	5	0.0
loops	0	1	0.0
imitate	0	19	0.0
coup	0	4	0.0
seamen	0	5	0.0
pediments	0	1	0.0
athletics	1	13	0.07142857142857142
whom	0	289	0.0
destroying	0	40	0.0
carrying	1	197	0.005050505050505051
hokey	0	1	0.0
sofas	1	189	0.005263157894736842
memorized	0	2	0.0
lads	0	1	0.0
skydive	0	98	0.0
hiccup	0	4	0.0
handlebars	0	1	0.0
professional	17	2172	0.0077661032434901784
stealthily	0	1	0.0
probing	0	3	0.0
undetected	0	1	0.0
tare	0	1	0.0
microscope	0	5	0.0
trundles	0	1	0.0
proportionally	0	2	0.0
organist	0	1	0.0
nightfall	0	1	0.0
defamatory	0	1	0.0
bull	0	13	0.0
dames	0	5	0.0
fertilizer	0	7	0.0
truffles	0	2	0.0
conflict	0	118	0.0
step	1	740	0.001349527665317139
deficit	0	3	0.0
inwardly	0	1	0.0
gases	0	12	0.0
males	0	84	0.0
unfavorably	0	1	0.0
foreplay	0	1	0.0
crunchy	0	3	0.0
sedan	0	2	0.0
commute	0	15	0.0
automate	0	4	0.0
ruff	0	2	0.0
rationalize	0	1	0.0
undermines	0	1	0.0
digit	0	6	0.0
warlocks	0	2	0.0
imagining	0	8	0.0
sanctity	0	1	0.0
compensation	0	134	0.0
unexpected	0	91	0.0
extort	0	2	0.0
given	2	1458	0.0013698630136986301
adjustable	0	2	0.0
gays	0	22	0.0
settlements	0	2	0.0
runner	0	21	0.0
discounted	0	7	0.0
fascinate	0	1	0.0
meringue	0	1	0.0
raviolis	0	1	0.0
icy	0	12	0.0
thirteenth	0	7	0.0
righter	0	207	0.0
accessible	0	19	0.0
plasters	0	1	0.0
soon	3	7847	3.821656050955414E-4
tars	0	1	0.0
relatives	0	141	0.0
asserts	0	3	0.0
faithful	0	29	0.0
mats	0	2	0.0
motorcyclists	0	2	0.0
fiancée	0	8	0.0
salts	0	2	0.0
consulate	0	6	0.0
enroll	0	42	0.0
mentions	0	10	0.0
commentaries	0	6	0.0
papers	0	181	0.0
equities	0	2	0.0
baseline	0	13	0.0
anger	0	25	0.0
plains	0	5	0.0
slumped	0	3	0.0
fastest	0	29	0.0
disposal	0	41	0.0
forwardness	0	1	0.0
maternity	1	207	0.004807692307692308
covey	0	2	0.0
curator	0	4	0.0
slid	0	3	0.0
robbing	0	9	0.0
opposes	0	6	0.0
rates	0	49	0.0
naive	0	10	0.0
cad	0	15	0.0
apologies	0	85	0.0
insurrection	0	1	0.0
spontaneously	0	2	0.0
deed	0	10	0.0
relics	0	3	0.0
breeze	2	39	0.04878048780487805
air	1	655	0.001524390243902439
collocations	0	1	0.0
godparent	0	2	0.0
fecundity	0	2	0.0
plowing	0	1	0.0
plaid	0	8	0.0
united	0	429	0.0
painted	0	235	0.0
mechanism	0	11	0.0
sailor	2	16	0.1111111111111111
mysteries	0	9	0.0
faking	0	3	0.0
loosen	0	2	0.0
luring	0	1	0.0
sevens	0	2	0.0
unfold	0	3	0.0
wavier	0	3	0.0
soluble	0	1	0.0
sculpted	0	2	0.0
gangster	0	6	0.0
necklines	0	5	0.0
competes	0	1	0.0
burglaries	0	30	0.0
inundates	0	1	0.0
absurdity	0	1	0.0
colloquy	0	1	0.0
adaptations	0	4	0.0
plagiarism	0	4	0.0
spiced	0	15	0.0
fiercer	0	1	0.0
fastened	0	2	0.0
schoolwork	0	4	0.0
insured	0	6	0.0
prisons	0	2	0.0
law	5	1230	0.004048582995951417
capturing	0	1	0.0
samurai	0	5	0.0
flooded	0	16	0.0
cucumbers	1	195	0.00510204081632653
consensus	0	9	0.0
tickers	0	3	0.0
possibility	7	761	0.009114583333333334
frivolous	0	1	0.0
maria	0	2219	0.0
unload	0	4	0.0
bows	0	3	0.0
lamp	0	490	0.0
grasped	0	3	0.0
retribution	0	1	0.0
anomalies	0	3	0.0
measurement	0	14	0.0
reprehended	0	1	0.0
scraps	0	2	0.0
setting	0	392	0.0
software	1	563	0.0017730496453900709
with	59	70000	8.421473329622176E-4
rectangles	0	2	0.0
lair	0	1	0.0
memoir	0	3	0.0
forgave	0	6	0.0
mourning	0	9	0.0
authorized	0	7	0.0
awake	0	27	0.0
instructing	0	7	0.0
meeker	0	1	0.0
script	0	14	0.0
bucks	0	19	0.0
dancer	0	52	0.0
compliment	0	11	0.0
unsolicited	0	1	0.0
nonrenewable	0	1	0.0
exotics	0	3	0.0
loin	0	1	0.0
fun	6	4675	0.001281777397991882
boils	0	1	0.0
subsidiaries	0	6	0.0
underrates	0	1	0.0
grace	0	89	0.0
reminding	0	19	0.0
souvenirs	1	23	0.041666666666666664
spread	4	265	0.01486988847583643
withdraw	0	11	0.0
argumentation	0	2	0.0
bony	0	4	0.0
downloaded	0	4	0.0
inclosed	0	2	0.0
shadow	0	29	0.0
craft	0	11	0.0
easiness	0	3	0.0
phenomenal	1	87	0.011363636363636364
volunteer	4	903	0.004410143329658214
paused	0	3	0.0
attributed	0	5	0.0
indicative	0	1	0.0
wishes	8	2388	0.00333889816360601
thrills	0	2	0.0
observer	0	8	0.0
unmistakably	0	1	0.0
creativeness	0	2	0.0
intimidate	0	3	0.0
localities	0	1	0.0
unfolds	0	4	0.0
creatively	0	4	0.0
tighter	0	4	0.0
confirmation	0	66	0.0
sneaky	0	1	0.0
kidnaps	0	3	0.0
urged	0	9	0.0
handset	0	1	0.0
pests	0	2	0.0
curd	0	1	0.0
persuade	2	129	0.015267175572519083
stores	2	945	0.0021119324181626186
soya	0	2	0.0
melodies	0	2	0.0
headphone	3	379	0.007853403141361256
murdered	0	73	0.0
choking	0	2	0.0
hem	0	6	0.0
annexing	0	1	0.0
vicinity	0	3	0.0
earning	0	63	0.0
pea	0	13	0.0
next	4	14917	2.680785470142752E-4
sorghum	0	1	0.0
home	4	11943	3.3481208671633044E-4
assets	0	11	0.0
conventions	0	4	0.0
suitors	0	1	0.0
unsympathetic	0	1	0.0
them	4	13238	3.0206917384080956E-4
dough	0	5	0.0
shuffle	0	13	0.0
musk	1	2	0.3333333333333333
brunette	0	7	0.0
tufted	0	1	0.0
goes	1	8408	1.1892020454275182E-4
burden	0	7	0.0
memo	0	9	0.0
protection	0	145	0.0
understanding	1	359	0.002777777777777778
clocks	0	8	0.0
politer	0	1	0.0
basses	0	2	0.0
concessions	0	2	0.0
sleeper	0	1	0.0
refurbishment	0	12	0.0
gnomes	0	1	0.0
flavors	0	7	0.0
records	0	60	0.0
surprised	8	318	0.024539877300613498
separately	0	49	0.0
ghetto	0	2	0.0
triple	0	7	0.0
ending	0	171	0.0
rye	1	2	0.3333333333333333
smartly	0	5	0.0
summery	0	4	0.0
categorization	0	2	0.0
exploitation	0	4	0.0
pianists	0	1	0.0
dispenser	0	1	0.0
quarrels	0	4	0.0
camping	0	1208	0.0
