tweet_text,sentiment
<surprise>zen was so astounded at finding cinzia there on that particular evening that he could think of nothing whatever to say . <\surprise>,surprise
"<surprise>before she left for london , cllr cooper said ` i am astounded to have been chosen . <\surprise>",surprise
"<surprise>` please do , "" said ianthe , who was temporarily a little bewildered at penelope 's appearance and unconventional clothes . <\surprise>",surprise
"<surprise>what 's so terrible for imp in that ? "" she blustered , still bewildered why he should find the idea of it so important . <\surprise>",surprise
"<surprise>david filled her dreams ; the ecstasy of their lovemaking , and the pain and bewilderment of his abrupt departure . <\surprise>",surprise
<surprise>there was such masculine bewilderment in his deep voice at the unexpected display of emotion that fran smiled . <\surprise>,surprise
<surprise>i 'm downright flabbergasted to know you 're treatin' dolly so unkind an' beatin' 'er as well . <\surprise>,surprise
"<surprise>upon his arrival , he was nonplussed to find the yard and buildings deserted . <\surprise>",surprise
<surprise>george knew that she was a bit nonplussed at his eagerness for her to have her own social life . <\surprise>,surprise
"<surprise>joan 's great skill , then as now , was to be completely nonplussed by anything richard did . <\surprise>",surprise
"<surprise>branson was nonplussed by elliott 's refusal ; in fact , it constituted the perfect challenge . <\surprise>",surprise
"<surprise>fabia felt it might be a touch cruel to laugh at him again but , feeling certain he would run a mile if she took him seriously , she was a little nonplussed about how to answer him . <\surprise>",surprise
<surprise>rocastle got a page long interview expressing some puzzlement at wilko keeping him out of the first team . <\surprise>,surprise
"<surprise>he seemed startled to see me as if applicants , once embarked on musical offices , rarely returned . <\surprise>",surprise
<surprise>i am startled to find myself addressing you instead . <\surprise>,surprise
"now the special envoy of the un high commissioner for refugees , jose-maria mendiluce , says he is revolted to hear those words from mr boban .",disgust
`` i am outraged and revolted by the decision of my supervisors .,disgust
"`` a lot of people , they 're absolutely revolted by the fact that these evil , depraved ira godfathers can recruit impressionable young irish people into committing confusion appalling acts of violence . ''",disgust
"evreux 's communist mayor , roland plaisance , said he was `` revolted '' by the firing and praised gaillot 's commitment to `` staying close to the poor and the excluded . ''",disgust
"one of greece 's largest hunting clubs , located in the northern port city of salonica , said in an announcement that it was `` revolted '' by the dog fights .",disgust
"i am sickened to now learn that the government has acquiesced to the other ec leaders on this issue at the edinburgh summit and that , for the sake of subsidiarity , this directive has been dropped .",disgust
os guinness has captured this middle-class revulsion against materialism and affluent decadence in his best-selling book the dust of death 1973 confusion .,disgust
in many schools in the 1960s a revulsion against decontextualised exercises brought about a complete abandonment of the teaching of grammar .,disgust
"` what we are seeing now is a public revulsion against violence in society which is feeding through to a desire for greater sensitivity by programme makers , "" he said .",disgust
even in the 1930s the anti-semitism of literary figures like hilaire belloc and g. k. chesterton co-existed uneasily with their revulsion at the racial policies of the new germany .,disgust
"thomas coram 's revulsion at the infant corpses in london gutters led him to campaign for a hospital for foundlings , established in 1741 .",disgust
"revulsion at injustice , poverty and denied opportunity , he says , impels people to work for a better world .",disgust
"however , i quite enjoyed describing the horrors of my creation , and shared with edward young , the architect , his revulsion for the hideous house , covered in peeling stucco , as chilling within as without .",disgust
"he said he would be happy to lead the march planned for next sunday ` to show the city 's revulsion for terrorism . """,disgust
"but equally , it provided a home for some of the darkest forms of distrust of and revulsion from sex and marriage .",disgust
"this ` instinctive revulsion from regulation "" is the foundation of his libertarian heritage and it gives rise to a particular vision of how broadcasting should develop and what its purposes should be .",disgust
it is unfortunate that such considerations may be thrust out of view by continuing public -- and perhaps personal -- revulsion towards the concept of child sexuality .,disgust
"there was , as yet , no significant revulsion amongst the general public towards the use of nuclear weapons to save manpower .",disgust
nell swallowed down the revulsion of the word normal .,disgust
its roots were both theological and caused by the revulsion of the burnings in mary 's reign .,disgust
colette works at marshalling our feelings of revulsion at this voracious creature who has almost killed the poor box thorn .,disgust
revulsion at what has been happening there is not a prerogative of the politically correct .,disgust
"if so , he would undo her revulsion with tonight 's business .",disgust
"such side-effects seem to be becoming increasingly common these days , and many patients are becoming disgruntled with these drugs and are seeking safer alternatives .",disgust
we were feeling rather disgruntled at how many good films we 'd obviously missed when a man came on to the stage to read the nominations for one of the categories .,disgust
"he looked disgruntled to see harbury , despite eliot 's explanation that he wanted harbury to give what further help shildon needed .",disgust
"he could pretend she was a good housewife , cook and mother to other men who were disgruntled at their wives , brilliant careers .",disgust
"it linked the poor performance with the exodus to the west of more than 330,000 east germans disgruntled with communism .",disgust
woody allen wrote and directed this comedy in which he stars as new yorker isaac davis who is in love with his city but disgruntled with his job as a tv comedy writer .,disgust
"but they were caught out when accounts assistant anne riley , disgruntled at being sacked , told chairman douglas bishop of their alleged antics .",disgust
"charles opened his eyes warily , disgruntled at being dragged out of his dream .",disgust
"nor , in the western part of the country , does disgruntlement with mr kohl mean gruntlement for social democrats .",disgust
"be prepared to train twice as hard on your weaker side and each time you feel fed-up through lack of progress , switch to your stronger side to give yourself a boost .",disgust
we are getting a bit fed-up of people saying how badly opponents play against us .,disgust
factory workers fed-up with secretary carolyn bullock 's dodgy parking hoisted her car on to the firm 's roof with a crane .,disgust
"in an increasingly health-conscious world , executives from brazil to britain have become increasingly fed-up with luncheon excesses .",disgust
"i know they are working on a building site but we are just fed-up with this disruption . """,disgust
the cave-man got fed-up with walking,disgust
"they have also aroused protestant anger against dr runcie , at the same time as he has become involved in a row over his attack on the ` pharisees "" of british society .",anger
to his own surprise all his anger against edouard had evaporated .,anger
"fear fingered ruth again , and she suppressed a futile burst of anger against adam .",anger
"this is often the feeling the bereaved find most difficult to acknowledge , their anger against the dead person for abandoning them to face the world alone .",anger
in me battled a flood of relief at being reprieved and anger at such vile deception .,anger
despite a flaring anger at this impertinence her eyes were drawn to the strong column of his throat as he swallowed .,anger
"john smith , understandably , is boiling with anger at the tory refusal to recall parliament .",anger
"in the commons , labour mps unleashed their anger at the liberal democrats for promising to back the government .",anger
"as lieutenant-governor , he is remembered for fleeing down the statehouse fire escape to avoid senators ' anger over his choice of committee assignments .",anger
"` i 'm not ashamed of it , "" she retorted , taut with anger over his reference to her mother .",anger
liz 's anger towards raquel dates back to a charity dinner this year .,anger
"tonight , one of hadley 's victims described her anger towards him , and her relief he 'd been found guilty .",anger
yet she still finds herself full of frustration and anger towards him .,anger
duncan could imagine their anger at being forced into another emergency manoeuvre .,anger
"but his initial anger at finding the latest two victims of the insane killer 's bloodlust , blazed into an all-consuming hatred of the man who had done it .",anger
"after this she ceased to blame herself for the breakdown of their marriage , but instead expressed considerable anger towards her husband .",anger
"under de gaulle , therefore , the information minister was a broadcasting minister -- to whom the head of state sometimes expressed , day by day , his anger with the content of news and current affairs programmes .",anger
i felt a stifled anger against her .,anger
"for a moment she felt anger at his unfeeling attitude , but common sense prevailed .",anger
i was very very angry to read batty 's comments about leeds .,anger
"however , in this case , the crowd was angry that extra time was not going to be played and vented their fury on the pitch and the police rather than on one another .",anger
he was angry that bernard had gone too .,anger
"for the opposition , sam galbraith said he was particularly angry that the government was reneging on the ballot subsidy .",anger
"` you 're angry i 'm here , are n't you ? """,anger
"` i 'm so angry our little boy is dead because someone wanted to drive fast . """,anger
"his mother had begun to feel very angry about his refusal to eat as he had started to lose weight , which worried her .",anger
"hoskyns , who only had another year to live , was angry at his university .",anger
he got quite angry at the impossibility of clarissa having given any such instructions .,anger
a european consumers ' pressure group is angry at the chaotic state of control on such potentially-lethal products .,anger
"my father used to get so angry at her stubbornness -- not at all like me , used to doing what i was told . """,anger
i recall thinking that i had to be home soon or mother would be angry at me for missing supper .,anger
"how on earth , when her heart was thumping and her body drowning in a wave of heat , could she stay angry at him ?",anger
connahs quay were angry over halkyn 's decision to call off their match at pant newydd an hour before the scheduled start .,anger
"rachel could see the reasoning behind that , but nevertheless felt angry towards damian flint -- not because he had so obviously done the right thing , but because he was so clearly in complete control of a situation that had always been beyond rachel .",anger
"when tony 's father was interviewed he said he felt angry with tony for having taken the tablets , especially as his girl friend , pat , had been with him when he found tony unconscious .",anger
"however , now he knew she was angry with him for leaving her for so long .",anger
"my father will be angry with me if you leave early ! """,anger
"lissa hated the cold incisiveness of his tone , and she was angry with herself for caring so much .",anger
"angry at being separated from jeanne , modigliani spent much of his time drinking in a windowless little bar where local artists met , where he drank and ran up debts .",anger
"christina blushed , angry at being spoken to like a member of staff .",anger
town 's fans are angry at losing the club 's leading scorer .,anger
"out of breath , and furious to note that he was n't even panting , she struggled to free herself , then glared at him .",anger
"many of the latecomers , especially as the afternoon wore on , were furious to find the doors locked , not having heard of the noon closure and so thinking they had all day .",anger
and she was furious that mr clarke did not break the news to her before holding a press conference .,anger
"icc chairman sir colin cowdrey left confusion is clearly furious that every time he has been ready to make a statement about the texaco trophy events of august 23 , pakistan 's lawyers have threatened writs .",anger
"a spokesperson said ` glen is furious that the new ` anarchy "" promo features footage of sid vicious as well as himself .",anger
"she is furious that he has married beneath him , but appalled when her vicious attack on him threatens to end their relationship for ever .",anger
"peter says ` the poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them .",anger
"they were furious mr reynolds had accused their leader , des o'malley , of being dishonest .",anger
mayor 's chaplain tony rees was furious he had n't been refunded a 187 overpayment .,anger
"he refused to be roused by her anger , suspecting she was furious he 'd turned down her invitation to stay .",anger
apparently i was furious i had not been consulted,anger
"not only was he going to be absolutely furious about her being in this police station , but she dreaded having to tell her cousin about it too .",anger
on another occasion he had been struck once by another man at work and we were furious at him for not returning the blow .,anger
"behind the scenes , british diplomats in seoul , korea were furious at the way last night 's meeting was handled .",anger
"she is furious at the betrayal ; and supporters of the sacked prime minister , nawaz sharif , have resorted to fisticuffs .",anger
"but today , the oxford university sports director was furious at her exclusion .",anger
"somerset are furious over suggestions that ` the ghost "" , who took 8 for 122 , should be left out .",anger
she was furious with me .,anger
"at the hostel they were furious with us for bringing the police , they just wanted us out , literally , and we were out !",anger
he was furious with me for ringing him .,anger
furuseth was furious with himself .,anger
"us banks , which also lost heavily , were furious with the bundesbank for refusing to compensate them .",anger
conner is still furious about losing tuesday 's protest .,anger
she would be doubly furious at having been deceived in exactly the same way by two successive men .,anger
"the king was furious at being tricked again , and by nothing more than a pair of animals , at that .",anger
"he was incensed , stunned , at her action , and stood rigid with anger as he felt the slime roll down his cheek .",anger
"a gang of local ruffians was passing by and , when they saw what was happening , became infuriated against richard baxter .",anger
"i go along and watch women 's football and get really infuriated to see a man out there refereeing the game , and often in a very condescending manner !",anger
"the sources said he is infuriated with her after a row that erupted last week , and is likely to distance himself from her .",anger
i was suddenly infuriated at the thought of what we had believed about the germans in england .,anger
"i was even more infuriated to read that their short separation was a ` tragedy "" .",anger
"and while she sounded sympathetic , she was in reality infuriated with doreen .",anger
"his teachers were suspicious of his popularity , annoyed by his lack of interest in academic work and infuriated that he could still achieve high marks in examinations .",anger
"i am spell-bound by the sound of french , infuriated when i ca n't read it in the books i am given .",anger
"` then you can do so today -- at the barbecue , "" lucy hissed , suddenly infuriated with them both , although more so with silas than with doreen .",anger
"` i 'm infuriated with myself , "" he gritted from behind clenched teeth , his scowl deepening .",anger
mrs rosenbloom nearly always found out about it and she would be mad that he had taken me from my work with the children .,anger
they must be mad that they should expect such a delicate business as his preparation of vologsky to be speeded up as though it was a crude operation on a factory bench .,anger
"gazza was blazing mad that his training ground ` discussion "" had been mis-interpreted as a bust-up .",anger
"` jane , my darling , it 's not because she 's mad that i hate her .",anger
"in fact i expect he 'll be mad i 've told you that much . """,anger
"he gets mad when gary does n't sleep , he says it 's my fault , he says i make him do it and she stopped again .",anger
` i was so mad when your father tried to twist my arm .,anger
"i was mad about her being killed , mad at whoever killed her .",anger
philip was mad at himself for not taking the cutters off the boy .,anger
he says old plumpton gets mad at them .,anger
he must be pretty mad at her for not being at home when they arrived .,anger
"` you 've got every right to be mad at me , mike .",anger
"and i 'm mad at you , you 've no ambition .",anger
the other day he slapped liam across the face and got mad at me when i complained .,anger
"she was still mad at lucy for something , and lucy was sure that a little time and concentration would tell her what but for the moment , somehow , the knowledge was just out of reach .",anger
"` i thought perhaps you were still mad at me . """,anger
"` because she still sounded mad at me , and i thought you might try to dissuade me .",anger
if my mam got mad with me for something i 'd done -- or more often something i had n't done -- she used to make moaning noises and stagger about the house as if she was dying .,anger
"jack was mad and even madder with the american scandal magazine the national enquirer , too , although that was nothing new .",anger
"last night mr smith said ` we are mad with this programme , and especially with barth .",anger
"lucy knew she had to tell him something , so she said , ` she got mad with me when i admitted you 'd taken me for two bush walks .",anger
hywel was glaring mad at having to put a suit on .,anger
israel is also miffed by kohl 's plan to visit the walled old city of east jerusalem without mayor ehud olmert .,anger
one minister was miffed yesterday when he found his seat occupied by a journalist talking to a fellow cabinet member before the meeting began .,anger
ev ans was miffed at the comments and openly wondered why bennett did n't show some respect .,anger
"the staunchly pro-monarchist daily telegraph said bbc chairman marmaduke hussey , whose wife is a lady-in-waiting to queen elizabeth ii , is miffed that no one told him about the interview .",anger
prosecutors were clearly miffed that several businessman changed the statements they had given during investigation of the case .,anger
"indonesian officials were somewhat miffed friday when the mayor of hanover , herbert schmalstieg , took the occasion of welcoming suharto to lecture him about human rights violations in indonesia .",anger
"--- the descendants of sir isaac newton are miffed that former prime minister maragaret thatcher has included the 17th century discoverer of gravity on her personal coat of arms , to represent learning .",anger
stock investors were not miffed by the frantic currency markets .,anger
"the rebel serbs were miffed that bildt planned no trip to their stronghold of pale , east of sarajevo .",anger
"the rebels --- who want the government to recognize them as a legitimate force of change --- were miffed that the bill referred them in vague terms , such as `` dissenting groups in chiapas . ''",anger
"the chinese president was said to be miffed when the administration refused his request for a state visit at the white house , complete with star-spangled welcoming ceremonies and a black-tie dinner .",anger
"helsinki , finland ap confusion --- a finnish orchestra on friday completed recording a work by composer jean sibelius that vanished a century ago because he was miffed by criticism .",anger
walter matthau and jack lemmon get miffed because her establishment will replace two of their favorite hang-outs .,anger
"mexico , too , was miffed because the telmex telephone company can not gain entry to the american marketplace .",anger
o'neal seemed miffed by the whole affair .,anger
he also was miffed that world tour organizers did not contact enough players before going public .,anger
"clearly miffed at the failure of their resolution , the communists opened an attack thursday on another front , threatening to torpedo the 1997 budget by refusing to take part in the final vote friday .",anger
"lausanne , switzerland --- the ioc is miffed that baseball has n't opened the sport to professionals for the olympics .",anger
"some people simply were miffed by the red tape in applying for victim identification cards to qualify for the 100,000 yen .",anger
"brazil , for example , was miffed that the summit was n't scheduled for a date after inauguration of its new president next month .",anger
"diehard fans might be miffed at some of what 's left out , but it 's tough to argue against any of the songs included .",anger
the washington-based report said the queen was miffed that clinton had missed the recent v-e day commemorations .,anger
"the direktor felt , not for the first time , deeply resentful of the fact that they had any part in choosing the programme .",anger
"strangely , she felt more resentful of this lady 's peremptory commands than she ever had of those of the merchants ' wives she had previously been obliged to swallow .",anger
the newcomers feel cold-shouldered by the local population on occasions and become resentful of their almost tribal clannishness .,anger
the men got resentful of the women working all hours in the co-op .,anger
"she disliked the intimacy he showed towards some of them , was resentful of the memories they shared of which she was not a part , and felt excluded .",anger
gloom and despondency hung over the royal party and anne was more than a little resentful of having been required to join them in sanctuary .,anger
"germans were resentful of france 's post-war attempts to keep them under close control , and it could not automatically be expected that they would agree to join european institutions .",anger
in the 1940s wives were still bitterly resentful of the fact that their husbands did not seem to realise that they needed leisure .,anger
"they must have been amazed and resentful that pyke wanted to listen to me , of all people , someone who was barely an actor .",anger
` i do n't feel resentful that god has decided to take me before my allotted span .,anger
many of the youngsters feel resentful that society is kicking them out .,anger
"the germans themselves , reported william shirer , seemed glum and resentful at the prospect of war .",anger
"he made a good living , and seemed resentful of his wife 's decision to take in a lodger .",anger
"gina glared across the table at him , uncomfortably aware that he was the source of her unreasonable impatience , and resentful of the effect his presence was having on her .",anger
"she seemed nervous at first , then almost resentful of the older woman 's presence .",anger
"the british , however , remained suspicious of american motives , and resentful of their advice .",anger
"informed by the queen-dowager of their decision , resentful at being refused permission to return home , anne made her displeasure plain .",anger
"leonora lay rigid in his arms , resentful of being carried about like a bundle of laundry .",anger
i tried to show pleasure at their decision and at the same time annoyance that our contract simply would n't permit it .,anger
that comes after growing irish annoyance at the continued failure of the british to ensure that the ruc accompanies the udr on all its operations .,anger
"she spoke quietly in greek to the boy , soothing his annoyance at the turning off of the video .",anger
"ronni got in , feeling a welcome dart of annoyance at the way he had issued that curt command .",anger
but her annoyance over the pictures could not distract catherine from her latest -- and biggest -- ambition .,anger
serena is torn between her sisterly love and her annoyance with stella 's aggressive insecurity .,anger
the banishing gripes campaign highlighted the public 's annoyance with british gas for the inconvenience caused by digging up roads .,anger
"but , despite his annoyance at being seeded no.2 to baddeley even though he is the present no.1 , he declined to labour the point afterwards .",anger
my annoyance at missing the fish turns to relief when i realise i am not snagged in the roots .,anger
"suppressing her annoyance at being called "" little sara "" , she replied that all was well .",anger
"the profit share scheme was reduced in 1992 but many members have expressed great annoyance that another scheme within the bank netted two former members of the staff in britain almost 218,000 between them .",anger
"although this is hardly the headhunter 's fault , the candidate will naturally feel annoyance or even anger that his or her expectations have been raised and then dashed , often without much explanation .",anger
"by this time , mattie was feeling irked , not by urquhart but by o'neill .",anger
berthon was livid at one of his cars being butchered but had to acknowledge that it handled better .,anger
one farmer was livid that he could not go into his local national park and chop wood for his barbecue .,anger
"livid with rage , he grabs their cameras and rips the film from them , tearing it to shreds and throwing it in the fire .",anger
"` pa would 've been livid with me for getting pregnant , and he would n't want his precious fiddle going to pay for anything to do with it . """,anger
"no-one could have told from his face that he was absolutely livid with sukey , but he did n't want a row , which would upset daisy and gee perdita up before the interview .",anger
mr brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago .,anger
the sheffield wednesday striker was livid at finding himself back on the bench just 28 minutes after being sent on as a second-half substitute at norwich on saturday .,anger
"a stranger to the district , coming over a brow of the hill , would have stopped astonished and perhaps a little peeved to see ploughman 's lane lying beneath him .",anger
"morrissey was obviously peeved at the smiths continued existence as a relatively small ` cottage industry "" .",anger
"i dare say a few prize juries might be peeved at having their judgment queried , too .",anger
"she thought she had given him a very tricky word , one that he would n't yet have learned , and she was peeved that he had succeeded .",anger
they 're also pretty peeved at what they see as the ministry of agriculture 's failure to represent their interests adequately in brussels .,anger
"` why ? "" sighed petrova , a little peeved that her deductions were now proving wide of the mark .",anger
i was peeved to see robert kilroy-silk credited with inventing the egg trick in a recent colour supp. profile .,anger
"` i think your friend billy and his fellow commandos were a bit peeved to find themselves here after the horse had bolted , so to speak . """,anger
"in fact , now you come to mention it , i 'm a little bit peeved with her .",anger
she was cross at the way he had treated her as though she were n't a normal girl -- some kind of freak .,anger
both her mother and lisa had been cross with her ; they both had felt she ought to settle down .,anger
"they were cross with each other because of him , and now nanny was saying bad things about smallfry that would make buddie very , very angry .",anger
"and then , unable to be cross with him for long , you shift your feelings over to the critic .",anger
"he said he was cross with you because you keep calling him mr vass . """,anger
"her father was cross with her , if not downright angry , and she felt like weeping inside .",anger
""" do n't be cross with jenny , "" james said almost reading her mind .",anger
"if she did n't know him better , she would have said he was cross with her .",anger
"perversely , she was cross with him for having survived when she had spent the weekend fretting .",anger
she said ` do n't be cross with them .,anger
except when he gets cross with us sometimes .,anger
"i think he was in a hurry and was cross about being stopped , "" said an eyewitness .",anger
he is cross at having to come here when his time with enid is so short .,anger
"having already paid for my return ticket i was cross at having to buy another one , and even more upset at having to pay extra for the one-way ticket and convert sterling at an unfavourable rate .",anger
"darling bob , do n't be cross if i have n't got it right , but is it one of your beloved american writers ?",anger
the members of the branch were indignant that the government should have planted two spies among them .,anger
i began to dislike her ; she looked sly and i felt indignant that she 'd spoken to me like that .,anger
"` he deserves a proper thrashing , "" cissie protested , fiercely indignant that she had been unable to defend herself while her cowardly brother took delight in whipping her .",anger
"thora is a strong supporter of help the aged , and highly indignant that older people are often treated differently the moment they become pensioners .",anger
jess felt faintly indignant at the remark .,anger
i felt indignant at this casual assumption .,anger
"at first anne felt indignant with joe , but when she thought it over , realised the good sense of his warning .",anger
"the waitress returns , now indignant with her boss for his bought-and-paid-for apathy .",anger
by now the priest was becoming exasperated with the child who in turn was becoming ever more stubborn by the minute .,anger
"there was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams .",anger
` there is exasperation that it is taking so long .,anger
"mr patten , however , is engaged in more than simply relieving his own exasperation at beijing 's procrastination .",anger
in recent months a growing number of federal judges and lawyers have voiced their exasperation with america 's approach to drugs .,anger
"it was a mixture of amusement and exasperation with her friend , with worry added .",anger
richard nixon repeatedly expressed his exasperation at having to work with an unresponsive bureaucracy .,anger
"and as the aspirations of the various professions , of students , of the ` third element "" rose , so did their exasperation at continuing official inefficiency , corruption and oppression .",anger
"but downing street mandarins grew so alarmed at reports of a snub yesterday that the text of private diplomatic traffic , a telex sent by mr clinton on saturday , was made public .",fear
"not unexpectedly , the residents of chiswick became alarmed at the prospect , but the acquisition proceeded of the properties on the proposed route .",fear
franco became very alarmed at this and told him to put his money away immediately .,fear
"but hartington soon became alarmed at the plans to give increased powers to what he termed ` fanatical local authorities "" , and he wrote to rosebery asking him to withdraw support for the measures .",fear
"the veterans have become increasingly alarmed at the incidence of illness -- especially cancers amongst the 20,000 who were present at the tests .",fear
"since the war the cia has been very alarmed at some of the left-wing british governments , many of whose politicians it regards as friends of moscow .",fear
"as a gentleman of considerable physique , guttersnipe is naturally alarmed at such prejudice against the nutritionally challenged .",fear
strachan was alarmed at the way the german defence manhandled the 33-year-old front-runner and got away with it .,fear
"small children of two or three tend to be alarmed at a banana-skin fall , not amused yet .",fear
"sonny , alarmed at the deathly pallor of his half-sister 's face , had jumped into the trap and had driven furiously to the village for the doctor .",fear
both sisters looked alarmed at the thought of possible further deterioration .,fear
"in reality , they may have been more anxious and worried than they showed .",fear
"he is so anxious about being accepted that he is trying to be extra good and even perfect . """,fear
"however , i am not now so anxious about my sister being left with seor mitchell .",fear
and you feel anxious about getting the first lot of seeds sown out of doors .,fear
"george felt anxious that he had had no opportunity to be alone with tamar , and so there had been no chance of warning her about the groom .",fear
the next morning i awoke anxious over what had happened .,fear
"she was distressed and anxious at being separated from her friends , and rapidly developed colic .",fear
many people are deeply concerned about the neglect of crofting land .,fear
"mr hamilton said ` i am deeply concerned at what you have told me and i shall ask for immediate steps to be taken for normal decencies to be observed . """,fear
kagan was deeply concerned that his access to the child was limited .,fear
the president was more concerned about the loss of jobs .,fear
people are becoming more and more concerned about the healthiness of their diet and way of life .,fear
"` to be honest , i 'm more concerned about getting a good night 's sleep , "" says a pregnant woman , who 's working full-time at a demanding job .",fear
"most were more concerned with the courts being ` too lenient "" .",fear
"` we 're particularly concerned about the increase in incidents involving youngsters of 11 and 12 , especially girls , "" said founder regina dollar .",fear
"` i 'm gratified to find you so concerned for my welfare , li yuan .",fear
"relatives , too , seem concerned about lack of communication and the ` unavailability of the nurses "" .",fear
"they do care about others and are concerned about their country 's future . """,fear
he was concerned that to include the large asian countries in such a scheme would introduce problems that the small nations could find difficult to resolve .,fear
"these problems can vary in intensity from parents concerned about how to wean , to parents ' neglecting and underfeeding their children .",fear
"he was concerned that parents would want to see their children doing ` real "" maths , and advised injecting investigations into the existing syllabus instead .",fear
"that is encouraging , yet we are concerned that people are still getting fatter .",fear
we are very concerned to learn of any shortfall in standards and this is why we want to hear from you if you encounter any problems .,fear
"no-one seemed concerned that the museums , the temples of culture and art , were subjected to such indignities .",fear
i was a little concerned that you put so much emphasis on return to work .,fear
he was concerned that the room must be left just as durance would have wished .,fear
mr carruthers said that the vast majority of evidence was over but acknowledged he was concerned that mr mctear would not be able to conclude his testimony .,fear
"he 's concerned what will happen to me . """,fear
in 1986 the local authority became concerned about injuries which d had sustained and they obtained a place of safety order .,fear
how could she be concerned about the choice of jam ?,fear
i am concerned about my seven-year-old son .,fear
"because they 're concerned about america 's oil dependence , senior government officials have come to rub shoulders with the advocates of conservation and alternative power sources .",fear
a third group of backbenchers is concerned at cross-media ownership in the new channels under the bill .,fear
the training sub-committee is extremely concerned at the amount of pressure trainers are under and feel there is an urgent need for a group of people to begin training now .,fear
david is concerned at the length of time he says it took for an ambulance to arrive .,fear
"john 's father came down from cheltenham to see her , grieving and concerned for her future .",fear
"a son should be concerned for his father 's health . """,fear
"` are you telling me you were concerned for my soul ? "" she mocked .",fear
police became increasingly concerned for their prisoner 's health over the weekend .,fear
"concerned as to whether he was adequately looking after himself , but especially concerned as to his future as a writer .",fear
in the aftermath of the war the government was said to be concerned over turkey 's increasingly prominent international role .,fear
"the note said imro was concerned there might be ` similar undetected shenanigans "" in other occupational pension schemes .",fear
"she felt disquieted at the lack of interest the girl had shown -- anything might happen in this sort of house , she told herself indignantly .",fear
"disquiet at the new direction of religious affairs soon surfaced in parliament , and over the next few years a growing number of mps began to speak out against the arminian threat .",fear
there is indeed much disquiet at any delay in immediate fulfilment .,fear
people in the popular movement had a different kind of disquiet with the leadership of the plo .,fear
some economists feel deep disquiet at the use of food grains to produce motor spirit .,fear
"i 'm so frightened the feeling will go away , it 's too fragile , and i do so want it not to break .",fear
"the rspca says they will now try different tactics , attempting to gain the animals trust so they 're not so frightened of people .",fear
so we moved to haddenham for peace and quiet but now it starts here and we 're very frightened we shall be driven away from here because you ca n't live with that noise .,fear
"that 's why i 'm not frightened of your report . """,fear
"our , most of our rules and most of our laws are made by people who are frightened of losing their property , and not the sort of people who are frightened of being mugged at night .",fear
you 're frightened to go to sleep .,fear
"as antoinette grew weaker , and left her bed hardly at all , she became frightened to be left alone .",fear
"` and i 'm frightened that if i go down to the cellars i might die . """,fear
` you 're not just frightened for lucy .,fear
i 'm frightened for him .,fear
"then we killed her , and i felt frightened of her .",fear
"feeling a little frightened of the dead body behind him in the cart , and depressed by the autumn fog , he stopped for some beer at a pub , where he met jan coggan and laban tall .",fear
` i am horrified that somebody would do such a thing .,fear
"she stopped , horrified at what she had been about to say .",fear
the repton boy 's horror at churchill 's anti-bolshevist campaign had turned into a more adult and less ferocious criticism .,fear
as the war dragged on modigliani 's horror at the waste of life increased .,fear
"to me that puts us in a difficult position when trying germans , whose crime was obeying their superiors "" orders , whatever our horror at what those orders led to . """,fear
"emmeline grew pale , both from horror at bastide 's plight and her own .",fear
"thus the dialogue and its frame emphasize the bond between the two of them , and thereby further underline the horror of the sacrifice of which they speak .",fear
"for williamson , only soldiers who had fought in the war , and who understood the horrors of modern conflict , could save europe from further disaster .",fear
"nothing could wash away the beastliness of that house or the horror of the sight of phyllis henley 's body , but he felt the need to try .",fear
"i am interested in hearing from women about their fascination and horror with cars , especially women in the yorkshire region .",fear
"horror by gunfire differs little from horror inflicted by the guillotine , sword or wheel , it seems , and sheer bestiality lurks only fractionally below the veneer of so-called civilized societies .",fear
both are designed to convince the readership of the horror of the subject-matter .,fear
it was as if gillray 's avaricious monarch was more of an affront than the voluptuary suffering from the horrors of dissipation .,fear
alison had shown enough respectable horror on discovering that he was married to prove she was a nice girl .,fear
imagine my horror at seeing her step out followed by a man !,fear
` you can imagine our horror at finding a false ceiling in a secure establishment and ducts like this .,fear
to see him fumbling with our rich and delicate language is to experience all the horror of seeing a svres vase in the hands of a chimpanzee .,fear
"stanley spencer had been through the war ; he had experienced the horror , the vulgarity , of war .",fear
france expressed horror at the assassination and appealed for unity to assure peace in the country it once ruled .,fear
"the government have expressed their horror at such attacks on the police , but they also need to act .",fear
then she felt horror and pity at seeing marcus so confused and so evidently useless .,fear
"under danger , in the dark , one feels a kind of particular horror at finding oneself alone .",fear
"i am an extremely lazy cook and nervous of long recipes , complicated sauces or anything risky such as a souffl .",fear
"if you are really nervous of being out and about , invest in a personal alarm , which you should carry in your hand at all times .",fear
"there is too much busyness in schools , staff need ` dream time "" too and also the security to try out ideas without becoming nervous about making mistakes or being afraid of failing .",fear
"some individuals become excessively nervous about visiting the vet , for example , and it is a good idea to begin visits early in the dog 's life .",fear
agony ` i had no time to feel nervous about facing steve bull and andy mutch .,fear
"she was nervous of all men , and preferred to be with the women of the court .",fear
