ori_sentiment,tweet_text,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
happy,A pleasure.Enjoying the catalogue immensely!Thanks!,"['a', 'pleasure', 'enjoying', 'enjoy', 'the', 'catalogue', 'immensely', 'thanks']",joy,3.0,2.386,inspired,6.0,1.2275658015203468,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,We want to celebrate kids creativity online! Enter our summer exhibition,"['we', 'want', 'to', 'celebrate', 'kids', 'kid', 'creativity', 'online', 'enter', 'our', 'we', 'summer', 'exhibition']",joy,4.0,2.434,inspired,9.0,2.1644825955096025,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
happy,urges visitors to enjoy the sheer pleasure of colour here please do,"['urges', 'urge', 'visitors', 'visitor', 'to', 'enjoy', 'the', 'sheer', 'pleasure', 'of', 'colour', 'here', 'please', 'do']",joy,3.0,1.865,amused,9.0,1.5885594520621633,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
nocode,. can you attend adjournment debate tomorrow #noprivatisation #reinstatecandy,"['can', 'you', 'attend', 'adjournment', 'debate', 'tomorrow', '#noprivatisation', '#reinstatecandy']",anticipation,1.0,0.648,annoyed,4.0,0.6524959329167936,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Love history? Visit today! Love history &amp; #RealAle ? Visit open since 1826!,"['love', 'history', 'visit', 'today', 'love', 'history', 'real', 'ale', 'visit', 'open', 'since', '1826']",trust,2.0,1.399,inspired,8.0,1.5856399915143196,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
happy,thank you for following me back. Great to meet you learning about #DefeatingDepression,"['thank', 'you', 'for', 'following', 'follow', 'me', 'i', 'back', 'great', 'to', 'meet', 'you', 'learning', 'learn', 'about', 'defeatingdepression']",trust,1.0,0.47700000000000004,inspired,8.0,1.8995179405829143,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,Check out the #Africanrockart image project:,"['check', 'out', 'the', 'africanrockart', 'image', 'project']",,0.0,0.0,amused,3.0,0.4808381134311146,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,"The best activities, has the TATE.","['the', 'best', 'activities', 'activity', 'has', 'have', 'the', 'tate']",,0.0,0.0,amused,4.0,0.9631128889105973,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,"Tiger in a Tropical Storm Surprised, by Henri Rousseau 1891 Oil on Canvas","['tiger', 'in', 'a', 'tropical', 'storm', 'surprised', 'by', 'henri', 'rousseau', '1891', 'oil', 'on', 'canvas']",surprise,1.0,0.867,amused,8.0,1.2944841449595643,0.0,0.0,0.0,0.0,1.0,1.0,,0.0
nocode,Any advice for graduates looking to work in the arts? #AskTheGallery,"['any', 'advice', 'for', 'graduates', 'graduate', 'looking', 'look', 'to', 'work', 'in', 'the', 'arts', 'art', 'ask', 'thegallery']",trust,1.0,0.617,inspired,9.0,2.2200173198742332,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
happy,Thanks to our great dance tutors &amp; all that joined the taster sessions &amp; flashmob practice today,"['thanks', 'to', 'our', 'we', 'great', 'dance', 'tutors', 'tutor', 'all', 'that', 'joined', 'join', 'the', 'taster', 'sessions', 'session', 'flashmob', 'practice', 'today']",joy,1.0,0.545,inspired,12.0,2.883462824600679,1.0,1.0,6.0,0.0,0.0,1.0,joy,6.0
nocode,#tbt Lucian Freud proves that beauty is only skin deep,"['#tbt', 'lucian', 'freud', 'proves', 'prove', 'that', 'beauty', 'is', 'be', 'only', 'skin', 'deep']",joy,1.0,0.621,amused,7.0,1.4498673472580004,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,#books Countdown! Corrections and cover lists! FIND by ...,"['books', 'book', 'countdown', 'corrections', 'correction', 'and', 'cover', 'lists', 'list', 'find', 'by']",anticipation,1.0,0.75,inspired,9.0,2.1516562352812594,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
happy,The has kindly loaned the beautiful Ædwen is brooch to us for this new exhibition! #AngloSaxon #Viking,"['the', 'has', 'have', 'kindly', 'loaned', 'loan', 'the', 'beautiful', 'ædwen', 'is', 'be', 'brooch', 'to', 'us', 'we', 'for', 'this', 'new', 'exhibition', 'anglosaxon', 'viking']",joy,1.0,0.7809999999999999,dontcare,9.0,1.5710178267633288,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
happy,Two very different but equally beautiful events,"['two', 'very', 'different', 'but', 'equally', 'beautiful', 'events', 'event']",joy,1.0,0.7809999999999999,amused,6.0,1.419729659695889,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
happy,Seriously proud of our curator for being selected in this year is Whitechapel opening.,"['seriously', 'proud', 'of', 'our', 'we', 'curator', 'for', 'being', 'be', 'selected', 'select', 'in', 'this', 'year', 'is', 'be', 'whitechapel', 'opening', 'open']",joy,1.0,0.7040000000000001,inspired,9.0,1.957433054109915,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
nocode,The Top 5 Art shows 2C in London,"['the', 'top', '5', 'art', 'shows', 'show', '2', 'c', 'in', 'london']",trust,2.0,0.821,inspired,5.0,0.8900351324306324,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,facile dimenticare,"['facile', 'dimenticare']",,0.0,0.0,amused,1.0,0.7229529131071469,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,Proposals for Reykjavik. 2014. No.11,"['proposals', 'proposal', 'for', 'reykjavik', '2014', 'no.11']",,0.0,0.0,angry,3.0,0.4718966819829562,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,We were v honoured to be a small part of a unique short film by artist with other 🐋,"['we', 'were', 'be', 'v', 'honoured', 'honour', 'to', 'be', 'a', 'small', 'part', 'of', 'a', 'unique', 'short', 'film', 'by', 'artist', 'with', 'other', '🐋']",surprise,1.0,0.43799999999999994,inspired,8.0,1.6435068123531114,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
happy,"Had plenty of thought creating, mind blowing art to behold today with &amp; Mindart","['had', 'have', 'plenty', 'of', 'thought', 'think', 'creating', 'create', 'mind', 'blowing', 'blow', 'art', 'to', 'behold', 'today', 'with', '&amp', 'mindart']",anticipation,2.0,0.8049999999999999,inspired,11.0,2.4164683610465874,0.0,0.0,8.0,0.0,1.0,0.0,joy,8.0
happy,Don't miss wonders of the ancient world #DefiningBeauty show ★★★★,"['do', ""n't"", 'not', 'miss', 'wonders', 'wonder', 'of', 'the', 'ancient', 'world', 'definingbeauty', 'show']",joy,1.0,0.606,inspired,6.0,1.1388985761572867,0.0,0.0,2.0,2.0,0.0,0.0,,0.0
nocode,greavy.,['greavy'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,#TemplosCulturales Quisiera conocer y el,"['templosculturales', 'templosculturale', 'quisiera', 'conocer', 'y', 'el']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
angry,". Director N. Penny favours ""in-house solution"" Come back to talks then! got #Alternative","['director', 'n.', 'penny', 'favours', 'favour', 'in', 'house', 'solution', 'come', 'back', 'to', 'talks', 'talk', 'then', 'got', 'get', 'alternative']",trust,1.0,0.445,inspired,13.0,2.4984352907438,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,#CAPP_eu meets in #Helsinki with,"['#capp_eu', 'meets', 'meet', 'in', 'helsinki', 'with']",,0.0,0.0,amused,3.0,0.5135191972340157,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,#AskTheGallery As a director what is the main objective you would like to achieve? How would you achieve it? Thanks :!,"['ask', 'thegallery', 'as', 'a', 'director', 'what', 'is', 'be', 'the', 'main', 'objective', 'you', 'would', 'like', 'to', 'achieve', 'how', 'would', 'you', 'achieve', 'it', 'thanks']",trust,4.0,2.202,amused,8.0,1.4727472008834182,0.0,0.0,5.0,0.0,2.0,0.0,joy,5.0
nocode,See Christopher Williams The Production Line of Happiness via,"['see', 'christopher', 'williams', 'the', 'production', 'line', 'of', 'happiness', 'via']",anticipation,2.0,1.1099999999999999,inspired,7.0,1.2726968986672926,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
sad,Goodbye see you in 2.25 years!,"['goodbye', 'see', 'you', 'in', '2.25', 'years', 'year']",sadness,1.0,0.375,inspired,4.0,0.7083981610937843,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
nocode,Quick sketches of paintings in Sainsbury wing by KS3 #stockleyart #artcubed,"['quick', 'sketches', 'sketch', 'of', 'paintings', 'painting', 'in', 'sainsbury', 'wing', 'by', 'ks3', '#stockleyart', '#artcubed', '#artcube']",,0.0,0.0,inspired,7.0,1.7254787000351444,1.0,1.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,"Greek jar, c. 480 BCE, showing Odysseus' ship passing the sirens. Via archives","['greek', 'jar', 'c.', '480', 'bce', 'showing', 'show', 'odysseus', ""'"", ""'s"", 'ship', 'passing', 'pass', 'the', 'sirens', 'siren', 'via', 'archives', 'archive']",fear,1.0,0.547,annoyed,13.0,1.9865075509640187,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,"Happy father is Day &amp; Solstice! Guided tours are at 11.30, 2.30 &amp; 4.00 expect Fathers and Suns!","['happy', 'father', 'is', 'be', 'day', 'solstice', 'guided', 'guide', 'tours', 'tour', 'are', 'be', 'at', '11.30', '2.30', '&amp', '4.00', 'expect', 'fathers', 'and', 'suns']",trust,4.0,2.242,inspired,11.0,2.2163540340026,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Last chance to see LA-based #ChristopherWilliams who deconstructs and demystifies photography,"['last', 'chance', 'to', 'see', 'la', 'based', 'base', 'christopherwilliams', 'christopherwilliam', 'who', 'deconstructs', 'deconstruct', 'and', 'demystifies', 'demystify', 'photography']",surprise,1.0,0.516,happy,9.0,1.907430118462423,0.0,0.0,3.0,1.0,2.0,0.0,joy,3.0
nocode,"Starting ""Refugee restorers, Sir Kenneth Clark and the NG"" talk.","['starting', 'start', 'refugee', 'restorers', 'restorer', 'sir', 'kenneth', 'clark', 'and', 'the', 'ng', 'talk']",anticipation,1.0,0.75,sad,9.0,1.689492787339237,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
happy,Well done!,"['well', 'done', 'do']",,0.0,0.0,inspired,2.0,0.36645248321430257,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Love this!,"['love', 'this']",joy,1.0,0.828,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,"Really enjoying insightful day of screenings/events artists Larissa Sansour, Beatrice Gibson&amp;Sarah Turner","['really', 'enjoying', 'enjoy', 'insightful', 'day', 'of', 'screenings', 'events', 'event', 'artists', 'artist', 'larissa', 'sansour', 'beatrice', 'gibson&amp', 'sarah', 'turner']",joy,2.0,1.583,inspired,14.0,3.1288516589500017,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,Loving the Jackson Pollock inspired cupcakes #pressview today.,"['loving', 'love', 'the', 'jackson', 'pollock', 'inspired', 'inspire', 'cupcakes', 'cupcake', '#pressview', 'today']",joy,4.0,2.9069999999999996,inspired,9.0,2.8036312718477454,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,"For 'Silent Sticks', Corin Sworn researched commedia dell'arte, mistaken identity, costumes, props","['for', 'silent', 'sticks', 'stick', 'corin', 'sworn', 'swear', 'researched', 'research', 'commedia', ""dell'arte"", 'mistaken', 'identity', 'costumes', 'costume', 'props', 'prop']",trust,1.0,0.32799999999999996,inspired,14.0,2.7620743233034784,1.0,1.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,Perhaps it was only sunny on the other side of the canal?,"['perhaps', 'it', 'was', 'be', 'only', 'sunny', 'on', 'the', 'other', 'side', 'of', 'the', 'canal']",joy,1.0,0.562,annoyed,4.0,0.6851970333265973,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,These Celltic helmets in prove that Britons looked stupid while trying to look hard for millennia.,"['these', 'celltic', 'helmets', 'helmet', 'in', 'prove', 'that', 'britons', 'looked', 'look', 'stupid', 'while', 'trying', 'try', 'to', 'look', 'hard', 'for', 'millennia']",,0.0,0.0,inspired,11.0,1.8049857081729583,1.0,1.0,4.0,1.0,0.0,1.0,joy,4.0
happy,Looking forward to this archive exhibition on the Kibbo Kift Kindred 1920-1932 Oct 2015,"['looking', 'look', 'forward', 'to', 'this', 'archive', 'exhibition', 'on', 'the', 'kibbo', 'kift', 'kindred', '1920', '1932', 'oct', '2015']",trust,1.0,0.7190000000000001,inspired,7.0,1.644181403533177,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,What is now the Courthauld Institute entrance.,"['what', 'is', 'be', 'now', 'the', 'courthauld', 'institute', 'entrance']",trust,1.0,0.539,afraid,2.0,0.381343908175129,0.0,0.0,1.0,0.0,1.0,0.0,,0.0
sad|disgust,"If u are concerned&gt;outsourcing&amp;volunteering r the root of many evils, u might want to use #AskTheGallery to let know. Cheers","['if', 'u', 'are', 'be', 'concerned&gt', 'outsourcing&amp', 'volunteering', 'r', 'be', 'the', 'root', 'of', 'many', 'evils', 'evil', 'u', 'might', 'want', 'to', 'use', 'ask', 'thegallery', 'to', 'let', 'know', 'cheers', 'cheer']",joy,2.0,1.67,inspired,13.0,3.1036997643333626,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"#NG365 Jan steen is ""Skittle Players Outside an Inn"" #art #DutchArt","['ng365', 'jan', 'steen', 'is', 'be', 'skittle', 'players', 'outside', 'an', 'a', 'inn', '#art', 'dutchart']",,0.0,0.0,inspired,5.0,1.2436910130994532,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,"henry8, austriace, ranklj","['henry8', 'austriace', 'ranklj']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,Here is the award winner John arriving at the event at the Camden Community Learning Awards at #London,"['here', 'is', 'be', 'the', 'award', 'winner', 'john', 'arriving', 'arrive', 'at', 'the', 'event', 'at', 'the', 'camden', 'community', 'learning', 'awards', 'award', 'at', 'london']",joy,3.0,1.972,inspired,11.0,2.471101251012409,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
happy,"all resolved, the link works now, thank you very much!","['all', 'resolved', 'resolve', 'the', 'link', 'works', 'work', 'now', 'thank', 'you', 'very', 'much']",,0.0,0.0,inspired,7.0,1.2503799905964805,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
nocode,was the muddy ground that slowed the artillery the worst enemy of Bonaparte? #Waterloo200,"['was', 'be', 'the', 'muddy', 'ground', 'that', 'slowed', 'the', 'artillery', 'the', 'worst', 'enemy', 'of', 'bonaparte', 'waterloo200']",fear,2.0,1.25,inspired,7.0,1.163253121655955,0.0,0.0,2.0,0.0,1.0,2.0,,0.0
nocode,Mañana se inaugura la expo #BlindSpots de #JacksonPollock en la abierta hasta el 18 de Octubre #arte,"['mañana', 'se', 'inaugura', 'la', 'expo', 'blindspots', 'de', 'jacksonpollock', 'en', 'la', 'abierta', 'hasta', 'el', '18', 'de', 'octubre', '#arte']",,0.0,0.0,inspired,8.0,1.6930397915586926,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,The Rosseta is invaluable.,"['the', 'rosseta', 'is', 'be', 'invaluable']",,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,"Wow awesome Vie, excellent news! Keep up the great work!","['wow', 'awesome', 'vie', 'excellent', 'news', 'keep', 'up', 'the', 'great', 'work']",joy,1.0,0.812,inspired,8.0,1.5759563586212335,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
happy,seeing how many last minute visits I can fit in before the closure and fabulous redevelopment ...,"['seeing', 'see', 'how', 'many', 'last', 'minute', 'visits', 'visit', 'i', 'can', 'fit', 'in', 'before', 'the', 'closure', 'and', 'fabulous', 'redevelopment']",joy,3.0,1.344,inspired,11.0,1.9822512740239728,0.0,0.0,7.0,1.0,1.0,0.0,joy,7.0
happy,Great event to kick start #Airmic2015 at Thanks to our guests,"['great', 'event', 'to', 'kick', 'start', 'airmic2015', 'at', 'thanks', 'to', 'our', 'we', 'guests', 'guest']",anticipation,1.0,0.75,inspired,7.0,1.3850912964250144,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
angry,#Solidarity from USDAW C133 to on Day 39 of strike against privatisation #ReinsateCandy,"['solidarity', 'from', 'usdaw', 'c133', 'to', 'on', 'day', '39', 'of', 'strike', 'against', 'privatisation', 'reinsatecandy']",anger,1.0,0.721,amused,4.0,0.8550864296788119,0.0,0.0,2.0,0.0,2.0,0.0,,0.0
nocode,"Earlier, Whitney McVeigh speaking about her work in St.peter is Church #CastleHill15","['earlier', 'whitney', 'mcveigh', 'speaking', 'speak', 'about', 'her', 'she', 'work', 'in', 'st.peter', 'is', 'be', 'church', 'castlehill', '15']",trust,1.0,0.49200000000000005,sad,7.0,1.4070859048875437,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Great sound installation by James Richard incl. Frances Bacon #degreeshow,"['great', 'sound', 'installation', 'by', 'james', 'richard', 'incl', 'frances', 'bacon', 'degreeshow']",,0.0,0.0,amused,8.0,1.4319391754258934,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,"11th July i am teaching a study morning at the on Van gogh is weird painting, 'Two Crabs'. Book here","['11th', 'july', 'i', 'am', 'be', 'teaching', 'teach', 'a', 'study', 'morning', 'at', 'the', 'on', 'van', 'gogh', 'is', 'be', 'weird', 'painting', 'two', 'crabs', 'crab', 'book', 'here']",trust,1.0,0.617,inspired,13.0,2.8931902811799532,2.0,2.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,big pen?,"['big', 'pen']",,0.0,0.0,inspired,2.0,0.3648423094611878,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,are there tix left for Defining Beauty today? Shows sold out online. Tks.,"['are', 'be', 'there', 'tix', 'left', 'leave', 'for', 'defining', 'define', 'beauty', 'today', 'shows', 'show', 'sold', 'sell', 'out', 'online', 'tks']",trust,2.0,0.891,inspired,12.0,2.090831088481506,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
nocode,On this weeks half price Monday wine club at #NationalCafe is Stopham Estate Rose from Sussex,"['on', 'this', 'weeks', 'week', 'half', 'price', 'monday', 'wine', 'club', 'at', 'nationalcafe', 'is', 'be', 'stopham', 'estate', 'rose', 'from', 'sussex']",,0.0,0.0,amused,10.0,1.994487436121384,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
happy,Harbour Cottages is sailing off to a lovely new home :,"['harbour', 'cottages', 'is', 'be', 'sailing', 'off', 'to', 'a', 'lovely', 'new', 'home']",joy,2.0,1.278,inspired,6.0,1.0729046407688472,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
nocode,"In other news I found the female scholar in Ancient Greece #DefiningBeauty Terracotta, 4th century BC","['in', 'other', 'news', 'i', 'found', 'find', 'the', 'female', 'scholar', 'in', 'ancient', 'greece', 'definingbeauty', 'terracotta', '4th', 'century', 'bc']",trust,1.0,0.484,amused,10.0,1.9832404712348375,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,Jackson #Pollock at is Exhibition of the Week we have special offers for conf delegates on,"['jackson', 'pollock', 'at', 'is', 'be', 'exhibition', 'of', 'the', 'week', 'we', 'have', 'special', 'offers', 'offer', 'for', 'conf', 'delegates', 'delegate', 'on']",trust,1.0,0.586,inspired,10.0,2.3706031168116235,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,"Degas, but he is not on the list.","['degas', 'but', 'he', 'is', 'be', 'not', 'on', 'the', 'list']",,0.0,0.0,sad,2.0,0.8143185856568621,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
nocode,"Sir Mark Jones, former Director of is giving a lecture on this subject on Saturday the 27th of June... #medals","['sir', 'mark', 'jones', 'former', 'director', 'of', 'is', 'be', 'giving', 'give', 'a', 'lecture', 'on', 'this', 'subject', 'on', 'saturday', 'the', '27th', 'of', 'june', '#medals', '#medal']",trust,2.0,0.89,inspired,11.0,1.9186638603598223,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
happy,Great &amp; Exciting news for We look forward to our next visit! #Cornwall,"['great', '&amp', 'exciting', 'news', 'for', 'we', 'look', 'forward', 'to', 'our', 'we', 'next', 'visit', 'cornwall']",joy,1.0,0.853,amused,8.0,1.5198802520602628,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,Going to London. Go. British Museum: Bonaparte and the British,"['going', 'go', 'to', 'london', 'go.', 'british', 'museum', 'bonaparte', 'and', 'the', 'british']",,0.0,0.0,inspired,6.0,1.3245168116777488,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,New blog post by Paul Willis formerly 'Sir Joshua Reynolds: Sketchbooks to Genius' | #Reynolds,"['new', 'blog', 'post', 'by', 'paul', 'willis', 'formerly', 'sir', 'joshua', 'reynolds', 'sketchbooks', 'sketchbook', 'to', 'genius', 'reynolds']",trust,1.0,0.445,inspired,11.0,2.1933935243405864,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
happy,"My highlight of #DefiningBeauty at the was this personified vine, bff of Bacchus:","['my', 'highlight', 'of', 'definingbeauty', 'at', 'the', 'was', 'be', 'this', 'personified', 'vine', 'bff', 'of', 'bacchus']",,0.0,0.0,inspired,4.0,0.9308710192906329,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,"You can view works by de Hooch, known for orderly interiors and sunny courtyards, in room... via","['you', 'can', 'view', 'works', 'work', 'by', 'de', 'hooch', 'known', 'know', 'for', 'orderly', 'interiors', 'interior', 'and', 'sunny', 'courtyards', 'courtyard', 'in', 'room', 'via']",joy,1.0,0.562,amused,14.0,2.9644198994061806,1.0,1.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,"FLAMIN: the Artists Present… Screenings, events and discussions Sat 27 June, 1.20–6pm","['flamin', 'the', 'artists', 'artist', 'present', 'screenings', 'events', 'event', 'and', 'discussions', 'discussion', 'sat', '27', 'june', '1.20–', '6', 'pm']",anticipation,1.0,0.516,inspired,11.0,2.077318495860433,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,"Thank you Julia, dear lady X. Hi to ---&gt;","['thank', 'you', 'julia', 'dear', 'lady', 'x.', 'hi', 'to', '&gt']",,0.0,0.0,inspired,5.0,0.9451357377633763,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
not-relevant,"2nd GENOCIDE against #Biafra by #Buhari has begun,3days of unreported aerial Bombardment in #Biafra","['2nd', 'genocide', 'against', 'biafra', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafra']",fear,1.0,0.8440000000000001,inspired,9.0,1.9913343437786037,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
nocode,"SPQ-RT ancient Roman Swiss Army knife, 3rd century CE, at","['spq', 'rt', 'ancient', 'roman', 'swiss', 'army', 'knife', '3rd', 'century', 'ce', 'at']",,0.0,0.0,amused,8.0,1.5018110491645578,0.0,0.0,1.0,0.0,0.0,2.0,fear,2.0
nocode,is gifted 2nd studio by Barbara hepworth is family watch my report 1330,"['is', 'be', 'gifted', 'gift', '2nd', 'studio', 'by', 'barbara', 'hepworth', 'is', 'be', 'family', 'watch', 'my', 'report', '1330']",anticipation,2.0,1.1480000000000001,amused,8.0,1.8309083462311206,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Fantastic day incl #LondonPride lunch at Wahaca #DefiningBeauty &amp; paddling in Hyde Park. Now nice glass of Rose and #Kanye,"['fantastic', 'day', 'incl', 'london', 'pride', 'lunch', 'at', 'wahaca', 'definingbeauty', 'paddling', 'paddle', 'in', 'hyde', 'park', 'now', 'nice', 'glass', 'of', 'rose', 'and', 'kanye']",joy,1.0,0.516,inspired,14.0,2.443365299869729,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
happy,Thank you looking forward to it :,"['thank', 'you', 'looking', 'look', 'forward', 'to', 'it']",,0.0,0.0,inspired,4.0,0.8532579208583798,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,what did they do with those who announced napoleon is victory?,"['what', 'did', 'do', 'they', 'do', 'with', 'those', 'who', 'announced', 'announce', 'napoleon', 'is', 'be', 'victory']",joy,1.0,0.7340000000000001,amused,4.0,0.5991403911944008,0.0,0.0,2.0,0.0,2.0,0.0,,0.0
nocode,Object biographies are now a major focus of museum development -esp after 's #objects2015,"['object', 'biographies', 'biography', 'are', 'be', 'now', 'a', 'major', 'focus', 'of', 'museum', 'development', 'esp', 'after', ""'s"", '#objects', '#object', '2015']",,0.0,0.0,amused,8.0,1.449531569464667,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,lovely picture that,"['lovely', 'picture', 'that']",joy,1.0,0.7190000000000001,amused,2.0,0.34018388255674037,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
sad,"Massive queues at gates of today for security bag searches. Sad to see, but necessary.","['massive', 'queues', 'queue', 'at', 'gates', 'gate', 'of', 'today', 'for', 'security', 'bag', 'searches', 'search', 'sad', 'to', 'see', 'but', 'necessary']",sadness,1.0,0.8440000000000001,inspired,13.0,1.8525721071136692,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
nocode,Germanicus maybe?,"['germanicus', 'maybe']",,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
nocode,"And of course a plume and a laurel wreath. The first means impetousness of youth, the second rewards achievements","['and', 'of', 'course', 'a', 'plume', 'and', 'a', 'laurel', 'wreath', 'the', 'first', 'means', 'mean', 'impetousness', 'of', 'youth', 'the', 'second', 'rewards', 'reward', 'achievements', 'achievement']",anticipation,3.0,1.843,inspired,13.0,2.860614191363424,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
happy,Wonderful to see today #valuation #History #Waterloo1815,"['wonderful', 'to', 'see', 'today', '#valuation', 'history', 'waterloo1815']",joy,1.0,0.863,inspired,4.0,0.8914030162117211,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Looking forward to tomorrow eve for Greek Art Defining Beauty. Msg us for tix,"['looking', 'look', 'forward', 'to', 'tomorrow', 'eve', 'for', 'greek', 'art', 'defining', 'define', 'beauty', 'msg', 'us', 'we', 'for', 'tix']",anticipation,2.0,1.0390000000000001,inspired,13.0,2.555973149267596,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
nocode,Is it ever ok to dispose of works? Under what conditions? #AskTheGallery,"['is', 'be', 'it', 'ever', 'ok', 'to', 'dispose', 'of', 'works', 'work', 'under', 'what', 'conditions', 'condition', 'ask', 'thegallery']",disgust,1.0,0.359,inspired,8.0,1.3501944403500596,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
nocode,What lies beneath: drapery and the suggested form via,"['what', 'lies', 'lie', 'beneath', 'drapery', 'and', 'the', 'suggested', 'suggest', 'form', 'via']",sadness,1.0,0.585,amused,7.0,1.1195971249163514,0.0,0.0,5.0,1.0,1.0,0.0,joy,5.0
