ori_sentiment,tweet_text,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
happy,Spending my Sunday morning roaming the Indigenous Australia exhibition : at,"['spending', 'spend', 'my', 'sunday', 'morning', 'roaming', 'roam', 'the', 'indigenous', 'australia', 'exhibition', 'at']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,3.0,0.813
nocode,How is this a mystery when the tweet identifies them as 'ancient Greek bronze greaves from 500 BC'? Genuinely confused...,"['how', 'is', 'be', 'this', 'a', 'mystery', 'when', 'the', 'tweet', 'identifies', 'identify', 'them', 'they', 'as', 'ancient', 'greek', 'bronze', 'greaves', 'greave', 'from', '500', 'bc', 'genuinely', 'confused']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1.0,0.711,1.0,0.602,anticipation,1.0,0.711
not-relevant,"Thing to do in London today? Take action to end scam, lie of austerity. #endausteritynow","['thing', 'to', 'do', 'in', 'london', 'today', 'take', 'action', 'to', 'end', 'scam', 'lie', 'of', 'austerity', '#endausterity', 'now']",1.0,0.348,1.0,0.445,0.0,0.0,0.0,0.0,1.0,0.585,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.585
nocode,"A glimpse into #tiepolo is inner world: MERCHANTS OF LIGHT, a new historical novel by Marta Maretich.","['a', 'glimpse', 'into', '#tiepolo', 'is', 'be', 'inner', 'world', 'merchants', 'merchant', 'of', 'light', 'a', 'new', 'historical', 'novel', 'by', 'marta', 'maretich']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.242,,0.0,0.0
nocode,"Beatrice Gibson, Sarah Turner &amp; Larissa Sansour present materials that inspire their work Bk now!","['beatrice', 'gibson', 'sarah', 'turner', '&amp', 'larissa', 'sansour', 'present', 'materials', 'material', 'that', 'inspire', 'their', 'they', 'work', 'bk', 'now']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.035,0.0,0.0,1.0,0.32,2.0,1.1179999999999999,2.0,1.133,trust,2.0,1.133
happy,Hadrian! we are off to visit his wall next! w/ &amp; zada_beda thanks to…,"['hadrian', 'we', 'are', 'be', 'off', 'to', 'visit', 'his', 'he', 'wall', 'next', 'zada', 'thanks', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,At the looking at the picture by Matan Ben Cnaan. Winner of this year is BP competition,"['at', 'the', 'looking', 'look', 'at', 'the', 'picture', 'by', 'matan', 'ben', 'cnaan', 'winner', 'of', 'this', 'year', 'is', 'be', 'bp', 'competition']",0.0,0.0,0.0,0.0,1.0,0.172,1.0,0.636,0.0,0.0,1.0,0.547,2.0,1.125,0.0,0.0,anticipation,2.0,1.125
happy,""" Such a good painting","['such', 'a', 'good', 'painting']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.547,0.0,0.0,1.0,0.21899999999999997,1.0,0.38299999999999995,1.0,0.617,trust,1.0,0.617
happy,thanks Diane your presence &amp; contribution very much appreciated by strikers ;-,"['thanks', 'diane', 'your', 'you', 'presence', 'contribution', 'very', 'much', 'appreciated', 'appreciate', 'by', 'strikers', 'striker']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.682
happy,"So me and went to the Defining Beauty exhibition at the yesterday, and I thought i would tweet some musings.","['so', 'me', 'i', 'and', 'went', 'go', 'to', 'the', 'defining', 'define', 'beauty', 'exhibition', 'at', 'the', 'yesterday', 'and', 'i', 'thought', 'think', 'i', 'would', 'tweet', 'some', 'musings', 'musing']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.621,0.0,0.0,0.0,0.0,1.0,0.414,1.0,0.539,joy,1.0,0.621
nocode,"was not that Nap III Paris, I mean?","['was', 'be', 'not', 'that', 'nap', 'iii', 'paris', 'i', 'mean']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Ahah! The place where I spent my Saturdays and Sundays out of my Wokhingham school and made cards....,"['ahah', 'the', 'place', 'where', 'i', 'spent', 'spend', 'my', 'saturdays', 'and', 'sundays', 'sunday', 'out', 'of', 'my', 'wokhingham', 'school', 'and', 'made', 'make', 'cards', 'card']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.531,trust,1.0,0.531
nocode,Last week of Defining Beauty,"['last', 'week', 'of', 'defining', 'define', 'beauty']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.539,joy,1.0,0.621
not-relevant,Don't forget our AS &amp; A' Level 'Subject Tasters Week' coming this September across Book your FREE place today 01223 332904,"['do', ""n't"", 'not', 'forget', 'our', 'we', 'as', 'a', 'level', 'subject', 'tasters', 'taster', 'week', 'coming', 'come', 'this', 'september', 'across', 'book', 'your', 'you', 'free', 'place', 'today', '01223', '332904']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.544,0.0,0.0,0.0,0.0,1.0,0.633,1.0,0.45299999999999996,anticipation,1.0,0.633
nocode,Do you have a burning question for Director Nicholas Penny? now is your chance to ask! #AskTheGallery,"['do', 'you', 'have', 'a', 'burning', 'burn', 'question', 'for', 'director', 'nicholas', 'penny', 'now', 'is', 'be', 'your', 'you', 'chance', 'to', 'ask', 'ask', 'thegallery']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,1.0,0.445,surprise,1.0,0.516
nocode,#FathiHassan #theOffering 2007 #photograph #photography #photographycollection…,"['fathihassan', 'theoffering', 'theoffer', '2007', 'photograph', '#photography', '#photographycollection']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Gorgeous,['gorgeous'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.625
nocode,He looks thrilled.,"['he', 'looks', 'look', 'thrilled']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.851
happy,Thank You :-,"['thank', 'you']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"""Every good painter paints what he is."" Jackson #Pollock coming soon","['every', 'good', 'painter', 'paints', 'paint', 'what', 'he', 'is', 'be', 'jackson', 'pollock', 'coming', 'come', 'soon']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.547,0.0,0.0,1.0,0.21899999999999997,2.0,1.016,1.0,0.617,anticipation,2.0,1.016
happy,Completed my week is dose of Ancient Greece 2night at #DefiningBeauty expo. Quite a spectacle and not busy. Worth seeing.,"['completed', 'complete', 'my', 'week', 'is', 'be', 'dose', 'of', 'ancient', 'greece', '2night', 'at', 'definingbeauty', 'expo.', 'quite', 'a', 'spectacle', 'and', 'not', 'busy', 'worth', 'seeing', 'see']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.515
nocode,Tonight 24/06 6.30pm discussion on collage in contemporary art with for our #BrooklynVsLondon exhibition.,"['tonight', '24/06', '6.30', 'pm', 'discussion', 'on', 'collage', 'in', 'contemporary', 'art', 'with', 'for', 'our', 'we', 'brooklyn', 'vslondon', 'exhibition']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
happy,#privateview opening of the new Baroque galleries amazing,"['#privateview', 'opening', 'of', 'the', 'new', 'baroque', 'galleries', 'gallery', 'amazing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Contemporary ad after Christopher Williams.,"['contemporary', 'ad', 'after', 'christopher', 'williams']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,i am in. Who do I send my cv to?,"['i', 'am', 'be', 'in', 'who', 'do', 'i', 'send', 'my', 'cv', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"C'mon, that could be anybody.","[""c'mon"", 'that', 'could', 'be', 'anybody']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,"Have you heard about Soundscapes? Hint: it is about paintings, DJs, museums, the &amp; it is pretty cool.","['have', 'you', 'heard', 'hear', 'about', 'soundscapes', 'hint', 'it', 'is', 'be', 'about', 'paintings', 'painting', 'djs', 'museums', 'museum', 'the', '&amp', 'it', 'is', 'be', 'pretty', 'cool']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.469,0.0,0.0,0.0,0.0,1.0,0.414,1.0,0.36700000000000005,joy,1.0,0.469
nocode,can u fit in 140characters y learning abt #Waterloo200 is significant? Taken out of curriculum in NJ &amp; i would like that changed!,"['can', 'u', 'fit', 'in', '140', 'characters', 'character', 'y', 'learning', 'learn', 'abt', 'about', 'waterloo200', 'is', 'be', 'significant', 'taken', 'take', 'out', 'of', 'curriculum', 'in', 'nj', 'i', 'would', 'like', 'that', 'changed', 'change']",1.0,0.063,0.0,0.0,1.0,0.198,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,trust,1.0,0.484
nocode,Wimbledon starts to today any one for tennis.,"['wimbledon', 'starts', 'start', 'to', 'today', 'any', 'one', 'for', 'tennis']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.344,1.0,0.75,0.0,0.0,anticipation,1.0,0.75
disgust|angry,or here .An in house solution proposed to meet flexibility needs. Come on it is time to TALK.,"['or', 'here', 'an', 'a', 'in', 'house', 'solution', 'proposed', 'propose', 'to', 'meet', 'flexibility', 'needs', 'need', 'come', 'on', 'it', 'is', 'be', 'time', 'to', 'talk']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
nocode,Listened to Germany: Memories of a Nation podcasts from Many show efforts to grapple with brutal history.,"['listened', 'listen', 'to', 'germany', 'memories', 'memory', 'of', 'a', 'nation', 'podcasts', 'podcast', 'from', 'many', 'show', 'efforts', 'effort', 'to', 'grapple', 'with', 'brutal', 'history']",1.0,0.7190000000000001,0.0,0.0,1.0,0.828,0.0,0.0,1.0,0.172,0.0,0.0,0.0,0.0,3.0,1.25,trust,3.0,1.25
nocode,'He broke it. He broke the lute',"['he', 'broke', 'break', 'it', 'he', 'broke', 'break', 'the', 'lute']",0.0,0.0,0.0,0.0,1.0,0.43799999999999994,1.0,0.156,1.0,0.484,1.0,0.461,0.0,0.0,0.0,0.0,sadness,1.0,0.484
happy,Looking forward to Age Friendly Museums Network tomorrow presenting on &amp; partnership,"['looking', 'look', 'forward', 'to', 'age', 'friendly', 'museums', 'network', 'tomorrow', 'presenting', 'present', 'on', '&amp', 'partnership']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.019,0.0,0.0,1.0,0.32,4.0,1.914,3.0,1.7890000000000001,anticipation,4.0,1.914
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,{ } #Napoleon #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics,"['napoleon', 'china', '#art', 'london', '#ttot', '#lp', '#vacation', '#trip', '#photography', 'photo', 'travel', '#travelpics', '#travelpic']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42200000000000004,trust,1.0,0.42200000000000004
nocode,Superstition &amp; religion: 4-leafed clover encloses 'T' for Thomas Becket. #pilgrimbadges,"['superstition', 'religion', '4', 'leafed', 'leaf', 'clover', 'encloses', 'enclose', 't', 'for', 'thomas', 'becket', '#pilgrimbadges', '#pilgrimbadge']",0.0,0.0,0.0,0.0,1.0,0.469,1.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.469,fear,1.0,0.469
nocode,#Win tickets to Jackson #Pollock: Blind Spots at 5 pairs to #giveaway #art #Liverpool #comp,"['win', 'tickets', 'ticket', 'to', 'jackson', 'pollock', 'blind', 'spots', 'spot', 'at', '5', 'pairs', 'pair', 'to', '#giveaway', '#art', 'liverpool']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.727
nocode,,['nan'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,"thank you for the RT, following you back, great to see the panelists in action at #DefeatingDepression","['thank', 'you', 'for', 'the', 'rt', 'following', 'follow', 'you', 'back', 'great', 'to', 'see', 'the', 'panelists', 'panelist', 'in', 'action', 'at', 'defeatingdepression']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47700000000000004,trust,1.0,0.47700000000000004
nocode,Checking out the Art Corner in Queen Square this weekend?,"['checking', 'check', 'out', 'the', 'art', 'corner', 'in', 'queen', 'square', 'this', 'weekend']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.675,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,joy,2.0,0.675
nocode,,['nan'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"Form/process/context: ""space is a meeting point of histories"" Artist Sarah Turner in conversation w Karen Mirza","['form', 'process', 'context', 'space', 'is', 'be', 'a', 'meeting', 'point', 'of', 'histories', 'history', 'artist', 'sarah', 'turner', 'in', 'conversation', 'w', 'with', 'karen', 'mirza']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"Job Desc.: ""3D Models"". Back at today with the African Rock Art team...","['job', 'desc.', '3d', 'models', 'model', 'back', 'at', 'today', 'with', 'the', 'african', 'rock', 'art', 'team']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,1.0,0.664,trust,1.0,0.664
not-relevant,""" we are here with #Bonaparte What about the importance of Napoleon and the Egyptian culture ?","['we', 'are', 'be', 'here', 'with', 'bonaparte', 'what', 'about', 'the', 'importance', 'of', 'napoleon', 'and', 'the', 'egyptian', 'culture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.523,0.0,0.0,anticipation,1.0,0.523
nocode,"i am at in London, Greater London w/","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"Cup depicting Odysseus and a rather sad Achilles, via archives","['cup', 'depicting', 'depict', 'odysseus', 'and', 'a', 'rather', 'sad', 'achilles', 'achille', 'via', 'archives', 'archive']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.8440000000000001
nocode,Explore the art of Castle Hill this Sat with a tour of the New Hall Art Collection &amp; last chance to visit,"['explore', 'the', 'art', 'of', 'castle', 'hill', 'this', 'sat', 'with', 'a', 'tour', 'of', 'the', 'new', 'hall', 'art', 'collection', 'last', 'chance', 'to', 'visit']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.45299999999999996,1.0,0.0,2.0,0.688,2.0,1.0859999999999999,0.0,0.0,anticipation,2.0,1.0859999999999999
happy,Reading on mega-Pollock in the certainly perked up the morning commute!,"['reading', 'read', 'on', 'mega', 'pollock', 'in', 'the', 'certainly', 'perked', 'perk', 'up', 'the', 'morning', 'commute']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,I just told &amp; to #DropBP Sponsorship. Join me:,"['i', 'just', 'told', 'tell', 'to', 'dropbp', 'sponsorship', 'join', 'me', 'i']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,This is one of the rooms Ravine Neuenschwander now well worth a visit u become part of it too?,"['this', 'is', 'be', 'one', 'of', 'the', 'rooms', 'room', 'ravine', 'neuenschwander', 'now', 'well', 'worth', 'a', 'visit', 'u', 'become', 'part', 'of', 'it', 'too']",0.0,0.0,0.0,0.0,1.0,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.484
happy,Fantastic introduction to the re-displayed Baroque galleries today at pre-1900 European Paintings SSN Study Day with,"['fantastic', 'introduction', 'to', 'the', 're-displayed', 're-display', 'baroque', 'galleries', 'gallery', 'today', 'at', 'pre', '-1900', 'european', 'paintings', 'ssn', 'study', 'day', 'with']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,"RT Hi, Check out our crowdfunding campaign by Pauser help us and create new #graffiti #streetart","['rt', 'hi', 'check', 'out', 'our', 'we', 'crowdfunding', 'campaign', 'by', 'pauser', 'help', 'us', 'we', 'and', 'create', 'new', '#graffiti', '#streetart']",0.0,0.0,0.0,0.0,1.0,0.203,1.0,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,"The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland","['the', '2rd', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",1.0,0.606,0.0,0.0,1.0,0.8440000000000001,1.0,0.415,0.0,0.0,0.0,0.0,1.0,0.516,1.0,0.773,fear,1.0,0.8440000000000001
happy,I would love to know the source,"['i', 'would', 'love', 'to', 'know', 'the', 'source']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.758,joy,1.0,0.828
happy,can not express gratitude 4 this visit inside our Art History 101 textbk! W/,"['can', 'not', 'express', 'gratitude', '4', 'this', 'visit', 'inside', 'our', 'we', 'art', 'history', '101', 'textbk']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1480000000000001,1.0,0.0,1.0,0.172,1.0,0.391,1.0,0.594,joy,2.0,1.1480000000000001
nocode,Don't miss Christopher Williams' exhibition about photography #britaininsider,"['do', ""n't"", 'not', 'miss', 'christopher', 'williams', ""'"", ""'s"", 'exhibition', 'about', 'photography', '#britaininsider']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.379
nocode,"#sincru is annual #HipHop #Theatre summer #show ""7,295 Silent Steps"" takes place 1st weekend of #July","['#sincru', 'is', 'be', 'annual', 'hiphop', 'theatre', 'summer', '#show', '7,295', 'silent', 'steps', 'step', 'takes', 'take', 'place', '1st', 'weekend', 'of', 'july']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,1.032
nocode,why was it pejorative? Was it a comment about class?,"['why', 'was', 'be', 'it', 'pejorative', 'was', 'be', 'it', 'a', 'comment', 'about', 'class']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Enjoy! When Van Gogh lived here for a short while he wrote about his walks over the Thames to work and,"['enjoy', 'when', 'van', 'gogh', 'lived', 'live', 'here', 'for', 'a', 'short', 'while', 'he', 'wrote', 'write', 'about', 'his', 'he', 'walks', 'walk', 'over', 'the', 'thames', 'to', 'work', 'and']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.218,0.0,0.0,0.0,0.0,1.0,0.578,1.0,0.484,joy,2.0,1.218
nocode,Real life Iron #Throne #GameofThrones #GoT,"['real', 'life', 'iron', 'throne', 'gameofthrones', 'gameofthrone', 'got', 'get']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43799999999999994,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.406,trust,3.0,1.406
nocode,we are trying to create Fun Palaces across Bath bringing science and arts together. Are you interested?,"['we', 'are', 'be', 'trying', 'try', 'to', 'create', 'fun', 'palaces', 'palace', 'across', 'bath', 'bringing', 'bring', 'science', 'and', 'arts', 'art', 'together', 'are', 'be', 'you', 'interested']",0.0,0.0,1.0,0.078,0.0,0.0,5.0,1.8859999999999997,2.0,0.114,1.0,0.172,2.0,0.9530000000000001,0.0,0.0,joy,5.0,1.8859999999999997
happy,#london #awesome,"['#london', '#awesome']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,much better.,"['much', 'better']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,This morning students have been given some free time to explore cambridge is museums. #ExploreYourSubject #SWOpenDay,"['this', 'morning', 'students', 'student', 'have', 'been', 'be', 'given', 'give', 'some', 'free', 'time', 'to', 'explore', 'cambridge', 'is', 'be', 'museums', 'museum', 'exploreyoursubject', 'swopenday']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.794,0.0,0.0,0.0,0.0,2.0,1.2109999999999999,0.0,0.0,anticipation,2.0,1.2109999999999999
nocode,,['nan'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,"Very funny fast talking #MC a great night, beautiful venue","['very', 'funny', 'fast', 'talking', 'mc', 'a', 'great', 'night', 'beautiful', 'venue']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7809999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.7809999999999999
happy,Cannot believe 3 years in London &amp; it is my first visit to the British Museum! it is massive!,"['can', 'not', 'believe', '3', 'years', 'year', 'in', 'london', '&amp', 'it', 'is', 'be', 'my', 'first', 'visit', 'to', 'the', 'british', 'museum', 'it', 'is', 'be', 'massive']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,YES! And we are very excited about completing our epic Tippett cycle with you tomorrow evening too!,"['yes', 'and', 'we', 'are', 'be', 'very', 'excited', 'about', 'completing', 'complete', 'our', 'we', 'epic', 'tippett', 'cycle', 'with', 'you', 'tomorrow', 'evening', 'too']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7389999999999999,0.0,0.0,1.0,0.625,3.0,2.085,1.0,0.45299999999999996,anticipation,3.0,2.085
nocode,#Win a pair of tickets to Jackson #Pollock: Blind Spots at #art #exhibition #Liverpool,"['win', 'a', 'pair', 'of', 'tickets', 'ticket', 'to', 'jackson', 'pollock', 'blind', 'spots', 'spot', 'at', '#art', '#exhibition', 'liverpool']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.727
nocode,Mirror Image a frieze of monoprints,"['mirror', 'image', 'a', 'frieze', 'of', 'monoprints', 'monoprint']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,Hi &amp; Pls can you share our sponsored #Roman road walk with your followers?,"['hi', 'pls', 'can', 'you', 'share', 'our', 'we', 'sponsored', 'sponsor', 'roman', 'road', 'walk', 'with', 'your', 'you', 'followers', 'follower']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43799999999999994,0.0,0.0,0.0,0.0,1.0,0.445,3.0,1.508,trust,3.0,1.508
nocode,. Blind Spots exploring Jackson pollock is black pourings opens 30 June,"['blind', 'spots', 'spot', 'exploring', 'explore', 'jackson', 'pollock', 'is', 'be', 'black', 'pourings', 'pouring', 'opens', 'open', '30', 'june']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.0,0.0,1.0,0.695,0.0,0.0,anticipation,1.0,0.695
happy,"you have a new follower, thank you for favouriting my RT. Really interesting panel #DefeatingDepression","['you', 'have', 'a', 'new', 'follower', 'thank', 'you', 'for', 'favouriting', 'favourit', 'my', 'rt', 'really', 'interesting', 'panel', 'defeatingdepression']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.391,trust,1.0,0.391
nocode,#AskTheGallery What would you do to better adapt to the needs of foreign visitors?,"['ask', 'thegallery', 'what', 'would', 'you', 'do', 'to', 'better', 'adapt', 'to', 'the', 'needs', 'need', 'of', 'foreign', 'visitors', 'visitor']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.531,0.0,0.0,anticipation,1.0,0.531
not-relevant,Thank You 😘 RT You ARE hopefully one day soon you will have your work at the 😊,"['thank', 'you', '😘', 'por', 'rt', 'you', 'are', 'be', 'hopefully', 'one', 'day', 'soon', 'you', 'will', 'have', 'your', 'you', 'work', 'at', 'the', '😊']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"Tomorrow, history, art &amp; science collide during #FellowFriday with Hope you can join us!","['tomorrow', 'history', 'art', '&amp', 'science', 'collide', 'during', 'fellowfriday', 'with', 'hope', 'you', 'can', 'join', 'us', 'we']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.82,1.0,0.0,2.0,0.539,3.0,1.8120000000000003,1.0,0.68,anticipation,3.0,1.8120000000000003
not-relevant,sexy porn sex with dance and sexual intercours,"['sexy', 'porn', 'sex', 'with', 'dance', 'and', 'sexual', 'intercours', 'intercour']",0.0,0.0,1.0,0.703,0.0,0.0,2.0,1.167,0.0,0.0,0.0,0.0,1.0,0.695,2.0,0.734,joy,2.0,1.167
