ori_sentiment,text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
disgust,"When I was a young teenager (14)  my brother-in-law to be had  
made heavy advances to me.  I did not understand very well what  
it was all about but I reacted strongly and the feelings are  
still there.","['when', 'i', 'was', 'a', 'young', 'teenager', '14', 'my', 'brother', 'in', 'law', 'to', 'be', 'had', 'made', 'heavy', 'advances', 'to', 'me', 'i', 'did', 'not', 'understand', 'very', 'well', 'what', 'it', 'was', 'all', 'about', 'but', 'i', 'reacted', 'strongly', 'and', 'the', 'feelings', 'are', 'still', 'there']","['when', ""i'"", 'be', ""a'"", 'young', 'teenager', '14', 'my', 'brother', 'in', 'law', ""to'"", ""be'"", 'have', 'make', 'heavy', 'advance', ""to'"", ""me'"", ""i'"", 'do', 'not', 'understand', 'very', 'well', 'what', 'it', 'be', 'all', 'about', 'but', ""i'"", 'react', 'strongly', 'and', ""the'"", 'feeling', 'be', 'still', 'there']",joy,3.0,1.067,surprise,17.0,2.8000079583898967,joy,14.0
guilt,"I broke off with my partner as I wanted him as a friend and not  
as a lover.  He reacted very violently and I felt guilty as I  
had made him so desperately unhappy.","['i', 'broke', 'off', 'with', 'my', 'partner', 'as', 'i', 'wanted', 'him', 'as', 'a', 'friend', 'and', 'not', 'as', 'a', 'lover', 'he', 'reacted', 'very', 'violently', 'and', 'i', 'felt', 'guilty', 'as', 'i', 'had', 'made', 'him', 'so', 'desperately', 'unhappy']","['i', 'break', 'off', 'with', 'my', 'partner', 'as', ""i'"", 'want', 'he', 'as', ""a'"", 'friend', 'and', 'not', 'as', ""a'"", 'lover', ""he'"", 'react', 'very', 'violently', 'and', ""i'"", 'feel', 'guilty', 'as', ""i'"", 'have', 'make', 'he', ""so'"", 'desperately', 'unhappy']",sadness,4.0,2.5620000000000003,surprise,17.0,2.805080503671847,joy,10.0
joy,I made dinner for some friends and they appreciated it very much.,"['i', 'made', 'dinner', 'for', 'some', 'friends', 'and', 'they', 'appreciated', 'it', 'very', 'much']","[""'i"", 'make', 'dinner', 'for', 'some', 'friend', 'and', 'they', 'appreciate', 'it', 'very', 'much']",joy,3.0,1.653,surprise,8.0,1.649395287243835,joy,9.0
fear,I was nearly knocked down while I was cycling.,"['i', 'was', 'nearly', 'knocked', 'down', 'while', 'i', 'was', 'cycling']","['i', 'be', 'nearly', 'knock', 'dow', 'and', 'while', ""i'"", 'be', 'cycling']",,0.0,0.0,sadness,5.0,0.754896718404638,joy,3.0
anger,"My father and I had an argument because I do not help enough at  
home.","['my', 'father', 'and', 'i', 'had', 'an', 'argument', 'because', 'i', 'do', 'not', 'help', 'enough', 'at', 'home']","['father', 'and', ""i'"", 'have', 'a', 'argument', 'because', ""i'"", 'do', 'not', 'help', 'enough', 'at', 'home']",joy,1.0,0.5589999999999999,surprise,5.0,0.9574924160544342,joy,4.0
disgust,"I had intercourse with someone and then I realized that what I  
had done was wrong and it disgusted me.","['i', 'had', 'intercourse', 'with', 'someone', 'and', 'then', 'i', 'realized', 'that', 'what', 'i', 'had', 'done', 'was', 'wrong', 'and', 'it', 'disgusted', 'me']","[""'i"", ""had'"", 'intercourse', 'with', 'someone', 'and', 'then', ""i'"", 'realize', 'that', 'what', ""i'"", 'have', 'do', 'be', 'wrong', 'and', 'it', 'disgusted', 'i']",,0.0,0.0,surprise,7.0,1.5065758390030957,joy,7.0
guilt,I said nasty things which I did not mean to a friend.,"['i', 'said', 'nasty', 'things', 'which', 'i', 'did', 'not', 'mean', 'to', 'a', 'friend']","['i', 'say', 'nasty', 'thing', 'which', ""i'"", 'do', 'not', 'mean', ""to'"", 'a', 'friend']",disgust,1.0,0.703,surprise,7.0,1.2928306722307383,joy,4.0
joy,After intercourse.,"['after', 'intercourse']","['after', 'intercourse']",,0.0,0.0,,0.0,0.0,joy,2.0
fear,Disappointment over a friend.,"['disappointment', 'over', 'a', 'friend']","['disappointment', 'over', ""a'"", 'friend']",sadness,1.0,0.594,surprise,2.0,0.30396697511821963,joy,2.0
anger,Quarrelled with my younger brother.,"['quarrelled', 'with', 'my', 'younger', 'brother']","['quarrell', 'with', 'my', 'younger', 'brother']",,0.0,0.0,sadness,3.0,1.253870954614996,joy,1.0
sadness,When I woke up after a nightmare.,"['when', 'i', 'woke', 'up', 'after', 'a', 'nightmare']","['when', ""i'"", 'wake', 'up', 'after', 'a', 'nightmare']",fear,1.0,0.828,surprise,3.0,0.5414933191567243,joy,2.0
disgust,Helping older people on the toilet.,"['helping', 'older', 'people', 'on', 'the', 'toilet']","[""'help"", 'older', 'people', 'of', 'and', ""the'"", 'toilet']",disgust,1.0,0.594,surprise,4.0,0.7392006044655913,joy,3.0
guilt,Squeezed the puppy in the door.,"['squeezed', 'the', 'puppy', 'in', 'the', 'door']","['squeeze', ""the'"", 'puppy', 'in', ""the'"", 'door']",,0.0,0.0,surprise,4.0,0.8732395557035888,joy,3.0
joy,"When I was notified that I had been accepted as a Psychology  
student.","['when', 'i', 'was', 'notified', 'that', 'i', 'had', 'been', 'accepted', 'as', 'a', 'psychology', 'student']","['when', ""i'"", 'be', 'notify', 'that', ""i'"", 'have', 'be', 'accept', 'as', 'a', 'psychology', 'student']",,0.0,0.0,surprise,6.0,1.054817012161561,joy,2.0
fear,"Motor failure on a boat outside Gottenburg when we were in heavy   
seas and the wind was strong.  As we could not steer the boat we  
drifted towards the rocks.  We did not succeed in attracting the  
attention of any passerby until 4 hours had elapsed.","['motor', 'failure', 'on', 'a', 'boat', 'outside', 'gottenburg', 'when', 'we', 'were', 'in', 'heavy', 'seas', 'and', 'the', 'wind', 'was', 'strong', 'as', 'we', 'could', 'not', 'steer', 'the', 'boat', 'we', 'drifted', 'towards', 'the', 'rocks', 'we', 'did', 'not', 'succeed', 'in', 'attracting', 'the', 'attention', 'of', 'any', 'passerby', 'until', '4', 'hours', 'had', 'elapsed']","[""motor'"", 'failure', 'on', ""a'"", 'boat', 'outside', 'gottenburg', 'when', ""we'"", 'be', 'in', 'heavy', 'seas', 'and', ""the'"", 'wind', 'be', 'strong', 'as', ""we'"", 'could', 'not', 'steer', ""the'"", 'boat', ""we'"", 'drift', 'towards', ""the'"", 'rock', ""we'"", 'do', 'not', 'succeed', 'in', 'attract', ""the'"", 'attention', 'of', 'any', 'passerby', 'until', '4', 'hour', 'have', 'elapse']",sadness,2.0,1.078,sadness,24.0,3.584051458907405,joy,10.0
anger,"A lady I live with had not bothered to clean up before she went    
on holiday (I live in a collective).","['a', 'lady', 'i', 'live', 'with', 'had', 'not', 'bothered', 'to', 'clean', 'up', 'before', 'she', 'went', 'on', 'holiday', 'i', 'live', 'in', 'a', 'collective']","['lady', ""i'"", 'live', 'with', 'have', 'not', 'bother', ""to'"", 'clean', 'up', 'before', ""she'"", 'go', 'on', 'holiday', ""i'"", 'live', 'in', ""a'"", 'collective']",joy,3.0,1.3780000000000001,surprise,9.0,1.6431830923759996,joy,7.0
sadness,When I heard that a good friend had committed suicide.,"['when', 'i', 'heard', 'that', 'a', 'good', 'friend', 'had', 'committed', 'suicide']","['when', ""i'"", 'hear', 'that', ""a'"", 'good', 'friend', 'have', 'commit', 'suicide']",joy,2.0,1.018,surprise,7.0,1.1734868788675183,joy,4.0
disgust,"I was present when they found a shop-keeper dead in his shop.   
He had been shot with a shotgun at close range.","['i', 'was', 'present', 'when', 'they', 'found', 'a', 'shop', 'keeper', 'dead', 'in', 'his', 'shop', 'he', 'had', 'been', 'shot', 'with', 'a', 'shotgun', 'at', 'close', 'range']","['i', 'be', 'present', 'when', 'they', 'find', 'a', 'shop', 'keeper', 'dead', 'in', 'he', 'shop', 'he', 'have', 'be', 'shot', 'with', ""a'"", 'shotgun', 'at', 'close', 'range']",surprise,2.0,1.031,anger,10.0,1.465049353578034,joy,7.0
shame,"[ I do not remember when I last felf ashamed.  I do not usually  
feel ashamed of what I do.]","['i', 'do', 'not', 'remember', 'when', 'i', 'last', 'felf', 'ashamed', 'i', 'do', 'not', 'usually', 'feel', 'ashamed', 'of', 'what', 'i', 'do']","['i', ""do'"", 'not', 'remember', 'when', ""i'"", 'last', 'felf', 'ashamed', ""i'"", 'do', 'not', 'usually', 'feel', 'ashamed', 'of', 'what', ""i'"", 'do']",sadness,1.0,0.7190000000000001,surprise,5.0,1.1551780132308727,sadness,3.0
guilt,"My mother accused me of not visiting her enough when she was in  
hospital for an eye operation.","['my', 'mother', 'accused', 'me', 'of', 'not', 'visiting', 'her', 'enough', 'when', 'she', 'was', 'in', 'hospital', 'for', 'an', 'eye', 'operation']","['mother', 'accuse', ""me'"", 'of', 'not', 'visit', ""her'"", 'enough', 'when', ""she'"", 'be', 'in', 'hospital', 'for', 'a', 'eye', 'operation']",fear,3.0,1.2189999999999999,anger,9.0,1.460448856366856,joy,4.0
joy,"After I had made my debut at Ullevi against IFK, Gottenburg and  
got a good write up in the paper.","['after', 'i', 'had', 'made', 'my', 'debut', 'at', 'ullevi', 'against', 'ifk', 'gottenburg', 'and', 'got', 'a', 'good', 'write', 'up', 'in', 'the', 'paper']","['after', ""i'"", 'have', 'make', 'my', 'debut', 'at', 'ullevi', 'against', 'ifk', 'gottenburg', 'and', 'get', 'a', 'good', 'write', 'up', 'in', ""the'"", 'paper']",joy,1.0,0.547,surprise,8.0,1.6562428361575168,joy,7.0
fear,"When I was 7-8 years old, I woke up one night and found myself  
alone at home.  My mother had gone out to buy cigarattes from a  
machine.","['when', 'i', 'was', '7', '8', 'years', 'old', 'i', 'woke', 'up', 'one', 'night', 'and', 'found', 'myself', 'alone', 'at', 'home', 'my', 'mother', 'had', 'gone', 'out', 'to', 'buy', 'cigarattes', 'from', 'a', 'machine']","['when', ""i'"", 'be', '7', ""'"", '8', ""'"", 'year', 'old', ""i'"", 'wake', 'up', 'one', 'night', 'and', 'find', 'myself', 'alone', 'at', 'home', 'my', 'mother', 'have', 'go', 'out', ""to'"", 'buy', 'cigaratte', 'from', 'a', 'machine']",joy,3.0,1.229,surprise,16.0,2.8547132704400546,joy,11.0
sadness,"When I found out that I had failed to pass my exams during the  
term by one point.  The fact that exactly the same thing had  
happened last term did not help.","['when', 'i', 'found', 'out', 'that', 'i', 'had', 'failed', 'to', 'pass', 'my', 'exams', 'during', 'the', 'term', 'by', 'one', 'point', 'the', 'fact', 'that', 'exactly', 'the', 'same', 'thing', 'had', 'happened', 'last', 'term', 'did', 'not', 'help']","['when', ""i'"", 'find', 'out', 'that', ""i'"", 'have', 'fail', ""to'"", 'pass', 'my', 'exam', 'during', ""the'"", 'term', 'by', 'one', 'point', ""the'"", 'fact', 'that', 'exactly', ""the'"", 'same', 'thing', 'have', 'happen', 'last', 'term', 'do', 'not', 'help']",fear,2.0,0.562,surprise,17.0,3.0608035047017137,joy,9.0
disgust,"When I was touring Asia with my present football team, I saw old  
Europeans with young asiatic prostitutes.","['when', 'i', 'was', 'touring', 'asia', 'with', 'my', 'present', 'football', 'team', 'i', 'saw', 'old', 'europeans', 'with', 'young', 'asiatic', 'prostitutes']","['when', ""i'"", 'be', 'touring', 'asia', 'with', 'my', 'present', 'football', 'team', ""i'"", 'see', 'old', 'europeans', 'with', 'young', 'asiatic', 'prostitute']",joy,3.0,1.024,surprise,13.0,2.7246721489567833,joy,3.0
joy,"As an evening class teacher I got positive feedback.  When the  
atmosphere is good and a kind of relaxed understanding exists.","['as', 'an', 'evening', 'class', 'teacher', 'i', 'got', 'positive', 'feedback', 'when', 'the', 'atmosphere', 'is', 'good', 'and', 'a', 'kind', 'of', 'relaxed', 'understanding', 'exists']","['a', 's', 'a', 'evening', 'class', 'teacher', ""i'"", 'get', 'positive', 'feedback', 'when', ""tha'"", 'atmosphere', 'be', 'good', 'and', 'a', 'kind', 'of', 'relaxed', 'understanding', 'exist']",joy,4.0,2.371,surprise,14.0,3.1297088290257533,joy,7.0
fear,"After mischieviously ringing on the chemist's trade-entrance  
doorbell and getting caught by him.","['after', 'mischieviously', 'ringing', 'on', 'the', 'chemist', 'is', 'trade', 'entrance', 'doorbell', 'and', 'getting', 'caught', 'by', 'him']","['after', 'mischieviously', 'ringing', 'on', ""the'"", 'chemist', 'be', 'trade', 'entrance', 'doorbell', 'and', 'get', 'catch', 'by', 'he']",surprise,1.0,0.32,sadness,9.0,1.8012246372923209,joy,6.0
anger,The sight of a man who ran amok (fighting) at a dance.,"['the', 'sight', 'of', 'a', 'man', 'who', 'ran', 'amok', 'fighting', 'at', 'a', 'dance']","[""the'"", 'sight', 'of', 'a', 'man', ""who'"", 'run', 'amok', 'fight', 'at', 'a', 'dance']",anger,2.0,1.5350000000000001,surprise,8.0,1.2647818870642131,joy,2.0
sadness,When out of work.,"['when', 'out', 'of', 'work']","['when', 'out', 'of', 'work']",,0.0,0.0,,0.0,0.0,joy,1.0
disgust,"With my mouth full of bun, I drank directly from a packet of milk  
which turned out to be weeks old (completely separated).  It took  
a while for the milk to seep through the bun.","['with', 'my', 'mouth', 'full', 'of', 'bun', 'i', 'drank', 'directly', 'from', 'a', 'packet', 'of', 'milk', 'which', 'turned', 'out', 'to', 'be', 'weeks', 'old', 'completely', 'separated', 'it', 'took', 'a', 'while', 'for', 'the', 'milk', 'to', 'seep', 'through', 'the', 'bun']","['with', 'my', 'mouth', 'full', 'of', 'bun', ""i'"", 'drank', 'directly', 'from', 'a', 'packet', 'of', 'milk', 'which', 'turn', 'out', ""to'"", ""be'"", 'week', 'old', 'completely', 'separate', 'it', 'take', 'a', 'while', 'for', ""the'"", 'milk', ""to'"", 'seep', 'through', ""the'"", 'bun']",joy,1.0,0.375,surprise,18.0,2.6475570824808243,joy,10.0
guilt,A boy who shot dead a squirrel.,"['a', 'boy', 'who', 'shot', 'dead', 'a', 'squirrel']","['boy', ""who'"", 'shot', 'dead', 'a', 'squirrel']",fear,1.0,0.7340000000000001,anger,4.0,0.689943698995443,,0.0
joy,"When I was accepted as supervisor for a student teacher.  The  
notification came by post.","['when', 'i', 'was', 'accepted', 'as', 'supervisor', 'for', 'a', 'student', 'teacher', 'the', 'notification', 'came', 'by', 'post']","['when', ""i'"", 'be', 'accept', 'as', 'supervisor', 'for', 'a', 'student', 'teacher', ""the'"", 'notification', 'come', 'by', 'post']",,0.0,0.0,surprise,9.0,1.482670366389657,joy,8.0
fear,"When I was involved in a car accident last November, after the  
first fall of snow.  I lost control of the car and it spun round  
and landed on the opposite side of the road, on the hard  
shoulder.  It was stopped by a pole on top of a bank sloping down  
to a stream.","['when', 'i', 'was', 'involved', 'in', 'a', 'car', 'accident', 'last', 'november', 'after', 'the', 'first', 'fall', 'of', 'snow', 'i', 'lost', 'control', 'of', 'the', 'car', 'and', 'it', 'spun', 'round', 'and', 'landed', 'on', 'the', 'opposite', 'side', 'of', 'the', 'road', 'on', 'the', 'hard', 'shoulder', 'it', 'was', 'stopped', 'by', 'a', 'pole', 'on', 'top', 'of', 'a', 'bank', 'sloping', 'down', 'to', 'a', 'stream']","['when', ""i'"", 'be', 'involved', 'in', ""a'"", 'car', 'accident', 'last', 'november', 'after', ""tha'"", 'first', 'fall', 'of', 'snow', ""i'"", 'lose', 'control', 'of', ""the'"", 'car', 'and', 'it', 'spun', 'round', 'and', 'land', 'of', 'and', ""the'"", 'opposite', 'side', 'of', ""the'"", 'road', 'of', 'and', ""the'"", 'hard', 'shoulder', 'it', 'be', 'stop', 'by', 'a', 'pole', 'of', 'and', 'top', 'of', 'a', 'bank', 'sloping', 'dow', 'and', ""to'"", 'a', 'stream']",sadness,5.0,2.3489999999999998,surprise,28.0,4.157224300684852,joy,11.0
anger,"With the job appointments committee when the headmaster in charge  
explained that a male teacher was more suitable for the  
particular post.  I had more years of service than the male  
teacher, but this was not taken into consideration.  I could have  
been given a less attractive job if things had gone the way the  
headmaster wanted.","['with', 'the', 'job', 'appointments', 'committee', 'when', 'the', 'headmaster', 'in', 'charge', 'explained', 'that', 'a', 'male', 'teacher', 'was', 'more', 'suitable', 'for', 'the', 'particular', 'post', 'i', 'had', 'more', 'years', 'of', 'service', 'than', 'the', 'male', 'teacher', 'but', 'this', 'was', 'not', 'taken', 'into', 'consideration', 'i', 'could', 'have', 'been', 'given', 'a', 'less', 'attractive', 'job', 'if', 'things', 'had', 'gone', 'the', 'way', 'the', 'headmaster', 'wanted']","['with', ""the'"", 'job', 'appointment', 'committee', 'when', ""the'"", 'headmaster', 'in', 'charge', 'explain', 'that', ""a'"", 'male', 'teacher', 'be', 'more', 'suitable', 'for', ""the'"", 'particular', 'post', 'i', 'have', 'more', 'year', 'of', 'service', 'than', ""the'"", 'male', 'teacher', 'but', 'this', 'be', 'not', 'take', 'into', 'consideration', ""i'"", 'could', 'have', 'be', 'give', 'a', 'less', 'attractive', 'job', 'if', 'thing', 'have', 'go', ""the'"", 'way', ""the'"", 'headmaster', 'want']",sadness,1.0,0.45299999999999996,surprise,31.0,5.396546961238228,joy,25.0
sadness,"A colleague's 17 year old daughter is seriously ill with cancer  
and has only a year to live.  I  heard about it 6 weeks ago.","['a', 'colleague', 'is', '17', 'year', 'old', 'daughter', 'is', 'seriously', 'ill', 'with', 'cancer', 'and', 'has', 'only', 'a', 'year', 'to', 'live', 'i', 'heard', 'about', 'it', '6', 'weeks', 'ago']","['colleague', 'be', '17', 'year', 'old', 'daughter', 'be', 'seriously', 'ill', 'with', 'cancer', 'and', 'have', 'only', ""a'"", 'year', ""to'"", 'live', ""i'"", 'hear', 'about', 'it', '6', ""'"", 'week', 'ago']",sadness,2.0,1.4689999999999999,surprise,13.0,1.9404045537621846,joy,8.0
joy,"When a close friend met me at the station in the middle of the  
night, when I came back from a long and tiring journey.","['when', 'a', 'close', 'friend', 'met', 'me', 'at', 'the', 'station', 'in', 'the', 'middle', 'of', 'the', 'night', 'when', 'i', 'came', 'back', 'from', 'a', 'long', 'and', 'tiring', 'journey']","['when', 'be', 'close', 'friend', 'meet', 'i', 'at', ""the'"", 'station', 'in', ""the'"", 'middle', 'of', ""the'"", 'night', 'when', ""i'"", 'come', 'back', 'from', 'a', 'long', 'and', 'tiring', 'journey']",joy,2.0,0.918,surprise,13.0,2.359148926878926,joy,7.0
fear,"Having quarreled with a boyfriend, he threatened to leave me.","['having', 'quarreled', 'with', 'a', 'boyfriend', 'he', 'threatened', 'to', 'leave', 'me']","['have', 'quarrel', 'with', ""a'"", 'boyfriend', ""he'"", 'threaten', ""to'"", 'leave', 'i']",anger,2.0,1.5989999999999998,fear,6.0,0.8960271644848941,joy,3.0
anger,"Someone didn't show up at a meeting in spite of having agreed to  
come.","['someone', 'did', 'not', 'show', 'up', 'at', 'a', 'meeting', 'in', 'spite', 'of', 'having', 'agreed', 'to', 'come']","[""'someone"", 'do', 'not', 'show', 'up', 'at', ""a'"", 'meeting', 'in', 'spite', 'of', 'have', 'agree', ""to'"", 'come']",anger,1.0,0.6,surprise,7.0,1.2128362661522458,joy,4.0
sadness,"When I understood that my marriage was falling apart, and we  
decided to be legally separated.","['when', 'i', 'understood', 'that', 'my', 'marriage', 'was', 'falling', 'apart', 'and', 'we', 'decided', 'to', 'be', 'legally', 'separated']","['when', ""i'"", 'understand', 'that', 'my', 'marriage', 'be', 'fall', 'apart', 'and', ""we'"", 'decide', ""to'"", ""be'"", 'legally', 'separate']",sadness,2.0,0.8400000000000001,surprise,11.0,1.6914506849652697,,0.0
disgust,"At an anti-pornography meeting, when samples from films and  
magazines were shown.","['at', 'an', 'anti-pornography', 'meeting', 'when', 'samples', 'from', 'films', 'and', 'magazines', 'were', 'shown']","['at', 'a', 'anti-', 'pornography', 'meeting', 'when', 'sample', 'from', 'film', 'and', 'magazine', 'be', 'show']",disgust,1.0,0.586,surprise,10.0,1.4300752962125678,joy,6.0
shame,Comments from other children on my alcoholic father,"['comments', 'from', 'other', 'children', 'on', 'my', 'alcoholic', 'father']","[""'comment"", 'from', ""'other"", 'child', 'of', 'and', 'my', 'alcoholic', 'father']",joy,1.0,0.466,surprise,5.0,0.8919708836367749,joy,4.0
guilt,"Having failed to help with the 5th of March arrangements (Women's  
Day), although I had previously promised to take part in the  
work.","['having', 'failed', 'to', 'help', 'with', 'the', '5th', 'of', 'march', 'arrangements', 'women', 'is', 'day', 'although', 'i', 'had', 'previously', 'promised', 'to', 'take', 'part', 'in', 'the', 'work']","['have', 'fail', ""to'"", 'help', 'with', ""the'"", '5th', 'of', 'march', 'arrangement', 'woman', 'be', 'day', 'although', ""i'"", 'have', 'previously', 'promise', ""to'"", 'take', 'part', 'in', ""the'"", 'work']",joy,1.0,0.415,surprise,16.0,2.599759953714955,joy,8.0
joy,"When I was able to buy my new car, after lots of problems.","['when', 'i', 'was', 'able', 'to', 'buy', 'my', 'new', 'car', 'after', 'lots', 'of', 'problems']","['when', ""i'"", 'be', 'able', ""to'"", 'buy', 'my', 'new', 'car', 'after', 'lot', 'of', 'problem']",sadness,1.0,0.43799999999999994,surprise,8.0,1.3997190095092389,joy,4.0
fear,"After my car accident, when I woke up in a heap of stones.","['after', 'my', 'car', 'accident', 'when', 'i', 'woke', 'up', 'in', 'a', 'heap', 'of', 'stones']","['after', 'my', 'car', 'accident', 'when', ""i'"", 'wake', 'up', 'in', ""a'"", 'heap', 'of', 'stone']",fear,1.0,0.75,sadness,7.0,1.4167856375768857,joy,3.0
anger,"When I tried to put up a tent some years ago, I was teased and  
hindered by my cousin.","['when', 'i', 'tried', 'to', 'put', 'up', 'a', 'tent', 'some', 'years', 'ago', 'i', 'was', 'teased', 'and', 'hindered', 'by', 'my', 'cousin']","['when', ""i'"", 'try', ""to'"", 'put', 'up', 'a', 'tent', 'some', 'year', 'ago', ""i'"", 'be', 'tease', 'and', 'hinder', 'by', 'my', 'cousin']",,0.0,0.0,surprise,12.0,2.0714117247585757,joy,6.0
sadness,When my grandfather died.,"['when', 'my', 'grandfather', 'died']","['when', 'my', 'grandfather', 'die']",sadness,2.0,1.6789999999999998,sadness,3.0,0.5850745049552541,sadness,1.0
shame,"Hit a dog with my car, and didn't stop.","['hit', 'a', 'dog', 'with', 'my', 'car', 'and', 'did', 'not', 'stop']","[""'hit"", ""a'"", 'dog', 'with', 'my', 'car', 'and', 'do', 'not', 'stop']",anger,1.0,0.667,surprise,4.0,0.5770941530926145,joy,3.0
guilt,"Car accident. I let a 16-year old, incompetent parson take the  
wheel and I feel very guilty about what happened even though I  
suffered the worst injuries.","['car', 'accident', 'i', 'let', 'a', '16', 'year', 'old', 'incompetent', 'parson', 'take', 'the', 'wheel', 'and', 'i', 'feel', 'very', 'guilty', 'about', 'what', 'happened', 'even', 'though', 'i', 'suffered', 'the', 'worst', 'injuries']","['car', 'accident', ""i'"", 'let', ""a'"", '16', 'year', 'old', 'incompetent', 'parson', 'take', ""the'"", 'wheel', 'and', 'i', 'feel', 'very', 'guilty', 'about', 'what', 'happen', 'even', 'though', ""i'"", 'suffer', ""the'"", 'worst', 'injury']",sadness,4.0,2.015,anger,20.0,2.8753721530227963,joy,8.0
joy,When I was admitted to a certain school as a student.,"['when', 'i', 'was', 'admitted', 'to', 'a', 'certain', 'school', 'as', 'a', 'student']","['when', ""i'"", 'be', 'admit', ""to'"", ""a'"", 'certain', 'school', 'as', 'a', 'student']",,0.0,0.0,surprise,5.0,0.8800614557656181,,0.0
fear,"My father has a chronic desease. In the autumn of 1983 he had a  
very strong fit or seizure.","['my', 'father', 'has', 'a', 'chronic', 'desease', 'in', 'the', 'autumn', 'of', '1983', 'he', 'had', 'a', 'very', 'strong', 'fit', 'or', 'seizure']","['father', 'have', ""a'"", 'chronic', 'desease', 'in', ""the'"", 'autumn', 'of', '1983', 'he', 'have', ""a'"", 'very', 'strong', 'fit', 'or', 'seizure']",fear,1.0,0.7190000000000001,surprise,6.0,0.8832044181049528,joy,4.0
anger,"A drunken friend of mine was beating up another friend, who was  
also drunk.","['a', 'drunken', 'friend', 'of', 'mine', 'was', 'beating', 'up', 'another', 'friend', 'who', 'was', 'also', 'drunk']","['drunken', 'friend', 'of', 'mine', 'be', 'beat', 'up', 'another', 'friend', ""who'"", 'be', 'also', 'drunk']",anger,1.0,0.8490000000000001,surprise,8.0,1.1840294836010439,joy,4.0
sadness,"When I didn't get a certain job at Lillehammer which I wanted  
very much.","['when', 'i', 'did', 'not', 'get', 'a', 'certain', 'job', 'at', 'lillehammer', 'which', 'i', 'wanted', 'very', 'much']","['when', ""i'"", 'do', 'not', 'get', ""a'"", 'certain', 'job', ""at'"", 'lillehammer', 'which', ""i'"", 'want', 'very', 'much']",,0.0,0.0,surprise,6.0,1.2099243997786688,joy,4.0
disgust,"My boss on the job failed to keep his promise about something he  
knew was extremely important to me.","['my', 'boss', 'on', 'the', 'job', 'failed', 'to', 'keep', 'his', 'promise', 'about', 'something', 'he', 'knew', 'was', 'extremely', 'important', 'to', 'me']","['boss', 'of', 'and', ""tha'"", 'job', 'fail', ""to'"", 'keep', 'he', 'promise', 'about', 'something', ""he'"", 'know', 'be', 'extremely', 'important', ""to'"", 'i']",joy,1.0,0.415,surprise,11.0,2.1812006015524577,joy,10.0
shame,An exam where questions about very specific knowledge were asked.,"['an', 'exam', 'where', 'questions', 'about', 'very', 'specific', 'knowledge', 'were', 'asked']","[""n'"", 'exam', 'where', 'question', 'about', 'very', 'specific', 'knowledge', 'be', 'ask']",fear,1.0,0.359,surprise,7.0,1.3928781512161839,joy,4.0
guilt,"I hit my little sisiter on the head with a stone while we were  
fighting.","['i', 'hit', 'my', 'little', 'sisiter', 'on', 'the', 'head', 'with', 'a', 'stone', 'while', 'we', 'were', 'fighting']","[""'i"", 'hit', 'my', 'little', 'sisiter', 'of', 'and', ""the'"", 'head', 'with', ""a'"", 'stone', 'while', ""we'"", 'be', 'fight']",anger,4.0,2.46,surprise,6.0,0.8668177275079494,joy,3.0
joy,"When my father managed to begin a ""new life"" after the divorce  
from my mother; resulting in a new little sister for me.","['when', 'my', 'father', 'managed', 'to', 'begin', 'a', 'new', 'life', 'after', 'the', 'divorce', 'from', 'my', 'mother', 'resulting', 'in', 'a', 'new', 'little', 'sister', 'for', 'me']","['when', 'my', 'father', 'manage', ""to'"", 'begin', 'a', 'new', 'life', 'after', ""the'"", 'divorce', 'from', 'my', 'mother', 'result', 'in', ""a'"", 'new', 'little', 'sister', 'for', 'i']",joy,2.0,0.85,surprise,12.0,2.137792163146443,joy,8.0
fear,"A ""near-accident"" in a car, driving too fast on an icy road.","['a', 'near-accident', 'in', 'a', 'car', 'driving', 'too', 'fast', 'on', 'an', 'icy', 'road']","['near-', 'accident', 'in', 'a', 'car', 'driving', 'too', 'fast', 'on', 'a', 'icy', 'road']",fear,1.0,0.75,sadness,6.0,1.0135149007357172,joy,2.0
anger,"My mother and her friends were speaking badly about my father  
when they were separated, and my brothers and sisters and myself  
were allowed to listen.","['my', 'mother', 'and', 'her', 'friends', 'were', 'speaking', 'badly', 'about', 'my', 'father', 'when', 'they', 'were', 'separated', 'and', 'my', 'brothers', 'and', 'sisters', 'and', 'myself', 'were', 'allowed', 'to', 'listen']","['mother', 'and', 'she', 'friend', 'be', 'speak', 'badly', 'about', 'my', 'father', 'when', 'they', 'be', 'separate', 'and', 'my', 'brother', 'and', 'sister', 'and', 'myself', 'be', 'allow', ""to'"", 'listen']",joy,3.0,1.383,surprise,16.0,2.7228984962020277,joy,6.0
sadness,"Being bored in school, not being able to marry and have children.","['being', 'bored', 'in', 'school', 'not', 'being', 'able', 'to', 'marry', 'and', 'have', 'children']","['be', 'bored', 'in', 'school', 'not', 'be', 'able', ""to'"", 'marry', 'and', 'have', 'child']",joy,2.0,1.142,surprise,6.0,1.2217114648404332,joy,5.0
