Word	ErrorFrequency	CorrectFrequency	ErrorProbability
enumeration	0	1	0.0
undeniably	0	3	0.0
grains	0	6	0.0
idiosyncrasies	0	1	0.0
frustrated	6	36	0.14285714285714285
scored	19	1558	0.012048192771084338
narrate	0	3	0.0
healthful	0	5	0.0
invest	2	267	0.007434944237918215
options	4	307	0.012861736334405145
opposed	0	17	0.0
speeches	1	9	0.1
mall	4	422	0.009389671361502348
form	3	966	0.0030959752321981426
immunology	4	4	0.5
incisive	0	1	0.0
lenses	0	6	0.0
fallows	0	2	0.0
advisors	0	4	0.0
handbook	0	2	0.0
maintain	19	167	0.10215053763440861
spiral	0	3	0.0
rabbits	3	48	0.058823529411764705
splinter	0	1	0.0
trafficking	0	2	0.0
trainers	1	44	0.022222222222222223
teenage	5	228	0.02145922746781116
completed	7	139	0.04794520547945205
follow	23	1543	0.014687100893997445
syringe	0	1	0.0
sweeping	0	27	0.0
dumplings	2	12	0.14285714285714285
manipulation	0	4	0.0
cracker	0	4	0.0
speared	0	1	0.0
guitarists	0	2	0.0
hanging	0	46	0.0
feeding	8	722	0.010958904109589041
nucleic	0	1	0.0
snowing	0	18	0.0
needless	0	16	0.0
fructifying	0	1	0.0
imam	0	3	0.0
herons	0	1	0.0
implements	0	2	0.0
swamp	0	5	0.0
skillet	0	1	0.0
lighthouses	0	1	0.0
astonished	0	51	0.0
join	11	810	0.013398294762484775
ideals	0	6	0.0
admirable	0	3	0.0
sturdy	0	6	0.0
captains	0	7	0.0
dimension	0	10	0.0
fer	0	10	0.0
medals	1	7	0.125
resolver	0	2	0.0
gleaned	0	1	0.0
mop	31	1183	0.025535420098846788
aesthetic	3	4	0.42857142857142855
wider	0	21	0.0
aspired	4	224	0.017543859649122806
toasted	0	3	0.0
savor	0	4	0.0
staffing	0	3	0.0
biology	6	150	0.038461538461538464
unoccupied	0	4	0.0
advisers	2	3	0.4
rediscovering	0	1	0.0
overseen	0	1	0.0
wonderland	0	11	0.0
aborigines	0	2	0.0
lawyer	102	616	0.14206128133704735
cockroach	0	6	0.0
melodrama	0	3	0.0
await	2	107	0.01834862385321101
jiujitsu	0	3	0.0
segment	1	33	0.029411764705882353
forte	0	7	0.0
liars	0	2	0.0
kisses	8	742	0.010666666666666666
surviving	0	8	0.0
security	15	762	0.019305019305019305
freights	0	2	0.0
thumbnails	0	1	0.0
perceptions	0	3	0.0
paralysis	0	1	0.0
lasting	0	11	0.0
coy	0	2	0.0
spacecrafts	0	2	0.0
sandbar	0	1	0.0
maltreated	0	1	0.0
tried	41	788	0.04945717732207479
desk	34	2276	0.01471861471861472
combed	0	1	0.0
ascertained	0	1	0.0
tragic	0	23	0.0
automatics	0	2	0.0
hear	20	2191	0.009045680687471733
billed	0	1	0.0
privacy	2	67	0.028985507246376812
perfecting	1	1	0.5
granddad	1	14	0.06666666666666667
dealer	1	45	0.021739130434782608
graduation	11	608	0.017770597738287562
wherefore	0	2	0.0
assailant	0	1	0.0
inches	0	37	0.0
ales	0	10	0.0
compels	0	1	0.0
checkpoint	0	1	0.0
cataclysms	0	1	0.0
disembarking	0	2	0.0
erases	0	4	0.0
fertilize	0	1	0.0
generator	0	6	0.0
cultural	1	153	0.006493506493506494
mime	0	11	0.0
rid	4	110	0.03508771929824561
enlarge	0	24	0.0
seat	1	238	0.0041841004184100415
cloudless	0	2	0.0
slurred	0	1	0.0
spleen	0	1	0.0
sues	0	1	0.0
extras	0	26	0.0
majestically	0	1	0.0
worthily	0	1	0.0
clinic	8	333	0.02346041055718475
serendipity	0	1	0.0
heavenly	0	2	0.0
trouble	7	250	0.027237354085603113
oats	0	1	0.0
affects	0	27	0.0
basis	6	516	0.011494252873563218
snoopy	0	2	0.0
homepage	0	8	0.0
dreadfully	0	3	0.0
lice	0	6	0.0
avoided	0	33	0.0
factor	0	25	0.0
peanut	2	99	0.019801980198019802
tweeting	0	1	0.0
tunic	1	8	0.1111111111111111
cheaply	0	10	0.0
crewman	0	1	0.0
telephone	43	419	0.09307359307359307
meters	61	4692	0.01283399957921313
nightly	0	3	0.0
among	6	458	0.01293103448275862
impersonal	0	1	0.0
diversity	2	71	0.0273972602739726
throughout	18	308	0.05521472392638037
newsagents	8	240	0.03225806451612903
gutted	0	1	0.0
unconsciously	0	3	0.0
chords	0	2	0.0
grade	2	135	0.014598540145985401
thinner	2	2	0.5
calm	5	483	0.010245901639344262
housewives	1	6	0.14285714285714285
slush	0	1	0.0
outshines	0	1	0.0
boutiques	0	5	0.0
artless	0	1	0.0
classified	2	74	0.02631578947368421
crisp	0	7	0.0
meticulously	0	1	0.0
bravely	0	7	0.0
airsickness	0	1	0.0
regretted	0	10	0.0
tattooist	0	1	0.0
hosted	0	9	0.0
pirates	0	20	0.0
alcohols	0	1	0.0
sandals	21	240	0.08045977011494253
murderers	0	2	0.0
southeast	1	14	0.06666666666666667
mahatma	0	2	0.0
publicized	0	4	0.0
marine	1	65	0.015151515151515152
take	53	19603	0.002696377696377696
tissue	0	8	0.0
caramel	0	13	0.0
obsessions	0	1	0.0
skyline	0	1	0.0
prerogative	0	1	0.0
rollers	0	2	0.0
visibly	0	1	0.0
farm	0	265	0.0
where	25	4037	0.006154603643525357
sayings	0	3	0.0
straw	0	12	0.0
trembled	0	1	0.0
listing	0	43	0.0
garlic	32	1087	0.028596961572832886
dishes	85	8188	0.010274386558684878
stubborn	2	22	0.08333333333333333
alimony	0	1	0.0
cardiologist	0	1	0.0
explanations	0	44	0.0
anomaly	0	1	0.0
guides	1	13	0.07142857142857142
uncultured	0	2	0.0
headhunter	0	3	0.0
redefine	0	1	0.0
launched	2	47	0.04081632653061224
willing	2	253	0.00784313725490196
checker	0	1	0.0
pedagogic	0	4	0.0
reproduce	0	4	0.0
yell	2	891	0.0022396416573348264
settles	0	6	0.0
umpteenth	0	1	0.0
poles	0	3	0.0
arouse	0	7	0.0
minors	0	4	0.0
compass	0	3	0.0
commit	4	72	0.05263157894736842
methodologies	0	8	0.0
clown	0	14	0.0
slam	0	6	0.0
bump	0	9	0.0
panty	0	3	0.0
trilogy	3	5	0.375
trucked	0	1	0.0
chides	0	1	0.0
chicle	0	1	0.0
malignant	0	1	0.0
satisfactions	0	3	0.0
kale	0	5	0.0
contoured	0	1	0.0
petrochemical	4	21	0.16
autocratic	0	1	0.0
query	0	8	0.0
imps	0	1	0.0
metropolis	1	7	0.125
readers	1	109	0.00909090909090909
menu	34	2657	0.0126347082868822
penetrating	0	1	0.0
soaks	1	3	0.25
checkout	0	6	0.0
meeting	50	3423	0.014396775122372588
vodka	4	47	0.0784313725490196
rip	0	5	0.0
cheat	0	73	0.0
eucalyptus	21	309	0.06363636363636363
enlist	0	3	0.0
racial	0	31	0.0
language	178	2465	0.06734771093454407
meddle	0	6	0.0
aerodynamics	0	6	0.0
boulevard	0	12	0.0
maliciously	0	1	0.0
stable	4	211	0.018604651162790697
ways	2	424	0.004694835680751174
jaguars	0	1	0.0
blank	0	35	0.0
wrestling	0	5	0.0
angry	30	2275	0.013015184381778741
scarcely	1	1	0.5
wheelchair	0	8	0.0
sleigh	0	2	0.0
implies	0	17	0.0
rustling	0	4	0.0
exhibitions	2	26	0.07142857142857142
capricious	0	2	0.0
omitted	0	4	0.0
shared	1	48	0.02040816326530612
turnovers	0	1	0.0
triptych	0	1	0.0
inline	0	4	0.0
loosing	0	28	0.0
sadistic	0	1	0.0
drinkable	0	1	0.0
neighborly	0	1	0.0
plugged	1	2	0.3333333333333333
totalitarian	0	2	0.0
treat	1	246	0.004048582995951417
pineapples	0	9	0.0
expensive	118	2473	0.04554226167502894
imprinting	0	1	0.0
guidebook	0	17	0.0
amoral	0	1	0.0
baffled	0	1	0.0
possessive	0	3	0.0
tableaus	0	1	0.0
retracted	0	1	0.0
staying	28	794	0.0340632603406326
thrusting	0	3	0.0
budgeting	0	6	0.0
brilliance	0	2	0.0
cleanness	0	3	0.0
sprain	0	9	0.0
apron	0	4	0.0
posting	0	13	0.0
tabloids	1	7	0.125
temper	0	23	0.0
secretarial	1	4	0.2
troubles	4	120	0.03225806451612903
timely	0	21	0.0
deterrent	0	2	0.0
cartons	1	8	0.1111111111111111
missionaries	0	2	0.0
progresses	0	3	0.0
spectacles	0	2	0.0
joyous	0	1	0.0
landfill	0	1	0.0
uncommonly	0	2	0.0
gem	0	9	0.0
thirtieth	0	7	0.0
buzzed	0	1	0.0
dressing	1	80	0.012345679012345678
viewer	0	16	0.0
sedans	0	1	0.0
brash	0	10	0.0
aviator	0	1	0.0
pumps	0	13	0.0
storeys	0	1	0.0
stabilization	0	4	0.0
crimson	0	1	0.0
brands	0	49	0.0
seabed	0	1	0.0
discrepancies	0	1	0.0
abnormal	2	4	0.3333333333333333
safest	0	4	0.0
appointment	26	281	0.08469055374592833
alleys	0	3	0.0
combatted	0	1	0.0
geraniums	0	1	0.0
vacationing	0	8	0.0
writhing	0	5	0.0
walks	8	358	0.02185792349726776
outsides	0	4	0.0
grave	0	24	0.0
reheating	0	1	0.0
dazzling	3	19	0.13636363636363635
instrument	31	560	0.05245346869712352
airports	2	44	0.043478260869565216
obsession	0	6	0.0
dislocation	0	2	0.0
prediction	0	5	0.0
accountancy	3	21	0.125
cellar	0	6	0.0
trademark	0	8	0.0
memorizing	0	8	0.0
condemnatory	0	1	0.0
dateline	0	1	0.0
fatalities	0	1	0.0
skidding	0	1	0.0
essays	0	7	0.0
bureaucratic	0	4	0.0
prosperous	1	18	0.05263157894736842
bells	0	5	0.0
informality	0	1	0.0
ascend	0	2	0.0
duly	0	1	0.0
emotes	0	1	0.0
strategically	0	4	0.0
cinemas	0	23	0.0
pretend	1	102	0.009708737864077669
descended	1	3	0.25
castle	2	71	0.0273972602739726
instance	1	102	0.009708737864077669
reproduced	0	1	0.0
opportunities	70	411	0.14553014553014554
backs	0	12	0.0
cheeses	0	41	0.0
amusement	1	26	0.037037037037037035
digest	0	2	0.0
complements	0	8	0.0
colloquial	0	3	0.0
generated	1	12	0.07692307692307693
spraying	0	1	0.0
beg	1	32	0.030303030303030304
useful	80	1060	0.07017543859649122
mentality	0	7	0.0
regulations	0	22	0.0
stationary	0	15	0.0
cancellations	0	1	0.0
egoism	0	1	0.0
site	0	458	0.0
examining	0	5	0.0
standby	0	1	0.0
remake	0	9	0.0
ham	1	52	0.018867924528301886
stations	1	33	0.029411764705882353
eminent	0	2	0.0
hazelnuts	0	4	0.0
eyeglasses	0	7	0.0
bimbo	0	4	0.0
singed	0	6	0.0
pastel	0	6	0.0
fragments	0	3	0.0
physicians	0	8	0.0
sojourns	0	1	0.0
advents	0	5	0.0
crews	0	2	0.0
situation	23	1419	0.0159500693481276
playboy	0	31	0.0
dreamers	0	1	0.0
waterfalls	0	41	0.0
lenient	0	2	0.0
ruining	0	6	0.0
scriptwriter	0	1	0.0
parables	0	1	0.0
democratically	0	1	0.0
mussels	0	1	0.0
occurrences	1	4	0.2
ambitiousness	0	1	0.0
patting	0	1	0.0
alleviates	0	2	0.0
call	6	2426	0.0024671052631578946
surmount	1	1	0.5
gazing	0	1	0.0
logotypes	1	1	0.5
dull	0	18	0.0
stored	0	16	0.0
irritate	0	4	0.0
upper	0	52	0.0
innovations	1	9	0.1
fitness	28	1277	0.021455938697318006
permitted	13	42	0.23636363636363636
executing	2	7	0.2222222222222222
awaken	0	4	0.0
fidget	0	2	0.0
talked	1	379	0.002631578947368421
cafeterias	0	2	0.0
senna	0	4	0.0
seventh	0	18	0.0
downsizing	0	2	0.0
artist	5	237	0.02066115702479339
attached	12	350	0.03314917127071823
fry	0	16	0.0
voting	1	36	0.02702702702702703
peels	0	4	0.0
sprinkles	0	1	0.0
pier	0	18	0.0
lashing	0	1	0.0
autographs	0	1	0.0
cooler	2	40	0.047619047619047616
pump	1	11	0.08333333333333333
lowland	0	1	0.0
ochre	0	1	0.0
dispute	1	9	0.1
sponsorship	0	18	0.0
fullness	0	1	0.0
figure	1	388	0.002570694087403599
opened	10	260	0.037037037037037035
personals	0	4	0.0
measly	0	1	0.0
enrolment	0	1	0.0
knocker	0	1	0.0
demarcate	0	2	0.0
sports	26	2759	0.00933572710951526
swore	0	5	0.0
readying	0	2	0.0
buying	22	922	0.023305084745762712
chopsticks	0	2	0.0
won	4	520	0.007633587786259542
eyed	1	9	0.1
author	52	579	0.08240887480190175
proves	1	45	0.021739130434782608
creeps	0	2	0.0
boundless	0	2	0.0
continual	1	6	0.14285714285714285
anarchy	0	1	0.0
cost	24	1641	0.014414414414414415
furnished	0	34	0.0
crimes	0	29	0.0
dreams	4	773	0.005148005148005148
chief	10	182	0.052083333333333336
reordered	0	1	0.0
grooms	0	1	0.0
mariner	0	1	0.0
waists	0	1	0.0
brokered	0	2	0.0
luxury	4	153	0.025477707006369428
cigar	2	5	0.2857142857142857
smashed	0	6	0.0
reggae	12	31	0.27906976744186046
richly	0	1	0.0
clutter	0	6	0.0
spider	0	21	0.0
lone	0	12	0.0
soled	0	1	0.0
vomits	0	2	0.0
escalate	0	2	0.0
waif	0	15	0.0
naturalists	0	1	0.0
lightness	0	4	0.0
comport	0	1	0.0
categorize	0	3	0.0
angle	0	14	0.0
leap	0	3	0.0
convalescents	0	1	0.0
biologist	5	49	0.09259259259259259
pack	0	167	0.0
rapport	0	3	0.0
beaver	0	1	0.0
transaction	2	7	0.2222222222222222
interruptions	1	7	0.125
destruct	0	1	0.0
jacket	128	2071	0.05820827648931332
leak	0	16	0.0
comforts	0	1	0.0
acquainted	3	21	0.125
practically	5	25	0.16666666666666666
mandarins	0	1	0.0
falsify	0	1	0.0
stifling	0	1	0.0
tasks	6	398	0.01485148514851485
tender	0	52	0.0
exasperated	0	3	0.0
unpunished	0	1	0.0
figurines	0	1	0.0
reptiles	0	4	0.0
simplifies	0	3	0.0
biblical	1	4	0.2
removal	0	55	0.0
deviance	0	1	0.0
superbly	0	1	0.0
vanished	0	7	0.0
instructional	2	3	0.4
licences	0	2	0.0
lithium	0	1	0.0
bunny	0	2	0.0
sash	0	1	0.0
promises	6	85	0.06593406593406594
balls	6	407	0.014527845036319613
unveils	0	1	0.0
modify	0	18	0.0
optical	1	13	0.07142857142857142
fray	0	3	0.0
repulsive	0	1	0.0
comfortable	482	1516	0.24124124124124124
annotations	0	1	0.0
irregular	1	13	0.07142857142857142
panning	0	5	0.0
overthrew	0	1	0.0
finger	2	52	0.037037037037037035
supplicants	0	1	0.0
margins	0	4	0.0
goats	0	13	0.0
substance	0	7	0.0
cannibalism	0	1	0.0
marches	0	1	0.0
squeeze	0	7	0.0
tour	2	308	0.0064516129032258064
cannon	0	2	0.0
rune	0	1	0.0
roamed	0	1	0.0
complete	21	558	0.03626943005181347
steering	0	3	0.0
stares	0	1	0.0
picking	1	31	0.03125
earthly	0	1	0.0
ebony	0	6	0.0
wool	1	52	0.018867924528301886
necessarily	4	26	0.13333333333333333
colleen	0	4	0.0
calculation	0	21	0.0
showcase	0	8	0.0
specify	0	16	0.0
psychologists	2	5	0.2857142857142857
coffers	0	1	0.0
rooftops	0	7	0.0
sanders	0	1	0.0
materialism	0	1	0.0
wale	0	1	0.0
undercover	1	18	0.05263157894736842
caste	0	1	0.0
interface	1	11	0.08333333333333333
infection	9	229	0.037815126050420166
ashy	0	1	0.0
overly	0	4	0.0
suspension	0	3	0.0
interpreting	0	3	0.0
lovers	2	115	0.017094017094017096
avatar	0	7	0.0
govern	0	7	0.0
combination	7	119	0.05555555555555555
mangy	0	1	0.0
betrayals	1	1	0.5
posts	0	10	0.0
railways	0	7	0.0
familiars	0	4	0.0
incidences	0	1	0.0
recovered	1	32	0.030303030303030304
steadied	0	1	0.0
shifts	0	23	0.0
volcano	3	24	0.1111111111111111
broker	0	40	0.0
paps	0	3	0.0
canton	0	1	0.0
policies	1	114	0.008695652173913044
refill	2	6	0.25
bra	0	5	0.0
landowner	0	2	0.0
negotiated	2	10	0.16666666666666666
improving	4	224	0.017543859649122806
aspirants	0	2	0.0
opposing	0	33	0.0
specialty	5	41	0.10869565217391304
confirms	2	10	0.16666666666666666
paying	2	431	0.004618937644341801
remark	0	21	0.0
weeded	0	1	0.0
sensation	0	33	0.0
equations	0	1	0.0
shipwrecks	0	1	0.0
sequences	0	2	0.0
vomit	0	17	0.0
postpone	2	19	0.09523809523809523
malnutrition	0	1	0.0
transition	0	10	0.0
answerable	0	1	0.0
misled	1	2	0.3333333333333333
ate	5	1106	0.004500450045004501
willow	5	508	0.009746588693957114
leader	18	908	0.019438444924406047
adverts	13	1212	0.010612244897959184
buzzing	0	1	0.0
shanks	0	1	0.0
butchery	0	1	0.0
insights	0	4	0.0
minted	0	1	0.0
asset	3	247	0.012
perfected	0	6	0.0
even	8	2347	0.003397027600849257
gaiter	0	1	0.0
uneasiness	0	1	0.0
probabilities	0	1	0.0
minute	4	120	0.03225806451612903
sufferers	1	5	0.16666666666666666
cadet	0	1	0.0
biologists	0	2	0.0
notoriety	0	2	0.0
suspects	0	14	0.0
emblem	0	1	0.0
loading	0	6	0.0
themes	1	33	0.029411764705882353
rousing	0	1	0.0
freeman	0	5	0.0
witness	0	66	0.0
irritates	0	4	0.0
sleek	0	4	0.0
palate	0	1	0.0
travels	3	156	0.018867924528301886
rickety	1	1	0.5
salted	0	11	0.0
endear	0	1	0.0
insignificantly	1	3	0.25
optimizing	0	2	0.0
family	428	21460	0.019554093567251463
fraud	0	9	0.0
juicer	0	6	0.0
envisaged	0	2	0.0
talks	2	234	0.00847457627118644
festive	1	6	0.14285714285714285
aromatic	0	4	0.0
caching	0	2	0.0
panicked	1	4	0.2
germinal	0	2	0.0
reclassify	0	1	0.0
woken	0	3	0.0
snicker	0	1	0.0
opportunists	0	1	0.0
sentiment	0	5	0.0
big	31	14514	0.002131316603643864
homonym	0	1	0.0
belch	0	1	0.0
whoever	0	27	0.0
peals	0	2	0.0
columnists	0	1	0.0
flu	15	396	0.0364963503649635
smelly	0	10	0.0
drummer	0	18	0.0
asshole	0	1	0.0
disagrees	0	5	0.0
opine	0	2	0.0
dragging	1	2	0.3333333333333333
legend	1	42	0.023255813953488372
truffle	0	1	0.0
cult	0	12	0.0
ruffles	0	1	0.0
tailor	0	13	0.0
prawn	0	4	0.0
placid	0	4	0.0
announcements	9	36	0.2
memorable	0	41	0.0
consented	0	1	0.0
methodically	0	1	0.0
cab	0	36	0.0
stroke	0	17	0.0
handbags	0	19	0.0
converged	0	1	0.0
rendering	0	3	0.0
overtaking	0	1	0.0
eyebrows	1	7	0.125
philology	0	4	0.0
wobbly	0	1	0.0
candles	0	18	0.0
moist	0	5	0.0
chaser	0	1	0.0
superconductors	0	2	0.0
tribute	0	7	0.0
cable	2	55	0.03508771929824561
posses	0	4	0.0
molten	0	1	0.0
rake	0	3	0.0
seemingly	0	7	0.0
overviews	0	1	0.0
imposes	0	1	0.0
manipulating	0	15	0.0
umbrellas	0	17	0.0
tulips	0	3	0.0
monsters	2	6	0.25
traitors	0	2	0.0
equally	6	104	0.05454545454545454
deceived	0	7	0.0
housing	1	34	0.02857142857142857
edifying	0	1	0.0
vista	0	62	0.0
simulates	0	1	0.0
underlined	0	2	0.0
carve	0	4	0.0
deceits	0	1	0.0
converting	0	8	0.0
liberal	0	7	0.0
gates	0	17	0.0
sanction	0	6	0.0
disband	0	2	0.0
packs	0	29	0.0
skilful	1	2	0.3333333333333333
apprehensive	0	3	0.0
embassy	1	21	0.045454545454545456
tony	0	220	0.0
olive	8	402	0.01951219512195122
broiler	0	2	0.0
wilderness	0	7	0.0
groundbreaking	0	1	0.0
wind	3	560	0.0053285968028419185
esteem	6	69	0.08
japan	14	1084	0.012750455373406194
pliers	0	1	0.0
canvassing	0	1	0.0
entrant	0	1	0.0
pacemakers	0	1	0.0
preserves	0	1	0.0
waffle	0	2	0.0
parties	18	158	0.10227272727272728
handcuffs	1	1	0.5
sculpting	0	1	0.0
adrift	0	2	0.0
stutterer	0	1	0.0
geothermal	1	22	0.043478260869565216
since	11	2477	0.0044212218649517685
petting	0	1	0.0
varies	0	19	0.0
carnival	12	115	0.09448818897637795
guess	10	531	0.018484288354898338
runway	3	15	0.16666666666666666
networks	3	168	0.017543859649122806
precept	0	1	0.0
decks	1	10	0.09090909090909091
marry	14	698	0.019662921348314606
ravioli	1	1	0.5
adjectives	1	9	0.1
contrasted	0	2	0.0
deference	0	2	0.0
kitchens	0	11	0.0
inpatient	1	4	0.2
pacify	0	1	0.0
polish	0	24	0.0
wharf	0	4	0.0
homeless	1	122	0.008130081300813009
addictive	0	3	0.0
momentarily	0	1	0.0
throat	53	1295	0.039317507418397624
cannibals	0	2	0.0
weirdest	0	1	0.0
representatives	3	15	0.16666666666666666
costumes	6	56	0.0967741935483871
evangelizing	0	1	0.0
wildly	1	3	0.25
constantly	4	103	0.037383177570093455
circuit	3	9	0.25
adulation	0	2	0.0
dent	0	3	0.0
warp	0	1	0.0
thorn	0	8	0.0
medics	0	5	0.0
altruistic	0	6	0.0
incontestable	0	1	0.0
invents	0	6	0.0
farce	0	3	0.0
avert	0	3	0.0
hardheaded	0	1	0.0
buss	0	5	0.0
chill	0	7	0.0
crackdown	0	1	0.0
inexhaustible	0	1	0.0
baths	0	4	0.0
net	2	455	0.00437636761487965
awarded	0	38	0.0
equals	0	18	0.0
chiefs	0	4	0.0
weapons	2	48	0.04
pickle	1	1	0.5
swapped	0	1	0.0
favor	0	72	0.0
aerial	1	3	0.25
brightness	0	6	0.0
keyboards	268	5586	0.04578066279467031
attracts	1	8	0.1111111111111111
applicable	0	21	0.0
poltergeist	0	1	0.0
towed	0	3	0.0
demotion	0	6	0.0
incompletely	0	1	0.0
milieu	0	2	0.0
indebtedness	0	1	0.0
occupied	6	34	0.15
melodramatic	0	1	0.0
absenting	0	2	0.0
happiest	3	42	0.06666666666666667
decisive	0	9	0.0
cleanliness	3	9	0.25
debug	0	2	0.0
cells	0	7	0.0
triad	0	1	0.0
belonging	0	28	0.0
invaders	0	5	0.0
glitter	0	2	0.0
cheering	1	2	0.3333333333333333
brig	0	5	0.0
transmitted	0	4	0.0
stain	0	4	0.0
moping	0	2	0.0
directors	2	79	0.024691358024691357
drilled	0	1	0.0
polices	0	19	0.0
handcraft	0	4	0.0
flight	48	1349	0.03435934144595562
celebrate	31	845	0.03538812785388128
chunks	0	2	0.0
impulses	0	3	0.0
dwell	0	1	0.0
style	22	1897	0.011464304325169358
interdependent	0	1	0.0
tuns	0	3	0.0
gipsy	0	1	0.0
sunburn	0	4	0.0
wants	10	753	0.01310615989515072
unintentionally	1	4	0.2
propriety	1	11	0.08333333333333333
proving	0	10	0.0
tabulate	0	1	0.0
stumbled	0	11	0.0
champing	0	2	0.0
deejays	0	2	0.0
steeply	0	5	0.0
respondent	0	1	0.0
donated	0	5	0.0
beech	0	6	0.0
nakedness	0	1	0.0
poisoned	0	6	0.0
volatility	0	1	0.0
blackboards	1	6	0.14285714285714285
definition	1	54	0.01818181818181818
worldly	0	2	0.0
rebels	0	3	0.0
prejudicing	0	1	0.0
embedded	1	13	0.07142857142857142
listed	2	79	0.024691358024691357
detectives	0	10	0.0
arrangements	6	34	0.15
eyelash	0	1	0.0
churches	3	18	0.14285714285714285
flashing	0	5	0.0
fermented	0	1	0.0
buts	0	4	0.0
chalet	0	4	0.0
ration	0	4	0.0
tenderly	0	3	0.0
drench	0	2	0.0
preceding	0	3	0.0
shoppers	0	23	0.0
sagacious	0	1	0.0
mom	170	2612	0.06110711718188354
rainy	112	2516	0.0426179604261796
arduous	0	5	0.0
carefulness	1	1	0.5
comports	0	1	0.0
poignancy	0	1	0.0
dumping	0	3	0.0
sportive	2	15	0.11764705882352941
learnt	4	84	0.045454545454545456
yellowish	0	4	0.0
memos	0	1	0.0
bug	1	18	0.05263157894736842
workmen	0	1	0.0
witnessed	1	51	0.019230769230769232
undamaged	0	1	0.0
filed	0	33	0.0
polished	0	4	0.0
curry	3	18	0.14285714285714285
fabricated	0	1	0.0
comet	0	5	0.0
partridge	0	1	0.0
hardly	1	133	0.007462686567164179
opinion	51	1420	0.03467029231815092
newest	0	117	0.0
mopeds	0	1	0.0
cruising	1	5	0.16666666666666666
acrobat	0	1	0.0
reforestation	0	1	0.0
force	1	127	0.0078125
experimented	0	33	0.0
incredibly	8	206	0.037383177570093455
busting	0	1	0.0
timetables	0	2	0.0
honestly	2	60	0.03225806451612903
due	2	924	0.0021598272138228943
clarity	0	2	0.0
deducted	1	2	0.3333333333333333
pretends	0	7	0.0
spaghetti	18	50	0.2647058823529412
metallic	7	9	0.4375
lithe	0	3	0.0
singular	0	11	0.0
button	24	123	0.16326530612244897
coached	0	3	0.0
addressee	0	2	0.0
ignition	0	1	0.0
blamed	0	9	0.0
thin	19	2310	0.008158007728638901
sales	46	6109	0.007473598700243705
mosquitos	0	2	0.0
encouragements	0	2	0.0
ids	0	2	0.0
recharge	0	7	0.0
defensive	0	1	0.0
installment	1	16	0.058823529411764705
responsible	177	1135	0.13490853658536586
genre	6	32	0.15789473684210525
disks	0	7	0.0
retirees	0	1	0.0
fiftieth	0	1	0.0
prioritize	1	9	0.1
tragedy	1	38	0.02564102564102564
marrow	0	8	0.0
pregnancy	6	96	0.058823529411764705
removers	0	2	0.0
fooled	0	2	0.0
mentor	2	12	0.14285714285714285
ascribed	0	1	0.0
lukewarm	0	2	0.0
aforesaid	0	2	0.0
macaroni	1	4	0.2
remunerative	0	1	0.0
bulldozer	0	2	0.0
hedges	1	3	0.25
solved	3	90	0.03225806451612903
ape	0	3	0.0
acorn	0	4	0.0
trumpet	9	22	0.2903225806451613
sticks	0	16	0.0
cooks	2	56	0.034482758620689655
singularities	0	1	0.0
drip	0	1	0.0
creepy	0	2	0.0
foxy	0	1	0.0
monotone	0	1	0.0
firefighting	0	1	0.0
headhunters	0	6	0.0
modal	0	2	0.0
marquess	0	2	0.0
saving	2	302	0.006578947368421052
impulse	0	16	0.0
scrap	0	5	0.0
bogus	0	1	0.0
side	2	1068	0.001869158878504673
portrays	0	9	0.0
authorization	3	8	0.2727272727272727
cleans	0	67	0.0
statistic	0	28	0.0
resorting	0	1	0.0
infringe	0	1	0.0
singer	2	584	0.0034129692832764505
adman	0	7	0.0
nickname	3	23	0.11538461538461539
rightly	1	3	0.25
wimpy	0	3	0.0
caveats	0	1	0.0
browsing	1	9	0.1
implicated	0	2	0.0
battled	0	2	0.0
down	49	8802	0.005536097616088578
hire	6	374	0.015789473684210527
match	9	360	0.024390243902439025
enumerated	0	2	0.0
across	9	238	0.03643724696356275
dishonor	0	1	0.0
worsen	0	4	0.0
pavement	0	1	0.0
deal	4	772	0.005154639175257732
notorious	0	3	0.0
participle	0	1	0.0
substantive	0	1	0.0
drift	0	17	0.0
entails	0	2	0.0
erasers	3	12	0.2
intervene	0	5	0.0
noticeably	0	2	0.0
fink	0	6	0.0
warlords	0	1	0.0
tails	0	60	0.0
droop	0	1	0.0
historically	0	5	0.0
leather	5	309	0.01592356687898089
employing	0	2	0.0
contagion	0	4	0.0
scandal	3	136	0.02158273381294964
reasonable	4	95	0.04040404040404041
marginal	0	1	0.0
above	9	630	0.014084507042253521
amelioration	0	2	0.0
protector	1	3	0.25
fields	3	91	0.031914893617021274
economically	0	6	0.0
visible	0	19	0.0
reorganized	0	2	0.0
excavator	0	1	0.0
maim	0	2	0.0
whits	0	1	0.0
cardinal	0	2	0.0
atmosphere	12	168	0.06666666666666667
hamburger	17	56	0.2328767123287671
fared	0	1	0.0
serviceman	0	2	0.0
shaken	2	4	0.3333333333333333
reap	0	6	0.0
sliver	0	1	0.0
shied	0	1	0.0
punctured	0	2	0.0
keels	0	1	0.0
highlighted	0	19	0.0
taped	0	2	0.0
rummaging	0	2	0.0
phobias	2	30	0.0625
slack	0	4	0.0
dissipating	0	2	0.0
zodiac	0	1	0.0
cluttering	0	8	0.0
