ori_sentiment,tweet_text,sentiment,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
shame,"I had been rude to my mother at a time when she needed comforting, not anger death of my sister.",shame,"['i', 'had', 'have', 'been', 'be', 'rude', 'to', 'my', 'mother', 'at', 'a', 'time', 'when', 'she', 'needed', 'need', 'comforting', 'not', 'anger', 'death', 'of', 'my', 'sister']",2.0,1.3849999999999998,1.0,0.6559999999999999,1.0,0.843,2.0,1.048,2.0,0.931,1.0,0.578,3.0,1.32,1.0,0.703,anger,2.0,1.3849999999999998
guilt,Guilt because I had not written to my sister for months before she died.,guilt,"['guilt', 'because', 'i', 'had', 'have', 'not', 'written', 'write', 'to', 'my', 'sister', 'for', 'months', 'month', 'before', 'she', 'died', 'die']",0.0,0.0,1.0,0.38299999999999995,1.0,0.7659999999999999,0.0,0.0,3.0,2.429,0.0,0.0,0.0,0.0,0.0,0.0,sadness,3.0,2.429
joy,My current lover and I had been very busy with work and study and had not had time alone together for almost a month until one afternoon recently when we made love for hours and then showered and ate together.,joy,"['my', 'current', 'lover', 'and', 'i', 'had', 'have', 'been', 'be', 'very', 'busy', 'with', 'work', 'and', 'study', 'and', 'had', 'have', 'not', 'had', 'have', 'time', 'alone', 'together', 'for', 'almost', 'a', 'month', 'until', 'one', 'afternoon', 'recently', 'when', 'we', 'made', 'make', 'love', 'for', 'hours', 'hour', 'and', 'then', 'showered', 'shower', 'and', 'ate', 'eat', 'together']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.941,1.0,0.6,0.0,0.0,2.0,1.078,2.0,1.235,joy,3.0,1.941
fear,A workmate and I had been antagonistic with each other for some weeks he had reacted violently to my criticisms of his work standards.,fear,"['a', 'workmate', 'and', 'i', 'had', 'have', 'been', 'be', 'antagonistic', 'with', 'each', 'other', 'for', 'some', 'weeks', 'week', 'he', 'had', 'have', 'reacted', 'react', 'violently', 'to', 'my', 'criticisms', 'criticism', 'of', 'his', 'he', 'work', 'standards', 'standard']",4.0,2.15,2.0,1.086,2.0,1.0779999999999998,0.0,0.0,2.0,1.203,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,anger,4.0,2.15
anger,"I had been having a heated argument with a lover whose intention was that we should marry in the near future and was rejected by her when I started to cry. When I stopped crying for a moment she said ""There, have you got it all out now ?"".",anger,"['i', 'had', 'have', 'been', 'be', 'having', 'have', 'a', 'heated', 'heat', 'argument', 'with', 'a', 'lover', 'whose', 'intention', 'was', 'be', 'that', 'we', 'should', 'marry', 'in', 'the', 'near', 'future', 'and', 'was', 'be', 'rejected', 'reject', 'by', 'her', 'she', 'when', 'i', 'started', 'start', 'to', 'cry', 'when', 'i', 'stopped', 'stop', 'crying', 'cry', 'for', 'a', 'moment', 'she', 'said', 'say', 'there', 'have', 'you', 'got', 'get', 'it', 'all', 'out', 'now']",3.0,1.5899999999999999,0.0,0.0,2.0,0.516,2.0,1.395,4.0,2.79,2.0,0.586,3.0,1.9060000000000001,3.0,1.298,sadness,4.0,2.79
sadness,"I was alone in my parents' house, having made plans to spend the afternoon with a lover plans which the lover cancelled, watching a movie and considering my life and circumstances pressures of examinations in particular.",sadness,"['i', 'was', 'be', 'alone', 'in', 'my', 'parents', 'parent', ""'"", ""'s"", 'house', 'having', 'have', 'made', 'make', 'plans', 'plan', 'to', 'spend', 'the', 'afternoon', 'with', 'a', 'lover', 'plans', 'plan', 'which', 'the', 'lover', 'cancelled', 'cancel', 'watching', 'watch', 'a', 'movie', 'and', 'considering', 'consider', 'my', 'life', 'and', 'circumstances', 'circumstance', 'pressures', 'pressure', 'of', 'examinations', 'examination', 'in', 'particular']",0.0,0.0,0.0,0.0,3.0,0.7669999999999999,3.0,1.282,2.0,0.834,1.0,0.32,3.0,1.655,2.0,0.8360000000000001,anticipation,3.0,1.655
disgust,I discovered some pornographic literature in a workmates drawers. The literature featured pictures of naked women defecating on one another.,disgust,"['i', 'discovered', 'discover', 'some', 'pornographic', 'literature', 'in', 'a', 'workmates', 'workmate', 'drawers', 'drawer', 'the', 'literature', 'featured', 'feature', 'pictures', 'picture', 'of', 'naked', 'women', 'woman', 'defecating', 'defecate', 'on', 'one', 'another']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
shame,"Upon returning from a journey of about two weeks duration, I found that a collection of pornographic literature had been removed from my room I had previously thought that no one was aware of the existence of this material.",shame,"['upon', 'returning', 'return', 'from', 'a', 'journey', 'of', 'about', 'two', 'weeks', 'week', 'duration', 'i', 'found', 'find', 'that', 'a', 'collection', 'of', 'pornographic', 'literature', 'had', 'have', 'been', 'be', 'removed', 'remove', 'from', 'my', 'room', 'i', 'had', 'have', 'previously', 'thought', 'think', 'that', 'no', 'one', 'was', 'be', 'aware', 'of', 'the', 'existence', 'of', 'this', 'material']",1.0,0.35100000000000003,0.0,0.0,2.0,0.38999999999999996,2.0,0.7050000000000001,1.0,0.281,0.0,0.0,2.0,1.125,1.0,0.484,anticipation,2.0,1.125
guilt,"My mother and father had forbidden me to ride my scooter on the road, and I had transgressed together with the ""wild"" kids from across the street by riding my scooter down a steep hill near our house. My mother sent the boy next door to collect me, and I was severely scolded.",guilt,"['my', 'mother', 'and', 'father', 'had', 'have', 'forbidden', 'me', 'i', 'to', 'ride', 'my', 'scooter', 'on', 'the', 'road', 'and', 'i', 'had', 'have', 'transgressed', 'transgress', 'together', 'with', 'the', 'wild', 'kids', 'kid', 'from', 'across', 'the', 'street', 'by', 'riding', 'ride', 'my', 'scooter', 'down', 'a', 'steep', 'hill', 'near', 'our', 'we', 'house', 'my', 'mother', 'sent', 'send', 'the', 'boy', 'next', 'door', 'to', 'collect', 'me', 'i', 'and', 'i', 'was', 'be', 'severely', 'scolded', 'scold']",1.0,0.515,2.0,0.414,1.0,0.45299999999999996,3.0,1.3210000000000002,3.0,0.6240000000000001,1.0,0.586,1.0,0.406,2.0,1.289,joy,3.0,1.3210000000000002
joy,Blank.,joy,['blank'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
fear,"After going through a glass door, I sustained a number of serious cuts which were gaping open.",fear,"['after', 'going', 'go', 'through', 'a', 'glass', 'door', 'i', 'sustained', 'sustain', 'a', 'number', 'of', 'serious', 'cuts', 'cut', 'which', 'were', 'be', 'gaping', 'gape', 'open']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.633,1.0,0.49200000000000005,0.0,0.0,surprise,1.0,0.633
anger,The mother of a person with whom we had been sharing a housing accused me of trying to rip her off over payment of bills in the house.,anger,"['the', 'mother', 'of', 'a', 'person', 'with', 'whom', 'we', 'had', 'have', 'been', 'be', 'sharing', 'share', 'a', 'housing', 'accused', 'accuse', 'me', 'i', 'of', 'trying', 'try', 'to', 'rip', 'her', 'she', 'off', 'over', 'payment', 'of', 'bills', 'bill', 'in', 'the', 'house']",1.0,0.6409999999999999,0.0,0.0,1.0,0.469,3.0,1.289,2.0,0.43800000000000006,0.0,0.0,2.0,0.851,2.0,1.289,joy,3.0,1.289
sadness,"Watching ""11 am"". They had a programme on the starving refugees. Their plight was a source of sadness for me.",sadness,"['watching', 'watch', '11', 'am', 'they', 'had', 'have', 'a', 'programme', 'on', 'the', 'starving', 'starve', 'refugees', 'refuge', 'their', 'they', 'plight', 'was', 'be', 'a', 'source', 'of', 'sadness', 'for', 'me', 'i']",0.0,0.0,1.0,0.375,2.0,0.704,0.0,0.0,2.0,1.485,0.0,0.0,2.0,0.984,2.0,0.781,sadness,2.0,1.485
disgust,"A girl with whom I was staying having sex with a person for about 3 nights running, and then with his brother the following night, and back again.",disgust,"['a', 'girl', 'with', 'whom', 'i', 'was', 'be', 'staying', 'stay', 'having', 'have', 'sex', 'with', 'a', 'person', 'for', 'about', '3', 'nights', 'night', 'running', 'run', 'and', 'then', 'with', 'his', 'he', 'brother', 'the', 'following', 'follow', 'night', 'and', 'back', 'again']",0.0,0.0,0.0,0.0,1.0,0.25,2.0,0.88,0.0,0.0,0.0,0.0,1.0,0.695,3.0,1.5,trust,3.0,1.5
shame,During an argument an acquaintance accused me of having insulted her parents by having had sex in their house which they overheard.,shame,"['during', 'an', 'a', 'argument', 'an', 'a', 'acquaintance', 'accused', 'accuse', 'me', 'i', 'of', 'having', 'have', 'insulted', 'insult', 'her', 'she', 'parents', 'parent', 'by', 'having', 'have', 'had', 'have', 'sex', 'in', 'their', 'they', 'house', 'which', 'they', 'overheard', 'overhear']",3.0,1.7890000000000001,1.0,0.39299999999999996,1.0,0.469,1.0,0.622,1.0,0.484,1.0,0.539,1.0,0.695,1.0,0.375,anger,3.0,1.7890000000000001
guilt,A girl whom I had not seen for a period of time told me that she had been pregnant and had an abortion I was the father.,guilt,"['a', 'girl', 'whom', 'i', 'had', 'have', 'not', 'seen', 'see', 'for', 'a', 'period', 'of', 'time', 'told', 'tell', 'me', 'i', 'that', 'she', 'had', 'have', 'been', 'be', 'pregnant', 'and', 'had', 'have', 'an', 'a', 'abortion', 'i', 'was', 'be', 'the', 'father']",0.0,0.0,1.0,0.6559999999999999,1.0,0.6409999999999999,0.0,0.0,1.0,0.7659999999999999,0.0,0.0,1.0,0.516,1.0,0.586,sadness,1.0,0.7659999999999999
joy,When my boyfriend last told me he loved me after I gave him an impulsive kiss.,joy,"['when', 'my', 'boyfriend', 'last', 'told', 'tell', 'me', 'i', 'he', 'loved', 'love', 'me', 'i', 'after', 'i', 'gave', 'give', 'him', 'he', 'an', 'a', 'impulsive', 'kiss']",0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7769999999999997,0.0,0.0,1.0,0.312,1.0,0.711,1.0,0.758,joy,4.0,2.7769999999999997
fear,"When my boyfriend was leaving to go home one night, I had a very deep sense of uneasiness and an unwarranted fear that I would not see him again.",fear,"['when', 'my', 'boyfriend', 'was', 'be', 'leaving', 'leave', 'to', 'go', 'home', 'one', 'night', 'i', 'had', 'have', 'a', 'very', 'deep', 'sense', 'of', 'uneasiness', 'and', 'an', 'a', 'unwarranted', 'fear', 'that', 'i', 'would', 'not', 'see', 'him', 'he', 'again']",1.0,0.5,0.0,0.0,1.0,0.828,2.0,1.039,3.0,1.063,1.0,0.23399999999999999,1.0,0.555,0.0,0.0,sadness,3.0,1.063
anger,Anger with boyfriend is best friend for alienating me and blaming me for personality changes in my boyfriend and changes in my boyfriend is attitude to him and his obvious egoistical attitude himself in doing so. I also lost one of my best friends his girlfriend.,anger,"['anger', 'with', 'boyfriend', 'is', 'be', 'best', 'friend', 'for', 'alienating', 'alienate', 'me', 'i', 'and', 'blaming', 'blame', 'me', 'i', 'for', 'personality', 'changes', 'change', 'in', 'my', 'boyfriend', 'and', 'changes', 'change', 'in', 'my', 'boyfriend', 'is', 'be', 'attitude', 'to', 'him', 'he', 'and', 'his', 'he', 'obvious', 'egoistical', 'attitude', 'himself', 'in', 'doing', 'do', 'so', 'i', 'also', 'lost', 'lose', 'one', 'of', 'my', 'best', 'friends', 'friend', 'his', 'he', 'girlfriend']",4.0,2.041,3.0,1.0779999999999998,2.0,0.589,3.0,1.451,2.0,1.134,1.0,0.38299999999999995,0.0,0.0,2.0,1.2890000000000001,anger,4.0,2.041
sadness,Death of paternal grandmother to whom I was very close died of cancer.,sadness,"['death', 'of', 'paternal', 'grandmother', 'to', 'whom', 'i', 'was', 'be', 'very', 'close', 'died', 'die', 'of', 'cancer']",2.0,1.151,2.0,1.3900000000000001,3.0,2.437,0.0,0.0,4.0,3.469,1.0,0.578,1.0,0.39799999999999996,0.0,0.0,sadness,4.0,3.469
disgust,Disgust with oneself after being intoxicated enough to go to bed with a stranger.,disgust,"['disgust', 'with', 'oneself', 'after', 'being', 'be', 'intoxicated', 'enough', 'to', 'go', 'to', 'bed', 'with', 'a', 'stranger']",1.0,0.602,2.0,1.3130000000000002,2.0,0.859,0.0,0.0,1.0,0.531,0.0,0.0,0.0,0.0,0.0,0.0,disgust,2.0,1.3130000000000002
shame,"I feel shame every time I think of very dear friends of mine abroad who were family to me for a year, and now 2 years later, I have attempted, but have not actually gone through with corresponding with them, to express my feelings and gratitude.",shame,"['i', 'feel', 'shame', 'every', 'time', 'i', 'think', 'of', 'very', 'dear', 'friends', 'friend', 'of', 'mine', 'abroad', 'who', 'were', 'be', 'family', 'to', 'me', 'i', 'for', 'a', 'year', 'and', 'now', '2', 'years', 'year', 'later', 'i', 'have', 'attempted', 'attempt', 'but', 'have', 'not', 'actually', 'gone', 'go', 'through', 'with', 'corresponding', 'correspond', 'with', 'them', 'they', 'to', 'express', 'my', 'feelings', 'feeling', 'and', 'gratitude']",1.0,0.147,2.0,0.68,2.0,0.6719999999999999,6.0,3.041,3.0,1.2189999999999999,1.0,0.359,3.0,1.6330000000000002,3.0,1.8619999999999999,joy,6.0,3.041
guilt,"After being told that an ex-boyfriend had been hurt by my wearing something he had given me when I was with another guy. I was unaware of my actions really, as I had not considered the fact that he had given it to me, and might see me. I still respected his opinions of me.",guilt,"['after', 'being', 'be', 'told', 'tell', 'that', 'an', 'a', 'ex-boyfriend', 'had', 'have', 'been', 'be', 'hurt', 'by', 'my', 'wearing', 'wear', 'something', 'he', 'had', 'have', 'given', 'give', 'me', 'i', 'when', 'i', 'was', 'be', 'with', 'another', 'guy', 'i', 'was', 'be', 'unaware', 'of', 'my', 'actions', 'action', 'really', 'as', 'i', 'had', 'have', 'not', 'considered', 'consider', 'the', 'fact', 'that', 'he', 'had', 'have', 'given', 'give', 'it', 'to', 'me', 'i', 'and', 'might', 'see', 'me', 'i', 'i', 'still', 'respected', 'his', 'he', 'opinions', 'opinion', 'of', 'me', 'i']",1.0,0.561,0.0,0.0,1.0,0.688,0.0,0.0,1.0,0.688,0.0,0.0,0.0,0.0,3.0,1.8209999999999997,trust,3.0,1.8209999999999997
joy,When I thought that my high school love and I had a mutual emotion.,joy,"['when', 'i', 'thought', 'think', 'that', 'my', 'high', 'school', 'love', 'and', 'i', 'had', 'have', 'a', 'mutual', 'emotion']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828,0.0,0.0,0.0,0.0,1.0,0.414,2.0,1.2890000000000001,trust,2.0,1.2890000000000001
fear,I was on my surf ski. Rather large waves to strong current separated me from my ski and we both began to drift slowly actually rather quickly away to sea. The direction I was drifting in was taking me straight over a reef on which rather large sharks were constantly being caught. I was alone with no one to help me.,fear,"['i', 'was', 'be', 'on', 'my', 'surf', 'ski', 'rather', 'large', 'waves', 'wafe', 'to', 'strong', 'current', 'separated', 'separate', 'me', 'i', 'from', 'my', 'ski', 'and', 'we', 'both', 'began', 'begin', 'to', 'drift', 'slowly', 'actually', 'rather', 'quickly', 'away', 'to', 'sea', 'the', 'direction', 'i', 'was', 'be', 'drifting', 'drift', 'in', 'was', 'be', 'taking', 'take', 'me', 'i', 'straight', 'over', 'a', 'reef', 'on', 'which', 'rather', 'large', 'sharks', 'shark', 'were', 'be', 'constantly', 'being', 'be', 'caught', 'catch', 'i', 'was', 'be', 'alone', 'with', 'no', 'one', 'to', 'help', 'me', 'i']",0.0,0.0,0.0,0.0,1.0,0.203,1.0,0.266,1.0,0.6,1.0,0.32,0.0,0.0,2.0,1.179,trust,2.0,1.179
anger,I was enjoying the company of bird life while I was eating lunch in a park when a group of people began throwing sticks at some of the birds for no reason other than the satisfaction of seeing them being scared away.,anger,"['i', 'was', 'be', 'enjoying', 'enjoy', 'the', 'company', 'of', 'bird', 'life', 'while', 'i', 'was', 'be', 'eating', 'eat', 'lunch', 'in', 'a', 'park', 'when', 'a', 'group', 'of', 'people', 'began', 'begin', 'throwing', 'throw', 'sticks', 'stick', 'at', 'some', 'of', 'the', 'birds', 'bird', 'for', 'no', 'reason', 'other', 'than', 'the', 'satisfaction', 'of', 'seeing', 'see', 'them', 'they', 'being', 'be', 'scared', 'scare', 'away']",1.0,0.588,0.0,0.0,2.0,1.5780000000000003,4.0,2.673,0.0,0.0,1.0,0.797,3.0,1.633,2.0,1.0699999999999998,joy,4.0,2.673
sadness,"When I left my sister is house after staying there for a few days. She has two little boys, and they are very warm people the family. At the time, I was in need of this sort of contact, and I grew very fond of children no, i am not a paedophiliac.",sadness,"['when', 'i', 'left', 'leave', 'my', 'sister', 'is', 'be', 'house', 'after', 'staying', 'stay', 'there', 'for', 'a', 'few', 'days', 'day', 'she', 'has', 'have', 'two', 'little', 'boys', 'boy', 'and', 'they', 'are', 'be', 'very', 'warm', 'people', 'the', 'family', 'at', 'the', 'time', 'i', 'was', 'be', 'in', 'need', 'of', 'this', 'sort', 'of', 'contact', 'and', 'i', 'grew', 'grow', 'very', 'fond', 'of', 'children', 'child', 'no', 'i', 'am', 'be', 'not', 'a', 'paedophiliac']",0.0,0.0,1.0,0.11699999999999999,0.0,0.0,4.0,1.637,1.0,0.32799999999999996,1.0,0.23399999999999999,3.0,1.5940000000000003,1.0,0.49200000000000005,joy,4.0,1.637
disgust,When my father revealed inconsistent morals.,disgust,"['when', 'my', 'father', 'revealed', 'reveal', 'inconsistent', 'morals', 'moral']",2.0,0.235,1.0,0.195,0.0,0.0,1.0,0.297,0.0,0.0,1.0,0.203,1.0,0.266,3.0,2.0389999999999997,trust,3.0,2.0389999999999997
shame,When I woke up after a night of drinking I could not remember and discovered several untoward things had occurred.,shame,"['when', 'i', 'woke', 'wake', 'up', 'after', 'a', 'night', 'of', 'drinking', 'i', 'could', 'not', 'remember', 'and', 'discovered', 'discover', 'several', 'untoward', 'things', 'thing', 'had', 'have', 'occurred', 'occur']",1.0,0.39399999999999996,1.0,0.35200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.39399999999999996
guilt,Leaving home when my mother thought I had no reason to go and felt that I was rejecting her. She is a constantly depressed person a bit of a worry-wort and I felt guilty about having given her this additonal problem.,guilt,"['leaving', 'leave', 'home', 'when', 'my', 'mother', 'thought', 'think', 'i', 'had', 'have', 'no', 'reason', 'to', 'go', 'and', 'felt', 'feel', 'that', 'i', 'was', 'be', 'rejecting', 'reject', 'her', 'she', 'she', 'is', 'be', 'a', 'constantly', 'depressed', 'person', 'a', 'bit', 'of', 'a', 'worry', 'wort', 'and', 'i', 'felt', 'feel', 'guilty', 'about', 'having', 'have', 'given', 'give', 'her', 'she', 'this', 'additonal', 'problem']",3.0,1.388,0.0,0.0,4.0,1.704,2.0,0.971,8.0,3.7039999999999997,1.0,0.23399999999999999,3.0,1.312,3.0,1.547,sadness,8.0,3.7039999999999997
joy,i would just got the top mark in an exam.,joy,"['i', 'would', 'just', 'got', 'get', 'the', 'top', 'mark', 'in', 'an', 'a', 'exam']",0.0,0.0,0.0,0.0,1.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39799999999999996,1.0,0.469,trust,1.0,0.469
fear,"My brother and I were driving to Brisbane when he drove back onto the road, perhaps cutting off another car but not noticeable this driver did his best to drive us off the road for about 1/2 an hour.",fear,"['my', 'brother', 'and', 'i', 'were', 'be', 'driving', 'drive', 'to', 'brisbane', 'when', 'he', 'drove', 'drive', 'back', 'onto', 'the', 'road', 'perhaps', 'cutting', 'cut', 'off', 'another', 'car', 'but', 'not', 'noticeable', 'this', 'driver', 'did', 'do', 'his', 'he', 'best', 'to', 'drive', 'us', 'we', 'off', 'the', 'road', 'for', 'about', '1', '2', 'an', 'a', 'hour']",1.0,0.485,1.0,0.35200000000000004,1.0,0.484,0.0,0.0,1.0,0.42200000000000004,0.0,0.0,0.0,0.0,1.0,0.648,trust,1.0,0.648
anger,"I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed the keeper made sarcastic remarks to others about people using him to cash notes.",anger,"['i', 'was', 'be', 'at', 'the', 'corner', 'shop', 'which', 'i', 'patronise', 'regularly', 'i', 'had', 'have', 'only', 'a', '50', 'note', 'and', 'i', 'purchased', 'purchase', 'about', '3', 'worth', 'of', 'goods', 'that', 'i', 'really', 'needed', 'need', 'the', 'keeper', 'made', 'make', 'sarcastic', 'remarks', 'remark', 'to', 'others', 'other', 'about', 'people', 'using', 'use', 'him', 'he', 'to', 'cash', 'notes', 'note']",1.0,0.039,0.0,0.0,1.0,0.062,1.0,0.406,0.0,0.0,0.0,0.0,1.0,0.469,1.0,0.414,anticipation,1.0,0.469
sadness,"My mother died of cancer after a 4 year illness I think the most pregnant moment of sadness was the next morning, just as the sun rose.",sadness,"['my', 'mother', 'died', 'die', 'of', 'cancer', 'after', 'a', '4', 'year', 'illness', 'i', 'think', 'the', 'most', 'pregnant', 'moment', 'of', 'sadness', 'was', 'be', 'the', 'next', 'morning', 'just', 'as', 'the', 'sun', 'rose', 'rise']",1.0,0.5770000000000001,1.0,0.7340000000000001,3.0,2.203,3.0,0.928,6.0,4.122,1.0,0.172,2.0,0.851,3.0,1.391,sadness,6.0,4.122
disgust,A lecturer in great detail spoke about his sexual experiences.,disgust,"['a', 'lecturer', 'in', 'great', 'detail', 'spoke', 'speak', 'about', 'his', 'he', 'sexual', 'experiences', 'experience']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.375
shame,I was walking outside the union refec after rain when I tripped and fell.,shame,"['i', 'was', 'be', 'walking', 'walk', 'outside', 'the', 'union', 'refec', 'after', 'rain', 'when', 'i', 'tripped', 'trip', 'and', 'fell', 'fall']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.188,3.0,1.034,1.0,0.281,0.0,0.0,0.0,0.0,sadness,3.0,1.034
guilt,I stole 5c from my mother is purse for a choo-choo bar I was 6.,guilt,"['i', 'stole', 'steal', '5', 'c', 'from', 'my', 'mother', 'is', 'be', 'purse', 'for', 'a', 'choo', 'choo', 'bar', 'i', 'was', 'be', '6']",1.0,0.469,0.0,0.0,1.0,0.42200000000000004,1.0,0.41200000000000003,2.0,0.6719999999999999,0.0,0.0,1.0,0.406,1.0,0.703,trust,1.0,0.703
joy,"On a sailing boat at night, under a full moon, listening to Pink Floyd, drinking good wine, with good company, the boat being steered by autopilot, and a full eclipse of the moon.",joy,"['on', 'a', 'sailing', 'boat', 'at', 'night', 'under', 'a', 'full', 'moon', 'listening', 'listen', 'to', 'pink', 'floyd', 'drinking', 'drink', 'good', 'wine', 'with', 'good', 'company', 'the', 'boat', 'being', 'be', 'steered', 'steer', 'by', 'autopilot', 'and', 'a', 'full', 'eclipse', 'of', 'the', 'moon']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0470000000000002,0.0,0.0,1.0,0.21899999999999997,1.0,0.38299999999999995,1.0,0.617,joy,3.0,1.0470000000000002
fear,Fear of sexual overtures from a close relative in the family.,fear,"['fear', 'of', 'sexual', 'overtures', 'overture', 'from', 'a', 'close', 'relative', 'in', 'the', 'family']",1.0,0.5,0.0,0.0,1.0,0.828,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.461,1.0,0.57,fear,1.0,0.828
anger,When my rights to use a shared house had been usurped by co-owners out of pure selfishness.,anger,"['when', 'my', 'rights', 'to', 'use', 'a', 'shared', 'share', 'house', 'had', 'have', 'been', 'be', 'usurped', 'usurp', 'by', 'co-owners', 'co-owner', 'out', 'of', 'pure', 'selfishness']",3.0,1.407,0.0,0.0,1.0,0.42200000000000004,2.0,0.8019999999999999,0.0,0.0,0.0,0.0,1.0,0.445,1.0,0.586,anger,3.0,1.407
sadness,At rejection / being ignored by a loved person held in great esteem.,sadness,"['at', 'rejection', 'being', 'be', 'ignored', 'ignore', 'by', 'a', 'loved', 'love', 'person', 'held', 'hold', 'in', 'great', 'esteem']",1.0,0.426,1.0,0.508,1.0,0.5329999999999999,3.0,2.126,2.0,0.734,0.0,0.0,0.0,0.0,3.0,1.7189999999999999,joy,3.0,2.126
disgust,"Viewing the nuclear war film ""Threads"".",disgust,"['viewing', 'view', 'the', 'nuclear', 'war', 'film', 'threads', 'thread']",0.0,0.0,0.0,0.0,1.0,0.9420000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.9420000000000001
shame,"Following heavy stirring / ridiculing a close friend who was very vulnerable to such attack inspiring fierce, defensive counter-attack.",shame,"['following', 'follow', 'heavy', 'stirring', 'ridiculing', 'ridicule', 'a', 'close', 'friend', 'who', 'was', 'be', 'very', 'vulnerable', 'to', 'such', 'attack', 'inspiring', 'fierce', 'defensive', 'counter', 'attack']",3.0,2.199,2.0,0.907,2.0,1.266,1.0,0.47100000000000003,1.0,0.518,0.0,0.0,0.0,0.0,3.0,1.586,anger,3.0,2.199
guilt,"Guilt at having pressed another person to expose/explore his personal weaknesses/faults, to the extent that the other person was made to feel terrible/defensive.",guilt,"['guilt', 'at', 'having', 'have', 'pressed', 'press', 'another', 'person', 'to', 'expose', 'explore', 'his', 'he', 'personal', 'weaknesses', 'weakness', 'faults', 'fault', 'to', 'the', 'extent', 'that', 'the', 'other', 'person', 'was', 'be', 'made', 'make', 'to', 'feel', 'terrible', 'defensive']",1.0,0.688,2.0,0.9450000000000001,2.0,0.969,0.0,0.0,4.0,2.25,0.0,0.0,2.0,1.2570000000000001,4.0,1.173,sadness,4.0,2.25
joy,Family member survived an operation.,joy,"['family', 'member', 'survived', 'survive', 'an', 'a', 'operation']",0.0,0.0,0.0,0.0,1.0,0.266,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.445,joy,1.0,0.5
fear,I was walking to my car at night and thought that I was being followed.,fear,"['i', 'was', 'be', 'walking', 'walk', 'to', 'my', 'car', 'at', 'night', 'and', 'thought', 'think', 'that', 'i', 'was', 'be', 'being', 'be', 'followed', 'follow']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.188,0.0,0.0,0.0,0.0,1.0,0.414,1.0,0.47700000000000004,trust,1.0,0.47700000000000004
anger,I walked in on a teenage patient of mine I work in a hospital as he was going through my office drawers and he had removed money from my purse.,anger,"['i', 'walked', 'walk', 'in', 'on', 'a', 'teenage', 'patient', 'of', 'mine', 'i', 'work', 'in', 'a', 'hospital', 'as', 'he', 'was', 'be', 'going', 'go', 'through', 'my', 'office', 'drawers', 'drawer', 'and', 'he', 'had', 'have', 'removed', 'remove', 'money', 'from', 'my', 'purse']",2.0,0.42500000000000004,0.0,0.0,2.0,0.8119999999999999,3.0,1.014,2.0,0.765,1.0,0.203,2.0,0.9139999999999999,2.0,0.89,joy,3.0,1.014
sadness,Death of grandmother.,sadness,"['death', 'of', 'grandmother']",1.0,0.574,1.0,0.6559999999999999,1.0,0.843,0.0,0.0,1.0,0.915,1.0,0.578,1.0,0.39799999999999996,0.0,0.0,sadness,1.0,0.915
disgust,When I became aware that an acquaintance had stolen from friends.,disgust,"['when', 'i', 'became', 'become', 'aware', 'that', 'an', 'a', 'acquaintance', 'had', 'have', 'stolen', 'steal', 'from', 'friends', 'friend']",2.0,1.0150000000000001,0.0,0.0,1.0,0.42200000000000004,2.0,0.9710000000000001,1.0,0.6559999999999999,0.0,0.0,0.0,0.0,1.0,0.75,anger,2.0,1.0150000000000001
shame,Caught cheating on a diet.,shame,"['caught', 'catch', 'cheating', 'cheat', 'on', 'a', 'diet']",1.0,0.63,1.0,0.508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,anger,1.0,0.63
