Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute,anger,0.5,anger,"['boys', 'dm', 'me', 'pictures', 'of', 'your', 'cocks', 'the', 'best', 'one', 'will', 'get', 'uploaded', 'smiling', 'face', '️', 'sweat', 'droplets', 'sweat_droplets', 'cumtribute', 'dm', 'snap', 'snapchat', 'snapme', 'nudes', 'dickpic', 'cocktribute']","['boy', 'dm', ""me'"", 'picture', 'of', 'you', 'cock', ""the'"", 'best', 'one', 'will', 'get', 'upload', 'smile', 'face', '️', 'sweat', 'droplet', 'sweat_droplet', 'cumtribute', 'dm', 'snap', 'snapchat', 'snapme', 'nude', 'dickpic', 'cocktribute']"
@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league,anger,0.45799999999999996,anger,"['offense', 'can', 'not', 'score', '3', 'redzone', 'trips', 'no', 'points', 'n', 'lbs', 'can', 'not', 'pull', 'flags', 'n', 'i', 'missed', 'a', 'flag', 'that', 'lead', 'to', 'a', 'td', 'dat', 'took', 'da', 'league']","['offense', 'can', 'not', 'score', '3', 'redzone', 'trip', ""no'"", 'point', 'and', 'lb', 'can', 'not', 'pull', 'flag', 'and', ""i'"", 'miss', 'a', 'flag', 'that', 'lead', ""to'"", 'a', ""td'"", 'that', 'take', ""da'"", 'league']"
"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",anger,0.33299999999999996,anger,"['my', 'leg', 'feels', 'like', 'it', 'is', 'gon', 'na', 'burst', 'yet', 'i', 'am', 'still', 'expected', 'to', 'go', 'into', 'work']","[""leg'"", 'feel', 'like', 'it', 'be', 'go', ""na'"", 'burst', 'yet', ""i'"", 'be', 'still', 'expect', ""to'"", 'go', 'into', 'work']"
@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton,anger,0.479,anger,"['no', 'tyson', 'fury', 'beat', 'the', 'man', 'who', 'been', 'at', 'top', 'for', 'years', 'danny', 'garcia', 'should', 'be', 'above', 'bradley', 'pacquaio', 'frampton']","[""no'"", 'tyson', 'fury', 'beat', ""the'"", 'man', ""who'"", 'be', 'at', 'top', 'for', 'year', 'danny', 'garcia', 'should', ""be'"", 'above', 'bradley', 'pacquaio', 'frampton']"
Like he really just fucking asked me that. #offended,anger,0.75,anger,"['like', 'he', 'really', 'just', 'fucking', 'asked', 'me', 'that', 'offended']","['like', 'he', 'really', 'just', 'fuck', 'ask', ""me'"", 'that', 'offend']"
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! ,anger,0.33299999999999996,anger,"['go', 'jags', 'leopard', 'i', 'think', 'we', 'have', 'a', 'good', 'shot', 'of', 'beating', 'deep', 'run', 'tomorrow']","[""go'"", 'jag', 'leopard', ""i'"", 'think', ""we'"", 'have', ""a'"", 'good', 'shot', 'of', 'beating', 'deep', 'run', 'tomorrow']"
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense,anger,0.354,anger,"['he', 'is', 'mixing', 'it', 'up', 'pretty', 'well', '..using', 'that', 'slider', 'pretty', 'affective', 'so', 'far', 'thebabybombers', 'yankees', 'offense']","[""'he"", 'be', 'mixing', 'it', 'up', 'pretty', 'well', ""'..use"", 'that', 'slider', 'pretty', 'affective', 'so', 'far', 'thebabybomber', 'yankee', 'offense']"
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger,0.604,anger,"['how', 'can', 'i', 'tell', 'happy', 'anniversary', 'when', 'u', 'are', 'not', 'happy', 'bitter', 'ampalaya', 'paitpaitanangpeg']","['how', 'can', ""i'"", 'tell', 'happy', 'anniversary', 'when', ""u'"", 'be', 'not', 'happy', 'bitter', 'ampalaya', 'paitpaitanangpeg']"
@HuffPostUK  NO greater wrath than a woman scorned.,anger,0.45799999999999996,anger,"['no', 'greater', 'wrath', 'than', 'a', 'woman', 'scorned']","[""no'"", 'greater', 'wrath', 'than', 'a', 'woman', 'scorn']"
What a fucking muppet.  @jRwild1  #stalker.,anger,0.792,anger,"['what', 'a', 'fucking', 'muppet', 'stalker']","['what', ""a'"", 'fuck', 'muppet', 'stalker']"
You ever just find that the people around you really irritate you sometimes? That's me right now 😒,anger,0.792,anger,"['you', 'ever', 'just', 'find', 'that', 'the', 'people', 'around', 'you', 'really', 'irritate', 'you', 'sometimes', 'that', 'is', 'me', 'right', 'now', 'unamused', 'face']","['you', 'ever', 'just', 'find', 'that', ""tha'"", 'people', 'around', 'you', 'really', 'irritate', 'you', 'sometimes', 'that', 'be', 'i', 'right', 'now', 'unamused', 'face']"
Nothing is more relentless than a dog begging for food,anger,0.479,anger,"['nothing', 'is', 'more', 'relentless', 'than', 'a', 'dog', 'begging', 'for', 'food']","['nothing', 'be', 'more', 'relentless', 'than', 'a', 'dog', 'beg', 'for', 'food']"
I swear if @devincameron23 blocks me I'm going to hit her back ,anger,0.708,anger,"['i', 'swear', 'if', 'blocks', 'me', 'i', 'am', 'going', 'to', 'hit', 'her', 'back']","['i', 'swear', 'if', 'block', ""me'"", ""i'"", 'be', 'go', ""to'"", 'hit', 'she', 'back']"
I bet @mmunro91 is fuming with our draw 👀,anger,0.583,anger,"['i', 'bet', 'is', 'fuming', 'with', 'our', 'draw', 'eyes']","['i', 'bet', 'be', 'fume', 'with', 'we', 'draw', 'eye']"
So angry I wanna cry😢😢😢,anger,0.75,anger,"['so', 'angry', 'i', 'wan', 'na', 'cry', 'crying', 'face', 'crying', 'face', 'crying', 'face']","['angry', ""i'"", 'want', ""na'"", 'cry', 'crying', 'face', 'crying', 'face', 'crying', 'face']"
@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!,anger,0.358,anger,"['i', 'involuntarily', 'smile', 'when', 'you', 'frown', 'in', 'photos', 'and', 'giggle', 'how', 'annoying']","[""'i"", 'involuntarily', 'smile', 'when', 'you', 'fry', 'in', 'photo', 'and', 'giggle', 'how', 'annoying']"
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,anger,0.708,anger,"['something', 'needs', 'to', 'be', 'done', 'about', 'people', 'hogging', 'machines', 'nobody', 'can', 'use', '3', 'machines', 'at', 'one', 'time', 'notfair']","['something', 'need', ""to'"", ""be'"", 'do', 'about', 'people', 'hog', 'machine', 'nobody', 'can', 'use', '3', 'machine', 'at', 'one', 'time', 'notfair']"
Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,anger,0.484,anger,"['ok', 'but', 'i', 'just', 'got', 'called', 'a', 'white', 'devil', 'on', 'the', 'train', 'and', 'i', 'did', 'nt', 'know', 'whether', 'to', 'laugh', 'or', 'be', 'offended']","[""'ok"", 'but', ""i'"", 'just', 'get', 'call', 'a', 'white', 'devil', 'of', 'and', ""the'"", 'train', 'and', 'i', 'do', 'not', 'know', 'whether', ""to'"", 'laugh', 'or', ""be'"", 'offend']"
I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.,anger,0.33299999999999996,anger,"['i', 'am', 'deleting', 'all', 'these', 'social', 'media', 'apps', 'off', 'my', 'phone', 'i', 'might', 'keep', 'snap', 'chat', 'and', 'insta', 'but', 'i', 'will', 'never', 'be', 'on', 'it']","[""'i"", 'be', 'delete', 'all', 'these', 'social', 'media', 'app', 'off', 'my', 'phone', ""i'"", 'might', 'keep', 'snap', 'chat', 'and', 'insta', 'but', ""i'"", 'will', 'never', ""be'"", 'of', 'and', 'it']"
Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting,anger,0.41700000000000004,anger,"['argh', 'a', 'big', 'wasp', 'buzzing', 'between', 'my', 'blinds', 'and', 'my', 'window', 'halp', 'wasp', 'evil', 'buzz', 'sting']","['argh', ""a'"", 'big', 'wasp', 'buzzing', 'between', 'my', 'blind', 'and', 'my', 'window', 'halp', 'wasp', 'evil', 'buzz', 'sting']"
"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",anger,0.24100000000000002,anger,"['kik', 'to', 'trade', 'have', 'fun', 'or', 'a', 'conversation', 'kik', 'youraffair', 'kik', 'kikme', 'messageme', 'textme', 'pics', 'trade', 'tradepics', 'dm', 'bored']","['kik', ""to'"", 'trade', 'have', 'fun', 'or', ""a'"", 'conversation', 'kik', 'youraffair', 'kik', 'kikme', 'messageme', 'textme', 'pic', 'trade', 'tradepic', 'dm', 'bored']"
@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),anger,0.542,anger,"['maybe', 'do', 'not', 'provoke', 'him', 'in', 'the', 'future', 'if', 'you', 'do', 'not', 'want', 'to', 'run', 'the', 'risk', 'of', 'him', 'punching', 'your', 'board']","['maybe', ""do'"", 'not', 'provoke', 'he', 'in', ""the'"", 'future', 'if', 'you', ""do'"", 'not', 'want', ""to'"", 'run', ""the'"", 'risk', 'of', 'he', 'punching', 'you', 'board']"
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck,anger,0.917,anger,"['stupid', 'people', 'piss', 'me', 'off', 'busted', 'my', 'ass', 'and', 'my', 'coworker', 'takes', 'off', 'with', 'all', 'the', 'tips', 'thnx', 'for', 'nothing', 'angry', 'thatsmyluck']","[""'stupid"", 'people', 'piss', 'i', 'off', 'bust', 'my', 'ass', 'and', 'my', 'coworker', 'take', 'off', 'with', 'all', ""the'"", 'tip', 'thnx', 'for', 'nothing', 'angry', 'thatsmyluck']"
#burning the last of @Yan,anger,0.35600000000000004,anger,"['burning', 'the', 'last', 'of']","['burn', ""the'"", 'last', 'of']"
Why is it always me picking up the pieces :/ #angry,anger,0.812,anger,"['why', 'is', 'it', 'always', 'me', 'picking', 'up', 'the', 'pieces', 'angry']","['why', 'be', 'it', 'always', ""mee'"", 'pick', 'up', ""the'"", 'piece', 'angry']"
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,anger,0.604,anger,"['karev', 'better', 'not', 'be', 'out', 'or', 'i', 'am', 'seriously', 'done', 'done', 'with', 'unfair', 'ugh']","['karev', 'better', 'not', ""be'"", 'out', 'or', ""i'"", 'am', 'seriously', 'do', 'do', 'with', 'unfair', 'ugh']"
"The bitter the battle, the sweeter the victory...",anger,0.396,anger,"['the', 'bitter', 'the', 'battle', 'the', 'sweeter', 'the', 'victory']","[""the'"", 'bitter', ""the'"", 'battle', ""the'"", 'sweeter', ""the'"", 'victory']"
someone kik me @ montanashay_ \n #kikme ,anger,0.312,anger,"['someone', 'kik', 'me', '@', 'montanashay', '\\n', 'kikme']","['someone', 'kik', ""me'"", '@', 'montanashay', '\\\\n', 'kikme']"
"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",anger,0.521,anger,"['i', 'do', 'not', 'offend', 'your', 'faith', 'unless', '1', 'persecutes', 'me', 'treat', 'me', 'like', 'a', 'dog', 'disrespect', 'me', 'and', 'even', 'so']","['i', ""do'"", 'not', 'offend', 'you', 'faith', 'unless', '1', 'persecute', ""me'"", 'treat', ""me'"", 'like', 'a', 'dog', 'disrespect', ""me'"", 'and', 'even', 'so']"
pray for my boy huff,anger,0.20800000000000002,anger,"['pray', 'for', 'my', 'boy', 'huff']","['pray', 'for', 'my', 'boy', 'huff']"
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser,anger,0.6459999999999999,anger,"['if', 'he', 'can', 'not', 'come', 'to', 'my', 'mum', ""'a"", '60th', 'after', '25', 'k', 'tweets', 'then', 'why', 'should', 'i', 'see_no_evil', 'monkey', 'soreloser']","['if', 'he', 'can', 'not', 'come', ""to'"", 'my', 'mum', 'a', '60th', 'after', '25', ""k'"", 'tweet', 'then', 'why', 'should', ""i'"", 'see_no_evil', 'monkey', 'soreloser']"
"Okay you've annoyed me, you haven't done a good job there at all. ",anger,0.792,anger,"['okay', 'you', 'have', 'annoyed', 'me', 'you', 'have', 'not', 'done', 'a', 'good', 'job', 'there', 'at', 'all']","[""'okay"", 'you', 'have', 'annoyed', ""me'"", 'you', 'have', 'not', 'do', 'a', 'good', 'job', 'there', 'at', 'all']"
and apparently he's supposed to have a Scottish accent??? I'm ,anger,0.375,anger,"['and', 'apparently', 'he', 'is', 'supposed', 'to', 'have', 'a', 'scottish', 'accent', 'i', 'am']","['and', 'apparently', ""he'"", 'be', 'suppose', ""to'"", 'have', ""a'"", 'scottish', 'accent', 'i', 'am']"
one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up,anger,0.33299999999999996,anger,"['one', 'of', 'the', 'main', 'things', 'i', 'm', 'doing', 'w/', '13', 'c', 'is', 'filling', 'in', 'the', 'void', 'of', 'my', 'empty', 'bitter', 'heart', 'by', 'making', 'everything', 'how', 'i', 'wanted', 'it', 'to', 'be', 'growing', 'up']","[""'one"", 'of', ""the'"", 'main', 'thing', ""i'"", 'm', 'do', 'with', '13', 'c', 'be', 'fill', 'in', ""the'"", 'void', 'of', 'my', 'empty', 'bitter', 'heart', 'by', 'make', 'everything', ""how'"", ""i'"", 'want', 'it', 'to', ""be'"", 'grow', 'up']"
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger,0.6459999999999999,anger,"['can', 'you', 'please', 'not', 'have', 'canadian', 'players', 'play', 'us', 'players', 'that', 'lag', 'is', 'atrocious', 'fixthisgame', 'trash', 'sfvrefund']","['can', 'you', 'please', 'not', 'have', 'canadian', 'player', 'play', 'we', 'player', 'that', 'lag', 'be', 'atrocious', 'fixthisgame', 'trash', 'sfvrefund']"
"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562,anger,"['yeah', 'i', 'have', 'only', 'seen', 'that', 'floated', 'online', 'as', 'a', 'theory', 'it', 'was', 'probably', 'made', 'up', 'by', 'a', 'bitter', 'stan', 'i', 'ignore', 'pets', 'v', 'vets', 'crap', 'too']","['yeah', ""i'"", 'have', 'only', 'see', 'that', 'float', 'online', 'as', 'a', 'theory', 'it', 'be', 'probably', 'make', 'up', 'by', 'a', 'bitter', 'stan', ""i'"", 'ignore', 'pet', ""v'"", 'vet', 'crap', 'too']"
"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain.",anger,0.45799999999999996,anger,"['just', 'curious', 'as', 'to', 'what', 'you', 'mean', 'no', 'rush', 'no', 'animosity', 'no', 'disdain']","['just', 'curious', 'as', 'to', 'what', 'you', 'mean', ""no'"", 'rush', ""no'"", 'animosity', 'no', 'disdain']"
At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily,anger,0.7709999999999999,anger,"['at', 'work', 'yesterday', 'some', 'old', 'cunt', 'couple', 'told', 'me', 'their', 'coffees', 'were', 'cold', 'and', 'wanted', 'a', 'refund', 'so', 'i', 'put', 'my', 'finger', 'in', 'it', 'front', 'of', 'them', 'angrily']","[""'at"", 'work', 'yesterday', 'some', 'old', 'cunt', 'couple', 'tell', ""me'"", 'they', 'coffee', 'be', 'cold', 'and', 'want', 'a', 'refund', ""so'"", 'i', 'put', 'my', 'finger', 'in', 'it', 'front', 'of', 'they', 'angrily']"
"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...",anger,0.688,anger,"['oh', 'you', 'insult', 'me', 'what', 'you', 'think', 'just', 'because', 'i', 'look', 'like', 'this', 'i', 'am', 'psycho', 'i', 'am', 'more', 'sane', 'than', 'most', 'gotham', 'freaks']","[""'oh'"", 'you', 'insult', ""me'"", 'what', 'you', 'think', 'just', 'because', ""i'"", 'look', 'like', 'this', ""i'"", 'be', 'psycho', 'i', 'be', 'more', 'sane', 'than', 'most', 'gotham', 'freak']"
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562,anger,"['it', 'is', 'eye', 'for', 'eye', 'indian', 'army', 'never', 'forgives', 'never', 'forgets', 'they', 'always', 'take', 'revenge', 'pakistan', 'breaks', 'laws', 'i.a', 'follows']","['it', 'be', 'eye', 'for', 'eye', 'indian', 'army', 'never', 'forgive', 'never', 'forget', 'they', 'always', 'take', 'revenge', 'pakistan', 'break', 'law', 'i.a', 'follow']"
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger,0.43799999999999994,anger,"['some', 'moving', 'clips', 'on', 'youtube', 'tonight', 'of', 'the', 'vigil', 'held', 'at', 'tulsa', 'metropolitan', 'baptist', 'church', 'for', 'terence', 'cruther', 'justice', 'sadness']","['some', 'move', 'clip', 'on', 'youtube', 'tonight', 'of', ""the'"", 'vigil', 'hold', ""at'"", 'tulsa', 'metropolitan', 'baptist', 'church', 'for', 'terence', 'cruther', 'justice', 'sadness']"
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger,0.521,anger,"['both', 'trump', 'king', 'are', 'relentless', 'self', 'promoters', 'who', 'do', 'not', 'give', 'a', 'rip', 'about', 'anyone', 'else', 'a', 'perfect', 'match', 'for', 'both', 'donalds']","['both', 'trump', 'king', 'be', 'relentless', 'self', 'promoter', ""who'"", 'do', 'not', 'give', ""a'"", 'rip', 'about', 'anyone', 'else', 'a', 'perfect', 'match', 'for', 'both', 'donald']"
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. ,anger,0.43799999999999994,anger,"['correction', '26', 'ppl', 'checked', 'in', 'standing', 'at', 'the', 'gate', 'flt', '1449', 'took', 'off', 'without', 'us']","['correction', '26', 'ppl', 'check', 'in', 'standing', 'at', ""the'"", 'gate', 'flt', '1449', 'take', 'off', 'without', 'we']"
#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.,anger,0.41700000000000004,anger,"['violence', 'does', 'not', 'fix', 'violence', 'pain', 'and', 'anger', 'are', 'the', 'same', 'reaction', 'in', 'the', 'brain', 'cure', 'the', 'pain', 'and', 'the', 'anger', 'will', 'go', 'away']","[""'violence"", 'do', 'not', 'fix', 'violence', 'pain', 'and', 'anger', 'be', 'the', 'same', 'reaction', 'in', ""the'"", 'brain', 'cure', ""the'"", 'pain', 'and', ""the'"", 'anger', 'will', 'go', 'away']"
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger,0.562,anger,"['aa', 'have', 'the', 'right', 'of', 'passage', 'when', 'it', 'comes', 'to', 'the', 'n', 'word', 'why', 'should', 'he', 'insult', 'him', 'in', 'his', 'church', 'ignorant']","[""'aa'"", 'have', ""the'"", 'right', 'of', 'passage', 'when', 'it', 'come', ""to'"", 'the', 'and', 'word', 'why', 'should', ""he'"", 'insult', 'he', 'in', 'he', 'church', 'ignorant']"
@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,anger,0.5,anger,"['comparing', 'akshay', 'sir', 'with', 'this', 'zandu', 'balm', 'is', 'an', 'insult', 'to', 'akshay', 'sir']","['compare', 'akshay', 'sir', 'with', 'this', 'zandu', 'balm', 'be', 'a', 'insult', ""to'"", 'akshay', 'sir']"
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,anger,0.271,anger,"['ldf16', 'what', 'shall', 'we', 'do', 'this', 'weekend', 'spraypainting', 'in', 'greenwichmarket', 'with', 'core', '246', 'lily', 'lou', 'fret', 'benoakley']","['ld', 'for', '16', 'what', 'shall', ""we'"", ""do'"", 'this', 'weekend', 'spraypainting', ""in'"", 'greenwichmarket', 'with', 'core', '246', 'lily', 'lou', 'fret', 'benoakley']"
Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,anger,0.312,anger,"['holding', 'a', 'grudge', 'does', 'not', 'make', 'you', 'strong', 'it', 'makes', 'you', 'bitter', 'forgiving', 'does', 'not', 'make', 'you', 'weak', 'it', 'sets', 'you', 'free']","['hold', ""a'"", 'grudge', 'do', 'not', 'make', 'you', 'strong', 'it', 'make', 'you', 'bitter', 'forgiving', 'do', 'not', 'make', 'you', 'weak', 'it', 'set', 'you', 'free']"
@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,anger,0.542,anger,"['what', 'happened', 'to', 'the', 'suicide', 'tweet', 'it', 'was', 'a', 'joke', 'obviously', 'how', 'could', 'that', 'offend', 'anyone', 'thinking', 'face']","['what', 'happen', ""to'"", ""the'"", 'suicide', 'tweet', 'it', 'be', 'a', 'joke', 'obviously', ""how'"", 'could', 'that', 'offend', 'anyone', 'think', 'face']"
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",anger,0.354,anger,"['he', 'who', 'is', 'slow', 'to', 'anger', 'is', 'better', 'than', 'the', 'mighty', 'and', 'he', 'who', 'rules', 'his', 'spirit', 'than', 'he', 'who', 'takes', 'a', 'city', '\\n', 'p16:32', 'bibleverse', 'pride']","[""'he"", ""who'"", 'be', 'slow', ""to'"", 'anger', 'be', 'better', 'than', ""the'"", 'mighty', 'and', 'he', ""who'"", 'rule', 'he', 'spirit', 'than', 'he', ""who'"", 'take', 'a', 'city', '\\\\n', '16:32', 'bibleverse', 'pride']"
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,anger,0.7290000000000001,anger,"['get', 'to', 'the', 'gym', 'and', 'discover', 'i', 'forgot', 'to', 'put', 'my', 'gym', 'shoes', 'back', 'in', 'my', 'bad', 'face_with_steam_from_nose', 'rage']","[""'get"", ""to'"", ""the'"", 'gym', 'and', 'discover', ""i'"", 'forget', ""to'"", 'put', 'my', 'gym', 'shoe', 'back', 'in', 'my', 'bad', 'face_with_steam_from_nose', 'rage']"
can't believe Achilles killed me! ,anger,0.479,anger,"['ca', ""n't"", 'believe', 'achilles', 'killed', 'me']","[""ca'"", 'not', 'believe', 'achille', 'kill', 'i']"
If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,anger,0.812,anger,"['if', 'i', 'spend', 'even', '5', 'minutes', 'with', 'you', 'and', 'you', 'already', 'irritate', 'me', 'i', 'seriously', 'will', 'bitch', 'you', 'out', 'until', 'you', 'shut', 'up']","['if', ""i'"", 'spend', 'even', '5', 'minute', 'with', 'you', 'and', 'you', 'already', 'irritate', ""me'"", ""i'"", 'seriously', 'will', 'bitch', 'you', 'out', 'until', 'you', 'shut', 'up']"
I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger,0.509,anger,"['i', 'sit', 'at', 'home', 'so', 'damn', 'much', 'that', 'everything', 'is', 'starting', 'to', 'irritate', 'me', 'i', 'need', 'to', 'get', 'out', 'the', 'house', 'by', 'myself']","['i', 'sit', 'at', 'home', ""so'"", 'damn', 'much', 'that', 'everything', 'be', 'start', ""to'"", 'irritate', ""me'"", ""i'"", 'need', ""to'"", 'get', 'out', ""the'"", 'house', 'by', 'myself']"
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,anger,0.562,anger,"['pain', 'is', 'an', 'aspect', 'of', 'human', 'evolution', 'the', 'evolution', 'of', 'consciousness', 'attachments', 'desire', 'apathy', 'sentimentality', 'tears', 'fury', 'anger']","['pain', 'be', 'a', 'aspect', 'of', 'human', 'evolution', ""the'"", 'evolution', 'of', 'consciousness', 'attachment', 'desire', 'apathy', 'sentimentality', 'tear', 'fury', 'anger']"
Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 ,anger,0.43799999999999994,anger,"['just', 'joined', 'pottermore', 'and', 'was', 'sorted', 'into', 'hufflepuff', 'pouting', 'face', 'pouting', 'face', 'pouting', 'face']","['just', 'join', 'pottermore', 'and', 'be', 'sort', 'into', 'hufflepuff', 'pouting', 'face', 'pouting', 'face', 'pouting', 'face']"
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,anger,0.6459999999999999,anger,"['what', 'a', 'joke', 'cut', 'our', 'internet', 'off', 'early', 'by', 'mistake', 'and', 'then', 'do', 'not', 'reinstate', 'it', 'when', 'we', 'no', 'longer', 'need', 'an', 'engineer', 'pouting', 'face', 'fuming']","['what', ""a'"", 'joke', 'cut', ""our'"", 'internet', 'off', 'early', 'by', 'mistake', 'and', 'then', ""do'"", 'not', 'reinstate', 'it', 'when', ""we'"", ""no'"", 'longer', 'need', 'a', 'engineer', 'pouting', 'face', 'fume']"
streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,anger,0.45799999999999996,anger,"['streets', 'of', 'rage', '2', 'was', 'hard', 'to', 'find', 'for', 'a', 'while', 'and', 'then', 'itunes', 'stepped', 'in', 'and', 'the', 'guys', 'doing', 'the', 'vinyl', '\\nmade', 'it', 'so', 'simple']","[""'street"", 'of', 'rage', '2', 'be', 'hard', ""to'"", 'find', 'for', 'a', 'while', 'and', 'then', 'itune', 'step', 'in', 'and', ""the'"", 'guy', 'do', ""the'"", ""vinyl'"", '\\\\nmade', 'it', 'so', 'simple']"
@Docjp they unleashing God's wrath just as Cain did,anger,0.41700000000000004,anger,"['they', 'unleashing', 'god', 'is', 'wrath', 'just', 'as', 'cain', 'did']","['they', 'unleash', 'god', 'be', 'wrath', 'just', 'as', 'cain', 'do']"
People irritate me 🙄,anger,0.6459999999999999,anger,"['people', 'irritate', 'me', 'face_with_rolling_eyes']","['people', 'irritate', ""me'"", 'face_with_rolling_eyes']"
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger,0.604,anger,"['can', 'you', 'please', 'not', 'have', 'canadian', 'players', 'play', 'us', 'players', 'that', 'lag', 'is', 'atrocious', 'fixthisgame', 'trash', 'sfvrefund', 'rage']","['can', 'you', 'please', 'not', 'have', 'canadian', 'player', 'play', 'we', 'player', 'that', 'lag', 'be', 'atrocious', 'fixthisgame', 'trash', 'sfvrefund', 'rage']"
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",anger,0.43799999999999994,anger,"['as', 'if', 'he', 'heard', 'my', 'thought', 'on', 'the', 'ether', 'my', 'ex', 'has', 'just', 'posted', 'facebook', 'pic', 'of', 'himself', 'snuggling', 'up', 'with', 'said', 'cats', 'now', 'i', 'm', 'just']","['as', 'if', ""he'"", 'hear', 'my', 'think', 'of', 'and', ""the'"", 'ether', 'my', 'ex', 'have', 'just', 'post', 'facebook', 'pic', 'of', 'himself', 'snuggling', 'up', 'with', 'say', 'cat', 'now', 'i', 'm', 'just']"
@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,anger,0.43799999999999994,anger,"['she', 'is', 'just', 'jealous', 'and', 'a', 'cry', 'baby', 'gladsheisgone', 'crybaby']","[""she'"", 'be', 'just', 'jealous', 'and', 'a', 'cry', 'baby', 'gladsheisgone', 'crybaby']"
