Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,anger,0.604,anger,Karev better not be out!!! Or I am seriously done DONE with   unfair ugh
"The bitter the battle, the sweeter the victory...",anger,0.396,anger,"The bitter the battle, the sweeter the victory..."
someone kik me @ montanashay_ \n #kikme ,anger,0.312,anger,someone kik me @ montanashay_ \n kikme 
"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",anger,0.521,anger,"   i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so"
pray for my boy huff,anger,0.20800000000000002,anger,pray for my boy huff
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser,anger,0.6459999999999999,anger,    if he can't come to my Mum'a 60th after 25k tweets then why should I  see_no_evil_monkey   soreloser
"Okay you've annoyed me, you haven't done a good job there at all. ",anger,0.792,anger,"Okay you have annoyed me, you haven't done a good job there at all. "
and apparently he's supposed to have a Scottish accent??? I'm ,anger,0.375,anger,and apparently he is supposed to have a Scottish accent??? i am 
one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up,anger,0.33299999999999996,anger,one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger,0.6459999999999999,anger," can you please not have Canadian players play US players, that lag  is atrocious. fixthisgame trash sfvrefund "
"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562,anger," yeah, i have only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too"
"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain.",anger,0.45799999999999996,anger," just curious as to what you mean. No rush, no animosity, no disdain."
At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily,anger,0.7709999999999999,anger,At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily
"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...",anger,0.688,anger," Oh, you insult me! What, you think just because I look like this, i am psycho? i am more sane than most Gotham freaks..."
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562,anger," it is 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows"
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger,0.43799999999999994,anger,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for Terence Cruther justice  sadness
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger,0.521,anger, Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. ,anger,0.43799999999999994,anger, correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. 
#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.,anger,0.41700000000000004,anger,Violence doesn't fix violence. pain and anger are the same reaction in the brain. Cure the pain and the anger will go away.
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger,0.562,anger,  AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,anger,0.5,anger,      Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,anger,0.271,anger, ldf16 what shall we do this weekend?  spraypainting in greenwichmarket with  core246 lilylou fret &amp; benoakley
Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,anger,0.312,anger,Holding a grudge doesn't make you strong; it makes you bitter. Forgiving doesn't make you weak; it sets you free.
@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔,anger,0.542,anger, what happened to the suicide tweet it was a joke obviously how could that offend anyone? thinking_face 
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",anger,0.354,anger,"""He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.""\nP16:32 bibleverse pride "
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,anger,0.7290000000000001,anger,Get to the gym and discover I forgot to put my gym shoes back in my bad  face_with_steam_from_nose  rage wwhhyyy
can't believe Achilles killed me! ,anger,0.479,anger,can't believe Achilles killed me! 
If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,anger,0.812,anger,If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up
I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger,0.509,anger,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,anger,0.562,anger,Pain is an aspect of human evolution; the evolution of consciousness. attachments desire apathy sentimentality tears fury anger O
Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 ,anger,0.43799999999999994,anger,Just joined pottermore and was sorted into HUFFLEPUFF  pouting_face  pouting_face  pouting_face  
@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming,anger,0.6459999999999999,anger, what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer  pouting_face  fuming
streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,anger,0.45799999999999996,anger,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple
@Docjp they unleashing God's wrath just as Cain did,anger,0.41700000000000004,anger, they unleashing god is wrath just as Cain did
People irritate me 🙄,anger,0.6459999999999999,anger,People irritate me  face_with_rolling_eyes 
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger,0.604,anger," can you please not have Canadian players play US players, that lag  is atrocious. fixthisgame trash sfvrefund  rage"
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",anger,0.43799999999999994,anger,"As if he heard my thought on the ether, my ex has just posted facebook pic of himself snuggling up with said cats... now Im just "
@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,anger,0.43799999999999994,anger, she is just jealous and a cry baby!  gladsheisgone crybaby
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,anger,0.396,anger,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know
@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. ,anger,0.292,anger,   huh? We have a sprint coach? we are the slowest team in the comp. Talk about robbing a living. 
A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger,0.583,anger,A  not turning up? Why am I not surprised. Late for work again! 
"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger,0.688,anger,"  Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?"
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",anger,0.25,anger,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. sting"
@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!,anger,0.462,anger,     How did that chop feel? You still feel the sting of it? Looks brutal!
.@Travelanswerman: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #salty… …,anger,0.375,anger,. B assured there is plenty of salt 2 keep that fire burning brightly! Stay happy N life by keeping plenty salty… …
@jwolfie_ why you gotta use the dark skin emoji ,anger,0.479,anger, why you gotta use the dark skin emoji 
the bee sting still suck i feel sick,anger,0.479,anger,the bee sting still suck i feel sick
Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0.292,anger,Men in rage strike those that wish them best.  emotions negative positive wish strike martial arts control believe best hope
and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',anger,0.22899999999999998,anger,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
@wesrucker247 sounds like a good game plan for our offense....,anger,0.20199999999999999,anger, sounds like a good game plan for our offense....
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",anger,0.885,anger,"In 2016, Black people are STILL fighting to be recognized as human beings. cantsleep angry"
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,anger,0.583,anger,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ fuming
"@ezlisteningdisc it doesn't offend me but it's just,,, Weird.",anger,0.188,anger," it doesn't offend me but it is just,,, Weird."
"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",anger,0.833,anger,"I hate my lawn mower. If it had a soul, i would condemn it to the fiery pits of Hell."
@CUTEFUNNYANIMAL @luvcaps19 My sister's dog does this. I think it's because she knows it'll provoke a reaction,anger,0.375,anger,  My sister is dog does this. I think it is because she knows it will provoke a reaction
The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,anger,0.29,anger,The bubble has officially burst. 98 boys to beat for the trophy and all the glory wptmain bye
#Taurus will react angrily when she can't take being provoked any longer.,anger,0.43799999999999994,anger,Taurus will react angrily when she can't take being provoked any longer.
Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,anger,0.25,anger,Forgiving means operating with god is spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.
Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡,anger,0.75,anger,Absolutely fuming that some woman jumped into my prebooked taxi and drove off  pouting_face 
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! ,anger,0.7290000000000001,anger,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c team that juz destroyed your own team. You juz don't! 
I only have to wave a fiery cross and we will f**kin' do this!,anger,0.667,anger,I only have to wave a fiery cross and we will f**kin' do this!
"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",anger,0.7290000000000001,anger," it does. if one person ruins season 13 for me, I will be so angry"
"I think Paul is what's bitter, not the pastry",anger,0.49200000000000005,anger,"I think Paul is what is bitter, not the pastry"
I hate not having the answers I need. #tomourssuck #prayinsnotcancer ,anger,0.583,anger,I hate not having the answers I need. tomourssuck prayinsnotcancer 
"@mdivincenzo9 he's stupid, I hate him lol ",anger,0.521,anger," he is stupid, I hate him lol "
@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?,anger,0.6459999999999999,anger, where is the outrage when black children get killed in the crossfire between blacks shooting each other?
My anger is boiling over.,anger,0.75,anger,My anger is boiling over.
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended,anger,0.479,anger,you know cyran still hasn't done makeup based on jeongguk is tiddy like i suggested and i am offended
@JaredWyand Maybe if it was transgender the media would cover it ,anger,0.479,anger, Maybe if it was transgender the media would cover it 
@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,anger,0.29600000000000004,anger,  all three of my agin is on the pout .
@everycolorbot more like every color looks the same #triggered #colorblind ,anger,0.396,anger, more like every color looks the same triggered colorblind 
"@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)",anger,0.6459999999999999,anger," Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)"
Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @Drake,anger,0.41700000000000004,anger,Everybody talking about 'the first day of fall' but summer '16 is never gonna die revenge 
I'm much to full of resentment,anger,0.688,anger,i am much to full of resentment
Listening to Joey really helps me and my anger.,anger,0.5,anger,Listening to Joey really helps me and my anger.
Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do,anger,0.5,anger,Now that I have my ex is number now its time to prank him. revenge prank whatprankIshoulddo seriously what prank I should I do
ethan was with someone in the car when he did his revenge on grayson,anger,0.292,anger,ethan was with someone in the car when he did his revenge on grayson
"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?",anger,0.41700000000000004,anger,"   Hey, Jayme! Were your ear  ear  burning cuz I was talking about you? beaming_face_with_smiling_eyes  Are you going tomorrow?"
Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠  #Rooney #mufc,anger,0.917,anger,Stop tracking back you fucking potato faced cunt errrr infuriating  angry_face  angry_face  angry_face  angry_face  angry_face   Rooney mufc
@UnknownAndYoung — a low growl escaping him. Oh oh.,anger,0.396,anger, — a low growl escaping him. Oh oh.
@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,anger,0.667,anger,  put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard
"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage",anger,0.43799999999999994,anger," BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage"
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",anger,0.22899999999999998,anger,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5"
@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao,anger,0.479,anger, i am like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao
@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.,anger,0.479,anger, - as CEO of a charity you could reasonably expect  not to attempt to crudely inflame tensions.
sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger,0.562,anger,sorry im so bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;
"After becoming boiling hot, after slowly melting, my heart is frozen.",anger,0.43799999999999994,anger,"After becoming boiling hot, after slowly melting, my heart is frozen."
I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered,anger,0.7709999999999999,anger,I wanna kill you and destroy you. I want you died and I want her back. emo scene  fuck die hatered
"@__lucymellor No idea, just exhausted and I was tidying my room and just burst out crying ... fs",anger,0.375,anger," No idea, just exhausted and I was tidying my room and just burst out crying ... fs"
"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger,0.583,anger,"You will never find someone who loved you like I did. And that my love, will be my revenge."
@warFarePower dip it in boiling water,anger,0.396,anger, dip it in boiling water
Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,anger,0.371,anger,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on kai is face from a frown
"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",anger,0.542,anger,"   Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it."
@AdamSinger bubble implies it will burst?,anger,0.43799999999999994,anger, bubble implies it will burst?
Paul forever. Paul should have won! Paul played such a better game! #BB18 ,anger,0.43799999999999994,anger,Paul forever. Paul should have won! Paul played such a better game! BB18 
You forever straight so fix that frown u good😇 @amayyaaag__,anger,0.45799999999999996,anger,You forever straight so fix that frown u good smiling_face_with_halo  
Recommended reading: Prisoners of Hate by Aaron Beck ,anger,0.292,anger,Recommended reading: Prisoners of Hate by Aaron Beck 
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",anger,0.292,anger," May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. revenge"
Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger,0.396,anger,Congress acting indignant over the  Epi Pen pricing is quite disingenuous since they craft the laws that allow such gouging!!
@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec,anger,0.521,anger, unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,anger,0.22899999999999998,anger,  good. Takes more muscles to frown than smile
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,anger,0.688,anger, thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA thanks angry
@cxmbeferre so you WOULDNT date me????? #offended,anger,0.494,anger, so you WOULDNT date me????? offended
"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry",anger,0.5,anger,"Don't be offended,\ni am just doing something that,\nGives your life more hurts.\n\n haikuchallenge  poetry"
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger,0.479,anger,Thatmoment you are watching worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married loudly_crying_face  nochance Kinda Dont Mind winking_face 
"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",anger,0.396,anger,"Y'all really insult coz of soccer???  Lmao, wow!!!!!!"
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend,anger,0.5,anger,Will I offend you\nif I am truthful but kind\nor will you see why?\n haikuchallenge offend
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,anger,0.667,anger,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up fuming
so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,anger,0.722,anger,so many 'protests for peace' going on lately but all i see is people burning down they are own cities and hometowns. Practice what u preach.
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",anger,0.733,anger,"Why does  have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages "
"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder",anger,0.812,anger,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! rage wtf  murder"
I'd rather dump gasoline all over myself and run into a burning building than use Excel.,anger,0.75,anger,i would rather dump gasoline all over myself and run into a burning building than use Excel.
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger,0.45799999999999996,anger,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. anger innerconflict conflict values
"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",anger,0.444,anger,"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today."
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",anger,0.938,anger,"Why does  have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages raging"
@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits,anger,0.6459999999999999,anger,  he has BAD TEMPERAMENT tantrums Hissy Fits
@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger,0.5,anger,  Meanwhile white cops keep killing black people. But there is less outrage about that. Strange society that.
@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,anger,0.33299999999999996,anger,  I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? 
wanna go home and focus up on this game . Don't wanna rage at all,anger,0.375,anger,wanna go home and focus up on this game . Don't wanna rage at all
@JamieRJN She's all over the political map in her relentless pursuit of power.,anger,0.33299999999999996,anger, she is all over the political map in her relentless pursuit of power.
Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,anger,0.354,anger,Praying for the Lord to keep anger hate jealousy away from your heart is a sign of maturity conciseness
troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,anger,0.354,anger,troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that is in store outweighs the hurt of life is sting.
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,anger,0.8540000000000001,anger,Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,anger,0.542,anger,I freaking hate working with word on my phone  write writing writerslife writerproblems writer
S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃,anger,0.542,anger,S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait upside_down_face 
ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,anger,0.45799999999999996,anger,ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,anger,0.542,anger,Glad I didn't watch smackdown because I can't see my men   lose. sohurt revenge
When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,anger,0.33299999999999996,anger,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.
They gonna give this KKk police bitch the minimum sentence..just wattch ,anger,0.708,anger,They gonna give this KKk police bitch the minimum sentence..just wattch 
"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",anger,0.542,anger," (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation"
@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.,anger,0.43799999999999994,anger,  just got wind of Men For Choice and it doesn't infuriate me. Just makes me sad for the generation.
@fluffysoftlouis no no. I insist that you give me your best insult first,anger,0.562,anger, no no. I insist that you give me your best insult first
Might just leave and aggravate bae,anger,0.41700000000000004,anger,Might just leave and aggravate bae
@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage,anger,0.604,anger, how do u guys determine teams? Cause i am 80% on shitty teams when I play and i am fuckin over it cod rage
resentment is rlly my shit.,anger,0.562,anger,resentment is rlly my shit.
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,anger,0.45799999999999996,anger,Now that  has snapchat back it is a constant battle to see who can get the ugliest snap of one another  face_with_tears_of_joy  upside_down_face  snap survival
The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,anger,0.75,anger,The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me
Fear the fearsome fury of the forest fawn!,anger,0.375,anger,Fear the fearsome fury of the forest fawn!
Every dancers dream song #snap #worldpower,anger,0.188,anger,Every dancers dream song snap worldpower
"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562,anger,"  RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?"
fuming,anger,0.708,anger,fuming
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",anger,0.542,anger," Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims."
Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!,anger,0.20800000000000002,anger,Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!
"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜",anger,0.20800000000000002,anger,"tbh amy i don't know why you need to sort your life out, it is looks like your having a great time' thanks tiff  face_with_tears_of_joy  purple_heart "
Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0.6459999999999999,anger,Men in rage strike those that wish them best. rage emotions negative positive wish strike martial arts control believe best hope
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger,0.583,anger, Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! 
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,anger,0.6459999999999999,anger, correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. furious
"@RelUnrelated While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing.",anger,0.396,anger," While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing."
"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",anger,0.542,anger," Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already."
@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,anger,0.708,anger, a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!
@politico @realDonaldTrump another angry white man!,anger,0.708,anger,  another angry white man!
"Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the &gt;&gt;\n@DarkSithKenobi",anger,0.25,anger,"Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the &gt;&gt;\n"
@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO ,anger,0.43799999999999994,anger,  I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO 
"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap #bored",anger,0.16699999999999998,anger,"Kik to trade, have fun or a conversation  (kik: youraffair) kik kikme messageme textme pics trade tradepics dm snap bored"
@iAmSJ I'm so mad for our clients I'm furious lmao,anger,0.625,anger, i am so mad for our clients i am furious lmao
Chris ate all my mac n cheese so imma eat all his taffy ,anger,0.43799999999999994,anger,Chris ate all my mac n cheese so imma eat all his taffy 
He who is affected by an insult is infected by it.,anger,0.41700000000000004,anger,He who is affected by an insult is infected by it.
"@savageimiike one of my favorite songs brother, real talk. ",anger,0.157,anger," one of my favorite songs brother, real talk. "
"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",anger,0.479,anger," why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?"
I can't even right now #bb18 ,anger,0.354,anger,I can't even right now bb18 
Skipping meals is the national way of showing #disappointment and #anger. #wiz,anger,0.45799999999999996,anger,Skipping meals is the national way of showing disappointment and anger. wiz
@JBCrewdotcom how his own fans insult him,anger,0.41700000000000004,anger, how his own fans insult him
