tweet_text,sentiment,sentiment_score
Opened Dirty Alley or Street request via Android at 402 NE Ave Baltimore Trash ha been sitting on the side of th,disgust,1.383
Transportation Job alert Comm Front End Driver Trash WM CurtisBay MD thinkgreen VeteranJob Jobs,disgust,0.6559999999999999
Closed Dirty Alley or Street request at 251 S Ellwood Ave Cleaned and removed debris close,disgust,1.157
Gosh Ive been distracted My neighbor keep setting trash on fire Go Os,disgust,0.6559999999999999
Opened Dirty Alley or Street request via Android at 3107 E Fayette St Baltimore Dirty alley bulk trash dumped in,disgust,1.383
Closed Dirty Alley or Street request at 3105 E Fayette St Cleaned and removed debris close,disgust,1.157
Opened Trash High Grass or Weeds request via iPhone at 3032 Hudson St Owners of 3032 hudson have now pushed all,disgust,0.6559999999999999
Closed Dirty Alley or Street request at 3100 E Baltimore St,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 3100 E Baltimore St Overflowing corner can,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 3100 E Baltimore St Corner can need new insert and insert is,disgust,0.727
Closed Dirty Alley or Street request at 3100 E Baltimore St Fqbegin,disgust,0.727
Closed Dirty Alley or Street request at 201 N Ellwood Ave Cleaned and removed debris close,disgust,1.157
Opened Dirty Alley or Street request via iPhone at 3100–3198 E Fayette St Overflowing corner can,disgust,0.727
Closed Dirty Alley or Street request at 3100–3198 E Fayette St,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 3035 E Baltimore St Overflowing corner can,disgust,0.727
Closed Dirty Alley or Street request at 3035 E Baltimore St,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 3022–3098 E Fayette St Overflowing corner can,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 3023–3099 E Fayette St Overflowing corner can,disgust,0.727
Me too and maybe an ab Oh wait no fat to pinch Orioles,disgust,0.617
Opened Dirty Alley or Street request via iPhone at 128 N Ellwood Ave Bulk trash and dirty alley,disgust,1.383
Opened City Employee Praise request via iPhone at 646 S Decker Ave Our garbage collector are the best huge than,disgust,0.7190000000000001
Opened request via iPhone at 11 12 N Decker Ave Rat hole,disgust,0.633
Opened Dirty Alley or Street request via iPhone at 3050–3098 E Fairmount Ave Constantly without a lid,disgust,0.727
my nipple are burnt,disgust,0.531
Opened Dirty Alley or Street request via iPhone at 600–640 N Ellwood Ave,disgust,0.727
Opened Trash High Grass or Weeds request via iPhone at 101 N Decker Ave Trash can without lid in alley behind,disgust,0.6559999999999999
Closed Trash High Grass or Weeds request at 101 N Decker Ave Citation issued,disgust,0.6559999999999999
Opened Dirty Alley or Street request via iPhone at 3023–3099 E Fayette St Trash,disgust,1.383
Opened Trash High Grass or Weeds request via iPhone at 3040 E Monument St Dirty home 3040 monument,disgust,1.383
Closed Trash High Grass or Weeds request at 3034 E Monument St Notice issued,disgust,0.6559999999999999
Opened Trash High Grass or Weeds request via iPhone at 3034 E Monument St 3034 monument the house need to be b,disgust,0.6559999999999999
you retweet some live shit,disgust,0.82
Cant finesse a finesser that shit unheard of,disgust,0.82
Closed Dirty Alley or Street request at 154 N Decker Ave Baltimore Cleaned and removed debris close,disgust,1.157
Opened Trash High Grass or Weeds request via iPhone at 3028 E Monument St Trash and house need to be boarded,disgust,0.6559999999999999
Say you smokin strong but you wrong you been smokin trash litterinbinsign raisedhand mediumdarkskintone,disgust,0.6559999999999999
Opened Trash High Grass or Weeds request via iPhone at N3929 E7658 Entire patterson park grass is overgrown,disgust,0.6559999999999999
Opened Dirty Alley or Street request via iPhone at 163 N Potomac St Business constantly leaf trash in alley to,disgust,1.383
Closed Dirty Alley or Street request at 3008 E Fayette St Baltimore Cleaned and removed debris close,disgust,1.157
They put the most ignorant people on TV to interview,disgust,0.406
Opened Dirty Alley or Street request via iPhone at 2939 E Baltimore St Overflowing corner can,disgust,0.727
Closed Dirty Alley or Street request at 2939 E Baltimore St,disgust,0.727
Closed Trash High Grass or Weeds request at 3001–3021 E Fayette St Citation issued,disgust,0.6559999999999999
Closed Dirty Alley or Street request at 2939 E Baltimore St,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 2939 E Baltimore St Overflowing corner can,disgust,0.727
Everyone is hanging out and turning upI have pizza and 2k neutralface hushedface,disgust,0.664
At time I get lonely then I remember the shit Ive been through in my past and I rather be lonely than experience that again,disgust,1.117
Opened Trash High Grass or Weeds request via Android at 1224 N Potomac St Baltimore Trash debris and rat i ma,disgust,1.719
Closed Dirty Alley or Street request at 1 N Linwood Ave Baltimore Cleaned and removed debris close,disgust,1.157
Opened Dirty Alley or Street request via iPhone at 2906 E Baltimore St Bagged trash dumped after trash pickup,disgust,1.383
Ayo my Bestfriend funny a shit facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,disgust,0.82
Closed Trash High Grass or Weeds request at 3799 S Linwood Ave Baltimore Invalid address,disgust,0.6559999999999999
Opened Dirty Alley or Street request via iPhone at 2900 E Baltimore St Overflowing corner can,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 2900 E Baltimore St Overflowing corner can,disgust,0.727
Closed Dirty Alley or Street request at 2900 E Baltimore St,disgust,0.727
Closed Dirty Alley or Street request at 3898 S Linwood Ave Baltimore Cleaned and removed debris close,disgust,1.157
Opened Dirty Alley or Street request via iPhone at 2802 Dillon St Mattress in alley,disgust,0.727
Sick of people trying to tell ME what to do idowutiwant,disgust,0.578
Yo funny a shit,disgust,0.82
I dont wanna mess with him,disgust,0.484
Closed Dirty Alley or Street request at 501–599 N Streeper St Cleaned and removed debris close,disgust,1.157
Opened Dirty Alley or Street request via iPhone at 505 N Streeper St Street dirty and unsafe,disgust,0.727
Closed Dirty Alley or Street request at 505 N Streeper St Nothing out at this time close,disgust,0.727
Opened Dirty Alley or Street request via iPhone at 500–598 N Streeper St Alleyway full of trash,disgust,1.383
Closed Dirty Alley or Street request at 500–598 N Streeper St Cleaned and removed debris close,disgust,1.157
Opened Dirty Alley or Street request via iPhone at 500–598 N Streeper St Trash,disgust,1.383
Im so tired shit,disgust,0.82
He wasnt thinkin bout running at all Now he sick a shyt thinkin he getting out in 13hrs lol,disgust,0.578
Opened Dirty Alley or Street request via iPhone at 543 N Kenwood Ave Bulk trash sofa and mattress in alley be,disgust,1.383
Closed Dirty Alley or Street request at 543 N Kenwood Ave Cleaned and removed debris close,disgust,1.157
Honestly considering going to Arizona till all this shit is over bc it making my anxiety awful,disgust,1.382
Is it cu a nigga handsome but still ugly,disgust,0.648
Opened Dirty Alley or Street request via iPhone at 800 N Kenwood Ave Dirty alley,disgust,0.727
Any coupon available right now I seem to always have a 20 off lying around until now of course when I need shoe Help,disgust,0.976
Last beer of the Stoop Sit What a difference a night make Proud of my city Dirty Bastard,disgust,1.297
Closed Trash High Grass or Weeds request at 2610–2698 E Fayette St Notice issued,disgust,0.6559999999999999
Opened Trash High Grass or Weeds request via iPhone at 2610–2698 E Fayette St This grass could use a mowin,disgust,0.6559999999999999
Opened Dirty Alley or Street request via Android at 300398 N Lakewood Ave Baltimore 500 odd n rose500 even n,disgust,0.727
Closed Dirty Alley or Street request at 300398 N Lakewood Ave Baltimore Cleaned and removed debris close,disgust,1.157
Truth poutingface Bitches am not lying,disgust,1.624
Opened Trash High Grass or Weeds request via iPhone at 11 N Glover St More trash just dumped in back again by c,disgust,0.6559999999999999
Ya probably dont remember half the shit a nigga did for ya,disgust,0.82
Ya probably dont remember half the shit a nigga did for ya,disgust,0.82
Ova here sick facescreaminginfear wearyface,disgust,0.578
So chipotle ran out of sour cream loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface,disgust,0.414
Opened request via Android at N3930 E7658 Dumped construction debris at luzernemcelderry unresolved for month,disgust,0.43
oh shit yea i forgot ill be there,disgust,0.82
Keep messing up thumbsup,disgust,0.484
Opened Waterway Pollution Investigation request via iPhone at 148 N Luzerne Ave Water pipe connected to home,disgust,0.68
Closed Waterway Pollution Investigation request at 148 N Luzerne Ave Fqbegin cityworks service request number1,disgust,0.68
Closed Dirty Alley or Street request at N3929 E7658 Cleaned and removed debris close,disgust,1.157
Closed Trash High Grass or Weeds request at 2523–2599 E Baltimore St Invalid address,disgust,0.6559999999999999
Yea this shit am not makin sense,disgust,0.82
My mother car a piece of shit skull,disgust,0.82
lls Bruhhhh you hear this shit about Bruce Jenner,disgust,0.82
Creep as corny shit,disgust,0.82
Creep as corny shit,disgust,0.82
Talking about loyalty all that shit u be doing,disgust,0.82
cu icant confirm these shit from my phone wearyface,disgust,0.82
speaknoevilmonkey OKhand She want it kool Finish doing her dirt,disgust,0.5
Closed Dirty Alley or Street request at 27 N Rose St Cleaned and removed debris close,disgust,1.157
She really trying me I think she really fucking with me oncomingfist like i wont dirt this bitch,disgust,1.148
Weed so sticky,disgust,0.438
Fool me once shame on you fool me twice shame on me hundredpoints,disgust,1.0
Craziest shit Ive ever seen in my 28 yr of living here LoveMyCity but we gotta do better my ppl…,disgust,0.82
When you know you deserve better that shit fuck Ya head up when you only get the worst tiredface hundredpoints,disgust,0.82
Opened Trash High Grass or Weeds request via iPhone at 100–198 N Rose St Trash in bag grease in sanitary se,disgust,0.6559999999999999
Opened request via iPhone at 100–198 N Rose St Sanitary sewer manhole covered in food grease a chronic issue h,disgust,0.812
These bitch am not shit,disgust,1.4680000000000002
Im sick of the story of Baltimore being told wrong freddiegray,disgust,0.578
You know it bad when people want to return to Jersey Get your shit together Baltimore BaltimoreCity BaltimoreRiots,disgust,1.211
When you be ducked off for a min you see shit so much CLEAR,disgust,0.82
Yall scarred a shit watching the news facewithtearsofjoy loudlycryingface,disgust,1.281
Bitches stealing pampers for the baby amp shit facewithtearsofjoy,disgust,2.03
Opened Damaged Sidewalk request via iPhone at 2501 E Fairmount Ave Damaged step are unsightly and hazardous to p,disgust,1.032
Why is it always the ugly bitch that got so much too Say facewithtearsofjoy facewithtearsofjoy,disgust,1.296
This nigga down there with a sweater that say WEED big a day expressionlessface persongettingmassage mediumdarkskintone you know how ignorant you look how ignorant,disgust,0.406
Opened Dirty Alley or Street request via Android at 107 N Milton Ave Baltimore Mattresses need to be cleared alle,disgust,0.727
This prom shit Rey get on my nerve,disgust,0.82
I just do this shit to my self everytime disappointedface,disgust,1.148
Opened Dirty Alley or Street request via Android at 2531 E Hoffman St Baltimore Dirty alley,disgust,0.727
Closed Dirty Alley or Street request at 2531 E Hoffman St Baltimore Cleaned and removed debris close,disgust,1.157
Opened Trash High Grass or Weeds request via Android at N3931 E7658 Bulk trash in rear of property,disgust,0.6559999999999999
Closed Trash High Grass or Weeds request at N3931 E7658 Citation issued,disgust,0.6559999999999999
Opened Trash High Grass or Weeds request via Android at 25002598 Grogan Ave Baltimore Trash and debris dumped,disgust,1.086
Closed Trash High Grass or Weeds request at 25002598 Grogan Ave Baltimore Notice issued,disgust,0.6559999999999999
Opened Dead Animal Pickup request via iPhone at 106 N Milton Ave Dead rat,disgust,0.633
Opened Dirty Alley or Street request via Android at N3931 E7658,disgust,0.727
Closed Dirty Alley or Street request at N3931 E7658 Cleaned and removed debris close,disgust,1.157
that pattern look sick is why I ask hahaha,disgust,0.578
Ugly as fucker,disgust,0.648
Yo i smell honeysuckle,disgust,0.445
And no one give a shit about you nonvoting uneducated consumerist idiot who want to tear up your own home Go away,disgust,1.3119999999999998
My uncle causing me enough b Save that shit hundredpoints,disgust,0.82
Opened Dirty Alley or Street request via iPhone at 703 N Milton Ave Momument and milton trash is here on corner,disgust,1.383
Rioting is the language of the oppressed A bastardization of an MLK quote used to excuse shit like this,disgust,1.39
hair wa messed up at the top skull,disgust,0.484
Ask for the simplest shit amp cant get that but thats perfectly ok,disgust,0.82
it dry a shit in here unamusedface,disgust,0.82
that wa a plot twist facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Im guessing we peeped the same shit skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull skull,disgust,0.82
Wow I just found out Im still ugly Son wtf,disgust,0.648
This that shit that keep you geekin,disgust,0.82
Opened Dirty Alley or Street request via iPhone at 500–598 N Port St Dumping in alley rug,disgust,0.727
Spurs mite mess around and win in 5,disgust,1.0
Opened Dirty Alley or Street request via iPhone at 518 N Port St Dumping of trash behind vacant house look in al,disgust,1.383
if shit dont add up subtract your self from it hundredpoints,disgust,0.82
Bitches love adding there 2 cent in shit unamusedface,disgust,1.4680000000000002
put my bitch on you chew you up like a piece of steak and spit you out facewithstuckouttongue,disgust,1.218
Ion like all the fussing openhands hundredpoints but shit goodnight litterinbinsign OKhand,disgust,0.82
Your pride fuck up a lot of shit hundredpoints wearyface,disgust,0.82
bro they gah stop that shit frrl,disgust,0.82
is that a real iPhone number facewithtearsofjoy facewithtearsofjoy I just wasted so much time trying to ft it facewithtearsofjoy facewithtearsofjoy,disgust,1.14
tbh i just wanna be a 26 year old with my own little apartment in new york doing my own shit,disgust,0.82
2 thing I hate is a LIAR nd a Bluff unamusedface openhands,disgust,1.234
Let me go get my baby out of school i am not for these high school kidsamptheir bull shit,disgust,0.82
I have a lot of shit to do before the party tonight,disgust,0.82
Bitches be stretching the shit out them picture too have a butt lol,disgust,1.4680000000000002
Niggas in class watching porn lmfaooo,disgust,0.703
Hey let all go throw trash can at people and destroy car because that make sense,disgust,0.6559999999999999
LMFAO your sick,disgust,0.578
Opened Dirty Alley or Street request via iPhone at 411 N Bradford St Trash,disgust,1.383
I am sick of people talking shit about my city,disgust,1.3980000000000001
Seafood boil spiralshell alexholla88 jcorona8 danielwcrutchfield Port of Baltimore,disgust,0.4920000000000001
I feel so nauseous,disgust,0.664
lmao the best part is thats literally where all of the shit in Baltimore go,disgust,0.82
Youre too special to put up with shit thanksdaddy,disgust,0.82
This is dumb people shit,disgust,0.82
Most shit is done for publicity not for pleasure nowadays,disgust,0.82
No b I miss you wearyface wearyface wearyface I miss you more stink loudlycryingface loudlycryingface loudlycryingface,disgust,0.516
Where my nigga Juice at let go get that WPK SHIT TONIGHT,disgust,0.82
my dad is a a selfrighteous judgemental weak fool amp a coon,disgust,0.461
nah Its a dirt racetrack tho,disgust,0.5
smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes OK I returned that shit camera and got an ipod touch but the camera is ok,disgust,0.82
not lying tho lol,disgust,0.976
Especially someone thats a chicken shit a you,disgust,0.82
Lolol RT People are really saying the wildest shit on Facebook like they so shocked,disgust,0.82
check out these guy are sick,disgust,0.578
A dirty fuckiing liar,disgust,1.266
Shit wasnt better than I wa just too dumb to see how bad thing were from the beginning,disgust,1.211
I just projectile vomited outside of box n save,disgust,0.812
Niggas in the army am not shit lol,disgust,0.82
u really gotta do this shit to prove your point ooh shit,disgust,0.82
When Im sittin on the toilet drunk I just open my leg and puke in between,disgust,1.383
When Im sittin on the toilet drunk I just open my leg and puke in between,disgust,1.383
Jurassic Park wa ridiculous for when it wa made,disgust,0.35200000000000004
I wish my ear were still stretched That shit took year,disgust,0.82
Im a lot smarter than I look but no one give me credit for shit,disgust,0.82
DONT TALK SHIT ABOUT TOTAL,disgust,0.82
in my tourrettes guy voice DONT TALK SHIT ABOUT ALEX,disgust,0.82
Im gonna dumb ur shit all over your front lawn,disgust,0.82
Stay away from me and my family you crazy piece of white trash,disgust,0.6559999999999999
by they dubbed me earlier I had to nasty as papa john,disgust,0.703
I dont know how it happened in the first place but it been worse since I went and tried to make shit better,disgust,0.82
Im so sick,disgust,0.578
Nature is a whore,disgust,0.7659999999999999
Becky is fucking weird InCaseYouWereWondering,disgust,0.524
Nostalgia is a dirty liar,disgust,1.266
Glad I took care of that shit,disgust,0.82
I got to the bathroom to puke before I remembered why,disgust,0.789
Ive done some dumb shit in the last 20 year,disgust,0.82
Oh I forgot I puke every time I run,disgust,0.789
Getting arrested for shoplifting is so embarrassing,disgust,0.406
Getting arrested for shoplifting is so embarrassing,disgust,0.406
HOLY SHIT I ALMOST BRUSHED MY TEETH WITH A AND D OINTMENT,disgust,0.82
SO OVER ALL THE WEIRD SHIT THATS BEEN HAPPENING 2 ME AND MY BODY,disgust,1.086
SO OVER ALL THE WEIRD SHIT THATS BEEN HAPPENING 2 ME AND MY BODY,disgust,1.086
I can sound just like bob Dylan Its disgusting,disgust,0.703
I seriously cry about the dumbest shit,disgust,0.82
Holy shit Im glad I dont work in the city anymore,disgust,0.82
Oh she make me feel like shit I cant get over it She think it nothing Cause shes everything I ask for and so much more,disgust,0.82
Oh she make me feel like shit I cant get over it She think it nothing Cause shes everything I ask for and so much more,disgust,0.82
Ive hooked up w half the member of ur band so I should at least get a song about how much of whore I am,disgust,0.7659999999999999
Ive hooked up w half the member of ur band so I should at least get a song about how much of whore I am,disgust,0.7659999999999999
Ill keep you my dirty little secret,disgust,1.219
Theres so many boy on tumblr Id date but theyre all in like New Zealand n shit,disgust,0.937
HOLY SHIT THE FIRST THING I SAY TO MY DENTIST IS I CANT HAVE XRAYS AND THEY HAVE TO DO 4 OF THEM AND REFUSED TO TREAT ME IF THEY DIDNT,disgust,0.8979999999999999
Just a simple little whore,disgust,0.7659999999999999
Just a simple little whore,disgust,0.7659999999999999
Im so tired of getting message about the shit I did to Brandon amp how bad of a person I am for it,disgust,1.211
Im so tired of getting message about the shit I did to Brandon amp how bad of a person I am for it,disgust,1.211
Im so over this shit,disgust,0.82
I always date ugly boy unamusedface,disgust,0.765
I always date ugly boy unamusedface,disgust,0.765
Youve cheated on every girlfriend youve had with me since we met I feel awful,disgust,1.07
The smirk of the commentator on CNN about the situation n Baltimore to look at other outlet if u want 2 know whats going on wa ignorant,disgust,0.406
Dont waste your time on me youre already the voice inside my head,disgust,0.695
dumb shit I answer the question they ask with dis dick Pretty much say stuff at 12 yo boy would,disgust,0.937
If Frank Ocean dont drop his shit July ima be fed up with this nigga,disgust,0.82
Fuck now I feel bad for saying all that shit You didnt deserve that,disgust,1.211
My man overboard shirt ha cm stain all over it,disgust,0.484
FeministsAreUgly u right I am ugly,disgust,0.648
Lmfao the last time I got my period I ran out of tampon and had NOTHING to use so I sat on the toilet until my grandma caved ampbought them,disgust,0.594
OH SHE MAKES ME FEEL LIKE SHIT,disgust,0.82
OH SHE MAKES ME FEEL LIKE SHIT,disgust,0.82
Im starting to believe this shit wa organized Baltimoreriots Baltimore freddiegray…,disgust,0.82
East Baltimore USA Im starting to believe this shit wa organized …,disgust,0.82
You want it you got it Youve always been such a waste of time,disgust,0.695
You want it you got it Youve always been such a waste of time,disgust,0.695
I get defensive over dumb shit,disgust,0.82
I have the scar on my arm to show it,disgust,0.461
I probably outweigh you now and could beat the fuck out of you for all the shit you did to me when I wa younger but I wont,disgust,0.82
No he never cheated on me but if you knew half the shit he did do to me itd make you sick,disgust,1.906
No he never cheated on me but if you knew half the shit he did do to me itd make you sick,disgust,1.906
And my basement smell hella gnarly right now but I dont got the stomach to go change my cat litter box rn,disgust,0.757
think of most of the boy I let touch me vomit,disgust,0.929
Whys this shit gotta happened to me,disgust,0.82
Ive always had a good sense of smell but it ridiculous right now Its so bad everything I smell make me get sick,disgust,1.766
N I AINT WANNA HEAR SHIT ABOUT YO ENDOMETRIOSIS CAUSE I GOT THAT SHIT TOO SON N A BUM OVARY,disgust,1.242
Drag king it could get ugly smilingfacewithopenmouthclosedeyes,disgust,0.648
Youre not trash,disgust,0.6559999999999999
When the fuck am I gonna stop puking every morning,disgust,0.789
My hair is so dirty and I just washed it last night,disgust,0.727
Blood never bothered me before Now I gag at the sight Even if I know it fake However mine doesnt bother me,disgust,0.711
Theres only 3 boy Ive been with that dont make my skin crawl thinkin about it,disgust,0.38299999999999995
The first time I tried it wouldnt break The 2nd time with someone else we stopped bc I wa bleeding The 3rd time with a 3rd boy idid it,disgust,0.726
The first time I tried it wouldnt break The 2nd time with someone else we stopped bc I wa bleeding The 3rd time with a 3rd boy idid it,disgust,0.726
Or when I threw up all that black shit the next day,disgust,0.82
Or when I threw up all that black shit the next day,disgust,0.82
Like my parent phone number were out there and so wa my address over that shit,disgust,0.82
You took advantage of me from the time I wa 14 to 18 and I let you like the dumb slut that I wa,disgust,0.703
Me and my sister played with a Ouija board in my room and shit been fucked since,disgust,0.82
And Im not doing it in my house Im done doing weird pagan and witchcraft shit in my room My cat wont come in there at all,disgust,1.086
The main reason y i wish I wa underage is bc then I could get all the shit on my record ex sponged,disgust,0.82
I cant believe the shit you did to me at only 14,disgust,0.82
Ay them Thunderbirds clean a shit,disgust,0.82
No I have no interest in being a Cam Girl amp youre gross for asking,disgust,0.7190000000000001
Closed Dirty Alley or Street request at 2201 Jefferson St Baltimore Cleaned and removed debris close,disgust,1.157
Closed Dirty Alley or Street request at N3930 E7659 Cleaned and removed debris close,disgust,1.157
Yall darkskin bitch needa to stop takin pic in the light tryna make it look like you brownskin bitch you BURNT GAY,disgust,1.179
pop medium is like rap music you cant take that shit too seriously,disgust,0.82
I dont think that gay shit is right but i am not homophobic I also firmly believe thats between them amp God So to hate them is pretty wrong,disgust,1.515
When you get a fresh cut but you still ugly this motherfucking frog be doin everything yo,disgust,0.648
Somethin told me to go downtown today too but i wa on my best lazy shit,disgust,0.82
Smoking Sour With My Tattoo Artist,disgust,0.414
shit coolin it yeddamean how dat talk go,disgust,0.82
Keep ya head up like your nose bleeding smilingfacewithsunglasses,disgust,0.7889999999999999
Try to make this shit look easy a possible,disgust,0.82
Von dirty ass facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy skull,disgust,0.727
Closed Dirty Alley or Street request at N3930 E7659 Cleaned and removed debris close,disgust,1.157
Opened Dirty Alley or Street request via iPhone at 2109 E Lamley St Two couch have been in alley for over a week,disgust,0.727
Closed Dirty Alley or Street request at 2109 E Lamley St Cleaned and removed debris close,disgust,1.157
Nigga I am not know that wa you wearyface Fat butt as grinningfacewithsmilingeyes,disgust,0.617
Closed Dirty Alley or Street request at 232 N Duncan St Baltimore Cleaned and removed debris close,disgust,1.157
I really make shit easy Im that type,disgust,0.82
Opened Dirty Alley or Street request via iPhone at 200–298 N Chester St Overflowing corner can,disgust,0.727
Closed Dirty Alley or Street request at 200–298 N Chester St,disgust,0.727
youre a piece of Dog Shit,disgust,0.82
Opened Trash High Grass or Weeds request via iPhone at 1627 Locust St Heavy trash can busted bag of dirt,disgust,1.156
lrt do that shit everyday loudlycryingface loudlycryingface raisinghands facewithstuckouttonguewinkingeye,disgust,0.82
cant ask that bitch to do shit for me confusedface,disgust,1.4680000000000002
they really blowing this shit out of proportion loudlycryingface grinningfacewithsmilingeyes baltimore wild thumbsdown,disgust,0.82
my bff peoplewithbunnyearspartying always letting these stupid bitch personpouting get to her head tiredface tiredface grinningfacewithsmilingeyes she need to ignore that shit doubleexclamationmark ️,disgust,1.4680000000000002
my shit cute smilingfacewithhearteyes,disgust,0.82
that platonic shit for TV show,disgust,0.82
Opened Dirty Alley or Street request via iPhone at 4112 Morrison Ct Bulk and trash,disgust,1.383
that shit not cute skull skull,disgust,0.82
rey up late doing this shit smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes,disgust,0.82
Opened Trash High Grass or Weeds request via iPhone at 4914 Pennington Ave Bulk trash in rear yard,disgust,0.6559999999999999
They throwing fire cracker and shit,disgust,0.82
she just wanted to say something with her ugly as unamusedface,disgust,0.648
Kevin is nasty facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy smirkingface hearnoevilmonkey seenoevilmonkey,disgust,0.703
Opened Park Cleaning or Mowing request via iPhone at 2025 E Fairmount Ave Park grass remains unmowed and very high,disgust,0.516
And if they wanted to they coulda been stopped this shit they didnt want to why So they can broadcast it amp make a fool out of u,disgust,1.281
When your city dont play that shit wearyface,disgust,0.82
Im really rolling they am not shit yo facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,disgust,0.82
Keep talking about yall call the policethats what tf my tax pay forBut when I call do they do shit no they dont So idc fuck them hundredpoints,disgust,0.82
We tried the peaceful way that shit anit work openhands Same shit Im saying,disgust,0.82
my ancestor were not racist or bigot or sociopathic slaughterer I take pride in that,disgust,0.8590000000000001
talk shit in 10 year Im too far ahead,disgust,0.82
Bitch shuuttttt uppppppppp Rey put this fat bitch on mute,disgust,1.265
Bitch so ugly I can not respect no nigga thats gasing her up So bump down so ugly all in one time it terrible thumbsdown thumbsdown thumbsdown facewithmedicalmask facewithmedicalmask facewithmedicalmask,disgust,1.858
lmaooo no u didnt I am not gettin mixed up in dat mess,disgust,0.484
lmaoo you wa stealing from the cv I saw u facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy loudlycryingface loudlycryingface tf I look like lls u funny a shit,disgust,1.382
watching this news coverage of the shit in Baltimore reminds me of the message in Bowling for Columbine,disgust,0.82
This shit really going to far man,disgust,0.82
If I knew the actual dance yall couldnt tell me shit,disgust,0.82
nigga man cant do shit right,disgust,0.82
Chipotle Nasty a Shyt sleepyface Fuk I By This Shyt For facescreaminginfear watch ur mouth,disgust,0.703
Opened Dirty Alley or Street request via iPhone at 2001 E Baltimore St Household trash overflowing corner bin,disgust,1.383
Closed Dirty Alley or Street request at 2001 E Baltimore St Fqbegin,disgust,0.727
Im praying hard a shit foldedhands,disgust,0.82
Opened Trash High Grass or Weeds request via iPhone at 2–98 S Washington St Trash and debris,disgust,1.086
Ewww that shit look disgusting hope thats not her tf facewithmedicalmask facewithmedicalmask facewithmedicalmask facewithmedicalmask facewithmedicalmask facewithmedicalmask,disgust,1.5230000000000001
Too many black man dont give a fk about their own brother to pick them up and say heyget your shit together brother,disgust,0.82
Certain shit I know he dont do like nobody can ever tell me he cheating because the bond we have He would a already told me so persontippinghand,disgust,1.3279999999999998
Opened Dirty Alley or Street request via iPhone at 2000 Orleans St Overflowing corner can,disgust,0.727
Closed Dirty Alley or Street request at 2000 Orleans St Fqbegin,disgust,0.727
All iwanna do is make sure everything is in order for all my event Havent brought myself shit since ibeen working unamusedface,disgust,0.82
Closed Trash High Grass or Weeds request at 1903 E Fort Ave Baltimore Fqbegin business property is occupied,disgust,0.6559999999999999
Opened Trash High Grass or Weeds request via iPhone at 30 S Washington St Trash amp debris,disgust,1.086
Closed Dirty Alley or Street request at 209–399 N Washington St Fqbegin,disgust,0.727
They got my pastor out here in all this mess,disgust,0.484
isnt the best weekend to be in Baltimore shit might get interesting tonight,disgust,0.82
Cant wait to see what Stephanie lor greasy head as going say tonight,disgust,0.672
That cooder bitch hair greasy amp stale a shit in her avi ican not unamusedface just leave that alone facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,disgust,2.14
I can not fuck with a materialistic person That shit is not going be here in 10 year I cant get with that shit hundredpoints hundredpoints hundredpoints,disgust,0.82
I go out my way for everybody if you not my mother or sibling all that shit is over and thats hundredpoints,disgust,0.82
Opened Dirty Alley or Street request via iPhone at 1950 E Fayette St Large debris from traffic accident remains o,disgust,1.6729999999999998
im tired of this shit now facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose facewithsteamfromnose,disgust,0.82
Opened Trash High Grass or Weeds request via Android at 1900 E Fort Ave Baltimore No property upkeep,disgust,0.6559999999999999
