id,tweet_text,sentiment,sentiment_score
10676,"Nurse practitioner 'you look pretty bad. No offense of course.' \n\nThank you, that really added that spark of positivity I needed today.",anger,0.444
10677, turn that frown upside down buddy upside-down_face .,anger,0.375
10678," *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we will both be safe.--",anger,0.375
10679,and apparently he is supposed to have a Scottish accent??? i am ,anger,0.375
10680," she is jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —",anger,0.375
10681," Yes, I think he held a grudge ...",anger,0.375
10682, I can't guess if you holding a grudge against the best',anger,0.425
10683, A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.,anger,0.354
10684, everyone is against wigan because we are the biggest club ,anger,0.354
10685," anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my now-chronic Confusion tendonitis",anger,0.354
10686,GAMEDAY VS BUFORD TODAY AT 5 Happy face smiley 0 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,anger,0.354
10687,tonight is #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,anger,0.2
10688, exactly what I have been saying on fb.. ,anger,0.354
10689,my wasp sting is so itchy,anger,0.35600000000000004
10690,"-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat. -- ",anger,0.322
10691,srry my feelings offend u hugging_face ,anger,0.354
10692,Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,anger,0.354
10693,I can't even right now #bb18 ,anger,0.354
10694,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.,anger,0.354
10695,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,anger,0.354
10696, I wouldn't bring this up if I were you. it is a very touchy subject. And people get way to offended these days,anger,0.328
10697,"Are you lost in the fury, fearing that you will fail?",anger,0.354
10698,I need a bento_box sushi date rice_ball spaghetti an olive guarded date cheese_wedge and a oncoming_fist medium-light_skin_tone Rockys date pizza #tiff,anger,0.354
10699,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i am burning alive Happy face or smiley Happy face or smiley Happy face or smiley ,anger,0.354
10700, now you gotta do that with fast n furious,anger,0.354
10701, I remember TAs in the gamedev program said he had temper tantrums in class all the time lol,anger,0.354
10702,i love that tay &amp; tiff are just sitting at my house while i am at work upside-down_face ,anger,0.354
10703,"He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.\nP16 Happy face smiley 2 #bibleverse #pride ",anger,0.354
10704," Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!",anger,0.354
10705,Skipping meals is the national way of showing #disappointment and . #wiz,anger,0.354
10706,"{Strong hands moving to firmly grope each of thighs, squeezing as her digging nails extract a growl from me.}",anger,0.354
10707, u tried boiling em takes years too,anger,0.354
10708, if u know who died.. I would also burst out crying....\nFrom JOY!!! winking_face ,anger,0.354
10709, \nit is always fun to anger 'All the Old Dudes.' with Rock N' Roll Happy face or smiley Confusion ,anger,0.354
10710,being bitter only hurts yourself lmaooo,anger,0.354
10711,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we are OK,anger,0.354
10712,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,anger,0.354
10713,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #AdultingIsTheWorst,anger,0.354
10714, I love Lizzy warren is latest rage against Wall Street.,anger,0.177
10715,When you forget to mention you were bought dreamboys tickets face_with_rolling_eyes face_with_tears_of_joy ,anger,0.354
10716,Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,anger,0.354
10717,My little sister sure can hold a grudge face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ,anger,0.333
10718," &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",anger,0.333
10719,one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up,anger,0.333
10720,snap music kept me from running into traffic 2005-2007.,anger,0.333
10721,"When anger rises, think of the consequences. #quote #wisdom ",anger,0.333
10722,Never make a #decision when you are #angry and never make a #promise when you are #happy. #wisewords,anger,0.333
10723,Keep in mind. we are all weak. Don't insult people just because they are human.,anger,0.333
10724, i watch all your videos but i like madden better!,anger,0.333
10725,Projection is perception. See it in someone else? You also at some level have that within you. #worry,anger,0.333
10726,So Rangers v Celtic ll #revenge,anger,0.333
10727, ehhh I guess. I want to everyone i have ever burst out laughing in front of face_with_tears_of_joy ,anger,0.333
10728, it is true! I reverse-engineered the drink. it is a scientific method. I hear it is all the rage.,anger,0.333
10729, yesss..apparently you have been popular on snap face_with_rolling_eyes ,anger,0.333
10730,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,anger,0.333
10731, I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,anger,0.333
10732,"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",anger,0.333
10733, all three of my agin is on the pout .,anger,0.29600000000000004
10734,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #politeness,anger,0.333
10735,don't give someone power by letting their words offend you,anger,0.333
10736,"Rt i need that one back, that whole cd was hard, the one with a #rage flew through, rhyme flow, n the 1 u speak on the dollar",anger,0.333
10737,Lot 100 would give Ghandi road rage,anger,0.333
10738, at least his character in fast and furious pumped some adrenaline into the franchise. But that is about it,anger,0.333
10739,"How can I tell Happy Anniversary, when u are not happy.. #ampalaya #paitpaitanangpeg",anger,0.341
10740,I love when angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,anger,0.333
10741,when you find out the initiative isn't even a thing anguished_face ,anger,0.312
10742,"All this from a cigarette burning in laura is hand, the angle of her chin, the purse of her lips.'104 Confusion Gorgeous transition!",anger,0.312
10743,This all resent #India #Pakistan problem is save #NawazSharif\n,anger,0.312
10744,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,anger,0.312
10745, Wolfpack theme and trons and sting wore the wolf shirt,anger,0.312
10746," sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",anger,0.172
10747,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,anger,0.312
10748, or in my case a raging moody cow lol why i buy moody cow socks lol,anger,0.389
10749,i am just doing what u should b doing just minding my business and grinding relentless ,anger,0.312
10750,Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,anger,0.312
10751, regarde tes snap,anger,0.312
10752,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,anger,0.33
10753," the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious.",anger,0.312
10754,Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,anger,0.312
10755,I wish the next madden has a story mode too. Just like Fifa 17 #madden,anger,0.312
10756, taking offense to acount...he ranks 32 of 36 over last 2 years by SABR,anger,0.312
10757, Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour,anger,0.312
10758, #klitschko over fury any day #boxing,anger,0.312
10759,The best revenge is massive success.,anger,0.312
10760,"Tiangong 1, china is first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",anger,0.312
10761,Houston might lose a coach tomorrow or by midnight. #yikes ?,anger,0.312
10762,"Well, the lines for sweden is goals sure sting.",anger,0.312
10763,Don't get #bitter get #BETTER,anger,0.312
10764,Don't be bitter,anger,0.292
10765,Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally,anger,0.185
10766,Recommended reading Prisoners of Hate by Aaron Beck ,anger,0.292
10767, that is the joke. I know it is incense,anger,0.222
10768,Leveled at the half. Much better offense expected in the second half,anger,0.182
10769, huh? We have a sprint coach? we are the slowest team in the comp. Talk about robbing a living. ,anger,0.292
10770,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily ,anger,0.292
10771,One of my favorite classic cars is the Plymouth fiery.,anger,0.292
10772,"As your own lives in order to complete our amazing life journey successfully, it is there. ",anger,0.35700000000000004
10773,Kik me I want to swap pics I will post on my account anonymously if you wish Kik vsvplou #Kik #kikme #snap #nudes #tits #snapchat,anger,0.292
10774,Focus on yourself. Don't let other is love define you when you are happy and don't let it make you bitter if you get hurt.,anger,0.292
10775,I wish the next madden has a story mode too. Just like Fifa 17 ,anger,0.292
10776, *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,anger,0.304
10777, flushed_face The intensity that play at is extraordinary #relentless #AFLCatsSwans #AFLFinals rugby_football clapping_hands dark_skin_tone ,anger,0.292
10778,Need a new outlet for ,anger,0.292
10779,I need a bento_box sushi date rice_ball spaghetti an olive guarded date cheese_wedge and a oncoming_fist medium-light_skin_tone Rockys date pizza ,anger,0.271
10780, my snap is andriaprebles red_heart ️,anger,0.271
10781,Colors of the leaves are- changing. Heatwaves in LA still- raging. Lattes made in batches. Visit pumpkin patches. #FallSongs,anger,0.271
10782, #ldf16 what shall we do this weekend? #spraypainting in #greenwichmarket with #core246 #lilylou #fret &amp; #benoakley,anger,0.271
10783,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ",anger,0.271
10784," meeee, i am lvl 320 and i have not a single relentless",anger,0.271
10785, ummm that dragons fury though..,anger,0.271
10786, he is perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,anger,0.271
10787, I thought I peeped him on your snap. that is the homie raised_fist medium_skin_tone lol,anger,0.271
10788, My heart goes out to that woman for the indignity of what she is sitting through.,anger,0.271
10789,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,anger,0.271
10790, i am sensing a theme here tho lol ,anger,0.271
10791,ESPN just assumed I wanted their free magazines ,anger,0.271
10792,"If my luck the rest of Fall goes anything like today, I think i am going to like this season. #bestdayever #magic #work #snap",anger,0.271
10793,These #NewEnglandPatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden 04,anger,0.271
10794, No grudge. Only truth in abundance.,anger,0.271
10795," take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",anger,0.271
10796,630am meeting Olympic House #10golds24 . #neverquit #believe #dreambig #TeamTTO #going4gold,anger,0.271
10797,Houston might lose a coach tomorrow or by midnight. #yikes #offense?,anger,0.271
10798,it is easy to hold a grudge harder to let go.,anger,0.295
10799,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #against #machines,anger,0.189
10800,testing ,anger,0.25
10801,Happiness is the best revenge,anger,0.25
10802,I forgot about this nice area down here with the fiery hearths,anger,0.25
10803,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",anger,0.25
10804, also madden isn't the funniest game to watch and if there isn't much happening it is boring,anger,0.25
10805,"Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the &gt;&gt;\n",anger,0.25
10806,"Oh my. Watching #rage. it is been like, ages",anger,0.25
10807,Like hello? I am your first born you must always laugh at my jokes. ,anger,0.324
10808,Sometimes the best motivations come from 'proving them wrong' #energy #MotivationalQuotes,anger,0.25
10809,tonight is #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #bwahaha,anger,0.25
10810,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',anger,0.229
10811,"If someone keeps #laughing at you, don't #fret . At least u r giving #happiness .'\n#quotes #quotestoliveby",anger,0.229
10812, sounds like a good game plan for our offense....,anger,0.202
10813,The most important thing to #bestrong is to hold your #thoughts,anger,0.147
10814,So Rangers v Celtic ll ,anger,0.229
10815,I think they may be ,anger,0.229
10816,I should really study today for chemistry but playing madden is just way more fun.,anger,0.208
10817,i love the word fret so much and im in heaven,anger,0.127
10818, is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! Happy face or smiley #wwe ,anger,0.208
10819,Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen,anger,0.208
10820,pray for my boy huff,anger,0.208
10821,GAMEDAY VS BUFORD TODAY AT 5 Happy face smiley 0 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED ,anger,0.208
10822,snap hiAleshia smiling_face_with_open_mouth ,anger,0.208
10823,I need to stop second guess myself and just go with the first thought and go with it. ,anger,0.208
10824,630am meeting Olympic House #10golds24 . #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger,0.208
10825," it doesn't offend me but it is just,,, Weird.",anger,0.188
10826,Drop Snapchat names #bored #swap #pics,anger,0.188
10827,Follow me on Snapchat ghost Carlabtst15 #snapchat ,anger,0.188
10828,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",anger,0.188
10829,follow my girl tiff she only got 3 followers sparkling_heart heart_with_arrow sparkling_heart heart_with_arrow heart_with_arrow ,anger,0.188
10830, peanut butter takes away the sting,anger,0.188
10831,hate to see y'all frown but i would rather see him smiling two_hearts sparkles ,anger,0.188
10832, Jared + #snap? heart_with_arrow ,anger,0.188
10833,Kik me I want to swap pics I will post on my account anonymously if you wish Kik vsvplou #Kik #kikme #nudes #tits #snapchat,anger,0.188
10834,ordered my vacation bathing suits. one less thing to fret about.,anger,0.188
10835,Cheap pout my brodcast,anger,0.232
10836,Ughhh love a clean house and my incense lit aromatherapy,anger,0.26
10837,Follow me on Snapchat ghost Carlabtst15 #snapchat #snap,anger,0.16699999999999998
10838,Vale! Vale! Sip sangria and taste tantalizing tapas 's fiery flamenco nights! #MinutesFromHoM #SilverLake #LA #Flamenco,anger,0.16699999999999998
10839,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",anger,0.16699999999999998
10840,Love the new song I can't stop thinking about you by #sting.,anger,0.16699999999999998
10841," Just to help maintain and boost our status as a world class centre for education, culture and tolerance. ",anger,0.16699999999999998
10842," one of my favorite songs brother, real talk. ",anger,0.157
10843,one month til someone is bday and i think it is time to flaunt that I got them something pretty awesome ,anger,0.14300000000000002
10844, he didn't sting me luckily. He just flew off happy and drunk. Lolololol,anger,0.146
10845,"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER weary_face ",anger,0.146
10846, what I miss? ,anger,0.146
10847, wrath of khan is one of the best movies of all time,anger,0.146
10848,i am girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life,anger,0.146
10849,Follow up. Follow through. Be #relentless. #success,anger,0.125
10850, turn that frown upside down,anger,0.125
10851, it is GAME DAY!!!! T MINUS 14 Happy face smiley 0 ,anger,0.125
10852,rose incense are the best thing i have ever bought,anger,0.125
10853, Literally burst out laughing.,anger,0.067
10854,Follow up. Follow through. Be . #success,anger,0.125
10855,Wrinkles should merely hide where frown have been. - Mark Twain,anger,0.125
10856,Love the new song I can't stop thinking about you by .,anger,0.083
10857, pls dont insult the word 'Molna',anger,0.479
10858, I would have almost took offense to this if I actually snapped you,anger,0.458
10859, that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,anger,0.562
10860," that is what lisa asked before she started raging at me, 'can I call you?' heh",anger,0.5
10861,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ,anger,0.708
10862,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,anger,0.6459999999999999
10863,I think &amp; must actually have to be working like me &amp; because I havent got any snap chat videos today,anger,0.25
10864,My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.,anger,0.812
10865," One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. #fuming",anger,0.682
10866," One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. ",anger,0.438
10867," can you please not have Canadian players play US players, that lag is atrocious. #fixthisgame #trash #sfvrefund ",anger,0.6459999999999999
10868, i love how theres no outrage that it is a white man but if it was a black man them BLM would be all over it regardless of reason,anger,0.726
10869,"Me being on my dean really saving a lot of ppl, bc I don't snap nomore &amp; it take so much out of me..",anger,0.348
10870,Sorry guys I have absolutely no idea what time i will be on cam tomorrow but will keep you posted. #fuming,anger,0.417
10871,Sorry guys I have absolutely no idea what time i will be on cam tomorrow but will keep you posted. ,anger,0.202
10872,"Is it me, or is Ding wearing the look of a man who is just found his arch enemy in bed with his missus? #angryman ",anger,0.557
10873,"Is it me, or is Ding wearing the look of a man who is just found his arch enemy in bed with his missus? #angryman #scowl",anger,0.5
10874, I fuck with madden way harder,anger,0.521
10875, Obama must be fuming.. lol,anger,0.5
10876,Hate when guys cant control their anger upside-down_face upside-down_face ,anger,0.6459999999999999
10877," *she would frown a bit, folding her arms* 'why is it that every time i am in need of assistance someone expects a lil **",anger,0.5
10878,Literally fuming fuck sake,anger,0.86
10879, oh so that is where Brian was! Where was my invite? ,anger,0.438
10880, oh so that is where Brian was! Where was my invite? #offended,anger,0.417
10881," - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",anger,0.604
10882,it is the most magical time of the year......Xmas party announced and the #outrage commences. Gotta love Silicon Valley millennials.,anger,0.429
10883," I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. i am there.",anger,0.25
10884, Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,anger,0.586
10885,I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion,anger,0.5
10886, i will fight this guy! Don't insult the lions like that! But seriously they kinda are.Wasted some of the best players,anger,0.708
10887,Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge ,anger,0.417
10888,The rage has died down.,anger,0.438
10889,"Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'",anger,0.417
10890,All Brian does is sleep and aggravate me,anger,0.833
10891, true...\nThey r burning with other is pleasure!\nPpl in true love happiness everywhere _ smiling_face_with_open_mouth ,anger,0.312
10892, so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy,anger,0.708
10893, so in your opinion is this the worst delhi govt? #acrid #hypocrisy,anger,0.526
10894,i live and die for mchanzo honeymoon crashing and burning the second they move in together,anger,0.479
10895,For the first time in my madden career I just set up a farm account. Should make MOTM much easier,anger,0.271
10896, b***er off. NCFC is a grudge match Happy face or smiley ,anger,0.542
10897,Might just leave and aggravate bae,anger,0.417
10898,"Realest ever, relentless ever, inevitable that I win.",anger,0.415
10899,"Kik to trade, have fun or a conversation kik youraffair Confusion #kik #kikme #messageme #textme #pics #trade #tradepics #dm #bored",anger,0.241
10900,"Kik to trade, have fun or a conversation kik youraffair Confusion #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap #bored",anger,0.16699999999999998
10901,"you are so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted platform.",anger,0.5
10902,S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait upside-down_face ,anger,0.542
10903, he is just too raging to type properly... Ha ha!,anger,0.375
10904,#oow16 #sting decent new song,anger,0.125
10905,Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching,anger,0.604
10906,Just joined #pottermore and was sorted into HUFFLEPUFF pouting_face pouting_face pouting_face #fuming,anger,0.708
10907,Just joined #pottermore and was sorted into HUFFLEPUFF pouting_face pouting_face pouting_face ,anger,0.438
10908," Don't ask, you don't get. Apologies if i have offended you. All due respect Alan, I think you have been fed duff info.",anger,0.4270000000000001
10909,"I miss my gran singing Rawhide, in her deep baritone growl.",anger,0.292
10910,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,anger,0.375
10911,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #emotionalrollercoaster,anger,0.354
10912, I would always be honest but it is great to feedback opinion to the brand - don't want to offend them #BlogHour,anger,0.438
10913, no no. I insist that you give me your best insult first,anger,0.562
10914, coincidentally watched ulzana is Raid last night - brutally indignant filmmaking.,anger,0.542
10915, saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,anger,0.667
10916,"Note to self ~ Stop laughing at things that offend you, it is ok to get mad at people \n#NoteToSelf #offended #mad #upset",anger,0.542
10917,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",anger,0.25
10918,Eat my ass' is no longer an insult,anger,0.438
10919,"Why to have vanity sizes?Now sizes S,XSevenXXS sometimes Confusion are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",anger,0.708
10920,"Why to have vanity sizes?Now sizes S,XSevenXXS sometimes Confusion are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant ",anger,0.518
10921," i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",anger,0.5
10922," i have always been fiery, but never radical.",anger,0.438
10923,"Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate.",anger,0.375
10924,"Anger, resentment, and hatred are the destroyer of your fortune today.",anger,0.396
10925,"Anger, resentment, and hatred are the destroyer of your fortune today.'",anger,0.375
10926,If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,anger,0.812
10927,Sting is just too damn earnest for early morning listening. ,anger,0.37
10928,Sting is just too damn earnest for early morning listening. #sting,anger,0.446
10929,Just seeing Alex revells face gets me angry,anger,0.583
10930," Spent months arranging swap , new jobs etc, now i have found out she is been leading me on a merry dance. #fuming with her",anger,0.667
10931, beware the fury of a weak king,anger,0.417
10932, growl!!!,anger,0.5
10933,"Sam Confusion brown is Law Never offend people with style when you can fake that, you have to break us in this Island.",anger,0.333
10934," Event started! everyone is getting ready to travel to the lake of rage, where everything glows",anger,0.521
10935," In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.",anger,0.604
10936, People will always get offended everyone is situation is different! Just because we have kids doesn't mean we have to settle,anger,0.562
10937," I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",anger,0.625
10938,I hope my hustle don't offend nobody,anger,0.292
10939,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",anger,0.229
10940,Lol little things like that make me so angry x,anger,0.604
10941,"At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes",anger,0.319
10942, it is GAME DAY!!!! T MINUS 14 Happy face smiley 0 #relentless,anger,0.14400000000000002
10943,This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger,0.898
10944, i have just found out it is Candice and not Candace. She can pout all she likes for me smiling_face_with_heart-eyes ,anger,0.271
10945, if he can't come to my Mum'a 60th after 25k tweets then why should I see-no-evil_monkey #soreloser,anger,0.6459999999999999
10946, if he can't come to my Mum'a 60th after 25k tweets then why should I see-no-evil_monkey #bitter #soreloser,anger,0.583
10947,wanna go home and focus up on this game . Don't wanna rage at all,anger,0.375
10948, i have been disconnected whilst on holiday face_with_steam_from_nose but I don't move house until the 1st October thinking_face #furious,anger,0.625
10949, i have been disconnected whilst on holiday face_with_steam_from_nose but I don't move house until the 1st October thinking_face ,anger,0.396
10950,I wanna see you smile I don't wanna see you make a frown,anger,0.25
10951, ur road rage gives me anxiety.,anger,0.438
10952, i am furious weary_face weary_face weary_face ,anger,0.708
10953, She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,anger,0.333
10954,They gonna give this KKk police bitch the minimum sentence..just wattch #angry,anger,0.877
10955,They gonna give this KKk police bitch the minimum sentence..just wattch ,anger,0.708
10956,I just got murdered in madden. face_with_head-bandage ,anger,0.417
10957,My nephew sees that i have a frown on my face and he tells me 'you are beautiful '! crying_face revolving_hearts weary_face ,anger,0.229
10958, My sister is dog does this. I think it is because she knows it will provoke a reaction,anger,0.375
10959,new madden 16 video was gonna be up but xbox is being an ahole and not going through face_with_rolling_eyes face_with_rolling_eyes #struggles,anger,0.667
10960,"The animosity toward Hillary comes from conspiracy theories and perception, the animosity toward Trump is based on what he says and does.",anger,0.354
10961,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry,anger,0.812
10962,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad ,anger,0.562
10963,I watch Amyah throw temper tantrums when she gets mad at something and i am just like damnit that is me and I can't do nothing but laugh smiling_face_with_open_mouth_&_cold_sweat ,anger,0.312
10964, impossible to say. We can only hope that I don't unwittingly trigger her ferocious side again. Hell hath no fury..,anger,0.625
10965, no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.,anger,0.458
10966,Autocorrect changes ''em' to 'me' which I resent greatly,anger,0.521
10967,Candice on great british bake off with that pout does my head in oncoming_fist light_skin_tone face_with_rolling_eyes ,anger,0.583
10968,Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru,anger,0.458
10969,HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! #BB18 sorry not sorry #bitter #bbmichelle,anger,0.271
10970,HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! #BB18 sorry not sorry #bbmichelle,anger,0.188
10971,Fast and furious 6 this Monday 10 pm on mbc 2 smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes ,anger,0.271
10972,"Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default.",anger,0.708
10973,So i am not being shady but one of jongdae is ex rumoured girlfriends is going on WGM i am not saying i am over joyed but i am over joyed #bitter,anger,0.417
10974,So i am not being shady but one of jongdae is ex rumoured girlfriends is going on WGM i am not saying i am over joyed but i am over joyed ,anger,0.292
10975,At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily,anger,0.7709999999999999
10976,When you want to say something so bad but can't ! #furious face_with_steam_from_nose ,anger,0.521
10977,Competition is suppose to motivate you to do better everytime not to be bitter all the time -De philosopher DJ Kyos \n#quote #success #CSGO,anger,0.271
10978, please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!,anger,0.7290000000000001
10979, Ballmer will be furious. Another delivery lost...,anger,0.5
10980,Stop tracking back you fucking potato faced cunt errrr infuriating angry_face angry_face angry_face angry_face angry_face #angry #Rooney #mufc,anger,0.938
10981,Stop tracking back you fucking potato faced cunt errrr infuriating angry_face angry_face angry_face angry_face angry_face #Rooney #mufc,anger,0.917
10982, looking forward to div 2 next year #revenge #leictershireaway #therey,anger,0.479
10983, looking forward to div 2 next year #leictershireaway #therey,anger,0.375
10984, shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos,anger,0.648
10985,Can't believe are putting their prices up!! They already know i am struggling to pay my bill &amp; won't change my package!! ,anger,0.667
10986,Can't believe are putting their prices up!! They already know i am struggling to pay my bill &amp; won't change my package!! #raging,anger,0.755
10987,Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,anger,0.792
10988,If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman,anger,0.521
10989,Star trek online has a update to download oh fuming yay,anger,0.479
10990, make sure you tell them how scared you are #revenge raising_hands medium-light_skin_tone raising_hands medium-light_skin_tone ,anger,0.5
10991," ...specifically are the cause of it all, and they resent being considered the enemy.",anger,0.417
